AnimID	Name	AinmName	Layer	WrapMode	PlayMode	QueueMode	SPEED	TransitTime	LoopTime	LoopOverAnimId	IsCanBreak	StartEffect01	IsStartEffectAutoEnd01	StartEffect02	IsStartEffectAutoEnd02	StartEffect03	IsStartEffectAutoEnd03	StartEffect04	IsStartEffectAutoEnd04	StartEffect05	IsStartEffectAutoEnd05	EndEffect	IsCallEnd	NextAnimId	SoundID	SoundBreakKeep	DelayFrameSpeed	DelayFrameTime	DelaySpeedTime
145	后-结婚站立-少林	Ride_Back_Stand	2	1	4	2	1	0.2	-1	-1	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
146	后-结婚跑动-少林	Ride_Back_Run	2	1	4	2	1	0	-1	-1	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
147	后-结婚站立-天山	Ride_Back_Stand	2	1	4	2	1	0.2	-1	-1	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
148	后-结婚跑动-天山	Ride_Back_Run	2	1	4	2	1	0	-1	-1	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
149	后-结婚站立-逍遥	Ride_Back_Stand	2	1	4	2	1	0.2	-1	-1	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
150	后-结婚跑动-逍遥	Ride_Back_Run	2	1	4	2	1	0	-1	-1	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
151	后-结婚站立-大理	Ride_Back_Stand	2	1	4	2	1	0.2	-1	-1	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
152	后-结婚跑动-大理	Ride_Back_Run	2	1	4	2	1	0	-1	-1	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
153	结婚站立-少林	Ride_Stand	2	1	4	2	1	0.2	-1	-1	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
154	结婚跑动-少林	Ride_Run	2	1	4	2	1	0	-1	-1	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
155	结婚站立-天山	Ride_Stand	2	1	4	2	1	0.2	-1	-1	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
156	结婚跑动-天山	Ride_Run	2	1	4	2	1	0	-1	-1	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
157	结婚站立-逍遥	Ride_Stand	2	1	4	2	1	0.2	-1	-1	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
158	结婚跑动-逍遥	Ride_Run	2	1	4	2	1	0	-1	-1	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
159	结婚站立-大理	Ride_Stand	2	1	4	2	1	0.2	-1	-1	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
160	结婚跑动-大理	Ride_Run	2	1	4	2	1	0	-1	-1	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
161	珍珑棋局-段延庆-段家剑	Skill01	2	1	4	2	1	0	-1	-1	0	227	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
162	珍珑棋局-苏星河-天鉴神功	Skill01	2	1	4	2	1	0	-1	-1	0	228	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
163	珍珑棋局-远古棋魂-落雷	Skill01	2	1	4	2	1	0	-1	-1	0	229	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
164	藏经阁BOSS泰山压顶	Attack	2	1	4	2	1	0.2	-1	-1	0	237	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
165	轻功技能动作1	Qinggong_01	2	1	4	2	1	0.2	-1	-1	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	1	169	-1	1	0	0	0
166	轻功技能动作2	Qinggong_02	2	1	4	2	1	0.2	-1	-1	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	1	169	-1	1	0	0	0
167	轻功技能动作3	Qinggong_03	2	1	4	2	1	0.2	-1	-1	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	1	169	-1	1	0	0	0
168	轻功技能结束	Qinggong_End	2	1	4	2	1	0	-1	-1	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	0	0
169	轻功技能循环	Qinggong_Loop	2	2	4	2	1	0	5	-1	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
170	六脉神剑循环	Skill_Liumaishenjian_Loop	2	2	4	0	1	0	3	171	0	73	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
171	六脉神剑结束	Skill_Liumaishenjian_End	2	1	4	0	1	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
172	年兽-洋洋得意	Skill_01	2	1	4	2	1	0.1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	0	0
173	四大恶人云中鹤-鹤蛇八打	Skill_Heshebada	2	1	4	2	1	0.1	-1	-1	0	268	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	0	0
174	四大恶人云中鹤-影踪步	Skill_Huadiweilao	2	2	4	2	1	0.1	1	-1	0	269	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	0	0
175	四大恶人岳老三-鳄嘴剪	Skill_Ezuijian	2	1	4	2	1	0.1	-1	-1	0	271	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	0	0
176	四大恶人岳老三-鳄神斩	Skill_Eshenzhan	2	2	4	2	1	0.2	8	-1	0	272	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
177	四大恶人叶二娘-柳叶刀法	Skill_Liuyedaofa	2	1	4	2	1	0.1	-1	-1	0	273	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	0	0
178	四大恶人叶二娘-忆子成痴起手	Skill_Yizichengchi_Start	2	1	4	2	1	0.1	-1	-1	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	1	179	-1	1	0	0	0
179	四大恶人叶二娘-忆子成痴循环	Skill_Yizichengchi_loop	2	2	4	2	1	0.1	7	180	0	274	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
180	四大恶人叶二娘-忆子成痴结束	Skill_Yizichengchi_End	2	1	4	2	1	0.1	-1	-1	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	0	0
181	四大恶人段延庆-一阳指法	Attack_01	2	1	4	2	1	0.1	-1	-1	0	275	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	0	0
182	四大恶人段延庆-地形剑法	Skill_Dixingjianfa	2	1	4	2	1	0.1	-1	-1	0	278	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	0	0
183	萧峰伙伴-降龙十八掌	Skill_Xianglong	2	1	4	2	1	0.2	-1	-1	1	263	1	264	1	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
184	段誉伙伴-六脉神剑	Skill_liumaishenjian	2	1	4	2	1	0.2	-1	-1	1	265	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
185	虚竹伙伴-北冥神功	Skill_Beimingshengong	2	1	4	2	1	0.2	-1	-1	1	266	1	267	1	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
186	天龙伙伴普攻	Attack	2	1	4	2	1	0.2	-1	-1	1	279	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
187	丐帮普攻1	Attack_01	2	1	4	2	1	0.1	-1	-1	0	282	0	-1	0	-1	0	-1	0	-1	0	-1	1	188	154	1	0	0	0
188	丐帮普攻2	Attack_02	2	1	4	2	1	0.1	-1	-1	0	283	1	-1	0	-1	0	-1	0	-1	0	-1	1	189	155	1	0	0	0
189	丐帮普攻3	Attack_03	2	1	4	2	1	0.1	-1	-1	0	284	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	156	1	0	0	0
190	丐帮XP起手	Skill_Xp_Tianxiawugou_Start	2	1	4	2	1	0.2	-1	-1	0	285	0	-1	0	-1	0	-1	0	-1	0	-1	1	191	157	1	0	0	0
191	丐帮XP循环	Skill_Xp_Tianxiawugou_Loop	2	2	4	2	1	0.2	2	192	0	286	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
192	丐帮XP结束	Skill_Xp_Tianxiawugou_End	2	1	4	2	1	0.2	-1	-1	0	287	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	158	1	0	0	0
193	神龙摆尾	Skill_Feilongzaitian	2	1	4	2	1	0.2	-1	-1	0	292	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	159	1	0	0	0
194	天下无狗循环	Skill_Shenlongbaiwei_Loop	2	2	4	0	1	0.1	4	195	0	293	1	350	1	-1	0	-1	0	-1	0	-1	1	-1	160	1	0	0	0
195	天下无狗停止	Skill_Shenlongbaiwei_End	2	1	4	0	1	0.1	-1	-1	0	294	1	350	1	-1	0	-1	0	-1	0	-1	1	-1	161	1	0	0	0
196	醉饮江湖	Skill_Zuiyinjianghu	2	1	4	0	1	0.2	-1	-1	0	295	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	162	1	0	0	0
197	擒龙控鹤	Skill_Qinlongkonghe	2	1	4	0	1	0.2	-1	-1	0	297	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	163	1	0	0	0
198	密云不雨	Skill_Miyunbuyu	2	1	4	2	1	0.2	-1	-1	0	299	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	164	1	0	0	0
199	亢龙有悔	Skill_Kanglongyouhui_Loop	2	2	4	2	1	0.2	6	200	0	301	1	351	1	-1	0	-1	0	-1	0	-1	1	-1	165	1	0	0	0
200	亢龙有悔	Skill_Kanglongyouhui_End	2	1	4	2	1	0.2	-1	-1	0	302	1	348	1	351	1	-1	0	-1	0	-1	1	-1	166	1	0	0	0
201	宋长老-范围治疗技能	Songzhanglao_Skill	2	1	4	2	1	0.1	-1	-1	0	309	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
202	契丹先锋-技能	Qidanxianfeng_Skill	2	1	4	2	1	0.1	-1	-1	0	311	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
203	契丹兵-技能	Qidanbing_Skill	2	1	4	2	1	0.1	-1	-1	0	312	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
204	契丹戍卫-技能	Qidanshuwei_Skill	2	1	4	2	1	0.1	-1	-1	0	314	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
205	契丹女兵-技能	Qidannvbing_Skill	2	1	4	2	1	0.1	-1	-1	0	315	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
206	契丹精英-技能	Qidanjingying_Skill	2	1	4	2	1	0.1	-1	-1	0	317	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
207	契丹精锐-技能	Qidanjingrui_Skill	2	1	4	2	1	0.1	-1	-1	0	318	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
208	契丹将军-一鼓作气	Skill_Yiguzuoqi	2	1	4	2	1	0.1	-1	-1	0	320	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
209	契丹将军-横扫千军	Skill_Hengsaoqianjun	2	1	4	2	1	0.1	-1	-1	0	322	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
210	契丹将军-勇往直前	Skill_Yongwangzhiqian	2	1	4	2	1	0.1	-1	-1	0	344	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
211	契丹副将-顺劈斩	Skill_Shunpizhan	2	1	4	2	1	0.1	-1	-1	0	329	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
212	契丹女将-风速斩	Skill_Fengsuzhan	2	2	4	2	1	0.1	7	-1	0	324	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
213	契丹女将-刀光斩	Skill_Daoguangzhan	2	1	4	2	1	0.1	-1	-1	0	325	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
214	契丹女将-杀戮攻击	Skill_Shalugongji	2	1	4	2	1	0.1	-1	-1	0	341	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
215	契丹女将-狂怒	Skill_Fuqitongxin	2	1	4	2	1	0.1	-1	-1	0	328	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
216	契丹女副将-重刺	Skill_Zhongci	2	1	4	2	1	0.1	-1	-1	0	331	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
217	契丹女副将-杀戮标记	Skill_Shalubiaoji	2	1	4	2	1	0.1	-1	-1	0	332	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
218	南院大王-狮子吼	Skill_Shizihou	2	1	4	2	1	0.1	-1	-1	0	326	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
219	南院大王-碎石拳	Skill_Suishiquan	2	1	4	2	1	0.1	-1	-1	0	327	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
220	南院大王-狮子吼2	Skill_Shizihou	2	1	4	2	1	0.1	-1	-1	0	326	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
221	南院大王-谁能挡我	Skill_Shuinengdangwo	2	1	4	2	1	0.1	-1	-1	0	328	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
222	契丹王妃-红颜祸水	Skill_Hongyanhuoshui	2	1	4	2	1	0.1	-1	-1	0	334	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
223	契丹王妃-夫妻同心	Skill_Fuqitongxin	2	1	4	2	1	0.1	-1	-1	0	336	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
224	后-结婚站立	Ride_Back_Stand	2	1	4	2	1	0.2	-1	-1	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
225	后-结婚跑动	Ride_Back_Run	2	1	4	2	1	0	-1	-1	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
226	结婚站立	Ride_Stand	2	1	4	2	1	0.2	-1	-1	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
227	结婚跑动	Ride_Run	2	1	4	2	1	0	-1	-1	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
228	双剑-十字斩动作1	Skill01_01	2	1	4	2	1	0.1	-1	-1	0	354	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	173	1	0	0	0
229	双剑-死亡风暴动作	Skill02	2	1	4	2	1	0.1	-1	-1	0	352	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	176	1	0	0	0
230	双剑-突刺动作1	Skill03	2	1	4	2	1	0.1	-1	-1	0	356	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	174	1	0	0	0
231	双剑-普攻1	Attack01_01	2	1	4	2	1	0.1	-1	-1	0	370	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	182	1	0	0	0
232	双剑-普攻2	Attack01_02	2	1	4	2	1	0.1	-1	-1	0	371	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	184	1	0	0	0
233	双剑-普攻3	Attack01_03	2	1	4	2	1	0.1	-1	-1	0	372	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	183	1	0	0	0
234	双剑-普攻4	Attack01_04	2	1	4	2	1	0.1	-1	-1	0	373	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	175	1	0	0	0
235	双剑-3阶变身	Bianshen_3B	2	1	4	2	1	0.1	-1	-1	0	353	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	185	1	0	0	0
236	双剑-3变普攻1	Attack2B_01	2	1	4	2	1	0.1	-1	-1	0	364	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	186	1	0	0	0
237	双剑-3变普攻2	Attack2B_02	2	1	4	2	1	0.1	-1	-1	0	365	1	366	1	-1	0	-1	0	-1	0	-1	1	-1	187	1	0	0	0
238	双剑-3变技能1段	Skill2B_01	2	1	4	2	1	0.1	-1	-1	0	367	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	188	1	0	0	0
239	双剑-3变技能2段	Skill2B_02	2	1	4	2	1	0.1	-1	-1	0	368	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	189	1	0	0	0
240	双剑-3变技能3段	Skill2B_03	2	1	4	2	1	0.1	-1	-1	0	369	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	190	1	0	0	0
241	demo期BOSS-普攻	Attack	2	1	4	2	1	0.2	-1	-1	0	378	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	191	1	0	0	0
242	demo期BOSS-大招	Skill_03	2	1	4	2	1	0.1	-1	-1	0	376	1	377	1	-1	0	-1	0	-1	0	-1	1	-1	192	1	0	0	0
243	出场动画	Born	2	1	4	2	1	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	205	1	0	0	0
244	demo期BOSS-直线AOE	Skill_01	2	1	4	2	1	0.2	-1	-1	0	382	1	383	1	384	1	385	1	-1	0	-1	1	-1	200	1	0	0	0
245	demo期BOSS-扇形AOE	Skill_02	2	1	4	2	1	0.2	-1	-1	0	386	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	201	1	0	0	0
246	行走	Walk	1	2	4	0	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	0	0
247	demo期BOSS-转身动作	TurnAround	1	1	4	0	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	0	0
248	主角-虚弱倒地	Weak	1	1	4	0	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	249	-1	1	0	0	0
249	主角-虚弱持续	Weak_loop	1	2	4	0	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	0	0
250	击飞倒地-地上躺着	Knockback_03	2	2	4	0	1	0.2	467	251	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
251	击飞起身	Knockback_04	2	1	4	2	1	0.1	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	0	0
252	眩晕	Xuanyun	2	2	4	0	1	0.1	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	0	0
253	双剑-十字斩动作2	Skill01_02	2	1	4	2	1	0.1	-1	-1	0	355	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	214	1	0	0	0
254	双剑-1阶变身	Bianshen_1B_01	2	1	4	2	1	0.1	-1	-1	0	402	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	217	1	0	0	0
255	双剑-2阶变身	Bianshen_1B	2	1	4	2	1	0.1	-1	-1	0	403	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	218	1	0	0	0
256	双剑-2变普攻1	Attack2B_01	2	1	4	2	1	0.1	-1	-1	0	407	1	408	1	409	1	-1	0	-1	0	-1	1	-1	219	1	0	0	0
257	双剑-2变普攻2	Attack2B_02	2	1	4	2	1	0.1	-1	-1	0	410	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	220	1	0	0	0
258	双剑-2变普攻3	Attack2B_03	2	1	4	2	1	0.1	-1	-1	0	411	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	221	1	0	0	0
259	双剑-2变普攻4	Attack2B_04	2	1	4	2	1	0.1	-1	-1	0	412	1	413	1	-1	0	-1	0	-1	0	-1	1	-1	222	1	0	0	0
260	双剑-2变技能1段	Skill04_01	2	1	4	2	1	0.1	-1	-1	0	405	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	223	1	0	0	0
261	双剑-2变技能2段	Skill04_02	2	1	4	2	1	0.1	-1	-1	0	406	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	224	1	0	0	0
262	双剑-1变技能	Skill1B_04	2	1	4	2	1	0.1	-1	-1	0	404	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	349	1	0	0	0
263	骑滑板站立	Huaban_Stand	1	2	4	0	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	0	0
264	骑滑板跑动	Huaban_Run	1	2	4	0	1	0.1	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	0	0
265	女王蜂普攻	Attack	2	1	4	2	1	0.2	-1	-1	1	420	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	241	1	0	0	0
266	瑟克萨斯普攻	Attack	2	1	4	2	1	0.2	-1	-1	1	426	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	241	1	0	0	0
267	瑟克萨斯技能1	Skill01	2	1	4	2	1	0.2	-1	-1	1	427	1	428	1	-1	0	-1	0	-1	0	-1	1	-1	241	1	0	0	0
268	巨猿普攻	Attack	2	1	4	2	1	0.2	-1	-1	1	421	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	241	1	0	0	0
269	赤炎樱魔普攻	Attack	2	1	4	2	1	0.2	-1	-1	1	416	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	241	1	0	0	0
270	赤炎樱魔技能1	Skill_Diyufengbao	2	1	4	2	1	0.2	-1	-1	1	418	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	241	1	0	0	0
271	弓箭手-技能3动作	Skill03	2	1	4	2	1	0.1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
272	狂战士-普攻1	Attack01_01	2	1	4	2	1	0.1	-1	-1	0	477	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	253	1	0	0	0
273	狂战士-普攻2	Attack01_02	2	1	4	2	1	0.1	-1	-1	0	478	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	254	1	0	0	0
274	狂战士-普攻3	Attack01_03	2	1	4	2	1	0.1	-1	-1	0	479	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	255	1	0	0	0
275	狂战士-普攻4	Attack01_04	2	1	4	2	1	0.1	-1	-1	0	480	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	256	1	0	0	0
276	狂战士-连续斩	Skill01_01	2	1	4	2	1	0.1	-1	-1	0	481	1	500	1	-1	0	-1	0	-1	0	-1	1	-1	261	1	0	0	0
277	狂战士-连续斩2	Skill01_02	2	1	4	2	1	0.1	-1	-1	0	482	1	483	1	-1	0	-1	0	-1	0	-1	1	-1	262	1	0	0	0
278	狂战士-裂地斩	Skill03	2	1	4	2	1	0	-1	-1	0	489	1	490	1	-1	0	-1	0	-1	0	-1	1	-1	264	1	0	0	0
279	双剑-突刺动作2	Skill03	2	1	4	2	1	0.1	-1	-1	0	449	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	242	1	0	0	0
280	双剑-突刺动作3	Skill03	2	1	4	2	1	0.1	-1	-1	0	450	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	243	1	0	0	0
281	弓箭手-3变普攻1	Attack3B_01	2	1	4	2	1	0.1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	186	1	0	0	0
282	弓箭手-3变普攻2	Attack3B_02	2	1	4	2	1	0.1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
283	狂战士-狂暴旋风	Skill02	2	1	4	2	1	0.1	-1	-1	0	484	1	485	1	486	1	487	1	488	1	-1	1	-1	263	1	0	0	0
284	狂战士-血盾1段	Skill1B_04_01	2	1	4	2	1	0.1	-1	-1	0	493	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	257	1	0	0	0
285	狂战士-血盾2段	Skill1B_04_02	2	1	4	2	1	0.1	-1	-1	0	494	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	258	1	0	0	0
286	魔导师-普攻1	Attack01_01	2	1	4	2	1	0.1	-1	-1	0	466	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	290	1	0	0	0
287	魔导师-普攻2	Attack01_02	2	1	4	2	1	0.1	-1	-1	0	467	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	291	1	0	0	0
288	魔导师-普攻3	Attack01_03	2	1	4	2	1	0.1	-1	-1	0	468	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	292	1	0	0	0
289	魔导师-普攻4	Attack01_04	2	1	4	2	1	0.1	-1	-1	0	469	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	293	1	0	0	0
290	魔导师-2变普攻1	Attack2B_01	2	1	4	2	1	0.1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
291	魔导师-2变普攻2	Attack2B_02	2	1	4	2	1	0.1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
292	魔导师-2变普攻3	Attack2B_03	2	1	4	2	1	0.1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
293	魔导师-2变普攻4	Attack2B_04	2	1	4	2	1	0.1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
294	魔导师-3变普攻1	Attack2B_01	2	1	4	2	1	0.1	-1	-1	0	455	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	303	1	0	0	0
295	魔导师-3变普攻2	Attack2B_02	2	1	4	2	1	0.1	-1	-1	0	456	1	457	1	-1	0	-1	0	-1	0	-1	1	-1	304	1	0	0	0
296	魔导师-3变普攻3	Attack2B_03	2	1	4	2	1	0.1	-1	-1	0	458	1	459	1	-1	0	-1	0	-1	0	-1	1	-1	305	1	0	0	0
297	魔导师-火凤凰1段	Skill01_01	2	1	4	2	1	0.1	-1	-1	0	503	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	295	1	0	0	0
298	魔导师-火凤凰2段	Skill01_02	2	1	4	2	1	0.1	-1	-1	0	504	1	513	1	-1	0	-1	0	-1	0	-1	1	-1	296	1	0	0	0
299	魔导师-闪电风暴	Skill02	2	1	4	2	1	0.1	-1	-1	0	460	1	461	1	-1	0	-1	0	-1	0	-1	1	-1	294	1	0	0	0
300	魔导师-瞬移1段	Skill03	2	1	4	2	1	0.1	-1	-1	0	440	1	441	1	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
301	魔导师-瞬移2段	Skill03_02	2	1	4	2	1	0.1	-1	-1	0	441	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
302	魔导师-1变特殊技	Skill1B_03	2	1	4	2	1	0.1	-1	-1	0	505	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	299	1	0	0	0
