EffectID	Name	Path	DelayTime	IsOnlyDeactive	Type	ParentName	IsFellowOwner	MaxOwnNum	IsCanHide	X	Y	Z	RotationX	RotationY	RotationZ	Duration	BindTargetType
183	燕王古墓BOSS2-权倾天下-buff	Prefab/Effect/buff_quanqingtianxia	0	1	0	HeadPoint	1	-1	1	0	0	0	0	0	0	0	0
184	世界BOSS-标记	Prefab/Effect/buff_biaoji_001	0	0	0	HeadPoint	1	-1	1	0	0	0	0	0	0	0	0
185	世界BOSS-生死符	Prefab/Effect/boss_tianshantonglao_shengsifu	0	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	1.6	0
186	世界BOSS-八荒六合	Prefab/Effect/boss_tianshantonglao_bahuangliuhe_001	0	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	1.9	0
187	少室山-袈裟伏魔功定身	Prefab/Effect/buff_dingshen_001	0	1	0	EffectPoint	1	-1	1	0	0.7	0	0	0	0	0	0
188	少室山-袈裟伏魔功爆炸效果	Prefab/Effect/boss_jiashafumogong_001	0	1	0	EffectPoint	1	-1	1	0	0.5	0	0	0	0	0.8	0
189	少室山-袈裟伏魔功-动作	Prefab/Effect/boss_jiashafumogong_002	0.007	1	0	EffectPoint	1	-1	1	0	0.2	0.5	0	0	0	1.1	0
190	少室山-无相神功-物免	Prefab/Effect/buff_wumian	0	1	0	EffectPoint	1	-1	1	0	0	0	270	0	0	0	0
191	少室山-无相神功-魔免	Prefab/Effect/buff_momian	0	1	0	EffectPoint	1	-1	1	0	0	0	0	0	0	0	0
192	少室山-大海无量	Prefab/Effect/boss_dahaiwuliang_001	0.8	1	0	EffectPoint	1	-1	1	0	0	2	0	0	0	0.5	0
193	UI技能升级特效	Prefab/Effect/ui_jinengshengji_001	0	0	0	EffectPoint	1	1	1	0	0	0	0	0	0	3.1	0
194	结婚-宾主齐欢	Prefab/Effect/buff_xinhun_002	0	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	0.8	0
195	美人情缘激活	Prefab/Effect/ui_meirenjiechu_001	0	0	0	EffectPoint	0	-1	1	0	0.42	7.5	270	0	0	3	0
196	聚贤庄-蛇蝎心肠	Prefab/Effect/boss_mafuren_shechangexiexin	0.488	1	0	EffectPoint	0	-1	1	0	0	0.8	0	0	0	1	0
197	聚贤庄-怪物召唤	Prefab/Effect/boss_mafuren_zhaohuan	0	1	0	EffectPoint	1	-1	1	0	0	0	0	0	0	1.5	0
198	聚贤庄-千娇百媚	Prefab/Effect/boss_mafuren_qianjiaobaimei_001	0	1	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2	0
199	聚贤庄-袖里乾坤	Prefab/Effect/boss_xuanan_xiuliqiankun_001	0	1	0	EffectPoint	0	-1	1	0	0.2	0	0	0	0	1.9	0
200	聚贤庄-天竺佛指	Prefab/Effect/boss_xuanan_tianzhufozhi_001	0	1	0	EffectPoint	0	-1	1	0	0.6	0.5	0	0	0	1.4	0
201	聚贤庄-缠死擒拿手	Prefab/Effect/boss_chansiqingnashou	0.55	1	0	EffectPoint	1	-1	1	0	0.7	0.5	0	0	0	1.1	0
202	聚贤庄-缠死擒拿手BUFF	Prefab/Effect/buff_chansiqingnashou	0	1	0	CenterPoint	1	-1	1	0	0	0	0	0	0	0	0
203	聚贤庄-降龙十八掌2	Prefab/Effect/boss_xianglongshibazhang_002	0	1	0	EffectPoint	1	-1	1	0	0.7	0	0	0	0	0.6	0
204	聚贤庄-挑拨离间	Prefab/Effect/boss_xiangwanghai_tiaobolijian	0	1	0	EffectPoint	1	-1	1	0	0	0	0	0	0	1.5	0
205	聚贤庄-挑拨离间BUFF	Prefab/Effect/buff_xiangwanghai_tiaobolijian	0	1	0	EffectPoint	1	-1	1	0	0.5	0	0	0	0	0	0
206	燕子坞-迷踪步	Prefab/Effect/boss_gongyeqian_mizongbu_001	0.8	1	0	EffectPoint	1	-1	1	0	0.1	1	0	0	0	0.6	0
207	珍珑棋局-黄金棋子爆炸	Prefab/Effect/boss_jiashafumogong_001	0	1	0	EffectPoint	1	-1	1	0	0.2	0	0	0	0	0.8	0
208	美人亲密宝箱特效	Prefab/Effect/ui_baoxiang_002	0	0	0	EffectPoint	0	-1	1	0	0	3	0	0	0	2.3	0
209	雁门关BOSS（废弃）	Prefab/Effect/boss_skill_001	0.55	1	0	EffectPoint	1	-1	1	0	0.4	0	0	0	0	1.7	0
210	雁门关BOSS斗转星移1	Prefab/Effect/boss_wuliskill_001	0.2	1	0	EffectPoint	0	-1	1	0.5	1	1	0	0	0	0.4	0
211	雁门关BOSS斗转星移2	Prefab/Effect/boss_wuliskill_002	0.5	1	0	EffectPoint	0	-1	1	1	1.2	1	0	0	0	0.4	0
212	雁门关BOSS斗转星移3	Prefab/Effect/boss_wuliskill_003	0.75	1	0	EffectPoint	1	-1	1	0	0.5	0.2	0	0	0	2	0
213	大烟花	Prefab/Effect/ui_yaoqianshu_001	0	1	0	EffectPoint	0	-1	1	-0.1456413	1.685679	3.089695	0	0	0	3	0
214	小烟花	Prefab/Effect/ui_meirenjiechu_001	0	1	0	EffectPoint	0	-1	1	-0.1456413	1.685679	3.089695	0	0	0	3	0
215	雁门关普攻1特效	Prefab/Effect/boss_wuliskill_002	0.32	1	0	EffectPoint	0	-1	1	1	0.96	0	345.5	10.68	4.88	0.4	0
216	动物型伙伴普攻特效	Prefab/Effect/tongyong_monster_gongji	0.47	1	0	EffectPoint	0	-1	1	0	0.5	1.5	0	0	0	1.6	0
217	人形普攻特效（物攻）	Prefab/Effect/tongyong_meirenskill_001	0.3	1	0	EffectPoint	0	-1	1	0	1.3	0.3	0	0	0	0.55	0
218	人形普攻特效（法功）	Prefab/Effect/tongyong_meirenskill_002	0.488	1	0	EffectPoint	0	-1	1	0	1.3	0.7	0	0	0	1.1	0
219	粉花小烟花	Prefab/Effect/scene_yanhua_s_001	0	0	0	EffectPoint	0	-1	1	0	1	0	0	0	0	0	0
220	蓝星小烟花	Prefab/Effect/scene_yanhua_s_002	0	0	0	EffectPoint	0	-1	1	0	1	0	0	0	0	0	0
221	橙桃小烟花	Prefab/Effect/scene_yanhua_s_003	0	0	0	EffectPoint	0	-1	1	0	1	0	0	0	0	0	0
222	橙射中烟花	Prefab/Effect/scene_yanhua_m_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	0	0
223	粉荆中烟花	Prefab/Effect/scene_yanhua_m_002	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	0	0
224	光棍节-表白	Prefab/Effect/buff_xinhun_001	0	0	0	EffectPoint	1	-1	1	0	0	1	-0.4	0	0	15	0
225	通用换装特效	Prefab/Effect/tongyong_huanzhuang_001	0	0	0	EffectPoint	0	-1	1	0	0	0	270	0	0	1.2	0
226	缤纷大烟花	Prefab/Effect/scene_yanhua_L_he_001	0	0	0	EffectPoint	1	1	1	0	1.7	0	0	0	0	0	0
227	珍珑棋局-段延庆-段家剑	Prefab/Effect/boss_duanyanqing_001	0	1	0	EffectPoint	1	-1	1	0	0	0	0	0	0	1.25	0
228	珍珑棋局-苏星河-天鉴神功	Prefab/Effect/boss_suxinghe_001	0	1	0	EffectPoint	1	-1	1	0	0	0	0	0	0	2	0
229	珍珑棋局-远古棋魂-落雷	Prefab/Effect/boss_yuanguqihun_001	0	1	0	EffectPoint	1	-1	1	0	0	0	0	0	0	2.3	0
230	创建角色-少林1	Prefab/Effect/skill_shaolin_chuchang_001	0.65	0	0	EffectPoint	1	-1	1	0	0.1	-0.5	0	0	0	1	0
231	创建角色-少林2	Prefab/Effect/skill_shaolin_chuchang_002	0.2	0	0	EffectPoint	1	-1	1	-0.5	1.9	0	0	0	0	0.4	0
232	创建角色-天山1	Prefab/Effect/skill_tianshan_chuchang_001	0.25	0	0	EffectPoint	1	-1	1	-2.7	0.6	-0.3	1.6	3.4	7.8	0.3	0
233	创建角色-天山2	Prefab/Effect/skill_tianshan_chuchang_002	1.3	0	0	EffectPoint	1	-1	1	-1.9	0.25	-0.5	0	0	0	0.7	0
234	创建角色-大理1	Prefab/Effect/skill_dali_chuchang_001	1.2	0	0	EffectPoint	1	-1	1	1.4	2.3	-1	0	0	0	2	0
235	创建角色-大理2	Prefab/Effect/skill_dali_chuchang_002	3.15	0	0	EffectPoint	1	-1	1	2.64	0.03	-2.17	1.73	14.58	19.7	0.25	0
236	创建角色-逍遥	Prefab/Effect/skill_xiaoyao_chuchang_002	2.32	0	0	EffectPoint	1	-1	1	-2	1.5	-1.7	0	0	0	1	0
237	泰山压顶	Prefab/Effect/shaolin_weituochu_001	0.5	1	0	EffectPoint	0	-1	1	0	0	1	0	0	0	1.3	0
238	跑商特效（可以劫持）	Prefab/Effect/scene_paoshang_001	0	0	0	EffectPoint	1	1	0	0	0	0	0	0	0	0	0
239	跑商特效（不可以劫持）	Prefab/Effect/scene_paoshang_002	0	0	0	EffectPoint	1	1	0	0	0	0	0	0	0	0	0
240	轻功使用特效	Prefab/Effect/skill_qinggong_002	0	0	0	EffectPoint	1	1	0	0	0	0	0	0	0	0	0
241	70W战斗力	Prefab/Effect/vip04_001	0	0	0	CenterPoint	1	1	1	0	0	0	0	0	0	0	0
242	100W战斗力	Prefab/Effect/vip05_001	0	0	0	CenterPoint	1	1	1	0	0	0	0	0	0	0	0
243	轻功技能拖尾特效	Prefab/Effect/skill_qinggong_003	0	0	0	CenterPoint	1	-1	1	0	0	0	0	0	0	3	0
244	年兽-洋洋得意	Prefab/Effect/boss_diwangzhixiang_001	0	0	0	CenterPoint	1	1	1	0	0	0	0	0	0	0	0
245	少林65级神器	Prefab/Effect/wuqi_shenqisl_001	0	0	0	EffectPoint	1	1	1	0	0	0	0	271	0	0	0
246	少林75级神器	Prefab/Effect/wuqi_shenqisl_001	0	0	0	EffectPoint	1	1	1	0	0	0	0	271	0	0	0
247	少林85级神器	Prefab/Effect/wuqi_shenqisl_002	0	0	0	EffectPoint	1	1	1	0	0	0	0	271	0	0	0
248	少林95级神器	Prefab/Effect/wuqi_shenqisl_003	0	0	0	EffectPoint	1	1	1	0	0	0	0	271	0	0	0
249	天山65级神器	Prefab/Effect/wuqi_shenqi_001	0	0	0	EffectPoint	1	1	1	0	0	0	0	271	0	0	0
250	天山75级神器	Prefab/Effect/wuqi_shenqi_001	0	0	0	EffectPoint	1	1	1	0	0	0	0	271	0	0	0
251	天山85级神器	Prefab/Effect/wuqi_shenqi_002	0	0	0	EffectPoint	1	1	1	0	0	0	0	271	0	0	0
252	天山95级神器	Prefab/Effect/wuqi_shenqi_003	0	0	0	EffectPoint	1	1	1	0	0	0	0	271	0	0	0
253	逍遥65级神器	Prefab/Effect/wuqi_shenqixy_001	0	0	0	EffectPoint	1	1	1	0	0	0	0	271	0	0	0
254	逍遥75级神器	Prefab/Effect/wuqi_shenqixy_001	0	0	0	EffectPoint	1	1	1	0	0	0	0	271	0	0	0
255	逍遥85级神器	Prefab/Effect/wuqi_shenqixy_002	0	0	0	EffectPoint	1	1	1	0	0	0	0	271	0	0	0
256	逍遥95级神器	Prefab/Effect/wuqi_shenqixy_003	0	0	0	EffectPoint	1	1	1	0	0	0	0	271	0	0	0
257	大理65级神器	Prefab/Effect/wuqi_shenqi_001	0	0	0	EffectPoint	1	1	1	0	0	0	0	271	0	0	0
258	大理75级神器	Prefab/Effect/wuqi_shenqi_001	0	0	0	EffectPoint	1	1	1	0	0	0	0	271	0	0	0
259	大理85级神器	Prefab/Effect/wuqi_shenqi_002	0	0	0	EffectPoint	1	1	1	0	0	0	0	271	0	0	0
260	大理95级神器	Prefab/Effect/wuqi_shenqi_003	0	0	0	EffectPoint	1	1	1	0	0	0	0	271	0	0	0
261	99朵玫瑰	Prefab/Effect/scene_qingrenjie_penghua_S	0	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	15	0
262	999朵玫瑰	Prefab/Effect/scene_qingrenjie_penghua_L	0	0	0	EffectPoint	1	-1	1	0	1	0	0	0	0	15	0
263	萧峰伙伴1	Prefab/Effect/qiaofeng_xianglong_001	0.1	1	0	EffectPoint	0	-1	1	0	1	0.7	0	0	0	0.8	0
264	萧峰伙伴2	Prefab/Effect/qiaofeng_xianglong_002	0.9	1	0	EffectPoint	0	-1	1	0	0.1	-1.5	0	0	0	0.667	0
265	段誉伙伴	Prefab/Effect/duanyu_liumaishenjian_001	0	1	0	EffectPoint	0	-1	1	0	1	0	0	0	0	2	0
266	虚竹伙伴1	Prefab/Effect/xuzhu_beimingshengong_001	0	1	0	EffectPoint	0	-1	1	0	1	0	0	0	0	1	0
267	虚竹伙伴2	Prefab/Effect/xuzhu_beimingshengong_002	1	1	0	EffectPoint	0	-1	1	0	0	0	0	0	0	0.5	0
268	四大恶人云中鹤-鹤蛇八打	Prefab/Effect/boss_yunzhonghe_heshebada_001	0	1	0	EffectPoint	1	-1	1	0	1	1	0	0	0	1.85	0
269	四大恶人云中鹤-影踪步	Prefab/Effect/boss_yunzhonghe_yingzongbu_001	0	1	0	EffectPoint	1	-1	1	0	1	0.5	0	0	0	1.5	0
270	四大恶人云中鹤-影踪步召唤	Prefab/Effect/boss_yunzhonghe_yingzongbu_zhaohuan001	0	1	0	EffectPoint	1	-1	1	0	1	0	0	0	0	1	0
271	四大恶人岳老三-鳄嘴剪	Prefab/Effect/boss_yuelaosan_ezuijian_001	0	1	0	EffectPoint	1	-1	1	-1	0.1	1.3	0	0	0	1.26	0
272	四大恶人岳老三-鳄神斩	Prefab/Effect/boss_yuelaosan_eshenzhan_001	0	1	0	EffectPoint	1	-1	1	0	0.6	0	0	0	0	0	0
273	四大恶人叶二娘-柳叶刀法	Prefab/Effect/boss_yeerniang_liuyedaofa	0	1	0	EffectPoint	1	-1	1	0	1	0.8	0	0	0	0.15	0
274	四大恶人叶二娘-忆子成痴	Prefab/Effect/boss_yeerniang_yizichengchi_loop	0	1	0	EffectPoint	1	-1	1	0	0	0	0	0	0	0	0
275	四大恶人段延庆-一阳指法	Prefab/Effect/boss_duanyanqing_yiyangzhifa	0.6	0	0	EffectPoint	1	-1	1	0	1	1.5	0	0	0	0.2	0
276	四大恶人段延庆-地形剑法1	Prefab/Effect/boss_duanyanqin_dixingjianfa_001	0	1	0	EffectPoint	0	-1	1	0	0	0	0	0	0	0	0
277	四大恶人段延庆-地形剑法2	Prefab/Effect/boss_duanyanqin_dixingjianfa_002	2	1	0	EffectPoint	0	-1	1	0	0	0	0	0	0	1.3	0
278	四大恶人段延庆-地形剑法3	Prefab/Effect/boss_duanyanqin_dixingjianfa_003	1.06	1	0	EffectPoint	1	-1	1	0	0	1	0	0	0	0.3	0
279	天龙伙伴普攻	Prefab/Effect/cw_skilltianlong_001	0.2	1	0	EffectPoint	0	-1	1	0	0	0	90	0	0	0.8	0
280	神器技能特效—挂自身	Prefab/Effect/npc_duanyu_zishen001	0	1	0	CenterPoint	1	1	1	0	0	0	0	0	0	0	0
281	神器技能特效-挂目标	Prefab/Effect/npc_qiaofeng_zishen001	0	1	0	CenterPoint	1	1	1	0	0	0	0	0	0	0	0
282	丐帮普攻1特效	Prefab/Effect/gaibang_attack_001	0.25	1	0	EffectPoint	1	-1	1	0	1.2	0	351.2	348.8	345.6	0.23	0
283	丐帮普攻2特效	Prefab/Effect/gaibang_attack_001	0	1	0	EffectPoint	1	-1	1	0	1	0.5	346.6	413.4	163.2	0.23	0
284	丐帮普攻3特效	Prefab/Effect/gaibang_attack_003	0.1	1	0	EffectPoint	1	-1	1	0	1.5	0	0	0	0	0.25	0
285	丐帮XP起手特效	Prefab/Effect/gaibang_xp_loop_001	0.18	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	0.7	0
286	丐帮XP循环	Prefab/Effect/gaibang_xp_loop_002	0.1	0	0	EffectPoint	1	-1	1	0	0.5	0.3	0	0	0	0	0
287	丐帮XP结束特效	Prefab/Effect/gaibang_xp_end_001	0.9	0	0	EffectPoint	0	-1	1	0	0.2	2.5	0	0	0	1.37	0
288	丐帮65级神器	Prefab/Effect/wuqi_shenqigb_001	0	0	0	EffectPoint	1	1	1	0	0	0	0	271	0	0	0
289	丐帮75级神器	Prefab/Effect/wuqi_shenqigb_001	0	0	0	EffectPoint	1	1	1	0	0	0	0	271	0	0	0
290	丐帮85级神器	Prefab/Effect/wuqi_shenqigb_002	0	0	0	EffectPoint	1	1	1	0	0	0	0	271	0	0	0
291	丐帮95级神器	Prefab/Effect/wuqi_shenqigb_003	0	0	0	EffectPoint	1	1	1	0	0	0	0	271	0	0	0
292	神龙摆尾	Prefab/Effect/gaibang_feilongzaitian	0	1	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2.21	0
293	天下无狗循环	Prefab/Effect/gaibang_shenlongbaiwei_001	0	1	0	EffectPoint	1	-1	1	0	0.8	-1	2.6	176.5	95	0	0
294	天下无狗停止	Prefab/Effect/gaibang_shenlongbaiwei_002	0	0	0	EffectPoint	1	-1	1	0	0.5	0	0	0	0	2	0
295	醉饮江湖动作	Prefab/Effect/gaibang_zuiyinjianghu_001	0.4	1	0	EffectPoint	1	-1	1	0	1	1	0	0	0	1.1	0
296	醉饮江湖buff	Prefab/Effect/gaibang_zuiyinjianghu_002	0	1	0	CenterPoint	1	-1	1	0	1	1	0	0	0	0.5	0
297	擒龙控鹤动作	Prefab/Effect/gaibang_qinlongkonghe_001	0.38	1	0	EffectPoint	1	-1	1	0	1	1	0	0	0	0.3	0
298	擒龙控鹤buff	Prefab/Effect/gaibang_qinlongkonghe_002	0	1	0	CenterPoint	1	-1	1	0	0	0	0	0	0	0	0
299	密云不雨动作	Prefab/Effect/gaibang_miyunbuyu_001	0.7	1	0	EffectPoint	1	-1	1	0	0	0.3	0	0	0	0.3	0
300	密云不雨buff	Prefab/Effect/gaibang_miyunbuyu_002	0	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	0	0
301	亢龙有悔1	Prefab/Effect/gaibang_kanglongyouhui_001	0.2	1	0	EffectPoint	1	-1	1	0	1	0	0	0	0	0	0
302	亢龙有悔2	Prefab/Effect/gaibang_kanglongyouhui_002	0.2	1	0	EffectPoint	1	-1	1	0	2	1.5	0	0	0	1.6	0
303	少林105级神器	Prefab/Effect/wuqi_shenqisl_004	0	0	0	EffectPoint	1	1	1	0	0	0	0	271	0	0	0
304	天山105级神器	Prefab/Effect/wuqi_shenqi_004	0	0	0	EffectPoint	1	1	1	0	0	0	0	271	0	0	0
305	逍遥105级神器	Prefab/Effect/wuqi_shenqixy_004	0	0	0	EffectPoint	1	1	1	0	0	0	0	271	0	0	0
306	大理105级神器	Prefab/Effect/wuqi_shenqi_004	0	0	0	EffectPoint	1	1	1	0	0	0	0	271	0	0	0
307	丐帮105级神器	Prefab/Effect/wuqi_shenqigb_004	0	0	0	EffectPoint	1	1	1	0	0	0	0	271	0	0	0
308	材质变红特效	Prefab/Effect/EmptyEffect	0	1	3	EffectPoint	1	1	1	0	0	0	0	0	0	0	0
309	宋长老-范围治疗特效	Prefab/Effect/songzhanglao_zhiliao_001	0	1	0	EffectPoint	1	1	1	0	0	0	0	0	0	1	0
310	宋长老-治疗buff特效	Prefab/Effect/buff_jiaxue	0	1	0	EffectPoint	1	1	1	0	0.6	0	0	0	0	0	0
311	契丹先锋技能特效	Prefab/Effect/boss_duanyanqing_yiyangzhifa	0	1	0	EffectPoint	1	1	1	0	1	0	0	0	0	0.2	0
312	契丹兵技能特效	Prefab/Effect/npc_qidanwangfei_hongyanhuoshui_001	0	1	0	EffectPoint	1	1	1	0	1	0	0	0	0	0.7	0
313	契丹兵减伤buff特效	Prefab/Effect/buff_wumian	0	1	0	EffectPoint	1	1	1	0	0	0	270	0	0	0	0
314	契丹戍卫技能特效	Prefab/Effect/boss_duanyanqing_yiyangzhifa	0	1	0	EffectPoint	1	1	1	0	1	0	0	0	0	0.2	0
315	契丹女兵技能特效	Prefab/Effect/npc_qidanwangfei_hongyanhuoshui_001	0	1	0	EffectPoint	1	1	1	0	1	0	0	0	0	0.7	0
316	契丹女兵盾碎特效	Prefab/Effect/buff_dunsui	0	1	0	EffectPoint	1	1	1	0	2.2	0	0	0	0	0	0
317	契丹精英技能特效	Prefab/Effect/npc_qidanjingying_001	0	1	0	EffectPoint	1	1	1	0	1	0	0	0	0	0.3	0
318	契丹精锐技能特效	Prefab/Effect/boss_douzhuanxingyi	0	1	0	EffectPoint	1	1	1	0	0	0	0	0	0	1.5	0
319	契丹精锐反弹buff特效	Prefab/Effect/buff_fantan	0	1	0	EffectPoint	1	1	1	0	1	0	0	0	0	0	0
320	契丹将军-一鼓作气特效	Prefab/Effect/boss_duanyanqin_dixingjianfa_003	0	1	0	EffectPoint	1	1	1	0	1	0	0	0	0	0.3	0
321	契丹将军-嗜血buff特效特效	Prefab/Effect/buff_shixue	0	1	0	EffectPoint	1	1	1	0	2.2	0	0	0	0	0	0
322	契丹将军-横扫千军特效	Prefab/Effect/npc_qidanjiangjun_hengsaoqianjun_001	0	1	0	EffectPoint	1	1	1	0	1	2	0	0	0	0.5	0
323	契丹将军-背水一战加血buff特效	Prefab/Effect/buff_jiaxue	0	1	0	EffectPoint	1	1	1	0	0.6	0	0	0	0	0	0
324	契丹女武官-风速斩特效	Prefab/Effect/npc_qidannvjiang_fengsuzhan_001	0	1	0	EffectPoint	1	1	1	0	1	0	0	0	0	0	0
325	契丹女武官-刀光斩特效	Prefab/Effect/npc_qidannvjiang_daoguangzhan_001	0	1	0	EffectPoint	1	1	1	0	1	0	0	0	0	0.33	0
326	南院大王-狮子吼特效	Prefab/Effect/shaolin_chaofeng_001	0	1	0	EffectPoint	1	1	1	0	0	0	0	0	0	1.2	0
327	南院大王-碎石拳特效	Prefab/Effect/nanyuandawang_suishiquan_001	0	1	0	EffectPoint	1	1	1	0	0	1	0	0	0	0.5	0
328	南院大王-谁能挡我特效	Prefab/Effect/boss_fengtianchengyun_001	0	1	0	EffectPoint	1	1	1	0	0	0	0	0	0	1.3	0
329	契丹副将-顺劈斩特效	Prefab/Effect/npc_qidanfujiang_shunpizhan_001	0	1	0	EffectPoint	1	1	1	0	0	2	0	0	0	0.23	0
330	契丹副将-背水一战特效	Prefab/Effect/buff_jiaxue	0	1	0	EffectPoint	1	1	1	0	0.6	0	0	0	0	0	0
331	契丹女副将-重刺特效	Prefab/Effect/npc_qidannvfujiang_zhongci_001	0	1	0	EffectPoint	1	1	1	0	1	1	0	0	0	0.33	0
332	契丹女副将-杀戮标记特效	Prefab/Effect/npc_qidanwangfei_fuqitongxin_001	0	1	0	EffectPoint	1	1	1	0	0	0.3	0	0	0	0.7	0
333	契丹女副将-标记buff特效	Prefab/Effect/buff_biaoji_001	0	1	0	EffectPoint	1	1	1	0	2.2	0	0	0	0	0	0
334	契丹王妃-红颜祸水特效	Prefab/Effect/npc_qidanwangfei_hongyanhuoshui_001	0	1	0	EffectPoint	1	1	1	0	1	0	0	0	0	0.7	0
335	契丹王妃-盾碎buff特效	Prefab/Effect/buff_dunsui	0	1	0	EffectPoint	1	1	1	0	2.2	0	0	0	0	0	0
336	契丹王妃-夫妻同心特效	Prefab/Effect/npc_qidanwangfei_fuqitongxin_001	0	1	0	EffectPoint	1	1	1	0	0	0	0	0	0	0.7	0
337	丐帮XP切片特效	Prefab/Effect/dh_gaibang	2	0	0	EffectPoint	1	-1	1	0.8	0.5	7.5	0	180	0	1.3	0
338	创建角色-丐帮1	Prefab/Effect/skill_gaibang_chuchang_001	0.78	0	0	EffectPoint	1	-1	1	1.18	0.5	1.3	4.35	67.4	11.3	1	0
339	创建角色-丐帮2	Prefab/Effect/skill_gaibang_chuchang_002	0	0	0	EffectPoint	1	-1	1	0	0.6	0.1	0	90	0	3	0
340	丐帮选人武器特效-临时	Prefab/Effect/baoshi_wuqi_gaibanglinshi_001	0	0	0	EffectPoint	1	1	1	0	0	0	0	271	0	0	0
341	契丹女武官-杀戮攻击特效	Prefab/Effect/npc_qidannvjiang_shalugongji_001	0	1	0	EffectPoint	1	1	1	0	1	-5	0	0	0	0.4	0
342	契丹女武官-杀戮昏迷特效	Prefab/Effect/buff_xuanyun_001	0	1	0	EffectPoint	1	1	1	0	2.2	0	0	0	0	0	0
343	契丹王妃-夫妻同心标记特效	Prefab/Effect/buff_biaoji_001	0	1	0	EffectPoint	1	1	1	0	2.2	0	0	0	0	0	0
344	契丹将军-勇往直前特效	Prefab/Effect/npc_qidanjiangjun_yongwangzhiqian_001	0	1	0	EffectPoint	1	1	1	0	1	-5	0	0	0	0.3	0
345	契丹将军-勇往直前眩晕特效	Prefab/Effect/buff_xuanyun_001	0	1	0	EffectPoint	1	1	1	0	2.2	0	0	0	0	0	0
346	南院大王-碎石拳受击特效	Prefab/Effect/shouji_guang_001	0	1	0	CenterPoint	1	1	1	0	0	0	0	0	0	0.4	0
347	南院大王-碎石拳晕眩特效	Prefab/Effect/buff_xuanyun_001	0	1	0	EffectPoint	1	1	1	0	2.2	0	0	0	0	0	0
348	亢龙有悔3	Prefab/Effect/gaibang_kanglongyouhui_003	0.05	1	0	EffectPoint	1	-1	1	0.3	1	2	0	0	0	1.1	0
349	范围特效：半圆	Prefab/Effect/gaibang_shenlongbaiwei_tishi001	0	1	0	EffectPoint	1	-1	1	0	0.1	4	270	180	0	0	0
350	天下无狗范围	Prefab/Effect/gaibang_shenlongbaiwei_003	0	1	0	EffectPoint	1	-1	1	0	0.1	4	270	180	0	0	0
351	亢龙有悔范围	Prefab/Effect/gaibang_kanglongyouhui_004	0	1	0	EffectPoint	1	-1	1	0	0.1	0	0	0	0	0	0
352	双剑士-死亡风暴特效	Prefab/Effect/cb_sjs_skill_02	0	1	0	EffectPoint	1	1	1	0	0.1	0	0	0	0	3.2	0
353	双剑士-3变过程特效1	Prefab/Effect/cb_ty_3b_01	0	1	1	EffectPoint	1	1	1	0	0.2	0	0	0	0	2.6	0
354	双剑士-十字斩特效1	Prefab/Effect/cb_sjs_skill_01_01	0	1	0	EffectPoint	0	1	1	0	0	0.5	0	0	0	1.6	0
355	双剑士-十字斩特效2	Prefab/Effect/cb_sjs_skill_01_02	0.1	1	0	EffectPoint	0	1	1	0	0	0	0	0	10	0.6	0
356	双剑士-突刺特效1	Prefab/Effect/cb_sjs_skill_03_01	0	1	0	EffectPoint	0	-1	1	0	0	-2	0	0	0	1	0
357	双剑士-3变左手武器	Prefab/Effect/cb_buff_PVP	0	1	0	CenterPoint	1	-1	1	0.08	-1.04	0	0	0	0	20	0
358	双剑士-3变右手武器	Prefab/Effect/cb_sjs_3b_zs_wq_01	0	1	0	RHandPoint	1	-1	1	0.0581	-0.064	-0.085	2.519	92.224	1.987	0	0
359	双剑士-3变左肩膀	Prefab/Effect/cb_sjs_3b_zs_jb_01	0	1	0	LShoulderPoint	1	-1	1	-0.25	0.116	-0.07	74.294	193.296	144.556	0	0
360	双剑士-3变右肩膀	Prefab/Effect/cb_sjs_3b_zs_jb_01	0	1	0	RShoulderPoint	1	-1	1	-0.283	0.1	0.016	74.339	0.112	195.661	0	0
361	双剑士-3变身体中心	Prefab/Effect/cb_sjs_3b_zs_st_01	0	1	0	CenterPoint	1	-1	1	-0.132	0.078	0	0	0	0	0	0
362	双剑士左手武器特效	Prefab/Effect/cb_sjs_003_wuqi_01	0	1	0	LWeaponPoint	1	-1	1	-0.2	0	-0.02	2.1	6.8	0.45	0	0
363	双剑士右手武器特效	Prefab/Effect/cb_sjs_003_wuqi_01	0	1	0	RWeaponPoint	1	-1	1	-0.1	0	0	2.1	352.5	0	0	0
364	双剑士-3变普攻1段特效1	Prefab/Effect/cb_sjs_2b_attack_01	0.2	1	0	EffectPoint	1	1	1	0	0.9	0.5	0	0	0	1	0
365	双剑士-3变普攻2段特效1	Prefab/Effect/cb_sjs_2b_attack_02	0.3	1	0	EffectPoint	1	2	1	-0.3	0.3	0.5	0	-58	200	0.6	0
