Id	Desc	LimitID	BonusID	MissionType	LogicType	LogicID	ScriptID	NextMissionID	AcceptDataID	CompleteDataID	DalityMissionTabID	GuildMissionTabID
319	{0}【主】{1}仨绿魔灵	319	319	2	-1	-1	2023	320	62	62	-1	-1
320	{0}【主】{1}一个绿色阵	320	320	2	-1	-1	2024	-1	62	62	-1	-1
321	{0}【主】{1}副本6-3	321	321	1	10	22	-1	270	316	316	-1	-1
322	{0}【主】{1}副本7-1	322	322	1	10	24	-1	275	327	327	-1	-1
323	{0}【主】{1}少室山	323	323	1	-1	-1	-1	-1	-1	-1	-1	-1
324	{0}【主】{1}机车师	324	324	1	2	1	-1	307	6	1152	-1	-1
325	{0}【主】{1}试水	325	325	1	-1	-1	2017	43	9	9	-1	-1
326	{0}【主】{1}再试	326	326	1	-1	-1	2018	22	9	9	-1	-1
327	{0}【主】{1}混沌之地	413	327	1	-1	126	2020	-1	-1	-1	-1	-1
328	{0}【主】{1}勇闯混沌	327	328	1	-1	127	2021	170	37	37	-1	-1
329	{0}【环】{1}杀一儆百	328	330	1	1	75	-1	-1	-1	-1	-1	-1
330	{0}【环】{1}杀一儆百	328	330	1	1	76	-1	-1	-1	-1	-1	-1
331	{0}【环】{1}杀一儆百	328	330	1	1	77	-1	-1	-1	-1	-1	-1
332	{0}【环】{1}杀一儆百	328	330	1	1	78	-1	-1	-1	-1	-1	-1
333	{0}【环】{1}杀一儆百	328	330	1	1	79	-1	-1	-1	-1	-1	-1
334	{0}【环】{1}保护庄稼	328	330	1	1	80	-1	-1	-1	-1	-1	-1
335	{0}【环】{1}保护庄稼	328	330	1	1	81	-1	-1	-1	-1	-1	-1
336	{0}【环】{1}保护庄稼	328	330	1	1	82	-1	-1	-1	-1	-1	-1
337	{0}【环】{1}保护庄稼	328	330	1	1	83	-1	-1	-1	-1	-1	-1
338	{0}【环】{1}保护庄稼	328	330	1	1	84	-1	-1	-1	-1	-1	-1
339	{0}【环】{1}证明自己	328	330	1	1	85	-1	-1	-1	-1	-1	-1
340	{0}【环】{1}证明自己	328	330	1	1	86	-1	-1	-1	-1	-1	-1
341	{0}【环】{1}证明自己	328	330	1	1	87	-1	-1	-1	-1	-1	-1
342	{0}【环】{1}证明自己	328	330	1	1	88	-1	-1	-1	-1	-1	-1
343	{0}【环】{1}证明自己	328	330	1	1	89	-1	-1	-1	-1	-1	-1
344	{0}【环】{1}储备饲料	328	330	1	5	12	-1	-1	-1	-1	-1	-1
345	{0}【环】{1}储备饲料	328	330	1	5	13	-1	-1	-1	-1	-1	-1
346	{0}【环】{1}储备饲料	328	330	1	5	14	-1	-1	-1	-1	-1	-1
347	{0}【环】{1}储备饲料	328	330	1	5	15	-1	-1	-1	-1	-1	-1
348	{0}【环】{1}储备饲料	328	330	1	5	16	-1	-1	-1	-1	-1	-1
349	{0}【环】{1}储备食材	328	330	1	3	7	-1	-1	-1	-1	-1	-1
350	{0}【环】{1}储备食材	328	330	1	3	8	-1	-1	-1	-1	-1	-1
351	{0}【环】{1}储备食材	328	330	1	3	9	-1	-1	-1	-1	-1	-1
352	{0}【环】{1}储备食材	328	330	1	3	10	-1	-1	-1	-1	-1	-1
353	{0}【环】{1}储备食材	328	330	1	3	11	-1	-1	-1	-1	-1	-1
354	{0}【环】{1}问候	328	330	1	2	66	-1	-1	-1	7	-1	-1
355	{0}【环】{1}问候	328	330	1	2	67	-1	-1	-1	7	-1	-1
356	{0}【环】{1}问候	328	330	1	2	68	-1	-1	-1	7	-1	-1
357	{0}【环】{1}问候	328	330	1	2	69	-1	-1	-1	10	-1	-1
358	{0}【环】{1}问候	328	330	1	2	70	-1	-1	-1	10	-1	-1
359	{0}【环】{1}问候	328	330	1	2	71	-1	-1	-1	10	-1	-1
360	{0}【环】{1}问候	328	330	1	2	72	-1	-1	-1	8	-1	-1
361	{0}【环】{1}问候	328	330	1	2	73	-1	-1	-1	8	-1	-1
362	{0}【环】{1}问候	328	330	1	2	74	-1	-1	-1	8	-1	-1
363	{0}【环】{1}消灭蚊子	328	330	1	1	90	-1	-1	-1	-1	-1	-1
364	{0}【环】{1}消灭蚊子	328	330	1	1	91	-1	-1	-1	-1	-1	-1
365	{0}【环】{1}消灭蚊子	328	330	1	1	92	-1	-1	-1	-1	-1	-1
366	{0}【环】{1}消灭蚊子	328	330	1	1	93	-1	-1	-1	-1	-1	-1
367	{0}【环】{1}消灭蚊子	328	330	1	1	94	-1	-1	-1	-1	-1	-1
368	{0}【环】{1}驱蚊准备	328	330	1	3	12	-1	-1	-1	-1	-1	-1
369	{0}【环】{1}驱蚊准备	328	330	1	3	13	-1	-1	-1	-1	-1	-1
370	{0}【环】{1}驱蚊准备	328	330	1	3	14	-1	-1	-1	-1	-1	-1
371	{0}【环】{1}驱蚊准备	328	330	1	3	15	-1	-1	-1	-1	-1	-1
372	{0}【环】{1}驱蚊准备	328	330	1	3	16	-1	-1	-1	-1	-1	-1
373	{0}【环】{1}驱蚊	328	330	1	-1	-1	2008	-1	-1	-1	-1	-1
374	{0}【环】{1}驱蚊	328	330	1	-1	-1	2008	-1	-1	-1	-1	-1
375	{0}【环】{1}驱蚊	328	330	1	-1	-1	2008	-1	-1	-1	-1	-1
376	{0}【环】{1}驱蚊	328	330	1	-1	-1	2008	-1	-1	-1	-1	-1
377	{0}【环】{1}驱蚊	328	330	1	-1	-1	2008	-1	-1	-1	-1	-1
378	{0}【环】{1}扫荡骷髅	328	330	1	1	95	-1	-1	-1	-1	-1	-1
379	{0}【环】{1}扫荡骷髅	328	330	1	1	96	-1	-1	-1	-1	-1	-1
380	{0}【环】{1}扫荡骷髅	328	330	1	1	97	-1	-1	-1	-1	-1	-1
381	{0}【环】{1}扫荡骷髅	328	330	1	1	98	-1	-1	-1	-1	-1	-1
382	{0}【环】{1}扫荡骷髅	328	330	1	1	99	-1	-1	-1	-1	-1	-1
383	{0}【环】{1}消灭兽人	328	330	1	1	100	-1	-1	-1	-1	-1	-1
384	{0}【环】{1}消灭兽人	328	330	1	1	101	-1	-1	-1	-1	-1	-1
385	{0}【环】{1}消灭兽人	328	330	1	1	102	-1	-1	-1	-1	-1	-1
386	{0}【环】{1}消灭兽人	328	330	1	1	103	-1	-1	-1	-1	-1	-1
387	{0}【环】{1}消灭兽人	328	330	1	1	104	-1	-1	-1	-1	-1	-1
388	{0}【环】{1}问候	328	330	1	2	75	-1	-1	-1	31	-1	-1
389	{0}【环】{1}问候	328	330	1	2	76	-1	-1	-1	31	-1	-1
390	{0}【环】{1}问候	328	330	1	2	77	-1	-1	-1	31	-1	-1
391	{0}【环】{1}问候	328	330	1	2	78	-1	-1	-1	32	-1	-1
392	{0}【环】{1}问候	328	330	1	2	79	-1	-1	-1	32	-1	-1
393	{0}【环】{1}问候	328	330	1	2	80	-1	-1	-1	32	-1	-1
394	{0}【环】{1}问候	328	330	1	2	81	-1	-1	-1	33	-1	-1
395	{0}【环】{1}问候	328	330	1	2	82	-1	-1	-1	33	-1	-1
396	{0}【环】{1}问候	328	330	1	2	83	-1	-1	-1	33	-1	-1
397	{0}【主】{1}领取奖励	329	397	1	-1	-1	2019	21	7	7	-1	-1
398	{0}【主】{1}装备翅膀	330	398	1	-1	-1	4002	185	56	56	1	-1
399	{0}【成就】{1}活动副本	399	-1	0	8	1	-1	-1	-1	-1	0	-1
400	{0}【成就】{1}竞技场	400	-1	0	8	2	-1	-1	-1	-1	1	-1
401	{0}【成就】{1}科技苑	401	-1	0	8	3	-1	-1	-1	-1	2	-1
402	{0}【成就】{1}金币商店	402	-1	0	8	4	-1	-1	-1	-1	3	-1
403	{0}【成就】{1}宠物升星	404	-1	0	8	6	-1	-1	-1	-1	4	-1
404	{0}【成就】{1}宠物技能升级	405	-1	0	8	7	-1	-1	-1	-1	5	-1
405	{0}【成就】{1}技能升级	406	-1	0	8	8	-1	-1	-1	-1	6	-1
406	{0}【成就】{1}剧情副本	409	-1	0	8	11	-1	-1	-1	-1	7	-1
407	{0}【成就】{1}装备强化	410	-1	0	8	12	-1	-1	-1	-1	8	-1
408	{0}【成就】{1}符文合成	411	-1	0	8	13	-1	-1	-1	-1	9	-1
409	升到40	414	399	1	7	1	-1	114	54	54	-1	-1
410	升到45	415	400	1	7	2	-1	-1	-1	-1	-1	-1
411	升到48	416	401	1	7	3	-1	-1	-1	-1	-1	-1
412	升到53	417	402	1	7	4	-1	-1	-1	-1	-1	-1
413	升到57	418	403	1	7	5	-1	-1	-1	-1	-1	-1
414	升到60	419	404	1	7	6	-1	-1	-1	-1	-1	-1
415	升到63	420	405	1	7	7	-1	-1	-1	-1	-1	-1
416	升到64	421	406	1	7	8	-1	-1	-1	-1	-1	-1
417	升到66	422	407	1	7	9	-1	-1	-1	-1	-1	-1
418	升到67	423	408	1	7	10	-1	-1	-1	-1	-1	-1
419	升到68	424	409	1	7	11	-1	-1	-1	-1	-1	-1
420	升到69	425	410	1	7	12	-1	-1	-1	-1	-1	-1
421	升到70	426	411	1	7	13	-1	-1	-1	-1	-1	-1
422	升到36	427	412	1	7	14	-1	83	39	39	-1	-1
423	升到38	428	413	1	7	15	-1	106	52	52	-1	-1
