Id	Desc	Name	Branch	LimitLevel	Cost	MaxHP	MaxMP	MaxXP	PysAttack	MagAttack	PysDef	MagDef	Hit	Dodge	Critical	Decritical	Strike	Ductical	CritiAdd	CritiMis	MoveSpeed	AttackSpeed
275		兑端	10275	100	16900000	0	0	0	420	420	0	0	0	0	0	0	0	0	0	0	0	0
276		龈交	-1	100	16900000	0	840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277		中泉	-1	100	16900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	0	0
278		曲骨	-1	100	16900000	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0
279		中极	-1	100	16900000	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0
280		关元	10280	100	16900000	9200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
281		石门	-1	100	16950000	0	0	0	0	0	530	0	0	0	0	0	0	0	0	0	0	0
282		气海	-1	100	16950000	0	0	0	0	0	0	0	0	0	0	0	0	0	340	0	0	0
283		中魁	-1	100	17090000	0	0	0	0	0	0	0	0	0	0	1110	0	0	0	0	0	0
284		神阙	-1	100	17110000	0	0	0	440	440	0	0	0	0	0	0	0	0	0	0	0	0
285		水分	10285	100	17110000	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0
286		下脘	-1	100	17110000	0	0	0	0	0	560	0	0	0	0	0	0	0	0	0	0	0
287		建里	-1	100	17110000	8700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
288		八邪	-1	100	17940000	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0
289		八风	-1	100	17940000	0	0	0	0	0	0	0	0	0	0	0	0	430	0	0	0	0
290		巨阙	10290	100	17940000	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0
291		鸠尾	-1	100	17940000	0	0	0	0	0	0	560	0	0	0	0	0	0	0	0	0	0
292		中庭	-1	100	17940000	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0
293		膻中	-1	100	17940000	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0
294		玉堂	-1	100	17940000	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0
295		紫宫	10295	100	17940000	0	0	0	0	0	680	680	0	0	0	0	0	0	0	0	0	0
296		华盖	-1	100	17950000	0	0	0	0	0	0	0	0	0	0	1180	0	0	0	0	0	0
297		璇玑	-1	100	17950000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0	0
298		天突	-1	100	18070000	0	890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
299		廉泉	-1	100	18070000	0	0	0	470	470	0	0	0	0	0	0	0	0	0	0	0	0
300		承浆	10300	100	0	0	0	0	420	420	0	0	0	0	0	0	0	0	0	0	0	0
10005		关元	-1	91	0	0	0	0	0	0	0	0	0	0	430	0	0	0	0	0	0	0
10010		膈关	-1	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0
10015		肓门	-1	91	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0
10020		承筋	-1	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0
10025		仆参	-1	91	0	0	0	0	0	0	0	0	0	0	430	0	0	0	0	0	0	0
10030		太阳	-1	91	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0
10035		中都	-1	92	0	0	0	0	0	0	0	0	0	0	460	0	0	0	0	0	0	0
10040		章门	-1	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0
10045		悬颅	-1	92	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0
10050		浮白	-1	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0
10055		正营	-1	92	0	0	0	0	0	0	0	0	0	0	460	0	0	0	0	0	0	0
10060		渊腋	-1	92	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0
10065		五枢	-1	93	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0
10070		阳交	-1	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0
10075		丘墟	-1	93	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
10080		灵道	-1	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0
10085		隐白	-1	93	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0
10090		漏谷	-1	93	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
10095		府舍	-1	94	0	0	0	0	0	0	0	0	0	0	560	0	0	0	0	0	0	0
10100		天溪	-1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0
10105		二间	-1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0
10110		温溜	-1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0
10115		天鼎	-1	94	0	0	0	0	0	0	0	0	0	0	560	0	0	0	0	0	0	0
10120		后溪	-1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0
10125		小海	-1	95	0	0	0	0	0	0	0	0	0	0	640	0	0	0	0	0	0	0
10130		天窗	-1	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0
10135		天府	-1	95	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0
10140		经渠	-1	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0
10145		四白	-1	95	0	0	0	0	0	0	0	0	0	0	640	0	0	0	0	0	0	0
10150		头维	-1	95	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0
10155		气户	-1	96	0	0	0	0	0	0	0	0	0	0	740	0	0	0	0	0	0	0
10160		不容	-1	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0
10165		天枢	-1	96	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
10170		气冲	-1	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0
10175		犊鼻	-1	96	0	0	0	0	0	0	0	0	0	0	740	0	0	0	0	0	0	0
10180		陷谷	-1	96	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
10185		曲泽	-1	97	0	0	0	0	0	0	0	0	0	0	850	0	0	0	0	0	0	0
10190		中冲	-1	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0
10195		水泉	-1	97	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0
10200		定喘	-1	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0
10205		肓俞	-1	97	0	0	0	0	0	0	0	0	0	0	850	0	0	0	0	0	0	0
10210		步廊	-1	97	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0
10215		俞府	-1	98	0	0	0	0	0	0	0	0	0	0	980	0	0	0	0	0	0	0
10220		外关	-1	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0
10225		二白	-1	98	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0
10230		腰俞	-1	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0
10235		筋缩	-1	98	0	0	0	0	0	0	0	0	0	0	980	0	0	0	0	0	0	0
10240		陶道	-1	98	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0
10245		强间	-1	99	0	0	0	0	0	0	0	0	0	0	1120	0	0	0	0	0	0	0
10250		上星	-1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0
10255		中泉	-1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0
10260		气海	-1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0
10265		建里	-1	99	0	0	0	0	0	0	0	0	0	0	1120	0	0	0	0	0	0	0
10270		中庭	-1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0
10275		璇玑	-1	100	0	0	0	0	0	0	0	0	0	0	1270	0	0	0	0	0	0	0
10280		通天	-1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0
10285		风门	-1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0
10290		肝俞	-1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0
10295		会阳	-1	100	0	0	0	0	0	0	0	0	0	0	1270	0	0	0	0	0	0	0
10300		天柱	-1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0
