Id	DESC	szString	type_1	type_2
1135		操你媽	1	1
1136		操你妹	1	1
1137		操你奶	1	1
1138		操你全家	1	1
1139		操你爷爷	1	1
1140		操你爺爺	1	1
1141		操妳妈	1	1
1142		操他	1	1
1143		操他妈	1	1
1144		操她	1	1
1145		操她妈	1	1
1146		曹长青	1	1
1147		艹	1	1
1148		草的你妈	1	1
1149		草妈	1	1
1150		草拟妈	1	1
1151		草你	1	1
1152		草你 妈	1	1
1153		草你妈	1	1
1154		草你妈靠	1	1
1155		草你媽	1	1
1156		草擬媽	1	1
1157		肏	1	1
1158		侧那	1	1
1159		测绘局	1	1
1160		测拿	1	1
1161		插GM	1	1
1162		插那嗎B	1	1
1163		插那嗎逼	1	1
1164		插那嗎比	1	1
1165		插那吗B	1	1
1166		插那吗逼	1	1
1167		插那吗比	1	1
1168		插你	1	1
1169		插你妈	1	1
1170		插你媽	1	1
1171		插你爷爷	1	1
1172		插你爺爺	1	1
1173		插妳	1	1
1174		插深些	1	1
1175		蕆	1	1
1176		囅	1	1
1177		閶	1	1
1178		常勁	1	1
1179		朝鲜	1	1
1180		朝鮮	1	1
1181		车臣	1	1
1182		车仑	1	1
1183		車侖女幹	1	1
1184		陈水扁	1	1
1185		陳炳基	1	1
1186		陳博志	1	1
1187		陳定南	1	1
1188		陳建銘	1	1
1189		陳景俊	1	1
1190		陳菊	1	1
1191		陳軍	1	1
1192		陳良宇	1	1
1193		陳蒙	1	1
1194		陳破空	1	1
1195		陳水扁	1	1
1196		陳唐山	1	1
1197		陳希同	1	1
1198		陳小同	1	1
1199		陳宣良	1	1
1200		陳學聖	1	1
1201		陳一諮	1	1
1202		陳總統	1	1
1203		諶	1	1
1204		齔	1	1
1205		櫬	1	1
1206		讖	1	1
1207		成人电影	1	1
1208		成人片	1	1
1209		程鐵軍	1	1
1210		吃大便	1	1
1211		吃屎	1	1
1212		痴鳩	1	1
1213		痴拈	1	1
1214		鴟	1	1
1215		持不同政见	1	1
1216		持不同政見	1	1
1217		赤匪	1	1
1218		赤色的护身符	1	1
1219		赤色騎士	1	1
1220		赤色戰士	1	1
1221		抽插	1	1
1222		抽獎	1	1
1223		抽你丫的	1	1
1224		抽头	1	1
1225		臭化西	1	1
1226		臭机	1	1
1227		臭机八	1	1
1228		臭鸡	1	1
1229		臭鸡巴	1	1
1230		臭西	1	1
1231		出售此号	1	1
1232		出售此号靠	1	1
1233		出售假币	1	1
1234		出售枪支	1	1
1235		出售神符	1	1
1236		出售神符靠	1	1
1237		出售手枪	1	1
1238		出售账号	1	1
1239		出售账号靠	1	1
1240		楚雄市	1	1
1241		处女膜	1	1
1242		處女膜	1	1
1243		穿藏装	1	1
1244		吹喇叭	1	1
1245		吹簫	1	1
1246		春夏自由論壇	1	1
1247		春药	1	1
1248		蠢猪	1	1
1249		戳那嗎B	1	1
1250		戳那嗎逼	1	1
1251		戳那嗎比	1	1
1252		戳那吗B	1	1
1253		戳那吗逼	1	1
1254		戳那吗比	1	1
1255		戳你	1	1
1256		粗制吗啡	1	1
1257		催情药	1	1
1258		鹾	1	1
1259		鹺	1	1
1260		错B	1	1
1261		错逼	1	1
1262		错比	1	1
1263		错那吗B	1	1
1264		错那吗逼	1	1
1265		错那吗比	1	1
1266		錯B	1	1
1267		錯逼	1	1
1268		錯比	1	1
1269		錯那嗎B	1	1
1270		錯那嗎逼	1	1
1271		錯那嗎比	1	1
1272		达赖	1	1
1273		达赖代表	1	1
1274		达赖喇嘛	1	1
1275		达赖喇嘛返藏	1	1
1276		达赖喇嘛和平慈悲日	1	1
1277		达赖喇嘛宗教基金会	1	1
1278		达癞	1	1
1279		达兰萨拉日与夜	1	1
1280		達癩	1	1
1281		打倒共产党	1	1
1282		打飞机	1	1
1283		打飛機	1	1
1284		打虎	1	1
1285		打炮	1	1
1286		打砸抢烧	1	1
1287		打砸搶燒	1	1
1288		大*FA弟*子	1	1
1289		大B	1	1
1290		大逼	1	1
1291		大便	1	1
1292		大波波	1	1
1293		大参考	1	1
1294		大參考	1	1
1295		大东亚	1	1
1296		大东亚共荣	1	1
1297		大東亞	1	1
1298		大東亞共榮	1	1
1299		大法	1	1
1300		大法弟子	1	1
1301		大花B	1	1
1302		大会堂	1	1
1303		大鶏巴	1	1
1304		大纪元	1	1
1305		大纪元新闻网	1	1
1306		大纪园	1	1
1307		大紀元	1	1
1308		大紀元新聞網	1	1
1309		大紀園	1	1
1310		大家论坛	1	1
1311		大家論壇	1	1
1312		大理	0	1
1313		大麻	1	1
1314		大麻树脂	1	1
1315		大麻油	1	1
1316		大奶媽	1	1
1317		大师	1	1
1318		大史紀	1	1
1319		大史記	1	1
1320		大树营	1	1
1321		大卫教	1	1
1322		大衛教	1	1
1323		大学骚乱	1	1
1324		大血B	1	1
1325		大血比	1	1
1326		大中国论坛	1	1
1327		大中國論壇	1	1
1328		大中华论坛	1	1
1329		大中華論壇	1	1
1330		大众真人真事	1	1
1331		大衆真人真事	1	1
1332		呆卵	1	1
1333		歹徒口供	1	1
1334		代表大会	1	1
1335		盗窃	1	1
1336		盗窃犯	1	1
1337		道教	1	1
1338		盜竊犯	1	1
1339		得寸进尺	1	1
1340		德維爾	1	1
1341		登輝	1	1
1342		邓小平	1	1
1343		鄧笑貧	1	1
1344		迪里夏提	1	1
1345		迪裏夏提	1	1
1346		敌意	1	1
1347		糴	1	1
1348		地铁	1	1
1349		地下教會	1	1
1350		地震局	1	1
1351		弟大物勃	1	1
1352		帝国主义	1	1
1353		帝國主義	1	1
1354		帝顺	1	1
1355		蒂顺	1	1
1356		缔顺	1	1
1357		电监会	1	1
1358		電視流氓	1	1
1359		叼你	1	1
1360		叼你妈	1	1
1361		叼你媽	1	1
1362		屌	1	1
1363		屌7	1	1
1364		屌鸠	1	1
1365		屌毛	1	1
1366		屌妳	1	1
1367		屌七	1	1
1368		屌西	1	1
1369		钓鱼岛	1	1
1370		钓鱼台	1	1
1371		釣魚島	1	1
1372		丁關根	1	1
1373		东北独立	1	1
1374		东北各地	1	1
1375		东方红时空	1	1
1376		东方时空	1	1
1377		东南西北论谈	1	1
1378		东条	1	1
1379		东条英机	1	1
1380		东突	1	1
1381		东突暴动	1	1
1382		东突暴动和独立	1	1
1383		东突独立	1	1
1384		东突厥	1	1
1385		东突厥斯坦伊斯兰运动	1	1
1386		东突组织	1	1
1387		东土耳其斯坦	1	1
1388		东西南北论坛	1	1
1389		东亚病夫	1	1
1390		东正教	1	1
1391		東北獨立	1	1
1392		東方紅時空	1	1
1393		東方時空	1	1
1394		東南西北論談	1	1
1395		東社	1	1
1396		東升	1	1
1397		東條	1	1
1398		東條英機	1	1
1399		東突暴動	1	1
1400		東突獨立	1	1
1401		東土耳其斯坦	1	1
1402		東土耳其斯坦）	1	1
1403		東西南北論壇	1	1
1404		東亞	1	1
1405		动乱	1	1
1406		動亂	1	1
1407		独裁	1	1
1408		独裁政治	1	1
1409		独夫	1	1
1410		独立	1	1
1411		独立台湾会	1	1
1412		渎职罪	1	1
1413		獨裁	1	1
1414		獨裁政治	1	1
1415		獨夫	1	1
1416		獨立臺灣會	1	1
1417		赌博	1	1
1418		赌马	1	1
1419		赌球	1	1
1420		杜冷丁	1	1
1421		短信群发器	1	1
1422		对日强硬	1	1
1423		多麦协会	1	1
1424		多维社	1	1
1425		多维网	1	1
1426		多维新闻	1	1
1427		多维周刊	1	1
1428		屙	1	1
1429		额尔德尼	1	1
1430		恶搞晚会	1	1
1431		恩格斯	1	1
1432		鮞	1	1
1433		二B	1	1
1434		二屄	1	1
1435		二逼	1	1
1436		二乙基酰胺	1	1
1437		发改委	1	1
1438		发奖使者	1	1
1439		发抡	1	1
1440		发抡功	1	1
1441		发仑	1	1
1442		发伦	1	1
1443		发伦功	1	1
1444		发囵	1	1
1445		发沦	1	1
1446		发轮	1	1
1447		发轮功	1	1
1448		发论	1	1
1449		发论公	1	1
1450		发论功	1	1
1451		发骚	1	1
1452		发展研究中心	1	1
1453		发正念	1	1
1454		發楞	1	1
1455		發掄	1	1
1456		發掄功	1	1
1457		發倫	1	1
1458		發倫功	1	1
1459		發輪	1	1
1460		發論	1	1
1461		發論公	1	1
1462		發論功	1	1
1463		發騷	1	1
1464		發正念	1	1
1465		法(轮)功	1	1
1466		法*轮*功	1	1
1467		法~倫	1	1
1468		法~淪	1	1
1469		法~綸	1	1
1470		法~輪	1	1
1471		法~論	1	1
1472		法爾卡	1	1
1473		法功	1	1
1474		法愣	1	1
1475		法抡	1	1
1476		法掄	1	1
1477		法掄功	1	1
1478		法仑	1	1
1479		法伦	1	1
1480		法囵	1	1
1481		法纶	1	1
1482		法轮	1	1
1483		法轮大法	1	1
1484		法轮大法靠	1	1
1485		法轮功	1	1
1486		法轮功靠	1	1
1487		法侖	1	1
1488		法淪	1	1
1489		法綸	1	1
1490		法輪大法	1	1
1491		法輪功	1	1
1492		法十輪十功	1	1
1493		法西斯	1	1
1494		法謫	1	1
1495		法謫功	1	1
1496		法制办	1	1
1497		反党	1	1
1498		反动	1	1
1499		反封锁技术	1	1
1500		反封鎖技術	1	1
1501		反腐败论坛	1	1
1502		反腐敗論壇	1	1
1503		反革命	1	1
1504		反共	1	1
1505		反华	1	1
1506		反恐委员会	1	1
1507		反人类	1	1
1508		反人類	1	1
1509		反日	1	1
1510		反社会	1	1
1511		反社會	1	1
1512		反政府	1	1
1513		贩毒	1	1
1514		方勵之	1	1
1515		放荡	1	1
1516		放蕩	1	1
1517		飛揚論壇	1	1
1518		废物	1	1
1519		費鴻泰	1	1
1520		費良勇	1	1
1521		分裂分子	1	1
1522		分裂祖国	1	1
1523		分批行动	1	1
1524		粉飾太平	1	1
1525		粪	1	1
1526		粪便	1	1
1527		糞便	1	1
1528		鱝	1	1
1529		风雨神州	1	1
1530		风雨神州论坛	1	1
1531		封從德	1	1
1532		風雨神州	1	1
1533		風雨神州論壇	1	1
1534		馮東海	1	1
1535		馮素英	1	1
1536		佛教	1	1
1537		佛展千手法	1	1
1538		佛祖	1	1
1539		紱	1	1
1540		福州机场	1	1
1541		襆	1	1
1542		斧头镰刀	1	1
1543		傅作義	1	1
1544		尕玛才旺	1	1
1545		改变西藏政策	1	1
1546		赶你娘	1	1
1547		趕你娘	1	1
1548		干bi	1	1
1549		干GM	1	1
1550		干X	1	1
1551		干爆	1	1
1552		干逼	1	1
1553		干比	1	1
1554		干到	1	1
1555		干的你	1	1
1556		干干干	1	1
1557		干机	1	1
1558		干鸡	1	1
1559		干啦	1	1
1560		干勒	1	1
1561		干拎娘	1	1
1562		干林	1	1
1563		干尼	1	1
1564		干你	1	1
1565		干你老比	1	1
1566		干你老母	1	1
1567		干你妈	1	1
1568		干你妈B	1	1
1569		干你妈逼	1	1
1570		干你娘	1	1
1571		干妳	1	1
1572		干妳老母	1	1
1573		干妳妈	1	1
1574		干妳娘	1	1
1575		干您	1	1
1576		干七八	1	1
1577		干全家	1	1
1578		干汝	1	1
1579		干入	1	1
1580		干爽	1	1
1581		干死	1	1
1582		干死你	1	1
1583		干他	1	1
1584		干他妈	1	1
1585		干它	1	1
1586		干她	1	1
1587		干她妈	1	1
1588		干牠	1	1
1589		干我	1	1
1590		干新疆人	1	1
1591		干一干	1	1
1592		干一家	1	1
1593		幹bi	1	1
1594		幹逼	1	1
1595		幹比	1	1
1596		幹的你	1	1
1597		幹幹幹	1	1
1598		幹你	1	1
1599		幹你老比	1	1
1600		幹你老母	1	1
1601		幹你娘	1	1
1602		幹全家	1	1
1603		幹死	1	1
1604		幹死你	1	1
1605		幹他	1	1
1606		幹她	1	1
1607		幹一家	1	1
1608		冈峦	1	1
1609		刚比	1	1
1610		刚比样子	1	1
1611		肛	1	1
1612		肛交	1	1
1613		肛门	1	1
1614		肛門	1	1
1615		岡巒	1	1
1616		剛比	1	1
1617		剛比樣子	1	1
1618		港澳办	1	1
1619		高丽棒子	1	1
1620		高丽朴	1	1
1621		高麗棒子	1	1
1622		高校暴乱	1	1
1623		高校群体事件	1	1
1624		高校骚乱	1	1
1625		高薪養廉	1	1
1626		高治联	1	1
1627		高自联	1	1
1628		高自聯	1	1
1629		睾	1	1
1630		睾丸	1	1
1631		膏药旗	1	1
1632		膏藥旗	1	1
1633		告西藏同胞书	1	1
1634		歌功頌德	1	1
1635		鴿派	1	1
1636		格杀	1	1
1637		个旧	1	1
1638		鯁	1	1
1639		工力	1	1
1640		工商局	1	1
1641		工自联	1	1
1642		工自聯	1	1
1643		工作人员	1	1
1644		弓虽女干	1	1
1645		弓雖	1	1
1646		公安	1	1
1647		公安部	1	1
1648		公安局	1	1
1649		公共场所	1	1
1650		公雅寺高僧	1	1
1651		功友	1	1
1652		共 产党	1	1
1653		共产 党	1	1
1654		共产党	1	1
1655		共产党靠	1	1
1656		共产主义	1	1
1657		共産	1	1
1658		共産黨	1	1
1659		共産主義	1	1
1660		共党	1	1
1661		共黨	1	1
1662		共匪	1	1
1663		共狗	1	1
1664		共军	1	1
1665		共軍	1	1
1666		共青团员	1	1
1667		共荣圈	1	1
1668		共榮圈	1	1
1669		緱	1	1
1670		韝	1	1
1671		狗0日	1	1
1672		狗b	1	1
1673		狗操	1	1
1674		狗操卖逼	1	1
1675		狗誠	1	1
1676		狗干	1	1
1677		狗狼养的	1	1
1678		狗狼養的	1	1
1679		狗卵	1	1
1680		狗娘	1	1
1681		狗娘养的	1	1
1682		狗娘養的	1	1
1683		狗屁	1	1
1684		狗日	1	1
1685		狗日的	1	1
1686		狗日靠	1	1
1687		狗屎	1	1
1688		狗养	1	1
1689		狗養	1	1
1690		狗杂种	1	1
1691		狗雜種	1	1
1692		覯	1	1
1693		轂	1	1
1694		古方迷香	1	1
1695		鯝	1	1
1696		鴰	1	1
1697		詿	1	1
1698		拐卖	1	1
1699		观世音	1	1
1700		观音桥	1	1
1701		官逼民反	1	1
1702		官渡区	1	1
1703		官商勾结	1	1
1704		關卓中	1	1
1705		管理0员	1	1
1706		管理员	1	1
1707		管理員	1	1
1708		管制刀具	1	1
1709		貫通兩極法	1	1
1710		灌云	1	1
1711		光明日报	1	1
1712		广电局	1	1
1713		广闻	1	1
1714		廣聞	1	1
1715		龟儿子	1	1
1716		龟公	1	1
1717		龟孙子	1	1
1718		龟头	1	1
1719		龟投	1	1
1720		嬀	1	1
1721		龜兒子	1	1
1722		龜公	1	1
1723		龜孫子	1	1
1724		龜投	1	1
1725		龜頭	1	1
1726		鬼村	1	1
1727		刿	1	1
1728		劌	1	1
1729		绲	1	1
1730		滚那吗	1	1
1731		滚那吗B	1	1
1732		滚那吗错比	1	1
1733		滚那吗老比	1	1
1734		滚那吗瘟比	1	1
1735		滾那嗎	1	1
1736		滾那嗎B	1	1
1737		滾那嗎錯比	1	1
1738		滾那嗎老比	1	1
1739		滾那嗎瘟比	1	1
1740		国安局	1	1
1741		国防部	1	1
1742		国防科工委	1	1
1743		国管局	1	1
1744		国际法院	1	1
1745		国际声援西藏	1	1
1746		国际声援西藏运动	1	1
1747		国家安全	1	1
1748		国家机密	1	1
1749		国家民委	1	1
1750		国家主席	1	1
1751		国家主要部委	1	1
1752		国军	1	1
1753		国民党	1	1
1754		国民党万岁	1	1
1755		国土资源部	1	1
1756		国务院	1	1
1757		国研室	1	1
1758		国贼	1	1
1759		国资委	1	1
1760		國家安全	1	1
1761		國家機密	1	1
1762		國軍	1	1
1763		國賊	1	1
1764		哈批	1	1
1765		海关总署	1	1
1766		海洛因	1	1
1767		海洋局	1	1
1768		汉奸	1	1
1769		漢奸	1	1
1770		和锅枪	1	1
1771		河殤	1	1
1772		贺过墙	1	1
1773		賀國强	1	1
1774		賀龍	1	1
1775		赫鲁晓夫	1	1
1776		黑 手党	1	1
1777		黑帮	1	1
1778		黑社会	1	1
1779		黑社會	1	1
1780		黑手，党	1	1
1781		黑手p党	1	1
1782		黑手党	1	1
1783		黑手黨	1	1
1784		红灯区	1	1
1785		红河步行街	1	1
1786		红河州	1	1
1787		红色恐怖	1	1
1788		红卫兵	1	1
1789		紅燈區	1	1
1790		紅色恐怖	1	1
1791		紅炎猛獸	1	1
1792		黌	1	1
1793		鱟	1	1
1794		呼市	1	1
1795		胡XX	1	1
1796		胡紧涛	1	1
1797		胡紧掏	1	1
1798		胡紧套	1	1
1799		胡锦涛	1	1
1800		胡锦涛靠	1	1
1801		胡锦滔	1	1
1802		胡锦淘	1	1
1803		胡緊掏	1	1
1804		胡錦滔	1	1
1805		胡錦淘	1	1
1806		許家屯	1	1
1807		許信良	1	1
1808		鸌	1	1
1809		花柳	1	1
1810		华通时事论坛	1	1
1811		华夏文摘	1	1
1812		华语世界论坛	1	1
1813		华岳时事论坛	1	1
1814		華建敏	1	1
1815		華通時事論壇	1	1
1816		華夏文摘	1	1
1817		華語世界論壇	1	1
1818		華岳時事論壇	1	1
1819		欢城互动	1	1
1820		环保总局	1	1
1821		鍰	1	1
1822		换妻	1	1
1823		皇军	1	1
1824		皇軍	1	1
1825		黄　菊	1	1
1826		黄祸	1	1
1827		黄菊	1	1
1828		黄片	1	1
1829		黄色	1	1
1830		黄色电影	1	1
1831		黄色夹克	1	1
1832		黄色靠	1	1
1833		黄色小电影	1	1
1834		黃伯源	1	1
1835		黃慈萍	1	1
1836		黃禍	1	1
1837		黃劍輝	1	1
1838		黃菊	1	1
1839		黃片	1	1
1840		恢复中藏接谈	1	1
1841		回回	1	1
1842		回教	1	1
1843		回民暴动	1	1
1844		回民暴動	1	1
1845		回民吃猪肉	1	1
1846		回族人吃猪肉	1	1
1847		会泽	1	1
1848		噦	1	1
1849		繢	1	1
1850		昏药	1	1
1851		混 沌决	1	1
1852		混 沌决靠	1	1
1853		混沌诀	1	1
1854		混沌诀靠	1	1
1855		混沌靠	1	1
1856		鍃	1	1
1857		活动大使	1	1
1858		活捉	1	1
1859		火棒	1	1
1860		击毙	1	1
1861		机八	1	1
1862		机巴	1	1
1863		机叭	1	1
1864		机掰	1	1
1865		【鸡】	1	1
1866		鸡 巴	1	1
1867		鸡，巴	1	1
1868		鸡八	1	1
1869		鸡巴	1	1
1870		鸡巴o	1	1
1871		鸡巴靠	1	1
1872		鸡叭	1	1
1873		鸡芭	1	1
1874		鸡掰	1	1
1875		鸡鸡	1	1
1876		鸡奸	1	1
1877		鸡毛信文汇	1	1
1878		鸡歪	1	1
1879		姬勝德	1	1
1880		基地组织	1	1
1881		基督	1	1
1882		基督教	1	1
1883		賫	1	1
1884		激情电影	1	1
1885		激情小电影	1	1
1886		鶏8	1	1
1887		鶏八	1	1
1888		鶏巴	1	1
1889		鶏吧	1	1
1890		鶏鶏	1	1
1891		鶏奸	1	1
1892		鶏毛信文匯	1	1
1893		鶏女	1	1
1894		鶏院	1	1
1895		吉比特	1	1
1896		集中营	1	1
1897		覿	1	1
1898		几届中央政治局委员	1	1
1899		计牌软件	1	1
1900		计生委	1	1
1901		纪念西藏爱国英雄纪念碑	1	1
1902		妓	1	1
1903		妓女	1	1
1904		妓女靠	1	1
1905		妓院	1	1
1906		继续杀人	1	1
1907		鱭	1	1
1908		佳静安定片	1	1
1909		嘉瓦仁波切	1	1
1910		假青林	1	1
1911		假庆林	1	1
1912		賈廷安	1	1
1913		賈育台	1	1
1914		尖阁列岛	1	1
1915		奸	1	1
1916		奸暴	1	1
1917		奸夫淫妇	1	1
1918		奸你	1	1
1919		奸他	1	1
1920		奸她	1	1
1921		奸一奸	1	1
1922		奸淫	1	1
1923		戔	1	1
1924		监察部	1	1
1925		监管局	1	1
1926		监听王	1	1
1927		监狱式管理	1	1
1928		检察院	1	1
1929		简鸿章	1	1
1930		簡肇棟	1	1
1931		建國黨	1	1
1932		建设部	1	1
1933		建水大道	1	1
1934		贱	1	1
1935		贱B	1	1
1936		贱bi	1	1
1937		贱逼	1	1
1938		贱比	1	1
1939		贱货	1	1
1940		贱人	1	1
1941		贱种	1	1
1942		賤B	1	1
1943		賤bi	1	1
1944		賤逼	1	1
1945		賤比	1	1
1946		賤貨	1	1
1947		賤人	1	1
1948		賤種	1	1
1949		江Core	1	1
1950		江八	1	1
1951		江八点	1	1
1952		江八點	1	1
1953		江北中医院	1	1
1954		江独裁	1	1
1955		江汉路	1	1
1956		江核心	1	1
1957		江羅	1	1
1958		江綿恒	1	1
1959		江派犯罪集团	1	1
1960		江青	1	1
1961		江戏子	1	1
1962		江戲子	1	1
1963		江油	1	1
1964		江则民	1	1
1965		江择民	1	1
1966		江泽慧	1	1
1967		江泽民	1	1
1968		江泽民靠	1	1
1969		江則民	1	1
1970		江澤慧	1	1
1971		江贼	1	1
1972		江贼民	1	1
1973		江賊	1	1
1974		江賊民	1	1
1975		江折民	1	1
1976		江猪	1	1
1977		江猪媳	1	1
1978		江主席	1	1
1979		将则民	1	1
1980		將則民	1	1
1981		僵贼	1	1
1982		僵贼民	1	1
1983		僵賊	1	1
1984		僵賊民	1	1
1985		薑春雲	1	1
1986		疆独	1	1
1987		疆独立	1	1
1988		蒋介石	1	1
1989		蒋经国	1	1
1990		蒋中正	1	1
1991		蔣介石	1	1
1992		蔣中正	1	1
1993		講法	1	1
1994		酱猪媳	1	1
1995		醬猪媳	1	1
1996		交通部	1	1
1997		姣西	1	1
1998		叫床	1	1
1999		叫鸡	1	1
2000		叫小姐	1	1
2001		教徒	1	1
2002		教学改变决定	1	1
2003		教養院	1	1
2004		教育部	1	1
2005		揭批書	1	1
2006		街头对抗	1	1
2007		街头对抗靠	1	1
2008		戒备森严	1	1
2009		届中央政治局委员	1	1
2010		届中央政治局委員	1	1
2011		金枪不倒	1	1
2012		金槍不倒	1	1
2013		金日成	1	1
2014		金堯如	1	1
2015		金澤辰	1	1
2016		金正日	1	1
2017		巹	1	1
2018		紧急通知	1	1
2019		錦濤	1	1
2020		禁书	1	1
2021		茎	1	1
2022		茎候佳阴	1	1
2023		经济社会理事会	1	1
2024		经社理事会	1	1
2025		经血	1	1
2026		莖候佳陰	1	1
2027		經文	1	1
2028		經血	1	1
2029		精液	1	1
2030		精子	1	1
2031		警匪一家	1	1
2032		敬国神社	1	1
2033		靖国神社	1	1
2034		靖國神社	1	1
2035		静坐	1	1
2036		纠察员	1	1
2037		鸠	1	1
2038		鸠屎	1	1
2039		九?十?三西藏政治犯运动	1	1
2040		齟	1	1
2041		屨	1	1
2042		絕望之地	1	1
2043		譎	1	1
2044		军国主义	1	1
2045		军妓	1	1
2046		军事委员会	1	1
2047		军委	1	1
2048		军长发威	1	1
2049		軍妓	1	1
2050		开苞	1	1
2051		开放杂志	1	1
2052		開苞	1	1
2053		開放雜志	1	1
2054		砍	1	1
2055		砍翻一條街	1	1
2056		砍人	1	1
2057		砍杀	1	1
2058		砍杀事件	1	1
2059		砍死	1	1
2060		看牌器	1	1
2061		看牌软件	1	1
2062		看棋器	1	1
2063		看棋软件	1	1
2064		看中國	1	1
2065		尻	1	1
2066		靠	1	1
2067		靠你妈	1	1
2068		靠你媽	1	1
2069		靠腰	1	1
2070		柯賜海	1	1
2071		嗑药	1	1
2072		可待因	1	1
2073		可卡叶	1	1
2074		可卡因	1	1
2075		克林顿	1	1
2076		客戶服務	1	1
2077		客户服务	1	1
2078		客户服务人员	1	1
2079		客运站	1	1
2080		緙	1	1
2081		掯	1	1
2082		恐怖	1	1
2083		恐怖暴力	1	1
2084		恐怖暴力事件	1	1
2085		恐怖分子	1	1
2086		恐怖分子 	1	1
2087		恐怖分子杀到内地了	1	1
2088		恐怖份子	1	1
2089		恐怖事件	1	1
2090		恐怖袭击	1	1
2091		恐怖主义	1	1
2092		恐怖主義	1	1
2093		恐怖组织	1	1
2094		瞘	1	1
2095		口供	1	1
2096		口交	1	1
2097		口交靠	1	1
2098		嚳	1	1
2099		狂操	1	1
2100		狂操你全家	1	1
2101		貺	1	1
2102		鄺錦文	1	1
2103		昆华医院	1	1
2104		昆明301事件	1	1
2105		昆明火车站	1	1
2106		昆圖	1	1
2107		垃圾游戏	1	1
2108		垃圾游戏靠	1	1
2109		拉登	1	1
2110		拉嘎	1	1
2111		拉姆斯菲尔德	1	1
2112		拉姆斯菲爾德	1	1
2113		拉皮条	1	1
2114		拉皮條	1	1
2115		拉萨	1	1
2116		来插我	1	1
2117		来干	1	1
2118		来爽我	1	1
2119		賴士葆	1	1
2120		览叫	1	1
2121		懒教	1	1
2122		烂B	1	1
2123		烂屄	1	1
2124		烂逼	1	1
2125		烂比	1	1
2126		烂袋	1	1
2127		烂屌	1	1
2128		烂货	1	1
2129		烂鸟	1	1
2130		烂人	1	1
2131		烂游戏	1	1
2132		烂游戏靠	1	1
2133		滥B	1	1
2134		滥逼	1	1
2135		滥比	1	1
2136		滥货	1	1
2137		滥交	1	1
2138		濫B	1	1
2139		濫逼	1	1
2140		濫比	1	1
2141		濫貨	1	1
2142		濫交	1	1
2143		爛B	1	1
2144		爛逼	1	1
2145		爛比	1	1
2146		爛袋	1	1
2147		爛貨	1	1
2148		狼狈为奸	1	1
2149		劳+教+所	1	1
2150		劳动保障部	1	1
2151		劳动教养所	1	1
2152		劳改	1	1
2153		劳教	1	1
2154		勞動教養所	1	1
2155		勞改	1	1
2156		勞教	1	1
2157		老逼	1	1
2158		老虎机	1	1
2159		老毛子	1	1
2160		老母	1	1
2161		鰳	1	1
2162		誄	1	1
2163		离长春	1	1
2164		黎阳评	1	1
2165		李大师	1	1
2166		李大钊	1	1
2167		李登辉	1	1
2168		李弘旨	1	1
2169		李红志	1	1
2170		李宏旨	1	1
2171		李宏志	1	1
2172		李洪寬	1	1
2173		李洪志	1	1
2174		李紅痔	1	1
2175		李繼耐	1	1
2176		李磕墙	1	1
2177		李克强	1	1
2178		李岚清	1	1
2179		李蘭菊	1	1
2180		李老師	1	1
2181		李祿	1	1
2182		李錄	1	1
2183		李鹏	1	1
2184		李鹏*	1	1
2185		李慶安	1	1
2186		李慶華	1	1
2187		李瑞环	1	1
2188		李山	1	1
2189		李淑嫻	1	1
2190		李铁映	1	1
2191		李鐵映	1	1
2192		李旺陽	1	1
2193		李先念	1	1
2194		李小鵬	1	1
2195		李月月鳥	1	1
2196		李长春	1	1
2197		李志綏	1	1
2198		李總理	1	1
2199		李總統	1	1
2200		裏菲斯	1	1
2201		鱧	1	1
2202		轢	1	1
2203		连战	1	1
2204		連方瑀	1	1
2205		連惠心	1	1
2206		連勝德	1	1
2207		連勝文	1	1
2208		連戰	1	1
2209		联大	1	1
2210		联合国	1	1
2211		联合国大会	1	1
2212		联合国人权专员	1	1
2213		联易	1	1
2214		联易互动	1	1
2215		联总	1	1
2216		联总之声传单	1	1
2217		廉政大论坛	1	1
2218		廉政大論壇	1	1
2219		奩	1	1
2220		聯總	1	1
2221		煉功	1	1
2222		粮食局	1	1
2223		两岸关系	1	1
2224		两岸三地论坛	1	1
2225		两个中国	1	1
2226		两会	1	1
2227		两会报道	1	1
2228		两会代表	1	1
2229		两会期间	1	1
2230		两会新闻	1	1
2231		两腿之间	1	1
2232		兩岸關係	1	1
2233		兩岸三地論壇	1	1
2234		兩個中國	1	1
2235		兩會報道	1	1
2236		兩會新聞	1	1
2237		廖錫龍	1	1
2238		列宁	1	1
2239		林保華	1	1
2240		林彪	1	1
2241		林長盛	1	1
2242		林佳龍	1	1
2243		林泉幼儿园	1	1
2244		林信義	1	1
2245		林业局	1	1
2246		林正勝	1	1
2247		林重謨	1	1
2248		淋病	1	1
2249		躪	1	1
2250		凌晨两点	1	1
2251		淩鋒	1	1
2252		另一个地方	1	1
2253		流氓	1	1
2254		劉賓深	1	1
2255		劉賓雁	1	1
2256		劉剛	1	1
2257		劉國凱	1	1
2258		劉華清	1	1
2259		劉俊國	1	1
2260		劉凱中	1	1
2261		劉千石	1	1
2262		劉青	1	1
2263		劉山青	1	1
2264		劉士賢	1	1
2265		劉文勝	1	1
2266		劉文雄	1	1
2267		劉曉波	1	1
2268		劉曉竹	1	1
