SkillExID	Desc	BaseId	SkillDesc	level	CombatValue	SkillLogic	LogicParam01	LogicParam02	LogicParam03	LogicParam04	RefixThreat	Radius	CDTimeId	SkillDelayTime	SkillContinueTime	YinChangTime	DelType_01	DelNum_01	DelType_02	DelNum_02	GainsType_01	GainsNum_01	GainsType_02	GainsNum_02	NextSkillId	Impact_01	Impact_2	Impact_03	Impact_04	Impact_05	Impact_06	SatrtMotionId	EndMotionId	CameraRockId	CameraRockRate	SceneEffectId	BulletEffectID_01	BulletEffectID_02	BulletEffectID_03	RangeEffectType	RangeEffectTarType	RangeEffectSize01	RangeEffectSize02	NextSkillEffectTime	NextSkillDisabledTime	SkillCacheTime	HasRangeWarning	NextContinueSkillId
107002	死亡风暴2级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]90.96%[-]的物理伤害，再次释放对目标造成[a2ff00]90.98%[-]的物理伤害	2	370	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	28	-1	0	301	12	-1	0	-1	1071002	1073002	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107003	死亡风暴3级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]91.98%[-]的物理伤害，再次释放对目标造成[a2ff00]91.97%[-]的物理伤害	3	410	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	34	-1	0	301	12	-1	0	-1	1071003	1073003	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107004	死亡风暴4级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]92.94%[-]的物理伤害，再次释放对目标造成[a2ff00]92.95%[-]的物理伤害	4	450	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	39	-1	0	301	12	-1	0	-1	1071004	1073004	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107005	死亡风暴5级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]93.96%[-]的物理伤害，再次释放对目标造成[a2ff00]93.94%[-]的物理伤害	5	495	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	44	-1	0	301	12	-1	0	-1	1071005	1073005	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107006	死亡风暴6级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]94.92%[-]的物理伤害，再次释放对目标造成[a2ff00]94.92%[-]的物理伤害	6	540	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	48	-1	0	301	12	-1	0	-1	1071006	1073006	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107007	死亡风暴7级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]95.88%[-]的物理伤害，再次释放对目标造成[a2ff00]95.91%[-]的物理伤害	7	585	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	53	-1	0	301	12	-1	0	-1	1071007	1073007	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107008	死亡风暴8级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]96.9%[-]的物理伤害，再次释放对目标造成[a2ff00]96.89%[-]的物理伤害	8	630	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	57	-1	0	301	12	-1	0	-1	1071008	1073008	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107009	死亡风暴9级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]97.86%[-]的物理伤害，再次释放对目标造成[a2ff00]97.88%[-]的物理伤害	9	680	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	61	-1	0	301	12	-1	0	-1	1071009	1073009	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107010	死亡风暴10级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]98.88%[-]的物理伤害，再次释放对目标造成[a2ff00]98.86%[-]的物理伤害	10	730	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	65	-1	0	301	12	-1	0	-1	1071010	1073010	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107011	死亡风暴11级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]99.84%[-]的物理伤害，再次释放对目标造成[a2ff00]99.85%[-]的物理伤害	11	780	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	69	-1	0	301	12	-1	0	-1	1071011	1073011	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107012	死亡风暴12级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]100.86%[-]的物理伤害，再次释放对目标造成[a2ff00]100.83%[-]的物理伤害	12	830	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	73	-1	0	301	12	-1	0	-1	1071012	1073012	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107013	死亡风暴13级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]101.82%[-]的物理伤害，再次释放对目标造成[a2ff00]101.82%[-]的物理伤害	13	880	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	76	-1	0	301	12	-1	0	-1	1071013	1073013	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107014	死亡风暴14级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]102.78%[-]的物理伤害，再次释放对目标造成[a2ff00]102.8%[-]的物理伤害	14	935	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	80	-1	0	301	12	-1	0	-1	1071014	1073014	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107015	死亡风暴15级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]103.8%[-]的物理伤害，再次释放对目标造成[a2ff00]103.79%[-]的物理伤害	15	990	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	84	-1	0	301	12	-1	0	-1	1071015	1073015	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107016	死亡风暴16级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]104.76%[-]的物理伤害，再次释放对目标造成[a2ff00]104.77%[-]的物理伤害	16	1045	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	88	-1	0	301	12	-1	0	-1	1071016	1073016	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107017	死亡风暴17级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]105.78%[-]的物理伤害，再次释放对目标造成[a2ff00]105.76%[-]的物理伤害	17	1100	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	92	-1	0	301	12	-1	0	-1	1071017	1073017	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107018	死亡风暴18级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]106.74%[-]的物理伤害，再次释放对目标造成[a2ff00]106.74%[-]的物理伤害	18	1160	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	96	-1	0	301	12	-1	0	-1	1071018	1073018	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107019	死亡风暴19级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]107.7%[-]的物理伤害，再次释放对目标造成[a2ff00]107.73%[-]的物理伤害	19	1220	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	99	-1	0	301	12	-1	0	-1	1071019	1073019	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107020	死亡风暴20级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]108.72%[-]的物理伤害，再次释放对目标造成[a2ff00]108.71%[-]的物理伤害	20	1280	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	103	-1	0	301	12	-1	0	-1	1071020	1073020	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107021	死亡风暴21级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]109.68%[-]的物理伤害，再次释放对目标造成[a2ff00]109.7%[-]的物理伤害	21	1340	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	107	-1	0	301	12	-1	0	-1	1071021	1073021	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107022	死亡风暴22级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]110.7%[-]的物理伤害，再次释放对目标造成[a2ff00]110.68%[-]的物理伤害	22	1405	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	111	-1	0	301	12	-1	0	-1	1071022	1073022	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107023	死亡风暴23级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]111.66%[-]的物理伤害，再次释放对目标造成[a2ff00]111.67%[-]的物理伤害	23	1470	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	115	-1	0	301	12	-1	0	-1	1071023	1073023	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107024	死亡风暴24级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]112.68%[-]的物理伤害，再次释放对目标造成[a2ff00]112.65%[-]的物理伤害	24	1535	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	119	-1	0	301	12	-1	0	-1	1071024	1073024	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107025	死亡风暴25级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]113.64%[-]的物理伤害，再次释放对目标造成[a2ff00]113.64%[-]的物理伤害	25	1600	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	123	-1	0	301	12	-1	0	-1	1071025	1073025	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107026	死亡风暴26级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]114.6%[-]的物理伤害，再次释放对目标造成[a2ff00]114.62%[-]的物理伤害	26	1670	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	127	-1	0	301	12	-1	0	-1	1071026	1073026	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107027	死亡风暴27级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]115.62%[-]的物理伤害，再次释放对目标造成[a2ff00]115.61%[-]的物理伤害	27	1740	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	131	-1	0	301	12	-1	0	-1	1071027	1073027	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107028	死亡风暴28级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]116.58%[-]的物理伤害，再次释放对目标造成[a2ff00]116.59%[-]的物理伤害	28	1810	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	135	-1	0	301	12	-1	0	-1	1071028	1073028	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107029	死亡风暴29级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]117.6%[-]的物理伤害，再次释放对目标造成[a2ff00]117.58%[-]的物理伤害	29	1885	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	140	-1	0	301	12	-1	0	-1	1071029	1073029	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107030	死亡风暴30级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]118.56%[-]的物理伤害，再次释放对目标造成[a2ff00]118.56%[-]的物理伤害	30	1955	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	144	-1	0	301	12	-1	0	-1	1071030	1073030	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107031	死亡风暴31级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]119.52%[-]的物理伤害，再次释放对目标造成[a2ff00]119.55%[-]的物理伤害	31	2035	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	148	-1	0	301	12	-1	0	-1	1071031	1073031	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107032	死亡风暴32级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]120.54%[-]的物理伤害，再次释放对目标造成[a2ff00]120.53%[-]的物理伤害	32	2110	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	153	-1	0	301	12	-1	0	-1	1071032	1073032	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107033	死亡风暴33级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]121.5%[-]的物理伤害，再次释放对目标造成[a2ff00]121.52%[-]的物理伤害	33	2190	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	157	-1	0	301	12	-1	0	-1	1071033	1073033	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107034	死亡风暴34级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]122.52%[-]的物理伤害，再次释放对目标造成[a2ff00]122.5%[-]的物理伤害	34	2270	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	162	-1	0	301	12	-1	0	-1	1071034	1073034	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107035	死亡风暴35级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]123.48%[-]的物理伤害，再次释放对目标造成[a2ff00]123.48%[-]的物理伤害	35	2350	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	166	-1	0	301	12	-1	0	-1	1071035	1073035	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107036	死亡风暴36级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]124.44%[-]的物理伤害，再次释放对目标造成[a2ff00]124.47%[-]的物理伤害	36	2435	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	171	-1	0	301	12	-1	0	-1	1071036	1073036	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107037	死亡风暴37级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]125.46%[-]的物理伤害，再次释放对目标造成[a2ff00]125.45%[-]的物理伤害	37	2520	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	176	-1	0	301	12	-1	0	-1	1071037	1073037	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107038	死亡风暴38级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]126.42%[-]的物理伤害，再次释放对目标造成[a2ff00]126.44%[-]的物理伤害	38	2610	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	180	-1	0	301	12	-1	0	-1	1071038	1073038	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107039	死亡风暴39级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]127.44%[-]的物理伤害，再次释放对目标造成[a2ff00]127.42%[-]的物理伤害	39	2695	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	185	-1	0	301	12	-1	0	-1	1071039	1073039	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107040	死亡风暴40级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]128.4%[-]的物理伤害，再次释放对目标造成[a2ff00]128.41%[-]的物理伤害	40	2785	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	190	-1	0	301	12	-1	0	-1	1071040	1073040	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107041	死亡风暴41级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]129.42%[-]的物理伤害，再次释放对目标造成[a2ff00]129.39%[-]的物理伤害	41	2875	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	195	-1	0	301	12	-1	0	-1	1071041	1073041	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107042	死亡风暴42级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]130.38%[-]的物理伤害，再次释放对目标造成[a2ff00]130.38%[-]的物理伤害	42	2970	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	200	-1	0	301	12	-1	0	-1	1071042	1073042	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107043	死亡风暴43级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]131.34%[-]的物理伤害，再次释放对目标造成[a2ff00]131.36%[-]的物理伤害	43	3065	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	206	-1	0	301	12	-1	0	-1	1071043	1073043	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107044	死亡风暴44级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]132.36%[-]的物理伤害，再次释放对目标造成[a2ff00]132.35%[-]的物理伤害	44	3160	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	211	-1	0	301	12	-1	0	-1	1071044	1073044	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107045	死亡风暴45级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]133.32%[-]的物理伤害，再次释放对目标造成[a2ff00]133.33%[-]的物理伤害	45	3260	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	216	-1	0	301	12	-1	0	-1	1071045	1073045	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107046	死亡风暴46级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]134.34%[-]的物理伤害，再次释放对目标造成[a2ff00]134.32%[-]的物理伤害	46	3360	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	222	-1	0	301	12	-1	0	-1	1071046	1073046	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107047	死亡风暴47级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]135.3%[-]的物理伤害，再次释放对目标造成[a2ff00]135.3%[-]的物理伤害	47	3465	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	227	-1	0	301	12	-1	0	-1	1071047	1073047	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107048	死亡风暴48级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]136.26%[-]的物理伤害，再次释放对目标造成[a2ff00]136.29%[-]的物理伤害	48	3570	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	233	-1	0	301	12	-1	0	-1	1071048	1073048	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107049	死亡风暴49级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]137.28%[-]的物理伤害，再次释放对目标造成[a2ff00]137.27%[-]的物理伤害	49	3675	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	239	-1	0	301	12	-1	0	-1	1071049	1073049	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107050	死亡风暴50级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]138.24%[-]的物理伤害，再次释放对目标造成[a2ff00]138.26%[-]的物理伤害	50	3780	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	244	-1	0	301	12	-1	0	-1	1071050	1073050	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107051	死亡风暴51级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]139.26%[-]的物理伤害，再次释放对目标造成[a2ff00]139.24%[-]的物理伤害	51	3895	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	250	-1	0	301	12	-1	0	-1	1071051	1073051	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107052	死亡风暴52级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]140.22%[-]的物理伤害，再次释放对目标造成[a2ff00]140.23%[-]的物理伤害	52	4005	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	256	-1	0	301	12	-1	0	-1	1071052	1073052	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107053	死亡风暴53级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]141.24%[-]的物理伤害，再次释放对目标造成[a2ff00]141.21%[-]的物理伤害	53	4120	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	262	-1	0	301	12	-1	0	-1	1071053	1073053	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107054	死亡风暴54级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]142.2%[-]的物理伤害，再次释放对目标造成[a2ff00]142.2%[-]的物理伤害	54	4235	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	269	-1	0	301	12	-1	0	-1	1071054	1073054	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107055	死亡风暴55级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]143.16%[-]的物理伤害，再次释放对目标造成[a2ff00]143.18%[-]的物理伤害	55	4355	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	275	-1	0	301	12	-1	0	-1	1071055	1073055	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107056	死亡风暴56级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]144.18%[-]的物理伤害，再次释放对目标造成[a2ff00]144.17%[-]的物理伤害	56	4475	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	281	-1	0	301	12	-1	0	-1	1071056	1073056	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107057	死亡风暴57级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]145.14%[-]的物理伤害，再次释放对目标造成[a2ff00]145.15%[-]的物理伤害	57	4595	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	288	-1	0	301	12	-1	0	-1	1071057	1073057	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107058	死亡风暴58级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]146.16%[-]的物理伤害，再次释放对目标造成[a2ff00]146.14%[-]的物理伤害	58	4720	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	294	-1	0	301	12	-1	0	-1	1071058	1073058	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107059	死亡风暴59级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]147.12%[-]的物理伤害，再次释放对目标造成[a2ff00]147.12%[-]的物理伤害	59	4850	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	301	-1	0	301	12	-1	0	-1	1071059	1073059	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107060	死亡风暴60级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]148.08%[-]的物理伤害，再次释放对目标造成[a2ff00]148.11%[-]的物理伤害	60	4975	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	308	-1	0	301	12	-1	0	-1	1071060	1073060	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107061	死亡风暴61级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]149.1%[-]的物理伤害，再次释放对目标造成[a2ff00]149.09%[-]的物理伤害	61	5110	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	315	-1	0	301	12	-1	0	-1	1071061	1073061	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
107062	死亡风暴62级	204	[a2ff00]2[-]段连续技，自身持续旋转，对自身周围范围内敌方目标造成总计[a2ff00]150.06%[-]的物理伤害，再次释放对目标造成[a2ff00]150.08%[-]的物理伤害	62	5240	8	-1	-1	-1	-1	0	5	169	0	2300	0	201	322	-1	0	301	12	-1	0	-1	1071062	1073062	1075001	-1	-1	-1	229	229	30	100	-1	-1	-1	-1	1	0	5	-1	-1	-1	1000	0	-1
