Id	Desc	Name	Type	ProductStart	ProductEnd	Money	StuffID1	StuffCount1	StuffID2	StuffCount2	StuffID3	StuffCount3	StuffID4	StuffCount4	StuffID5	StuffCount5	StuffID6	StuffCount6	FilterType
187	蒂莉亚碎片	蒂莉亚碎片	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
188	炎鹰法师碎片	炎鹰法师碎片	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
189	冰冻鬼王碎片	冰冻鬼王碎片	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
190	艾琳娜碎片	艾琳娜碎片	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
191	改装型05碎片	改装型05碎片	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
192	赤焰魔婴碎片	赤焰魔婴碎片	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
193	异龙兽碎片	异龙兽碎片	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
194	女王蜂碎片	女王蜂碎片	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
195	土著祭祀碎片	土著祭祀碎片	3	327	343	10	59054	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1	4
196	仲裁者碎片	仲裁者碎片	3	327	343	10	59055	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1	4
197	机械之灵碎片	机械之灵碎片	3	327	343	10	59056	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1	4
198	要塞领主碎片	要塞领主碎片	3	327	343	10	59057	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1	4
199	黑暗贤者碎片	黑暗贤者碎片	3	327	343	10	59058	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1	4
200	蒂莉亚碎片	蒂莉亚碎片	3	327	343	10	59059	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1	4
201	炎鹰法师碎片	炎鹰法师碎片	3	327	343	10	59060	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1	4
202	冰冻鬼王碎片	冰冻鬼王碎片	3	327	343	10	59061	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1	4
203	艾琳娜碎片	艾琳娜碎片	3	327	343	10	59062	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1	4
204	改装型05碎片	改装型05碎片	3	327	343	10	59063	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1	4
205	赤焰魔婴碎片	赤焰魔婴碎片	3	327	343	10	59064	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1	4
206	异龙兽碎片	异龙兽碎片	3	327	343	10	59065	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1	4
207	废墟卫士碎片	废墟卫士碎片	3	327	343	10	56535	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1	4
208	瑟克萨斯碎片	瑟克萨斯碎片	3	327	343	10	56536	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1	4
209	女王蜂碎片	女王蜂碎片	3	327	343	10	56537	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1	4
210	40级戒指打造图	40级戒指打造图	3	305	305	10	2000	1	8203	1	2012	99	2021	99	-1	-1	-1	-1	5
211	红马碎片合成（废弃）	汗血马碎片合成	3	306	306	10	59142	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6
212	赤焰麒麟碎片（废弃）	赤焰麒麟碎片	3	307	307	10	59145	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7
213	圣诞合成（废弃）	圣诞袜在哪里	4	308	311	10	59166	5	59167	3	59168	1	-1	-1	-1	-1	-1	-1	4
214	宠物升星胶囊	一品升星胶囊	3	312	312	10	4600	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8
215	宠物升星胶囊	二品升星胶囊	3	313	313	20	4602	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8
216	宠物升星胶囊	三品升星胶囊	3	314	314	30	4603	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8
217	宠物升星胶囊	四品升星胶囊	3	315	315	40	4604	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8
218	魔灵卡片碎片	赤翼狮鹫碎片	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
219	魔灵卡片碎片	罗塔TA01碎片	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
220	魔灵卡片碎片	废墟之主碎片	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
221	魔灵卡片碎片	转换型03碎片	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
222	魔灵卡片碎片	神仙姐姐碎片	3	320	320	10	59220	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
223	魔灵卡片碎片	香香公主碎片	3	321	321	10	59221	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
224	魔灵卡片碎片	何铁手碎片	3	322	322	10	59222	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
225	魔灵卡片碎片	温青青碎片	3	323	323	10	59223	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
226	春节_羊年年兽碎片（7天）（废弃）	羊年年兽碎片	3	324	324	10	59310	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
227	春节_羊年年兽碎片（30天）（废弃）	羊年年兽碎片	3	325	325	10	59311	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
228	春节_羊年年兽碎片（永久）（废弃）	羊年年兽碎片	3	326	326	10	59312	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
229	魔灵卡片碎片	赤翼狮鹫碎片	3	327	343	10	59216	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1	3
230	魔灵卡片碎片	罗塔TA01碎片	3	327	343	10	59217	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1	3
231	魔灵卡片碎片	废墟之主碎片	3	327	343	10	59218	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1	3
232	魔灵卡片碎片	转换型03碎片	3	327	343	10	59219	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1	3
233	魔灵卡片碎片	神仙姐姐碎片	3	327	343	10	59220	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1	3
234	魔灵卡片碎片	香香公主碎片	3	327	343	10	59221	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1	3
235	魔灵卡片碎片	何铁手碎片	3	327	343	10	59222	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1	3
236	魔灵卡片碎片	温青青碎片	3	327	343	10	59223	1	105	1	-1	-1	-1	-1	-1	-1	-1	-1	3
237	火元素技能1	火焰弹	3	350	369	800	4500	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1	3
238	火元素技能2	烬燃术	3	350	369	800	4501	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1	3
239	火元素技能3	怒火燎原	3	350	369	800	4502	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1	3
240	火元素技能4	灼伤烈焰	3	350	369	800	4503	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1	3
241	火元素技能5	晕眩术	3	350	369	800	4504	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1	3
242	火元素技能6	烈焰狂怒	3	350	369	800	4505	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1	3
243	火元素技能7	强攻之火	3	350	369	800	4506	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1	3
244	气元素技能1	空气炮	3	350	369	800	4507	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1	3
245	气元素技能2	雷暴	3	350	369	800	4508	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1	3
246	气元素技能3	气守	3	350	369	800	4509	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1	3
247	气元素技能4	机制风行	3	350	369	800	4510	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1	3
248	气元素技能5	致盲	3	350	369	800	4511	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1	3
249	气元素技能6	狂暴气旋	3	350	369	800	4512	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1	3
250	气元素技能7	沙暴	3	350	369	800	4513	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1	3
251	水元素技能1	回复术	3	350	369	800	4514	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1	3
252	水元素技能2	再生术	3	350	369	800	4515	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1	3
253	水元素技能3	水流护盾	3	350	369	800	4516	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1	3
254	水元素技能4	水之愈	3	350	369	800	4517	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1	3
255	水元素技能5	海啸之力	3	350	369	800	4518	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1	3
256	水元素技能6	海洋之守	3	350	369	800	4519	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1	3
257	魔灵卡片	土著祭祀	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4
258	魔灵卡片	仲裁者	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4
259	魔灵卡片	机械之灵	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4
260	魔灵卡片	要塞领主	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4
261	魔灵卡片	黑暗贤者	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4
262	魔灵卡片	蒂莉亚	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4
263	魔灵卡片	炎鹰法师	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4
264	魔灵卡片	冰冻鬼王	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4
265	魔灵卡片	艾琳娜	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4
266	魔灵卡片	废墟卫士	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4
267	魔灵卡片	女王蜂	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4
268	魔灵卡片	瑟克萨斯 	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4
269	魔灵卡片	改装型05	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4
270	魔灵卡片	赤焰魔婴	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4
271	魔灵卡片	异龙兽	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4
272	魔灵卡片	赤翼狮鹫	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4
273	魔灵卡片	罗塔TA01	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4
274	魔灵卡片	废墟之主	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4
275	魔灵卡片	转换型03	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4
276	魔灵卡片（废弃）	神仙姐姐	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4
277	魔灵卡片（废弃）	香香公主	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4
278	魔灵卡片（废弃）（废弃）	何铁手	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4
279	魔灵卡片（废弃）	温青青	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4
280	魔灵卡片碎片	废墟卫士碎片	3	539	539	10	56535	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
281	魔灵卡片碎片	瑟克萨斯 碎片	3	540	540	10	56536	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
282	魔灵卡片碎片	女王蜂碎片	3	541	541	10	56537	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
283	魔灵卡片碎片	土著祭祀碎片	3	542	542	10	59054	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
284	魔灵卡片碎片	仲裁者碎片	3	543	543	10	59055	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
285	魔灵卡片碎片	机械之灵碎片	3	544	544	10	59056	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
286	魔灵卡片碎片	要塞领主碎片	3	545	545	10	59057	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
287	魔灵卡片碎片	黑暗贤者碎片	3	546	546	10	59058	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
288	魔灵卡片碎片	蒂莉亚碎片	3	547	547	10	59059	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
289	魔灵卡片碎片	炎鹰法师碎片	3	548	548	10	59060	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
290	魔灵卡片碎片	冰冻鬼王碎片	3	549	549	10	59061	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
291	魔灵卡片碎片	艾琳娜碎片	3	550	550	10	59062	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
292	魔灵卡片碎片	改装型05碎片	3	551	551	10	59063	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
293	魔灵卡片碎片	赤焰魔婴碎片	3	552	552	10	59064	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
294	魔灵卡片碎片	异龙兽碎片	3	553	553	10	59065	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
295	魔灵卡片碎片	赤翼狮鹫碎片	3	554	554	10	59216	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
296	魔灵卡片碎片	罗塔TA01碎片	3	555	555	10	59217	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
297	魔灵卡片碎片	废墟之主碎片	3	556	556	10	59218	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
298	魔灵卡片碎片	转换型03碎片	3	557	557	10	59219	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
299	魔灵卡片碎片（废弃）	神仙姐姐碎片	3	558	558	10	59220	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
300	魔灵卡片碎片（废弃）	香香公主碎片	3	559	559	10	59221	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
301	魔灵卡片碎片（废弃）	何铁手碎片	3	560	560	10	59222	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
302	魔灵卡片碎片（废弃）	温青青碎片	3	561	561	10	59223	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3
303	装备强化材料	磁心碎片	3	562	562	1000	23	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8
304	装备强化材料	完整磁心	3	563	563	1000	60	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8
305	水元素技能7	冰冻术	3	350	369	800	4520	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1	3
306	地元素技能1	落石	3	350	369	800	4521	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1	3
307	地元素技能2	木之祝福	3	350	369	800	4522	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1	3
308	地元素技能3	死亡缠绕	3	350	369	800	4523	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1	3
309	地元素技能4	裂铁术	3	350	369	800	4524	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1	3
310	地元素技能5	针刺护甲	3	350	369	800	4525	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1	3
311	地元素技能6	大地占卜	3	350	369	800	4526	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1	3
312	地元素技能7	地脉守护	3	350	369	800	4527	1	106	1	-1	-1	-1	-1	-1	-1	-1	-1	3
