Id	Desc	StrDictionary
2220	混沌之地_提示_20140610	混沌之地{0}层挑战成功，点击下一层可向更高层挑战
2221	混沌之地_提示_20140610	混沌之地{0}层
2222	装备强化_提示	请选择要强化的装备
2223	装备强化_提示	请选择要吸收的装备和材料
2224	UI_20140611	{0}万
2225	地下研究所副本_提示_20140611	下一波敌人将于{0}秒后来袭！
2226	地下研究所副本_提示_20140611	您已经成功通关，副本即将关闭
2227	副本通用规则_提示_20140611	距离副本离开时间{0}秒
2228	副本通用规则_提示_20140611	距离副本开启时间{0}秒
2229	组队_提示内容_20140612	恭喜您加入了一个队伍，队伍中的玩家将可获得更多收益！
2230	PK_提示内容_20140612	公会成员之间无法PK
2231	PK_邮件提示_20140612	您被玩家{0}残忍地杀害了！可在社交界面的仇人列表中使用【追踪雷达】传送到该玩家附近。
2232	华山论剑_提示_20140612	{0}强
2233	华山论剑_提示_20140612	半决赛
2234	华山论剑_提示_20140612	决赛
2235	华山论剑_提示_20140612	本届华山论剑第一名是武功盖世的:{0}
2336	华山论剑_提示_20140612	恭喜冒险者在本届华山论剑中获得第{0}名！奖励将通过邮件发放，请注意查收。
2337	华山论剑_提示_20140612	获得{0}战绩
2338	庄园系统_提示_20140612	将消耗{0}#q3消除所有实验室的等待时间，是否继续？
2339	庄园系统_提示_20140612	将消耗{0}#q3消除本实验室的等待时间，是否继续？
2340	公会_提示_20140612	已提交申请，等待对方处理。
2341	宠物_提示_20140613	骑乘状态下不能召唤宠物
2342	黄昏要塞_提示_20140614	距离副本开始还有{0}秒
2343	组队平台_提示_20140614	[e90000]副本中不允许使用此功能
2344	华山论剑_提示_20140614	对手网络不稳定，请等待
2345	组队平台_提示_20140614	确定要离开副本么?
2346	华山论剑_提示_20140614	恭喜获得决赛胜利
2347	副本重置时间_提示_20140614	重置时间：4:00
2348	副本重置时间_提示_20140614	重置时间：4:00
2349	华山论剑_提示_20140614	比赛结束，点击比赛排行榜可查看结果。
2350	科技苑_提示_20140614	没有符合要求的晶体种类，请重新选择！
2351	切线_提示_20140614	目标场景人数已满
2352	重连_提示_20140614	正在等待进入场景
2353	副本任务_提示_20140615	敌人即将来袭
2354	华山论剑_提示_20140618	30秒后比武场关闭
2355	社交_UI_20140618	删除好友
2356	社交_UI_20140618	移出名单
2357	社交_提示_20140618	设置黑名单成功
2358	公会_提示_20140619	您获得[2ef400]{0}点积分。
2359	公会_提示_20140619	解散公会操作不可撤销，确定执行吗？
2360	公会_提示_20140619	确定将该玩家从公会中除名？
2361	公会_提示_20140619	禅让帮主操作不可撤销，确定执行吗？
2362	公会_提示_20140619	禅让目标的等级不得低于40级。
2363	武道之巅_提示_20140619	您被别人挑战
2364	任务_UI_20140619	完成
2365	任务_提示_20140620	您获得了[2ef400]{0}活跃度
2366	设置_UI_20140619	关闭指引教学
2367	装备强化_提示_20140619	[ff9205]强化成功
2368	宠物_提示_20140620	宠物升星丹数量不足
2369	登录_提示_20140623	请您稍等片刻重新输入用户名或密码
2370	死亡推送_UI_20140623	装备：{0}
2371	死亡推送_UI_20140623	魔灵：{0}
2372	死亡推送_UI_20140623	符文：{0}
2373	死亡推送_UI_20140623	侠客：{0}
2374	死亡推送_UI_20140623	技能：{0}
2375	死亡推送_UI_20140623	宠物：{0}
2376	死亡推送_UI_20140623	[FFFFFF]平民
2377	死亡推送_UI_20140623	[33CC66]勇士
2378	死亡推送_UI_20140623	[33CCFF]英雄
2379	死亡推送_UI_20140623	[CC66FF]主教
2380	死亡推送_UI_20140623	[FF9933]勇者
2381	庄园系统_提示_20140623	没有正在制作晶体的实验室
2382	tips_UI_20140624	可交易
2383	tips_UI_20140624	不可交易
2384	里程碑_提示_20140624	背包已满，请整理背包后领取奖励。
2385	寄售行_20140624	护符
2386	寄售行_20140624	材料
2387	寄售行_20140624	生活材料
2388	寄售行_20140624	打造图
2389	雇佣_提示_20140624	好友已经离线，未能雇佣成功。
2390	时装_提示_20140624	您花费{0}点券购买了[{1}]时装!
2391	点券商店_提示_20140624	该物品超过最大持有数
2392	体能_提示_20140625	当前体能值不可超过1500点，操作失败。
2393	社交_提示_20140618	添加好友成功
2394	社交_提示_20140618	该玩家已经是您的好友
2395	药品使用_提示_20140625	当前场景无法使用此类药品
2396	公会_UI_20140627	公会商城
2397	公会_UI_20140627	战力加成
2398	公会_UI_20140627	战力加成随公会和个人等级提高增强。
2399	公会_UI_20140627	积分
2400	公会_UI_20140627	生命+{0}
2401	公会_UI_20140627	法力+{0}
2402	公会_UI_20140627	物理+{0}，魔法+{1}
2403	公会_UI_20140627	外防+{0}，内防+{1}
2404	公会_UI_20140627	购买成功
2405	公会_UI_20140627	命中+{0}
2406	公会_UI_20140627	闪避+{0}
2407	公会_UI_20140627	暴击+{0}
2408	公会_UI_20140627	暴抗+{0}
2409	宠物_提示_20140626	资质重洗成功，请重新分配
2410	组队	对方已经在队伍中，无法邀请
2411	每日幸运抽奖_MessageBox_20140224	CD时间仍可花费{0}点券抽奖，不算在每日5次内。
2412	宠物_提示_20140626	当前出战的宠物无法重洗资质
2413	战力体检_配表_20140627	机械研究所
2414	战力体检_配表_20140627	混沌之地
2415	战力体检_配表_20140627	遗忘废墟
2416	战力体检_配表_20140627	装备强化
2417	战力体检_配表_20140627	装备打星
2418	战力体检_配表_20140627	魔灵收集
2419	战力体检_配表_20140627	魔灵上阵
2420	战力体检_配表_20140627	符文吸收
2421	战力体检_配表_20140627	翅膀强化
2422	战力体检_配表_20140627	技能升级
2423	战力体检_配表_20140627	黄昏要塞
2424	战力体检_配表_20140627	变身技能
2425	战力体检_配表_20140627	宠物升星
2426	战力体检_配表_20140627	宠物技能
2427	战力体检_配表_20140627	掉落橙、紫品质套装的武器、上衣、裤子、护腕、鞋子，以及蓝、绿品质的全套装备，以及【磁芯】类强化材料。
2428	战力体检_配表_20140627	掉落橙、紫品质套装的饰品和头部，以及【打星石】(用于装备打星)。
2429	战力体检_配表_20140627	掉落70级以上橙色品质的全套装备（但不包括饰品和头部）。
2430	战力体检_配表_20140627	使用【磁芯】或吸收其他装备提升当前装备的强化等级，直接提高装备属性。参与机械研究所副本可获得【磁芯】。
2431	战力体检_配表_20140627	使用【打星石】提升装备星级，按百分比提高装备基础属性。【打星石】可在混沌之塔获得，也可在点券商城购买。
2432	战力体检_配表_20140627	使用【魔灵碎片】进化魔灵，可大幅提升属性！#r【魔灵碎片】可由冰冻地下墓地副本掉落或商城购买。
2433	战力体检_配表_20140627	每多收集一个魔灵，可增加所有魔灵5%属性！#r只有上阵的魔灵，才能激活魔灵自身属性加成和羁绊效果。
2434	战力体检_配表_20140627	将符文吸收在对应孔位上，直接提升主角属性。#r符文可由废弃都市副本掉落或点券商城购买。
2435	战力体检_配表_20140627	装备翅膀，大幅提升主角属性。#r翅膀可使用羽毛强化，羽毛可在每日任务内获得(60活跃度)。
2436	战力体检_配表_20140627	升级技能可以提高技能效果，提升人物等级就可提高技能等级，雷纳堡副本可以获得大量经验。
2437	战力体检_配表_20140627	通关黄昏要塞副本可以获得各类型宠物和技能书。
2438	战力体检_配表_20140627	吸收其他宠物来提升当前宠物的星级，可以提升宠物属性。#r宠物可由黄昏要塞副本掉落或点券商城购买。
2439	战力体检_配表_20140627	变身技能可有效提高全方位能力，升级需要【技能书材料】。可由每日任务、剧情副本掉落或商城购买。
2440	战力体检_配表_20140627	使用【宠物技能书】激活更多的宠物技能，让宠物更强大。#r【宠物技能书】来自副本结算奖励或商城购买。
2441	战力体检_配表_20140627	进入副本
2442	战力体检_配表_20140627	打开界面
2443	骑乘_提示	[e90000]当前状态下不可上骑乘
2444	日常_提示	已接任务不可刷新
2445	装备强化_说明_20140627	1、吸收已强化的装备其EXP可以被继承#r2、星级在装备强化中可以被继承#r3、不能吸收高于此装备等级的装备
2446	科技苑_UI_20140627	{0}天
2447	科技苑_UI_20140627	{0}时
2448	科技苑_UI_20140627	{0}分
2449	世界BOSS_提示信息_20140504	魔王的爪牙嫉妒与血之魔出现在“遗忘废墟”企图召唤魔军，贤者之塔通告各位冒险者快去制止！
2450	VIP_提示	恭喜您升到VIP{0}！特送上礼品{1}，望冒险者笑纳。
2451	EXP上限提示	您的今日EXP获取已到上限，继续战斗将无法获得EXP
2452	遗忘废墟副本_提示_20140627	副本次数已用完，请明天继续。
2453	遗忘废墟副本_提示_20140627	您当前体能值不足。
2454	遗忘废墟副本_提示_20140627	只有队长可以开启副本。
2455	遗忘废墟副本_提示_20140627	副本活动不能小于2人。
2456	遗忘废墟副本_提示_20140627	{0}级可进入，成员中有人不满足条件。
2457	遗忘废墟副本_提示_20140627	成员中有人副本次数已用完。
2458	遗忘废墟副本_提示_20140627	成员中有人处于特殊状态，无法创建副本。
2459	遗忘废墟副本_提示_20140627	小心，BOSS即将亲自出手！
2460	遗忘废墟副本_提示_20140627	下一波敌人将于{0}秒后来袭！
2461	遗忘废墟副本_提示_20140627	您已经成功通关，副本即将关闭
2462	侠客_提示内容_20140701	战斗力:{0}
2463	魔灵_提示_20140630	您已经拥有该魔灵。可在工匠之盒拆分为通用魔灵碎片。
2464	宠物_提示_20140630	宠物未分配过资质点，无法重洗
2465	公会_提示_20140630	积分不足，无法兑换。
2466	组队_提示内容_20140630	您加入了一个队伍，收益将会提升！
2467	组队_提示内容_20140630	队伍已满！
2468	组队_提示内容_20140630	【{0}】离开了队伍！
2469	组队_提示内容_20140630	您离开了队伍！
2470	组队_提示内容_20140630	【{0}】成为了队长！
2471	组队_提示内容_20140630	您的队伍已经解散！
2472	组队_提示内容_20140630	【{0}】加入了队伍！
2473	排行榜_UI_20140630	声望值
2474	登录_提示_20140701	您的客户端需要更新，请您尽快更新。您也可以继续进入游戏，稍后再更新，不过在游戏中您可能会遇到一些小错误。
2475	登录_提示_20140701	立即更新
2476	登录_提示_20140701	仍然进入
2477	门派大弟子_提示信息_20140630	职业排行榜奖励
2478	摇钱树_提示信息_20140631	CD时间内不可领取
2479	摇钱树_提示信息_20140632	{0}/{1}
2480	摇钱树_提示信息_20140633	{0}/{1}
2481	侠客_提示_20140702	侠客积分不足
2482	侠客_提示_20140702	您获得了[2ef400]{0}
2483	侠客_提示_20140702	传功消耗了{0}
2484	侠客_提示_20140702	金币不足，无法拜访
2485	侠客_提示_20140702	出征
2486	侠客_提示_20140702	归隐
2487	侠客_提示_20140702	该侠客武艺不凡，确认要解雇么？
2488	侠客_提示_20140702	侠客栏已满，请清理
2489	侠客_提示_20140702	操作成功！
2490	侠客_提示_20140702	同类侠客不能重复出征
2491	侠客_提示_20140702	<a>【{0}】</a>精诚所至，幸运的探访到了<a>[{1}]</a>大侠
2492	侠客_提示_20140702	侠客等级已满，无法再升级！
2493	魔灵_提示_20140702	今日已付费共鸣{0}/{1}次
2494	帮战＿UI_20140702	第{0}名
2495	名人录_提示_20140702	免费挑战次数已用完，本次挑战将花费{0}#q3，是否继续?
2496	侠客_提示_20140702	{0}级开放
2497	侠客_提示_20140702	高于自身品质的侠客不能用来传功
2498	帮战＿UI_20140703	天枢
2499	帮战＿UI_20140703	天璇
2500	帮战＿UI_20140703	天玑
2501	帮战＿UI_20140703	天权
2502	帮战＿UI_20140703	玉衡
2503	帮战＿UI_20140703	开阳
2504	帮战＿UI_20140703	摇光
2505	帮战＿提示	是否抢占当前据点
2506	帮战＿提示	当前据点正在争夺中，暂时不可被抢占
2507	帮战＿提示	当前据点为本帮占有，无需抢夺
2508	日常任务_提示信息_20140514	您获得[2ef400]{0}声望
2509	日常任务_提示信息_20140515	您获得[2ef400]{0}AXP
2510	排行榜_UI_20140703	师门
2511	排行榜_UI_20140703	薪火
2512	VIP商店_提示_20140703	当前VIP等级无法购买
2513	公会＿提示_20140703	您当前公会职位无权限进行此操作。
2514	装备强化＿提示_20140703	您吸收的装备中带有星级，不能被紫色品质以下的装备继承。是否确定吸收？
2515	侠客_提示_20140703	侠客功能未开启！
2516	雷纳堡_提示_20140704	<a>【{0}】</a>和小宠物在雷纳堡中克服心魔，将棋魂打倒在地。
2517	混沌之地_提示_20140704	{0}在混沌之地中所向披靡，护塔镇守乖乖将{1}奉上。
2518	地下研究所_提示_20140704	{0}大战地下研究所，世界侠客丢下一件{1}落荒而逃。
2519	世界BOSS_提示_20140704	嫉妒与血之魔扭曲时空，企图召唤魔军，不料竟被<a>【{0}】</a>的队伍成功阻止，落荒而逃。
2520	华山论剑_提示_20140704	华山论剑，风流人物还看<a>【{0}】</a>，凭借卓绝武功，拔得比武头筹。
2521	华山论剑_提示_20140704	华山论剑，英雄谁属？<a>【{0}】</a>武功超群，仅一招之差，屈居第二名。
2522	遗忘废墟_提示_20140704	在<a>【{0}】</a>的带领下，几经波折，终于通关遗忘废墟，真是可喜可贺。
2523	生活技能_提示_20140704	<a>【{0}】</a>呕心沥血，一件完美的手工<a>[{1}]</a>出现在众人面前。
2524	生活技能_提示_20140704	<a>【{0}】</a>精诚所至，一件极品的手工<a>[{1}]</a>诞生。
2525	世界名人录_提示_20140704	<a>【{0}】</a>浴血拼杀，终于在世界名人录上争得一席，当前排名{1}。
2526	世界名人录_提示_20140704	[2ef400]由于您在世界名人录表现突出，现赠送您{0}AXP
2527	强化_提示_20140707	此装备已强化至最高等级
2528	排行榜_UI_20140707	消费点券
2529	PK_提示_20140604	监狱中不可传送，怨恨小于0时将自动传出。
2530	结婚系统_提示_20140708	结婚功能未开放，敬请期待！
2531	结婚系统_提示_20140708	您还没有队伍，无法继续！
2532	结婚系统_提示_20140708	您的队伍里不能有其他玩家！
2533	结婚系统_提示_20140708	您不是队长，无法继续！
2534	结婚系统_提示_20140708	你们不在同一个队伍，无法继续！
2535	结婚系统_提示_20140708	你们其中至少有一人在战斗状态，无法继续！
2536	结婚系统_提示_20140708	对方已经有恋人了！
2537	结婚系统_提示_20140708	您已经有恋人了！
2538	结婚系统_提示_20140708	按照宋朝礼仪，原谅我们无法为同性恋人登记结婚！
2539	结婚系统_提示_20140708	您背包中缺少“一见倾心”戒指，无法求婚！
2540	结婚系统_提示_20140708	请确保你们双方身上有两个以上空格子！
2541	结婚系统_提示_20140708	对方已经放弃求婚！
2542	结婚系统_提示_20140708	恭喜您求婚成功！
2543	结婚系统_提示_20140708	{0}向{1}求婚成功啦，祝贺我们吧！
2544	结婚系统_提示_20140708	你们之间还未求婚，无法结婚！
2545	结婚系统_提示_20140708	你们已经结过婚了，请不要重复结婚！
2546	结婚系统_提示_20140708	恭喜你们结为眷属！
2547	结婚系统_提示_20140708	您还没有结婚，不能离婚！
2548	结婚系统_提示_20140708	您打断了求婚，请重新尝试！
2549	侠客_提示_20140708	没有可用于传功的侠客
2550	结婚系统_提示_20140708	恭喜您觅得伴侣，世界路不再孤独！
2551	世界名人录_提示_20140708	花费{0}点券，增加世界名人录挑战次数1次
2552	混沌之地_UI_20140708	{0}
2553	混沌之地_UI_20140708	扫荡未冷却
2554	目标头像菜单_20140709	寄售信息
2555	侠客_提示_20140709	此侠客已经被锁定，不能用于传功。
2556	侠客_提示_20140709	侠客装备栏已满。
2557	侠客_提示_20140709	不能传功于自身。
2558	侠客_提示_20140709	此特殊侠客不能升级。
2559	混沌之地_掉落公告_20140527	恭喜<a>【{0}】</a>在混沌之地挑战中获得了</a>[{1}]</a>
2560	PK_提示_20140709	夫妻之间无法PK
2561	遗忘废墟_掉落公告_20140709	恭喜<a>【{0}】</a>在遗忘废墟挑战中获得了<a>[{1}]</a>
2562	遗忘废墟_掉落公告_20140709	恭喜<a>【{0}】</a>在遗忘废墟挑战中获得了<a>[{1}]</a>
2563	地下研究所_提示_20140704	<a>【{0}】</a>大战地下研究所，世界侠客丢下一件<a>[{1}]</a>落荒而逃。
2564	地下研究所_提示_20140704	<a>【{0}】</a>大战地下研究所，世界侠客丢下一件<a>[{1}]</a>落荒而逃。
2565	华山论剑_提示_20140710	活动未开启
2566	华山论剑_提示_20140710	请等待本轮比赛结束
2567	华山论剑_提示_20140710	您的战力太弱，请继续修炼
2568	华山论剑_邮件_20140710	很遗憾您止步决赛
2569	华山论剑_邮件_20140710	很遗憾您止步半决赛
2570	华山论剑_邮件_20140710	很遗憾您止步1/{0}赛
2571	华山论剑_邮件_20140710	恭喜您武功盖世，所向披靡，摘得华山论剑第一名
2572	华山论剑_邮件_20140710	恭喜您武功深厚，更胜一筹，击败对手，迈进决赛
2573	华山论剑_邮件_20140710	恭喜您武艺高强，技艺精湛，赢得1/{0}赛
2574	帮战_提示_20140710	您尚不足40级，无法参加帮战！
2575	帮战_提示_20140710	队伍中有玩家不足40级，无法参加帮战！
2576	帮战_提示_20140710	确认成功，正在等候其他玩家确认。
2577	帮战_提示_20140710	您拒绝了进入帮战副本参战
2578	帮战_提示_20140710	本队伍帮战排队成功，请点击帮战推送图标查看
2579	帮战_提示_20140710	是否前往帮战副本进行战斗
2580	帮战_提示_20140710	您占领的{0}据点正在被抢夺，请点击帮战推送图标查看
2581	帮战_提示_20140710	是否前往守卫{0}据点
2582	帮战_提示_20140710	队长发起了对{0}据点的争夺，请点击帮战推送图标查看
2583	帮战_提示_20140710	是否前往抢夺{0}据点
2584	帮战_提示_20140710	您已经不是该公会成员，无法参战
2585	帮战_提示_20140710	战报：在刚刚结束的比赛中，本帮小队战胜对手为本帮赢得{0}积分
2586	帮战_提示_20140710	帮战晋级赛尚未开始，暂无可以查看的参赛队伍
2587	帮战_提示_20140710	帮战比赛日，无法进行帮战PK！
2588	帮战_提示_20140710	帮战决赛正式开始，请晋级公会通过帮战界面进入比赛
2589	帮战_提示_20140710	战报：在刚刚结束的帮战晋级赛第{0}轮比赛中，本帮战胜{1}公会，成功晋级{2}强
2590	帮战_提示_20140710	战报：在刚刚结束的帮战晋级赛第{0}轮比赛中，本帮战胜{1}公会，成功晋级决赛
2591	帮战_提示_20140710	战报：在刚刚结束的帮战晋级赛决赛比赛中，本帮战胜{0}公会，成功夺取帮战第一名的桂冠，参赛公会成员可以通过邮件领取本次参战奖励
2592	帮战_提示_20140710	是否向该公会发起帮战PK
2593	帮战_提示_20140710	帮战四强晋级赛正式开始，请晋级公会通过帮战界面进入比赛
2594	帮战_提示_20140710	战报：本轮公会晋级赛中，本帮轮空，直接晋级无需比赛，请静等本轮比赛的结束
2595	帮战_提示_20140710	战报：本轮公会晋级赛中，因本帮对手公会解散，本帮提前顺利晋级，请静等本轮比赛的结束
2596	帮战_提示_20140710	因本帮对手轮空，直接晋级无需比赛，请静等本轮比赛的结束
2597	帮战_提示_20140710	正在进行的是每周一次的帮战{0}强晋级赛，欢迎各路英雄逐鹿沙场！
2598	帮战_提示_20140710	战报：在刚刚结束的帮战晋级赛第{0}轮比赛中，本帮被不敌{1}公会，止步{2}强，参赛公会成员可以通过邮件领取本次参战奖励
2599	帮战_提示_20140710	战报：在刚刚结束的帮战晋级赛第{0}轮比赛中，本帮被不敌{1}公会，止步决赛，参赛公会成员可以通过邮件领取本次参战奖励
2600	帮战_提示_20140710	战报：本帮发起了对{0}公会的帮战PK，请公会成员通过公会界面进行参战
2601	帮战_提示_20140710	战报：本帮接受{0}公会的帮战PK，请公会成员通过公会界面进行参战
2602	帮战_提示_20140710	战报：本帮与{0}帮的帮战PK顺利结束，胜出公会是:{1}公会
2603	帮战_提示_20140710	应战成功，即将开启对{0}公会的帮战PK
2604	帮战_提示_20140710	您拒绝了{0}公会的帮战PK
2605	帮战_提示_20140710	本帮已经有成员接受了帮战PK请求
2606	帮战_提示_20140710	本帮已经有成员拒绝了帮战PK请求
2607	帮战_提示_20140710	本帮发起的对{0}公会的帮战PK被对方拒绝，PK请求失败
2608	帮战_提示_20140710	本帮发起的对{0}公会帮战PK无人应答，PK请求失败
2609	帮战_提示_20140710	对方公会已经解散，PK请求失败
2610	帮战_提示_20140710	是否接受{0}公会发起的帮战PK
2611	帮战_提示_20140710	{0}公会发起了对本帮的帮战PK，请点击帮战推送图标查看
2612	帮战_邮件_20140710	本次帮战晋级赛中，本帮止步{0}强，请各位参赛公会成员查收参赛奖励，感谢你们的努力！
2613	帮战_邮件_20140710	本次帮战晋级赛中，本帮止步决赛，请各位参赛公会成员查收参赛奖励，感谢你们的努力！
2614	帮战_邮件_20140710	本次帮战晋级赛中，本帮成功夺得第一名的桂冠，请各位参赛公会成员查收参赛奖励，感谢你们的努力！
2615	出售_提示_20140710	[2ef400]出售成功，获得{0}金币
2616	师门_UI_20140710	在线弟子 / 总弟子 / 弟子上限#r{0} / {1} / {2}
2617	帮战_提示_20140710	当前不是比赛时间
2618	科技苑_提示_20140710	您的科技苑收获了{0}金币。
2619	科技苑_提示_20140710	您收获了{0}EXP和{1}科技苑经验。
2620	科技苑_提示_20140710	您的科技苑收获了{0}个[{1}]。
2621	野外宝箱_提示_20140710	缺少[{0}]，无法开启宝箱！
2622	登录_提示_20140710	您现在处于非无线网环境，确认立即更新吗？
2623	帮战_提示_20140710	本帮已经发起过帮战PK，无法再次发起PK
2624	帮战_提示_20140710	对方公会正在帮战PK中，无法再次接受PK
2625	日常副本通用规则_提示信息_20140514	[2ef400]您获得{0}#q3
2626	伤害板_20140710	MISS
2627	伤害板_20140710	免疫
2628	伤害板_20140710	{0}
2629	师门_提示_20140710	创建师门需要{0}金币，当前携带不足无法创建
2630	师门_提示_20140710	您的战绩点不足{0}，无法创建师门
2631	混沌之地_提示_20140711	今天副本达到上限，请明天再来。
2632	混沌之地_提示_20140711	需要{0}点券才可以重置。
2633	竞技场	已经没有挑战次数
2634	装备_提示_20140711	腰带无法进行强化和打星操作
2635	侠客_拜访按钮_20140711	青铜拜访
2636	侠客_拜访按钮_20140711	白银拜访
2637	侠客_拜访按钮_20140711	黄金拜访
2638	侠客_拜访按钮_20140711	水晶拜访
2639	侠客_拜访按钮_20140711	钻石拜访
2640	装备_提示_20140711	紫色或橙色品质装备才能打星哦！
2641	帮战_提示_20140712	战报：本帮{0}带领的小队成功占领中立的天枢据点
2642	帮战_提示_20140712	战报：本帮{0}带领的小队成功占领中立的天旋据点
2643	帮战_提示_20140712	战报：本帮{0}带领的小队成功占领中立的天玑据点
2644	帮战_提示_20140712	战报：本帮{0}带领的小队成功占领中立的天权据点
2645	帮战_提示_20140712	战报：本帮{0}带领的小队成功占领中立的玉衡据点
2646	帮战_提示_20140712	战报：本帮{0}带领的小队成功占领中立的开阳据点
2647	帮战_提示_20140712	战报：本帮{0}带领的小队成功占领中立的摇光据点
2648	帮战_提示_20140712	战报：本帮{0}带领的小队击败{1}帮的{2}等人，成功占领对方公会的天枢据点
2649	帮战_提示_20140712	战报：本帮{0}带领的小队击败{1}帮的{2}等人，成功占领对方公会的天璇据点
2650	帮战_提示_20140712	战报：本帮{0}带领的小队击败{1}帮的{2}等人，成功占领对方公会的天玑据点
2651	帮战_提示_20140712	战报：本帮{0}带领的小队击败{1}帮的{2}等人，成功占领对方公会的天权据点
2652	帮战_提示_20140712	战报：本帮{0}带领的小队击败{1}帮的{2}等人，成功占领对方公会的玉衡据点
2653	帮战_提示_20140712	战报：本帮{0}带领的小队击败{1}帮的{2}等人，成功占领对方公会的开阳据点
2654	帮战_提示_20140712	战报：本帮{0}带领的小队击败{1}帮的{2}等人，成功占领对方公会的摇光据点
2655	聊天_20140714	您发言太快了，休息喝口水吧！
2656	侠客_兑换弹窗_20140714	确定要花费{0}积分{1}兑换侠客吗？
2657	公会日常活动_提示信息_20140714	公会活动开启，活动地点请注意公会聊天频道公告！
2658	混沌之地_提示20140714	恭喜您已经完成混沌之地全部挑战！
2659	生活技能_UI_20140714	参与制作的材料有绑定的，制作得到的产品也是绑定的。
2660	混沌之地_提示_20140715	扫荡进行中。
2661	公告_提示_20140715	帮战海选赛第一轮结束，欢迎参加明天同一时间的第二轮海选赛
2662	公告_提示_20140715	帮战海选赛第二轮结束，欢迎参加周六同一时间的晋级赛
2663	公告_提示_20140715	帮战八强晋级赛到此结束，大家稍作休整，10分钟后将迎来四强晋级赛
2664	公告_提示_20140715	帮战四强晋级赛到此结束，欢迎参加明天同一时间的半决赛
2665	公告_提示_20140715	帮战半决赛到此结束，大家稍作休整，10分钟后将迎来激动人心的最终决赛
2666	公告_提示_20140715	本周的帮战圆满结束，欢迎大家下周再战，不要错过哟！
2667	战力体检_配表_20140715	废弃都市
2668	战力体检_配表_20140715	掉落各属性符文，可用于合成高级符文；吸收符文将提升主角属性。
2669	师门_提示_20140715	您最多只能学习{0}个师门技能
2670	【废弃】称号获得_广播_20140716	<a>【{0}】</a>崭露头角，被武林同道称为{1}。
2671	生活技能_UI_20140716	恢复倒计时
2672	PK_提示_20140716	注意！即将进入的场景PK不会增长怨恨！是否继续？
2673	侠客_提示_20140717	Lv{0}
2674	侠客_提示_20140717	{0}级开放
2675	侠客_提示_20140717	请选择传功的侠客
2676	科技苑_提示_20140717	{0}的科技苑
2677	日常副本通用规则_提示信息_20140717	单人组队需要佣兵才可以开启副本
2678	公会日常活动_提示信息_20140718	奖励已经发放，请查看邮件！
2679	上线提示_提示_20140718	老婆<a>【{0}】</a>上线了
2680	上线提示_提示_20140718	老公<a>【{0}】</a>上线了
2681	上线提示_提示_20140718	师傅<a>【{0}】</a>上线了
2682	上线提示_提示_20140718	好友<a>【{0}】</a>上线了
2683	公会_提示_20140718	当前公会活跃不足，如每日上线人数不足{0}，将在{1}日后解散公会。
2684	公会_提示_20140718	当前公会活跃正常，请保持妥善经营。
2685	公会_提示_20140718	由于公会经营不善，累计三日内每日上线人数不足15人，已解散公会。
2686	公会_提示_20140718	[e90000]您当前未加入公会，无法邀请。
2687	公会_提示_20140718	[e90000]您当前没有邀请入帮权限，无法邀请。
2688	公会_提示_20140718	[e90000]对方已经加入公会，无法邀请。
2689	公会_提示_20140718	[e90000]当前公会人数已满，无法邀请。
2690	公会_提示_20140718	[e90000]当前公会人数已满，邀请失败。
2691	公会_提示_20140718	{0}加入本公会。
2692	公会_提示_20140718	[ff9205]{0}拒绝了加入本公会。
2693	清心丹_提示_20140722	心中一阵清凉，平静了几分，怨恨值减1
2694	清心丹_提示_20140722	内心已经完全平静下来，怨恨值减为0
2695	清心丹_提示_20140722	此胶囊副作用大，不可使用过多
2696	仓库_提示_20140718	20级以后开启仓库功能，当前等级不足。
2697	仓库_提示_20140722	当前仓库已满，无法放入。
2698	仓库_提示_20140722	当前背包已满，无法取出。
2699	仓库_提示_20140722	当前仓库已扩充到最大格数。
2700	仓库_提示_20140722	扩充仓库每次开启一个分页，当前需花费{0}#q3（优先花费绑定点券）是否继续？
2701	仓库_提示_20140722	点券不足，无法操作。
2702	仓库_提示_20140722	扩充成功。
2703	仓库_提示_20140722	仓库扩充
2704	SNS扩散_UI_20140722	恭喜！您的好友进入游戏，特发此奖励。携友同行共闯世界！
2705	SNS扩散_UI_20140722	恭喜！您的好友等级达到30级，特发此奖励。携友同行共闯世界！
2706	SNS扩散_UI_20140722	欢迎您进入游戏，特发此奖励。携友同行共闯世界！
2707	SNS扩散_UI_20140722	恭喜！您达到30级，特发此奖励。携友同行共闯世界！
2708	LV礼包_提示_20140723	您的等级未达到可使用等级
2709	LV礼包_提示_20140724	您的背包空间不足，请整理
2710	LV礼包_提示_20140725	[2ef400]恭喜您获得了{0}
2711	结婚系统_提示_20140723	您解除了婚姻关系！
2712	结婚系统_提示_20140723	对方解除了和您的婚姻关系！
2713	排行榜_UI_20140723	攻击力
2714	结婚系统_提示_20140723	【{0}】公子和【{1}】姑娘即将拜堂成亲！欢迎大家前往苏州参加！
2715	每日幸运抽奖_公告_20140224	可获得奖励：西夏公主魔灵、甘宝宝魔灵、初级轻功要诀、赤焰麒麟碎片、50绑定点券、3级符文、2级符文、1级符文、一品升星丹、千里传音等。
2716	侠客_UI_20140724	所有侠客
2717	宠物_UI_20140724	清空选择
2718	摇钱树_UI_20140724	花费{0}点券可获得{1}金币#r绑定点券不足时，会消耗非绑定点券
