Id	Desc	ModelId	EffectId	Component	SetId	Durable	HP	HP_Per	MP	MP_Per	PhysicsAttack	PhysicsAttack_Per	MagicAttack	MagicAttack_Per	PhysicsDefence	PhysicsDefence_Per	MagicDefence	MagicDefence_Per	AttackSpeed	AttackSpeed_Per	AllAttack	AllAttack_Per	AllDefence	AllDefence_Per	AddAttrType1	AddAttrValue1	AddAttrPer1	AddAttrType2	AddAttrValue2	AddAttrPer2	AddAttrType3	AddAttrValue3	AddAttrPer3	AddAttrType4	AddAttrValue4	AddAttrPer4	AttrFactorMin	AttrFactorMax
22305	散件白狂战士下衣(50)	-1	-1	4	-1	-1	1317	0	285	0	0	0	0	0	94	0	79	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	0	0
22306	散件白狂战士下衣(60)	-1	-1	4	-1	-1	1656	0	357	0	0	0	0	0	118	0	99	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	0	0
22307	散件白狂战士下衣(70)	-1	-1	4	-1	-1	2037	0	439	0	0	0	0	0	145	0	122	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	0	0
22308	散件白狂战士下衣(80)	-1	-1	4	-1	-1	2465	0	530	0	0	0	0	0	176	0	147	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	0	0
22309	散件白狂战士下衣(90)	-1	-1	4	-1	-1	2946	0	634	0	0	0	0	0	210	0	176	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	0	0
22310	散件白狂战士下衣(100)	-1	-1	4	-1	-1	3485	0	749	0	0	0	0	0	249	0	207	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	0	0
22401	散件白狂战士鞋子(10)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	11	0	-1	0	0	0	0	0	-1	0	0	8	88	0	-1	0	0	10	40	0	0	0
22402	散件白狂战士鞋子(20)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	18	0	-1	0	0	0	0	0	-1	0	0	8	130	0	-1	0	0	10	58	0	0	0
22403	散件白狂战士鞋子(30)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	26	0	-1	0	0	0	0	0	-1	0	0	8	172	0	-1	0	0	10	77	0	0	0
22404	散件白狂战士鞋子(40)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	34	0	-1	0	0	0	0	0	-1	0	0	8	213	0	-1	0	0	10	96	0	0	0
22405	散件白狂战士鞋子(50)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	44	0	-1	0	0	0	0	0	-1	0	0	8	255	0	-1	0	0	10	114	0	0	0
22406	散件白狂战士鞋子(60)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	55	0	-1	0	0	0	0	0	-1	0	0	8	297	0	-1	0	0	10	133	0	0	0
22407	散件白狂战士鞋子(70)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	68	0	-1	0	0	0	0	0	-1	0	0	8	339	0	-1	0	0	10	152	0	0	0
22408	散件白狂战士鞋子(80)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	82	0	-1	0	0	0	0	0	-1	0	0	8	380	0	-1	0	0	10	171	0	0	0
22409	散件白狂战士鞋子(90)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	98	0	-1	0	0	0	0	0	-1	0	0	8	422	0	-1	0	0	10	189	0	0	0
22410	散件白狂战士鞋子(100)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	115	0	-1	0	0	0	0	0	-1	0	0	8	464	0	-1	0	0	10	208	0	0	0
22501	散件白狂战士手腕(10)	-1	-1	5	-1	-1	318	0	0	0	0	0	0	0	17	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	79	0	0	0
22502	散件白狂战士手腕(20)	-1	-1	5	-1	-1	522	0	0	0	0	0	0	0	28	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	116	0	0	0
22503	散件白狂战士手腕(30)	-1	-1	5	-1	-1	754	0	0	0	0	0	0	0	40	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	154	0	0	0
22504	散件白狂战士手腕(40)	-1	-1	5	-1	-1	1018	0	0	0	0	0	0	0	54	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	191	0	0	0
22505	散件白狂战士手腕(50)	-1	-1	5	-1	-1	1317	0	0	0	0	0	0	0	71	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	229	0	0	0
22506	散件白狂战士手腕(60)	-1	-1	5	-1	-1	1656	0	0	0	0	0	0	0	89	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	266	0	0	0
22507	散件白狂战士手腕(70)	-1	-1	5	-1	-1	2037	0	0	0	0	0	0	0	109	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	304	0	0	0
22508	散件白狂战士手腕(80)	-1	-1	5	-1	-1	2465	0	0	0	0	0	0	0	132	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	341	0	0	0
22509	散件白狂战士手腕(90)	-1	-1	5	-1	-1	2946	0	0	0	0	0	0	0	158	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	379	0	0	0
22510	散件白狂战士手腕(100)	-1	-1	5	-1	-1	3485	0	0	0	0	0	0	0	187	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	416	0	0	0
22601	散件白狂战士武器(10)	-1	-1	1	-1	-1	0	0	0	0	88	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	72	0	-1	0	0	9	39	0	-1	0	0	0	0
22602	散件白狂战士武器(20)	5	-1	1	-1	-1	0	0	0	0	142	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	105	0	-1	0	0	9	57	0	-1	0	0	0	0
22603	散件白狂战士武器(30)	5	-1	1	-1	-1	0	0	0	0	204	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	139	0	-1	0	0	9	75	0	-1	0	0	0	0
22604	散件白狂战士武器(40)	5	-1	1	-1	-1	0	0	0	0	275	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	173	0	-1	0	0	9	93	0	-1	0	0	0	0
22605	散件白狂战士武器(50)	5	-1	1	-1	-1	0	0	0	0	355	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	207	0	-1	0	0	9	112	0	-1	0	0	0	0
22606	散件白狂战士武器(60)	5	-1	1	-1	-1	0	0	0	0	445	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	241	0	-1	0	0	9	130	0	-1	0	0	0	0
22607	散件白狂战士武器(70)	5	-1	1	-1	-1	0	0	0	0	547	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	275	0	-1	0	0	9	148	0	-1	0	0	0	0
22608	散件白狂战士武器(80)	5	-1	1	-1	-1	0	0	0	0	661	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	309	0	-1	0	0	9	166	0	-1	0	0	0	0
22609	散件白狂战士武器(90)	5	-1	1	-1	-1	0	0	0	0	790	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	342	0	-1	0	0	9	185	0	-1	0	0	0	0
22610	散件白狂战士武器(100)	5	-1	1	-1	-1	0	0	0	0	934	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	378	0	-1	0	0	9	204	0	-1	0	0	0	0
22701	散件白狂战士饰品1(10)	-1	-1	7	-1	-1	0	0	0	0	24	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	32	0	-1	0	0	9	52	0	-1	0	0	0	0
22702	散件白狂战士饰品1(20)	-1	-1	7	-1	-1	0	0	0	0	39	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	47	0	-1	0	0	9	76	0	-1	0	0	0	0
22703	散件白狂战士饰品1(30)	-1	-1	7	-1	-1	0	0	0	0	56	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	62	0	-1	0	0	9	100	0	-1	0	0	0	0
22704	散件白狂战士饰品1(40)	-1	-1	7	-1	-1	0	0	0	0	75	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	77	0	-1	0	0	9	124	0	-1	0	0	0	0
22705	散件白狂战士饰品1(50)	-1	-1	7	-1	-1	0	0	0	0	97	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	92	0	-1	0	0	9	149	0	-1	0	0	0	0
22706	散件白狂战士饰品1(60)	-1	-1	7	-1	-1	0	0	0	0	121	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	107	0	-1	0	0	9	173	0	-1	0	0	0	0
22707	散件白狂战士饰品1(70)	-1	-1	7	-1	-1	0	0	0	0	149	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	122	0	-1	0	0	9	197	0	-1	0	0	0	0
22708	散件白狂战士饰品1(80)	-1	-1	7	-1	-1	0	0	0	0	180	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	137	0	-1	0	0	9	222	0	-1	0	0	0	0
22709	散件白狂战士饰品1(90)	-1	-1	7	-1	-1	0	0	0	0	215	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	152	0	-1	0	0	9	246	0	-1	0	0	0	0
22710	散件白狂战士饰品1(100)	-1	-1	7	-1	-1	0	0	0	0	255	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	168	0	-1	0	0	9	272	0	-1	0	0	0	0
22801	散件白狂战士饰品2(10)	-1	-1	8	-1	-1	106	0	0	0	24	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	32	0	-1	0	0	9	19	0	-1	0	0	0	0
22802	散件白狂战士饰品2(20)	-1	-1	8	-1	-1	174	0	0	0	39	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	47	0	-1	0	0	9	28	0	-1	0	0	0	0
22803	散件白狂战士饰品2(30)	-1	-1	8	-1	-1	251	0	0	0	56	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	62	0	-1	0	0	9	38	0	-1	0	0	0	0
22804	散件白狂战士饰品2(40)	-1	-1	8	-1	-1	339	0	0	0	75	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	77	0	-1	0	0	9	47	0	-1	0	0	0	0
22805	散件白狂战士饰品2(50)	-1	-1	8	-1	-1	439	0	0	0	97	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	92	0	-1	0	0	9	56	0	-1	0	0	0	0
22806	散件白狂战士饰品2(60)	-1	-1	8	-1	-1	552	0	0	0	121	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	107	0	-1	0	0	9	65	0	-1	0	0	0	0
22807	散件白狂战士饰品2(70)	-1	-1	8	-1	-1	679	0	0	0	149	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	122	0	-1	0	0	9	74	0	-1	0	0	0	0
22808	散件白狂战士饰品2(80)	-1	-1	8	-1	-1	822	0	0	0	180	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	137	0	-1	0	0	9	83	0	-1	0	0	0	0
22809	散件白狂战士饰品2(90)	-1	-1	8	-1	-1	982	0	0	0	215	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	152	0	-1	0	0	9	92	0	-1	0	0	0	0
22810	散件白狂战士饰品2(100)	-1	-1	8	-1	-1	1162	0	0	0	255	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	168	0	-1	0	0	9	102	0	-1	0	0	0	0
23101	散件白双剑士头部(10)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	21	0	25	0	-1	0	0	0	0	0	-1	0	0	8	25	0	-1	0	0	10	27	0	0	0
23102	散件白双剑士头部(20)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	31	0	36	0	-1	0	0	0	0	0	-1	0	0	8	36	0	-1	0	0	10	39	0	0	0
23103	散件白双剑士头部(30)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	44	0	50	0	-1	0	0	0	0	0	-1	0	0	8	48	0	-1	0	0	10	52	0	0	0
23104	散件白双剑士头部(40)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	58	0	66	0	-1	0	0	0	0	0	-1	0	0	8	60	0	-1	0	0	10	64	0	0	0
23105	散件白双剑士头部(50)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	73	0	83	0	-1	0	0	0	0	0	-1	0	0	8	72	0	-1	0	0	10	77	0	0	0
23106	散件白双剑士头部(60)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	91	0	103	0	-1	0	0	0	0	0	-1	0	0	8	83	0	-1	0	0	10	90	0	0	0
23107	散件白双剑士头部(70)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	111	0	125	0	-1	0	0	0	0	0	-1	0	0	8	95	0	-1	0	0	10	102	0	0	0
23108	散件白双剑士头部(80)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	133	0	150	0	-1	0	0	0	0	0	-1	0	0	8	107	0	-1	0	0	10	115	0	0	0
23109	散件白双剑士头部(90)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	159	0	179	0	-1	0	0	0	0	0	-1	0	0	8	118	0	-1	0	0	10	127	0	0	0
23110	散件白双剑士头部(100)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	187	0	210	0	-1	0	0	0	0	0	-1	0	0	8	130	0	-1	0	0	10	140	0	0	0
23201	散件白双剑士上衣(10)	-1	-1	3	-1	-1	172	0	82	0	0	0	0	0	17	0	16	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	0	0
23202	散件白双剑士上衣(20)	5	-1	3	-1	-1	273	0	133	0	0	0	0	0	26	0	24	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	0	0
23203	散件白双剑士上衣(30)	5	-1	3	-1	-1	388	0	191	0	0	0	0	0	36	0	33	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	0	0
23204	散件白双剑士上衣(40)	5	-1	3	-1	-1	519	0	257	0	0	0	0	0	47	0	44	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	0	0
23205	散件白双剑士上衣(50)	5	-1	3	-1	-1	667	0	332	0	0	0	0	0	60	0	56	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	0	0
23206	散件白双剑士上衣(60)	5	-1	3	-1	-1	835	0	416	0	0	0	0	0	74	0	69	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	0	0
23207	散件白双剑士上衣(70)	5	-1	3	-1	-1	1024	0	512	0	0	0	0	0	91	0	84	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	0	0
23208	散件白双剑士上衣(80)	5	-1	3	-1	-1	1236	0	619	0	0	0	0	0	109	0	100	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	0	0
23209	散件白双剑士上衣(90)	5	-1	3	-1	-1	1474	0	739	0	0	0	0	0	130	0	119	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	0	0
23210	散件白双剑士上衣(100)	5	-1	3	-1	-1	1741	0	874	0	0	0	0	0	153	0	140	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	0	0
23301	散件白双剑士下衣(10)	-1	-1	4	-1	-1	259	0	70	0	0	0	0	0	15	0	19	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	0	0
23302	散件白双剑士下衣(20)	-1	-1	4	-1	-1	410	0	114	0	0	0	0	0	23	0	27	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	0	0
23303	散件白双剑士下衣(30)	-1	-1	4	-1	-1	582	0	164	0	0	0	0	0	32	0	38	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	0	0
23304	散件白双剑士下衣(40)	-1	-1	4	-1	-1	779	0	220	0	0	0	0	0	42	0	49	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	0	0
23305	散件白双剑士下衣(50)	-1	-1	4	-1	-1	1001	0	285	0	0	0	0	0	53	0	62	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	0	0
23306	散件白双剑士下衣(60)	-1	-1	4	-1	-1	1252	0	357	0	0	0	0	0	66	0	77	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	0	0
23307	散件白双剑士下衣(70)	-1	-1	4	-1	-1	1536	0	439	0	0	0	0	0	81	0	94	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	0	0
23308	散件白双剑士下衣(80)	-1	-1	4	-1	-1	1854	0	530	0	0	0	0	0	97	0	113	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	0	0
23309	散件白双剑士下衣(90)	-1	-1	4	-1	-1	2211	0	634	0	0	0	0	0	115	0	134	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	0	0
23310	散件白双剑士下衣(100)	-1	-1	4	-1	-1	2611	0	749	0	0	0	0	0	136	0	158	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	0	0
23401	散件白双剑士鞋子(10)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	10	0	-1	0	0	0	0	0	-1	0	0	8	143	0	-1	0	0	10	21	0	0	0
23402	散件白双剑士鞋子(20)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	15	0	-1	0	0	0	0	0	-1	0	0	8	211	0	-1	0	0	10	31	0	0	0
23403	散件白双剑士鞋子(30)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	21	0	-1	0	0	0	0	0	-1	0	0	8	279	0	-1	0	0	10	41	0	0	0
23404	散件白双剑士鞋子(40)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	27	0	-1	0	0	0	0	0	-1	0	0	8	347	0	-1	0	0	10	52	0	0	0
23405	散件白双剑士鞋子(50)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	35	0	-1	0	0	0	0	0	-1	0	0	8	415	0	-1	0	0	10	62	0	0	0
23406	散件白双剑士鞋子(60)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	43	0	-1	0	0	0	0	0	-1	0	0	8	483	0	-1	0	0	10	72	0	0	0
23407	散件白双剑士鞋子(70)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	52	0	-1	0	0	0	0	0	-1	0	0	8	550	0	-1	0	0	10	82	0	0	0
23408	散件白双剑士鞋子(80)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	63	0	-1	0	0	0	0	0	-1	0	0	8	618	0	-1	0	0	10	92	0	0	0
23409	散件白双剑士鞋子(90)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	74	0	-1	0	0	0	0	0	-1	0	0	8	686	0	-1	0	0	10	102	0	0	0
23410	散件白双剑士鞋子(100)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	88	0	-1	0	0	0	0	0	-1	0	0	8	754	0	-1	0	0	10	112	0	0	0
23501	散件白双剑士手腕(10)	-1	-1	5	-1	-1	259	0	0	0	0	0	0	0	11	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	43	0	0	0
23502	散件白双剑士手腕(20)	-1	-1	5	-1	-1	410	0	0	0	0	0	0	0	17	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	63	0	0	0
23503	散件白双剑士手腕(30)	-1	-1	5	-1	-1	582	0	0	0	0	0	0	0	24	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	83	0	0	0
23504	散件白双剑士手腕(40)	-1	-1	5	-1	-1	779	0	0	0	0	0	0	0	31	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	103	0	0	0
23505	散件白双剑士手腕(50)	-1	-1	5	-1	-1	1001	0	0	0	0	0	0	0	40	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	123	0	0	0
23506	散件白双剑士手腕(60)	-1	-1	5	-1	-1	1252	0	0	0	0	0	0	0	50	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	143	0	0	0
23507	散件白双剑士手腕(70)	-1	-1	5	-1	-1	1536	0	0	0	0	0	0	0	60	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	164	0	0	0
23508	散件白双剑士手腕(80)	-1	-1	5	-1	-1	1854	0	0	0	0	0	0	0	73	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	184	0	0	0
23509	散件白双剑士手腕(90)	-1	-1	5	-1	-1	2211	0	0	0	0	0	0	0	87	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	204	0	0	0
23510	散件白双剑士手腕(100)	-1	-1	5	-1	-1	2611	0	0	0	0	0	0	0	102	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	224	0	0	0
23601	散件白双剑士武器(10)	-1	-1	1	-1	-1	0	0	0	0	103	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	62	0	-1	0	0	9	50	0	-1	0	0	0	0
23602	散件白双剑士武器(20)	5	-1	1	-1	-1	0	0	0	0	172	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	91	0	-1	0	0	9	74	0	-1	0	0	0	0
23603	散件白双剑士武器(30)	5	-1	1	-1	-1	0	0	0	0	251	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	120	0	-1	0	0	9	98	0	-1	0	0	0	0
23604	散件白双剑士武器(40)	5	-1	1	-1	-1	0	0	0	0	341	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	149	0	-1	0	0	9	121	0	-1	0	0	0	0
23605	散件白双剑士武器(50)	5	-1	1	-1	-1	0	0	0	0	443	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	178	0	-1	0	0	9	145	0	-1	0	0	0	0
23606	散件白双剑士武器(60)	5	-1	1	-1	-1	0	0	0	0	558	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	207	0	-1	0	0	9	169	0	-1	0	0	0	0
23607	散件白双剑士武器(70)	5	-1	1	-1	-1	0	0	0	0	688	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	237	0	-1	0	0	9	193	0	-1	0	0	0	0
23608	散件白双剑士武器(80)	5	-1	1	-1	-1	0	0	0	0	834	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	266	0	-1	0	0	9	216	0	-1	0	0	0	0
23609	散件白双剑士武器(90)	5	-1	1	-1	-1	0	0	0	0	998	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	295	0	-1	0	0	9	240	0	-1	0	0	0	0
23610	散件白双剑士武器(100)	5	-1	1	-1	-1	0	0	0	0	1181	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	324	0	-1	0	0	9	264	0	-1	0	0	0	0
23701	散件白双剑士饰品1(10)	-1	-1	7	-1	-1	0	0	0	0	28	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	27	0	-1	0	0	9	67	0	-1	0	0	0	0
23702	散件白双剑士饰品1(20)	-1	-1	7	-1	-1	0	0	0	0	47	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	40	0	-1	0	0	9	99	0	-1	0	0	0	0
23703	散件白双剑士饰品1(30)	-1	-1	7	-1	-1	0	0	0	0	69	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	53	0	-1	0	0	9	130	0	-1	0	0	0	0
23704	散件白双剑士饰品1(40)	-1	-1	7	-1	-1	0	0	0	0	93	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	66	0	-1	0	0	9	162	0	-1	0	0	0	0
23705	散件白双剑士饰品1(50)	-1	-1	7	-1	-1	0	0	0	0	121	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	79	0	-1	0	0	9	194	0	-1	0	0	0	0
23706	散件白双剑士饰品1(60)	-1	-1	7	-1	-1	0	0	0	0	152	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	92	0	-1	0	0	9	225	0	-1	0	0	0	0
23707	散件白双剑士饰品1(70)	-1	-1	7	-1	-1	0	0	0	0	188	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	105	0	-1	0	0	9	257	0	-1	0	0	0	0
23708	散件白双剑士饰品1(80)	-1	-1	7	-1	-1	0	0	0	0	228	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	118	0	-1	0	0	9	289	0	-1	0	0	0	0
23709	散件白双剑士饰品1(90)	-1	-1	7	-1	-1	0	0	0	0	272	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	131	0	-1	0	0	9	320	0	-1	0	0	0	0
23710	散件白双剑士饰品1(100)	-1	-1	7	-1	-1	0	0	0	0	322	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	144	0	-1	0	0	9	352	0	-1	0	0	0	0
23801	散件白双剑士饰品2(10)	-1	-1	8	-1	-1	86	0	0	0	28	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	27	0	-1	0	0	9	25	0	-1	0	0	0	0
23802	散件白双剑士饰品2(20)	-1	-1	8	-1	-1	137	0	0	0	47	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	40	0	-1	0	0	9	37	0	-1	0	0	0	0
23803	散件白双剑士饰品2(30)	-1	-1	8	-1	-1	194	0	0	0	69	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	53	0	-1	0	0	9	49	0	-1	0	0	0	0
23804	散件白双剑士饰品2(40)	-1	-1	8	-1	-1	260	0	0	0	93	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	66	0	-1	0	0	9	61	0	-1	0	0	0	0
23805	散件白双剑士饰品2(50)	-1	-1	8	-1	-1	334	0	0	0	121	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	79	0	-1	0	0	9	73	0	-1	0	0	0	0
23806	散件白双剑士饰品2(60)	-1	-1	8	-1	-1	417	0	0	0	152	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	92	0	-1	0	0	9	84	0	-1	0	0	0	0
23807	散件白双剑士饰品2(70)	-1	-1	8	-1	-1	512	0	0	0	188	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	105	0	-1	0	0	9	96	0	-1	0	0	0	0
23808	散件白双剑士饰品2(80)	-1	-1	8	-1	-1	618	0	0	0	228	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	118	0	-1	0	0	9	108	0	-1	0	0	0	0
23809	散件白双剑士饰品2(90)	-1	-1	8	-1	-1	737	0	0	0	272	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	131	0	-1	0	0	9	120	0	-1	0	0	0	0
23810	散件白双剑士饰品2(100)	-1	-1	8	-1	-1	870	0	0	0	322	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	144	0	-1	0	0	9	132	0	-1	0	0	0	0
24101	散件白魔导师头部(10)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	20	0	33	0	-1	0	0	0	0	0	-1	0	0	8	16	0	-1	0	0	10	30	0	0	0
24102	散件白魔导师头部(20)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	28	0	53	0	-1	0	0	0	0	0	-1	0	0	8	24	0	-1	0	0	10	45	0	0	0
