Id	Desc	TargetPosX	TargetPosY	TargetPosZ	TargetPosRadius	CameraMove	DialogType	SpeakerID	SpriteName	Story	NextPageTime	SendMsgOnOver	PauseOnOver
								157	ALiAoNaiEr	很有可能……哎……往黑伊尔老师和艾莉娜老师都平安无事……	5	0	0
								-1	MainPlayer	那我们快去研究所那边确认一下吧！	5	0	0
111	【主】事先准备	25.15	2.42	47.11	2	0	0	-1	MainPlayer	哇啦哇啦哇啦	5	0	0
112	【主】贵妇	51.53	2.69	19.4	2	0	0	-1	MainPlayer	我是来这里帮忙的，这里到底发生了什么？	5	0	0
								158	AiLiNa	不知死活……这边最近不知道为什么突然涌出了大批的僵尸，他们已经占领了整个研究所。	5	0	0
113	【主】学者下落	51.53	2.69	19.4	2	0	0	-1	MainPlayer	……虽然不想打扰你但是你知道黑伊尔学者在哪吗？	5	0	0
								158	AiLiNa	嗯？啊你说那个老头子啊，他大概还在地下研究所研究他那个什么机器人吧。	5	0	0
								-1	MainPlayer	也就是他还在里面？！天啊我得去救他！	5	0	0
114	【主】僵尸围城	51.53	2.69	19.4	2	0	0	-1	MainPlayer	哇啦哇啦哇啦	5	0	0
115	【主】大门紧闭	51.53	2.69	19.4	2	0	0	-1	MainPlayer	通往地下研究所的大门被关上了，我自己打不开……	5	0	0
								158	AiLiNa	啊哈哈哈~那可是我们的安全装置啊，外人当然打不开，你求我的话也不是不能帮你打开~	5	0	0
								-1	MainPlayer	（咬牙）人命关天，求求你了艾琳娜小姐！	5	0	0
116	【主】秘密研究	51.53	2.69	19.4	2	0	0	-1	MainPlayer	哇啦哇啦哇啦	5	0	0
117	挥之不去对话1	-1	-1	-1	-1	0	0	-1	MainPlayer	这里居然又出来了这么多蚊子……到底是从什么地方出来的！	5	0	0
118	挥之不去对话2	-1	-1	1	-1	0	0	-1	MainPlayer	等等……那是……虫卵？！	5	0	0
119	试水嘲讽1	-1	-1	1	-1	0	1	12	Lilith	哎？你居然打的这么慢啊~	2	0	0
120	试水嘲讽2	-1	-1	1	-1	0	1	12	Lilith	我就要睡着了啊~	2	0	0
121	试水嘲讽3	-1	-1	1	-1	0	0	12	Lilith	停停停！你打的这么吃力我都看不下去了！	5	0	0
122	再试鼓励1	-1	-1	1	-1	0	1	12	Lilith	快了好多呢~你真棒！	2	0	0
123	再试鼓励2	-1	-1	1	-1	0	1	12	Lilith	哎居然这么快！	2	0	0
124	再试鼓励3	-1	-1	1	-1	0	0	12	Lilith	怎么样，我教你的很管用吧~	5	0	0
125	真相大白对话1	-1	-1	1	-1	0	1	-1	MainPlayer	瑟克萨斯先生你听我解释！	2	0	0
						0	1	30	SeKeSaSi	杀人凶手！我要你偿命！	2	0	0
126	真相大白对话2	-1	-1	1	-1	0	1	30	SeKeSaSi	因为你！我的付出白费了！	2	0	0
127	真相大白对话3	-1	-1	1	-1	0	1	30	SeKeSaSi	呼啊……我绝对不能输！	2	0	0
128	异次元之门介绍1	-1	-1	1	-1	0	0	165	JieXiKa	这个地方连通着四个截然不同的地方，虽然我也不知道原理但是总之是个很方便的地方啦~	5	0	0
129	异次元之门介绍2	-1	-1	1	-1	0	0	165	JieXiKa	这里连接着我们过来的地方——暮色雨林，那是个很平静的地方呢~	5	0	0
130	异次元之门介绍3	-1	-1	1	-1	0	0	165	JieXiKa	通过这边的传送门可以去繁华的勒克斯港，相信今后你一定会经常到那里去的~	5	0	0
131	异次元之门介绍4	-1	-1	1	-1	0	0	165	JieXiKa	那边的传送门可以通往血色冰封，那地方不仅冷而且很危险，没有准备的话你最好也别去那边。	5	0	0
132	异次元之门介绍5	-1	-1	1	-1	0	0	165	JieXiKa	刚才莉莉丝大人就是通过这个传送门离开的，那里是呼啸沙漠，很热但是相较之下没有那么多危险。	5	0	0
133	异次元之门介绍6	-1	-1	1	-1	0	0	165	JieXiKa	好啦，要找莉莉丝大人的话就快去呼啸沙漠吧~晚了的话就追不上了啊~	5	0	0
134	【主】报告	-1	-1	1	-1	0	0	-1	MainPlayer	那里突然爆发了大量僵尸！现在研究所已经被僵尸占据了！	5	0	0
						0	0	36	HuoMuSi	发生了这样的事情啊，那边的研究员们还好么？	5	0	0
						0	0	-1	MainPlayer	不清楚……我只看到了黑伊尔先生和艾莉娜女士……	5	0	0
135	【主】提前出发	-1	-1	1	-1	0	0	-1	MainPlayer	霍姆斯先生不是要让我和马修斯一起过去吗……	5	0	0
						0	0	37	JieXiKa	对啊……但是我告诉他你可能还要一段时间才能回来……他就先过去了（委屈）。	5	0	0
						0	0	-1	MainPlayer	你……好吧，那我现在该怎么办？	5	0	0
136	【主】幕后有人	-1	-1	-1	-1	0	0	-1	MainPlayer	按照你的意思，这背后是有人在操控这些僵尸？	5	0	0
						0	0	33	HeiYiEr	虽然不敢确定，但是八九不离十！	5	0	0
						0	0	-1	MainPlayer	可是什么人会做出这种事？！又是为什么要做出这种事！	5	0	0
137	壮硕博士	-1	-1	-1	-1	0	0	-1	MainPlayer	呃……马修斯先生……这里发生了什么？	5	0	0
						0	0	166	MaXiuSi	叫我博士！现在的年轻人真是不懂得什么叫尊重知识！	5	0	0
						0	0	-1	MainPlayer	呃……好吧……马修斯……博士，这里发生了什么？	5	0	0
138	事情处理	-1	-1	-1	-1	0	0	-1	MainPlayer	马修斯博士，请冷静一下！我们下一步要怎么办？	5	0	0
						0	0	166	MaXiuSi	呼……你说得对，你快回去找霍姆斯请求支援，我继续追下去，一定不能放过干这种事情的人！	5	0	0
						0	0	-1	MainPlayer	不！还是让我去追查吧！	5	0	0
139	回报组织	-1	-1	-1	-1	0	0	-1	MainPlayer	呃……好像就是因为人手不足才会让我过来的……	5	0	0
140	少女潜力	-1	-1	-1	-1	0	0	-1	MainPlayer	呃……艾莉娜博士，其实我还有一件事情不明白，为什么偏偏是阿里奥奈尔被抓走……	5	0	0
								172	AiLiNa	（白了你一眼）我哪知道啊，没准是看中他的潜力，当然也可能就是想抓个人质吧。	5	0	0
								-1	MainPlayer	潜力？她潜力很大么？	5	0	0
141	攻击计划	-1	-1	-1	-1	0	0	-1	MainPlayer	计划？什么样的计划？	5	0	0
								56	YinMu	对方营地已经空虚了，只要找到首领一举击破的话对方自然就会崩溃。	5	0	0
								-1	MainPlayer	听起来很有道理，可我该怎么做？	5	0	0
142	质疑	-1	-1	-1	-1	0	0	-1	MainPlayer	是这样的……（告诉琳有关银木的计划）	5	0	0
								55	Lin	……他居然定下了这样的计划……这不是他的作风啊。	5	0	0
143	修尔克	-1	-1	-1	-1	0	0	-1	MainPlayer	所以修尔克这个人到底是谁？	5	0	0
								55	Lin	之前我在盗贼协会的伙伴，我们一起成立了反抗贤者之塔的反抗军……被镇压了之后他就不知道去哪了……	5	0	0
								-1	MainPlayer	难道这次的事情是为了复仇？	5	0	0
144	沉默不语	-1	-1	-1	-1	0	0	-1	MainPlayer	……皮亚索拉先生你为什么要做这种事？	5	0	0
								64	PiYaSuoLa	……（把头扭了过去不回答你）	5	0	0
								-1	MainPlayer	………………我还是去报告阿尔得巴兰大人吧……	5	0	0
145	遗忘废墟探查任务3镜头	-1	-1	-1	-1	0	0	-1	MainPlayer	那边好像就是备用的机器人了吧，但是……	5	0	0
								-1	MainPlayer	这个样子根本就是全部启动了啊，真是糟糕……还是回去和[60ff00]阿里奥奈尔[b4ffd1]说一下吧。	5	0	0
146	雷纳堡对话1	-1	-1	-1	-1	0	0	-1	MainPlayer	这就是地下研究所么……看起来好先进的样子……不对！黑伊尔先生在哪里？	5	0	0
147	雷纳堡对话2	-1	-1	-1	-1	0	0	-1	MainPlayer	好像是黑伊尔先生！你还好么！	5	0	0
								35	HeiYiEr	……入侵者……清除……	5	0	0
148	雷纳堡对话3	-1	-1	-1	-1	0	0	35	HeiYiEr	我想起来了！是那个机器控制了我！快去破坏它！	5	0	0
149	雷纳堡对话4	-1	-1	-1	-1	0	0	146	JiXieZhiLing	人类……多余……歼灭……开始……	5	0	0
150	雷纳堡对话5	-1	-1	-1	-1	0	0	1089	AiLiNa	真是碍眼，那些机械也真是不可靠，果然还得让我亲自出手。	5	0	0
151	亡灵之塔探查任务对话	-1	-1	-1	-1	0	0	-1	MainPlayer	居然……有这么多恶魔兵！这一定是魔王捣的鬼！	4	0	0
152	主城介绍1	-1	-1	-1	-1	0	0	37	JieXiKa	首先是这里！这边是基因研究所，主要进行魔法和机械方面的研究，顺便一提我们的研究水平很高哦~	5	0	0
153	主城介绍2	-1	-1	-1	-1	0	0	37	JieXiKa	通过这里可以到异次元之门去~那里我已经和你说过了就不再说了哦~	5	0	0
154	主城介绍3	-1	-1	-1	-1	0	0	37	JieXiKa	通过这里可以抵达黄昏湖畔，那边满满都是些野蛮的兽人，没有事情我可不想过去呢~	5	0	0
155	主城介绍4	-1	-1	-1	-1	0	0	37	JieXiKa	这边有佣兵协会和赏金猎人联盟，他们个个都是高手中的高手呢~啊对了，菲尔沦大人也是很棒呢~	5	0	0
156	主城介绍5	-1	-1	-1	-1	0	0	37	JieXiKa	其他还有些琐碎的别的地方，之后你一定会有机会去的~这次就先介绍这些吧~	5	0	0
157	血色冰封剧情副本1	-1	-1	1	-1	0	1	-1	MainPlayer	还差一点就到入口了！	2	0	0
158	血色冰封剧情副本1	-1	-1	1	-1	0	0	-1	MainPlayer	那是……	5	0	0
159	血色冰封剧情副本1	-1	-1	1	-1	0	0	-1	MainPlayer	那东西一动不动的守在那里，一定是有人操控着这些僵尸！	5	0	0
								-1	MainPlayer	总之现在只能打倒它了！	5	0	0
160	血色冰封剧情副本1	-1	-1	1	-1	0	0	-1	MainPlayer	这里好像是被魔法屏障挡住了，看来没办法通过这里……	5	0	0
								-1	MainPlayer	还是回去找艾莉娜博士吧，希望她有办法……	5	0	0
161	血色冰封剧情副本2	-1	-1	1	-1	0	1	178	head-monster01	加油！僵尸不是你的对手！	2	0	0
162	血色冰封剧情副本2	-1	-1	1	-1	0	1	178	head-monster01	好像只剩这些了！加把劲！	2	0	0
163	血色冰封剧情副本3	-1	-1	1	-1	0	0	-1	MainPlayer	艾莉娜博士……怎么是你？难道你救出来阿里奥奈尔了？	5	0	0
								181	MaXiuSi	笨蛋！别过去！	5	0	0
								179	AiLiNa	救出来？唔哈哈哈！所以说庶民就是天真啊！看不就知道了么，这一切都是我做的！	5	0	0
								181	MaXiuSi	唔啊啊啊啊！可恶！要不是我腰扭到了！我一定要亲手抓住你！	5	0	0
								179	AiLiNa	……算了，和你说也不懂，庶民就该陪着这些低贱的傀儡一起死亡！	5	0	0
164	血色冰封剧情副本3	-1	-1	1	-1	0	0	179	AiLiNa	你还真的和传说中一样不是那么好对付的呢，看来得用个大玩具来对付你呢！	5	0	0
165	血色冰封剧情副本3	-1	-1	1	-1	0	0	-1	MainPlayer	魔王！你居然能召唤魔王！	5	0	0
								181	MaXiuSi	可恶！[ffffff]$N[b4ffd1]不要害怕！你现在变强了！一定可以对付他的！	5	0	0
								179	AiLiNa	只不过是个幻影罢了，这点程度对付你足够了，永别了[ffffff]$N[b4ffd1]！	5	0	0
166	血色冰封剧情副本3	-1	-1	1	-1	0	0	-1	MainPlayer	糟糕，看来追不上了……	5	0	0
								181	MaXiuSi	可恶啊啊啊啊啊！我绝对不会放过她！	5	0	0
								-1	MainPlayer	我也不会！但是这里危险，马修斯先生我们还是先回去吧。	5	0	0
167	黄昏湖畔剧情副本1	-1	-1	1	-1	0	1	64	PiYaSuoLa	快拦住这些家伙！	2	0	0
168	黄昏湖畔剧情副本1	-1	-1	1	-1	0	1	64	PiYaSuoLa	你怎么搞的！我都受伤了！	2	0	0
169	黄昏湖畔剧情副本1	-1	-1	1	-1	0	1	64	PiYaSuoLa	居然还有！完了完了！	2	0	0
170	黄昏湖畔剧情副本1	-1	-1	1	-1	0	0	64	PiYaSuoLa	哎？已经没有了啊，真是的！一群只会吓人的家伙！（掸了掸身上的灰尘）我就知道我一定没问题！	5	0	0
								-1	MainPlayer	……（为什么基因研究所盛产这种人？）	5	0	0
								64	PiYaSuoLa	（轻蔑的看了你一眼）	5	0	0
171	黄昏湖畔剧情副本2	-1	-1	1	-1	0	0	192	TuZhuJiSi	入侵者！快拿下他！	5	0	0
								-1	MainPlayer	糟糕！被发现了！	5	0	0
172	黄昏湖畔剧情副本2	-1	-1	1	-1	0	0	-1	MainPlayer	这下怎么办……	5	0	0
								191	Lin	别动！	5	0	0
173	黄昏湖畔剧情副本2	-1	-1	1	-1	0	0	-1	MainPlayer	你……是谁？	5	0	0
								191	Lin	先解决了剩下的敌人再说！	5	0	0
174	黄昏湖畔剧情副本2	-1	-1	1	-1	0	0	-1	MainPlayer	感谢你救了我，还不知道你是……	5	0	0
								191	Lin	……叫我琳就好。	5	0	0
								-1	MainPlayer	琳是嘛，我记下了，我还需要把这个事情报告一下，之后再正式的道谢吧！	5	0	0
175	黄昏湖畔剧情副本3	-1	-1	1	-1	0	0	-1	MainPlayer	这里到底会有什么呢？（用手摸了一下遗迹）	5	0	0
176	黄昏湖畔剧情副本4	-1	-1	1	-1	0	0	-1	MainPlayer	这里居然会有机器人……真是意想不到	5	0	0
								-1	MainPlayer	说起来这里居然会有这么危险的地方，还是不要随便靠近了吧……	5	0	0
177	黄昏之湖剧情副本1	-1	-1	1	-1	0	0	48	Lilith	真是不妙，这种时候居然有兽人斥候呢，我现在毫无反抗之力就靠你了啊~	5	0	0
178	黄昏之湖剧情副本1	-1	-1	1	-1	0	0	48	Lilith	看样子斥候已经没有了呢，正好我的魔力也有一点恢复了呢~	5	0	0
179	黄昏之湖剧情副本2	-1	-1	1	-1	0	0	56	YinMu	干得漂亮，这样子就可以大摇大摆的走进大营了！	5	0	0
180	黄昏之湖剧情副本3	-1	-1	1	-1	0	0	-1	MainPlayer	看来那就是这里的首领了，接下来就是发信号等银木先生他们了。	5	0	0
								199	YaoSaiLingZhu	果然和那个人类说的一样有入侵者会来！不过别做梦了！不会有人来救你的！拿下他！	5	0	0
								-1	MainPlayer	糟糕，这该怎么办！	5	0	0
181	黄昏之湖剧情副本4	-1	-1	1	-1	0	0	202	Lin	休想！	5	0	0
182	黄昏之湖剧情副本5	-1	-1	1	-1	0	0	-1	MainPlayer	你们……果然来了啊！	5	0	0
								201	Pellant	先集中起来把这些家伙解决掉再说！	5	0	0
183	黄昏之湖剧情副本3	-1	-1	1	-1	0	0	204	Yinmu	真是可惜居然没有干掉你，不过你们三个居然能突破那些兽人大军，真是让我感到意外。	5	0	0
								202	Lin	银木……你为什么？	5	0	0
								204	Yinmu	哈哈哈哈！琳，你和三年前真是一点变化都没有！	5	0	0
								202	Lin	三年前……你难道是修尔克！	5	0	0
								204	Yinmu	还不算笨，这次我就先放过你们，下一次可就没这么简单了！	5	0	0
184	事情进展	-1	-1	1	-1	0	0	36	HuoMuSi	贤者之塔已经跑出了贤者贝拉·德里克斯大人去追踪艾莉娜了。	5	0	0
								36	HuoMuSi	之前有报告说她出现在呼啸沙漠，贝拉大人已经去那里调查了。	5	0	0
185	已经离去	-1	-1	1	-1	0	0	-1	MainPlayer	没错，她现在在什么地方？	5	0	0
186	咨询详情	-1	-1	1	-1	0	0	-1	MainPlayer	是嘛？那她现在在哪里？	5	0	0
								206	MeiLiYa	这个我不知道……我只知道她去找我们的长老——海因达姐姐了。	5	0	0
								-1	MainPlayer	那我也去找你们的长老好了，她现在在哪？	5	0	0
187	不慎中毒	-1	-1	1	-1	0	0	-1	MainPlayer	中了招？发生了什么？	5	0	0
								208	Phil	这里满地都是毒蝎子，我一个不慎被一只毒蝎蛰到了，中了剧毒……	5	0	0
								-1	MainPlayer	天啊！那可怎么办！	5	0	0
188	巨大魔力	-1	-1	1	-1	0	0	-1	MainPlayer	奇怪的事？	5	0	0
								208	Phil	几天前这里爆发了一股很强大的魔力，我担心和“方舟”被毁有关系，就来这里调查。	5	0	0
								-1	MainPlayer	强大的魔力？我正好要去找这里的长老，我替你问一下吧。	5	0	0
189	村落现状	-1	-1	1	-1	0	0	210	HaiYinDa	之前贤者之塔派了一个叫里奇莱的研究员来调查附近的雷纳堡，他带走了这里全部的男性。	5	0	0
								210	HaiYinDa	现在这里只剩下女性和外来的冒险者，之前和里奇莱去的人全都还没回来。	5	0	0
								-1	MainPlayer	居然会这样……那这里爆发了巨大魔力的事情你知道吗？	5	0	0
190	意外之灾	-1	-1	1	-1	0	0	-1	MainPlayer	发生了什么吗？	5	0	0
								211	Pellant	啊，是这样的，我们是来寻找银木先生的，但是弗里德先生不小心触怒了这里的守护神而遭到了诅咒……	5	0	0
								-1	MainPlayer	……他还真能惹祸啊……	5	0	0
191	触景生情	-1	-1	1	-1	0	0	-1	MainPlayer	可以倒是可以……这里是？	5	0	0
								213	Lin	我的家……曾经是。	5	0	0
								213	Lin	很惊讶吧，身为女飞贼的我曾经也是有一个圆满的家庭的，只不过……总之后来我才加入了盗贼协会，也认识了修尔克他们……	5	0	0
192	魔物追杀	-1	-1	1	-1	0	0	-1	MainPlayer	里奇莱？带着这里的男人们去调查雷纳堡的那个？	5	0	0
								215	LiQiLai	你知道啊！那就好办了！我们调查雷纳堡的时候突然蹦出来了一堆恶魔，我跑的快才捡了一条命！	5	0	0
								-1	MainPlayer	那那些人们呢？	5	0	0
193	疑惑	-1	-1	1	-1	0	0	-1	MainPlayer	有一件事必须要问你……刚才那批魔物说“你根本不知道你要救的是什么人！”是什么意思？	5	0	0
								215	LiQiLai	……其实我来这里除了调查雷纳堡之外一个目的就是调查这里的变异的魔物。	5	0	0
								-1	MainPlayer	这样啊，我还以为基因研究所没有正常人呢！	5	0	0
194	边缘现状	-1	-1	1	-1	0	0	-1	MainPlayer	异变？发生了什么？从什么时候开始的？！	5	0	0
								217	LiQiLai	生物发生了变异，有的甚至和机械融合了起来。	5	0	0
								-1	MainPlayer	和机械融合了？！这怎么可能？！	5	0	0
195	暗中观察	-1	-1	1	-1	0	0	-1	MainPlayer	里奇莱先生？他怎么了？就基因研究所的人来讲感觉是个挺正常的人啊。	5	0	0
								219	Phil	有的时候外表是会骗人的。我反而觉得他相当可疑。	5	0	0
								-1	MainPlayer	（和菲尔沦说了里奇莱的目的）	5	0	0
196	发现甚少	-1	-1	1	-1	0	0	-1	MainPlayer	……抱歉我没发现什么……	5	0	0
								217	LiQiLai	……你去了这么久告诉我什么都没发现么？！	5	0	0
197	不加责备	-1	-1	1	-1	0	0	-1	MainPlayer	很抱歉我居然之前没有发现……	5	0	0
								219	Phil	好了别自责了，他利用了你的信任，这是没办法的事情，还是看看现在能做什么吧。	5	0	0
198	有人操纵	-1	-1	1	-1	0	0	-1	MainPlayer	什么结论？	5	0	0
								220	Pellant	这个部件不仅仅能确定是控制用的，还能确定是基因研究所开发的。	5	0	0
								-1	MainPlayer	又是基因研究所搞的鬼吗，那这些机械融合生物也是……	5	0	0
199	机关林立	-1	-1	1	-1	0	0	-1	MainPlayer	为什么？	5	0	0
								221	Lin	我曾经试过，但是那里机械机关特别多，即使是我也差点中了机关，一般人还是放弃的好。	5	0	0
200	神圣禁地	-1	-1	1	-1	0	0	-1	MainPlayer	（告诉了海因达里奇莱的事情）	5	0	0
								222	HaiYinDa	这个里奇莱居然做下了这么伤天害理的事情！我绝对不会放过他！	5	0	0
								-1	MainPlayer	那你知道进入雷纳堡的方法么？	5	0	0
201	记忆丧失	-1	-1	1	-1	0	0	-1	MainPlayer	好像没有吧？你叫什么？	5	0	0
								223	QiaoAnNa	我不知道……我现在什么也想不起来……	5	0	0
								-1	MainPlayer	……那看来你也不知道怎么能进入雷纳堡了……	5	0	0
202	关闭入口	-1	-1	1	-1	0	0	-1	MainPlayer	嗯这个我同意。	5	0	0
203	良心发现	-1	-1	1	-1	0	0	-1	MainPlayer	……你说的话一点信服力都没有啊……	5	0	0
								316	LiQiLai	（低声）村子里的人们都在那片树林里，都好好的，雷纳堡的防御程式也是我开的，我也知道机械会被控制。	5	0	0
								-1	MainPlayer	什么？那你……	5	0	0
204	邪恶实验	-1	-1	1	-1	0	0	-1	MainPlayer	什么？那这次！？	5	0	0
								317	HaiYinDa	上次的实验被当时的一批冒险者终止了，这次很可能是想继续那次实验。	5	0	0
205	误打误撞	-1	-1	1	-1	0	0	-1	MainPlayer	你怎么进来了？佩特伦他们呢？	5	0	0
								321	Fread	他们没进来……我在路上看到了一个水管，因为好奇钻了进来，就误打误撞的来到了这里，也看到了里奇莱的事情！	5	0	0
								-1	MainPlayer	我该从哪里开始吐槽……	5	0	0
206	追捕受阻	-1	-1	1	-1	0	0	-1	MainPlayer	贝拉大人您遇到什么困难了吗？	5	0	0
								322	BeiLeiDe	我本来是追捕艾莉娜的，她逃到这里之后里奇莱就做出了这种事，我不得不改道抓捕他。	5	0	0
								322	BeiLeiDe	但是并不顺利，我本人没法参与作战，所以都是召唤的卫士替我作战，就在快要抓到他的时候却被人消灭了。	5	0	0
207	机械被控	-1	-1	1	-1	0	0	-1	MainPlayer	是你罪有应得！你做的事情我都知道了！	5	0	0
								323	LiQiLai	别这么说，我不是坏人，你以后会知道的。	5	0	0
208	疑惑	-1	-1	1	-1	0	0	-1	MainPlayer	他说他……不是坏人。	5	0	0
								322	BeiLeiDe	这样啊……（沉思）	5	0	0
209	进入理由	-1	-1	1	-1	0	0	-1	MainPlayer	什么情况！你不是不想进来么？	5	0	0
								325	QiaoAnNa	我在外边感觉到这里的防御程式被触发了，就进来看看什么情况。	5	0	0
								-1	MainPlayer	……你到底是什么人？	5	0	0
210	交付任务	-1	-1	1	-1	0	0	-1	MainPlayer	贝拉大人，您尽管说吧。	5	0	0
								315	BeiLeiDe	首先是乔安娜，我很担心她的状况，你去照顾她一下吧。	5	0	0
								315	BeiLeiDe	然后是艾莉娜的事情，她已经往亡灵冰塔方向跑了，希望你能替我去继续追查这个事情。	5	0	0
211	记忆	-1	-1	1	-1	0	0	-1	MainPlayer	都想起来了什么？	5	0	0
								327	QiaoAnNa	我想起来之前在方舟那里救下了你……但是我被魔王掳走了……	5	0	0
								-1	MainPlayer	什么！？怪不得只能看得到莉莉丝大人……	5	0	0
212	亡灵冰塔	-1	-1	1	-1	0	0	-1	MainPlayer	亡灵冰塔是个什么样的地方？	5	0	0
213	继续追寻	-1	-1	1	-1	0	0	-1	MainPlayer	佩特伦说什么了？	5	0	0
								328	Fread	他说我们在这里没找到银木先生，我们准备继续前往机械之都寻找。	5	0	0
								-1	MainPlayer	我这里是要去亡灵冰塔……只能暂时分开了啊……祝你们能找到银木先生！	5	0	0
214	时过境迁	-1	-1	1	-1	0	0	-1	MainPlayer	这里之前是什么样子？	5	0	0
								1097	QiaoAnNa	破败、荒芜。	5	0	0
								-1	MainPlayer	那不是血色冰封的样子吗……	5	0	0
215	冰塔现状	-1	-1	1	-1	0	0	1098	AiKe	这里本来是亡灵和一部分恶魔的居所，但是之前的一批冒险者在这里扫清了大部分的怪物。	5	0	0
								1098	AiKe	后来贤者之塔就派人来这里驻守并发展，就变成了现在的样子。	5	0	0
								-1	MainPlayer	这里最近发生过什么吗？	5	0	0
216	近期突变	-1	-1	1	-1	0	0	-1	MainPlayer	好价钱……我怎么感觉背后这么冷呢……	5	0	0
								1100	BeiLeiGeLi	“方舟”刚刚被毁的时候，这里还没有发生什么。但是最近僵尸和侵染种却变得活跃起来。	5	0	0
								-1	MainPlayer	（告诉贝蕾格莉关于艾莉娜的事情）	5	0	0
217	魔力矿石	-1	-1	1	-1	0	0	-1	MainPlayer	这里的矿物有什么异常么？	5	0	0
								1102	MaXiuSi	我们通常不管这种收到了魔力侵染的情况叫做异常！更何况有一部分还是艾莉娜的！	5	0	0
								-1	MainPlayer	也就是说艾莉娜来过这里？！马修斯博士你知道是什么时候么？	5	0	0
218	少女回忆	-1	-1	1	-1	0	0	-1	MainPlayer	这段时间发生了什么？	5	0	0
								1104	ALiAoNaiEr	呜呜……我感觉自己好像做了一个很长的梦……梦里和老师跑过了很多地方，看到了几个之前的老师，也遇到了一个恶魔……	5	0	0
								1104	ALiAoNaiEr	艾莉娜老师最后反悔了，带着我逃跑了，皮亚索拉老师和里奇莱老师帮她掩护，皮亚索拉老师还战死了……	5	0	0
219	来龙去脉	-1	-1	1	-1	0	0	-1	MainPlayer	之前啊……（说了艾莉娜和阿里奥奈尔的事）	5	0	0
								1105	YouAn	原来是这样，那我可以帮你们去追杀艾琳娜。	5	0	0
								-1	MainPlayer	十分感谢，但是你是……	5	0	0
220	告诫	-1	-1	1	-1	0	0	-1	MainPlayer	嗯？要说什么？	5	0	0
								1105	YouAn	冲动对一个人来说，有百害而无一利，希望她能够冷静下来。	5	0	0
								-1	MainPlayer	嗯……我一定转达。	5	0	0
221	秘密任务	-1	-1	1	-1	0	0	-1	MainPlayer	任务？什么秘密任务？	5	0	0
222	呼啸沙漠剧情副本1	-1	-1	-1	-1	0	0	-1	MainPlayer	刚才那个看起来就是这些沙漠狼的首领了，这样一来也能缓解一下这里的狼灾吧。	5	0	0
								-1	MainPlayer	可是好奇怪……为什么感觉这么像魔物呢……	5	0	0
223	呼啸沙漠剧情副本2小对话	-1	-1	-1	-1	0	1	-1	MainPlayer	这些蝎子居然埋伏我！	2	0	0
						0	1	-1	MainPlayer	我要斩草除根！	2	0	0
224	呼啸沙漠副本3开场1	-1	-1	-1	-1	0	0	1117	HaiYinDa	你来了啊，那我这就试试召唤守护神大人。	5	0	0
225	呼啸沙漠副本3开场2	-1	-1	-1	-1	0	0	1116	HuoYanYing	人类啊，有何事召唤我？	5	0	0
								1117	HaiYinDa	伟大的守护神啊，我们有个伙伴无意间冒犯了您，希望您能高抬贵手放他一条生路吧。	5	0	0
								1116	HuoYanYing	他是自作自受！你们要包庇他的话我我也不会手下留情！	5	0	0
226	呼啸沙漠副本3结束	-1	-1	-1	-1	0	0	1116	HuoYanYing	不愧是敢于挑战魔王的人啊，看起来我没看错人啊。	5	0	0
								-1	MainPlayer	哎？什么情况？	5	0	0
								1116	HuoYanYing	这一切不过是一场试炼而已，我之后也可以作为你的助力，协助你击败魔王。	5	0	0
								-1	MainPlayer	那诅咒……	5	0	0
								1116	HuoYanYing	我已经解除了你们朋友的诅咒，你大可放心。	5	0	0
227	呼啸沙漠副本4结束	-1	-1	-1	-1	0	0	1120	FeiXuZhiZhu	愚蠢的人啊！你都不知道里奇莱他是什么人！真是可悲！	5	0	0
								-1	MainPlayer	里奇莱，什么人？等等你把话说清楚！	5	0	0
								1120	FeiXuZhiZhu	哈哈哈哈！你以后一定会后悔的！	5	0	0
228	雷纳堡边缘副本1	-1	-1	-1	-1	0	0	1136	LiQiLai	这旁边就是入口了，你在这里守着，我去开启入口啊。	5	0	0
229	雷纳堡边缘副本1	-1	-1	-1	-1	0	0	1136	LiQiLai	好了！我已经成功打开入口了！	5	0	0
								-1	MainPlayer	那我们快点进去吧！	5	0	0
								1136	LiQiLai	我可没说要带你进去！你就在这里和猩猩玩吧，啊哈哈哈哈！	5	0	0
230	雷纳堡边缘副本1	-1	-1	-1	-1	0	0	-1	MainPlayer	怎么会这样！	5	0	0
231	雷纳堡边缘副本2	-1	-1	-1	-1	0	0	1137	QiaoAnNa	我会用一点时间，如果有人来阻挠的话就拜托你了。	5	0	0
								-1	MainPlayer	这一幕怎么这么有既视感……	5	0	0
								1137	QiaoAnNa	？	5	0	0
								-1	MainPlayer	不要在意不要在意！	5	0	0
232	雷纳堡边缘2结束	-1	-1	-1	-1	0	0	-1	MainPlayer	还没好么？	5	0	0
								1137	QiaoAnNa	就快了，稍等一下。	5	0	0
233	雷纳堡边缘副本2结束2	-1	-1	-1	-1	0	0	1137	QiaoAnNa	啊，好了，我打开了。	5	0	0
								-1	MainPlayer	太好了！这下子终于可以进入雷纳堡了！	5	0	0
								1137	QiaoAnNa	嗯，先回去准备一下吧。	5	0	0
234	雷纳堡副本1开场	-1	-1	-1	-1	0	0	-1	MainPlayer	里奇莱！不要跑！	5	0	0
