Id	Desc	SceneClassID	DataID	PosX	PosZ	FaceDirection	Section	BornWhenEnterScene	KeyEnemy
399	地狱三头犬	62	1132	76.1	49.89	3.14	1	1	1
400	地狱三头犬	62	1132	69.99	52.43	-0.78	2	0	1
401	地狱三头犬	62	1132	74.76	52.74	-2.35	2	0	1
402	地狱三头犬	62	1132	76.31	47.75	3.14	2	0	1
403	地狱三头犬	62	1132	67.86	49.86	-0.5	2	0	1
404	地狱三头犬	62	1132	75.78	51.39	-2.64	2	0	1
405	地狱三头犬	62	1132	67.04	47.96	0	2	0	1
406	地狱三头犬	62	1132	68.34	51.62	-0.78	2	0	1
407	地狱三头犬	62	1132	76.1	49.89	3.14	2	0	1
408	亡灵皮亚索拉	62	1133	72.28	54.03	-1.57	2	0	1
409	艾琳娜-镜头	63	1140	72.23	55.28	-1.57	1	1	0
410	地狱猎犬	63	1134	73.05	71.62	-1.57	1	1	1
411	地狱猎犬	63	1134	75.8	71.73	-1.57	1	1	1
412	地狱猎犬	63	1134	78.72	72.4	-1.57	1	1	1
413	地狱猎犬	63	1134	81.2	71.71	-1.57	1	1	1
414	地狱猎犬	63	1134	70.91	67.81	-1.57	1	1	1
415	地狱猎犬	63	1134	74.04	68.08	-1.57	1	1	1
416	地狱猎犬	63	1134	80.55	69.24	-1.57	1	1	1
417	地狱猎犬	63	1134	82.92	68.94	-1.57	1	1	1
418	艾琳娜	63	1135	76.96	79.52	-1.57	2	0	1
419	8-1镜头用瑟克萨斯	67	164	11.47	13	-1.57	1	1	0
420	8-1镜头用艾莉娜	67	1139	11.38	9.61	1.57	1	1	0
421	8-1阿尔得巴兰	67	1147	19.77	9.26	-1.57	1	1	0
422	8-1小怪	67	1170	18.48	10	-1.57	1	0	1
423	8-1小怪	67	1170	20.7	11.33	-1.57	1	0	1
424	8-1小怪	67	1170	22.52	14.63	3.14	1	0	1
425	8-1小怪	67	1170	20.91	16.33	1.57	1	0	1
426	8-1小怪	67	1170	18.86	17.5	1.57	1	0	1
427	8-1小怪	67	1170	22.26	13.06	3.14	1	0	1
428	8-1小怪	67	1170	18.48	10	-1.57	2	0	1
429	8-1小怪	67	1170	20.7	11.33	-1.57	2	0	1
430	8-1小怪	67	1170	22.52	14.63	3.14	2	0	1
431	8-1小怪	67	1170	20.91	16.33	1.57	2	0	1
432	8-1小怪	67	1170	18.86	17.5	1.57	2	0	1
433	8-1小怪	67	1170	22.26	13.06	3.14	2	0	1
434	8-1小怪	67	1170	18.48	10	-1.57	3	0	1
435	8-1小怪	67	1170	20.7	11.33	-1.57	3	0	1
436	8-1小怪	67	1170	22.52	14.63	3.14	3	0	1
437	8-1小怪	67	1170	20.91	16.33	1.57	3	0	1
438	8-1小怪	67	1170	18.86	17.5	1.57	3	0	1
439	8-1小怪	67	1170	22.26	13.06	3.14	3	0	1
440	8-1boss	67	1171	16.95	13.84	0	3	0	1
441	8-2镜头用皮亚索拉	68	38	88.07	49.57	3.14	1	1	0
442	8-2镜头用艾莉娜	68	1139	85.32	49.81	0	1	1	0
443	8-2阿尔得巴兰	68	1147	80.81	43.79	0	1	1	0
444	8-2小怪	68	1172	83.06	41.46	0	1	0	1
445	8-2小怪	68	1172	84.42	44.58	1.57	1	0	1
446	8-2小怪	68	1172	86.43	44.62	1.57	1	0	1
447	8-2小怪	68	1172	87.6	41.77	3.14	1	0	1
448	8-2小怪	68	1172	86.07	38.79	-1.57	1	0	1
449	8-2小怪	68	1172	83.82	38.2	-1.57	1	0	1
450	8-2小怪	68	1172	83.06	41.46	0	2	0	1
451	8-2小怪	68	1172	84.42	44.58	1.57	2	0	1
452	8-2小怪	68	1172	86.43	44.62	1.57	2	0	1
453	8-2小怪	68	1172	87.6	41.77	3.14	2	0	1
454	8-2小怪	68	1172	86.07	38.79	-1.57	2	0	1
455	8-2小怪	68	1172	83.82	38.2	-1.57	2	0	1
456	8-2小怪	68	1172	83.06	41.46	0	3	0	1
457	8-2小怪	68	1172	84.42	44.58	1.57	3	0	1
458	8-2小怪	68	1172	86.43	44.62	1.57	3	0	1
459	8-2小怪	68	1172	87.6	41.77	3.14	3	0	1
460	8-2小怪	68	1172	86.07	38.79	-1.57	3	0	1
461	8-2小怪	68	1172	83.82	38.2	-1.57	3	0	1
462	8-2boss	68	1173	84.74	37.34	-1.57	3	0	1
463	8-3里奇莱	69	1136	22.2	77.11	-2.355	1	1	0
464	8-3镜头用艾莉娜	69	1139	19.68	78.93	0.785	1	1	0
465	8-3阿尔得巴兰	69	1147	16.32	65.58	-1.57	1	1	0
466	8-3小怪	69	1174	16.61	72.94	1.57	1	0	1
467	8-3小怪	69	1174	17.97	70.77	3.14	1	0	1
468	8-3小怪	69	1174	16.8	68.16	-1.57	1	0	1
469	8-3小怪	69	1174	14.53	73.1	1.57	1	0	1
470	8-3小怪	69	1174	14.55	68	-1.57	1	0	1
471	8-3小怪	69	1174	13.16	70.55	0	1	0	1
472	8-3小怪	69	1174	16.61	72.94	1.57	2	0	1
473	8-3小怪	69	1174	17.97	70.77	3.14	2	0	1
474	8-3小怪	69	1174	16.8	68.16	-1.57	2	0	1
475	8-3小怪	69	1174	14.53	73.1	1.57	2	0	1
476	8-3小怪	69	1174	14.55	68	-1.57	2	0	1
477	8-3小怪	69	1174	13.16	70.55	0	2	0	1
478	8-3小怪	69	1174	16.61	72.94	1.57	3	0	1
479	8-3小怪	69	1174	17.97	70.77	3.14	3	0	1
480	8-3小怪	69	1174	16.8	68.16	-1.57	3	0	1
481	8-3小怪	69	1174	14.53	73.1	1.57	3	0	1
482	8-3小怪	69	1174	14.55	68	-1.57	3	0	1
483	8-3小怪	69	1174	13.16	70.55	0	3	0	1
484	8-3boss	69	1175	10.66	70.66	0	3	0	1
485	8-4艾琳娜	70	1140	26	58.98	1.57	3	0	0
486	8-4镜头用艾莉娜	70	1139	25.83	64.77	-1.57	1	1	0
487	8-4阿尔得巴兰	70	1147	32.74	54.51	-1.57	1	1	0
488	8-4皮亚索拉	70	38	26.26	62.9	-1.57	1	1	0
489	8-4小怪	70	1176	37.06	64.32	3.14	1	0	1
490	8-4小怪	70	1176	35.08	66.34	1.57	1	0	1
491	8-4小怪	70	1176	32.58	64.5	0	1	0	1
492	8-4小怪	70	1176	32.37	61.03	0	1	0	1
493	8-4小怪	70	1176	37.01	61.22	3.14	1	0	1
494	8-4小怪	70	1176	34.74	59.3	0	1	0	1
495	8-4小怪	70	1176	37.06	64.32	1.57	2	0	1
496	8-4小怪	70	1176	35.08	66.34	3.14	2	0	1
497	8-4小怪	70	1176	32.58	64.5	-1.57	2	0	1
498	8-4小怪	70	1176	32.37	61.03	1.57	2	0	1
499	8-4小怪	70	1176	37.01	61.22	-1.57	2	0	1
500	8-4小怪	70	1176	34.74	59.3	0	2	0	1
501	8-4小怪	70	1176	37.06	64.32	1.57	3	0	1
502	8-4小怪	70	1176	35.08	66.34	3.14	3	0	1
503	8-4小怪	70	1176	32.58	64.5	-1.57	3	0	1
504	8-4小怪	70	1176	32.37	61.03	1.57	3	0	1
505	8-4小怪	70	1176	37.01	61.22	-1.57	3	0	1
506	8-4小怪	70	1176	34.74	59.3	0	3	0	1
507	8-4boss	70	1177	31.37	62.7	0	3	0	1
