Id	Desc	Name	FullPathName	PanLevel	Volume	MinDistance	Spread	IsLoop	Delay	FadeInTime	FadeOutTime	CurMaxPlayingCount	Priority
209	Cabal_变身受击	common_hurt	Sounds/Skill/common_hurt	0.5	0.7	20	180	0	0	-1	-1	1	128
210	Cabal_片头动画1	KaiChangTV_1	Sounds/Common/KaiChangTV_1	0.5	1.3	10	180	0	0	0.5	0.5	1	128
211	Cabal_片头动画2	KaiChangTV_2	Sounds/Common/KaiChangTV_2	0.5	1.3	10	180	0	0	0.5	0.5	1	128
212	Cabal_片头动画3	KaiChangTV_3	Sounds/Common/KaiChangTV_3	0.5	1.3	10	180	0	0	0.5	0.5	1	128
213	Cabal_片头动画4	KaiChangTV_4	Sounds/Common/KaiChangTV_4	0.5	1.3	10	180	0	0	0.5	0.5	1	128
214	Cabal_十字斩2段	Skill_Player_SZZ_2	Sounds/Skill/Skill_Player_SZZ_2	0.5	2	20	180	0	0	-1	-1	5	128
215	Cabal_暮色雨林场景	Cabal_MuSeYuLin	Sounds/SceneBG/Cabal_MuSeYuLin	0	0.3	10	180	1	0	0.5	0.5	1	128
216	Cabal_黄昏边境场景	Cabal_HuangHunBianJing	Sounds/SceneBG/Cabal_HuangHunBianJing	0	0.3	10	180	1	0	0.5	0.5	1	128
217	Cabal_变身1	Skill_Player_BS_1	Sounds/Skill/Skill_Player_BS_1	0.5	2.8	20	180	0	0	-1	-1	1	128
218	Cabal_变身2	Skill_Player_BS_2	Sounds/Skill/Skill_Player_BS_2	0.5	1.5	20	180	0	0	-1	-1	1	128
219	双剑-2变普攻1	Skill_Player_BS_2_PuGong_1	Sounds/Skill/Skill_Player_BS_2_PuGong_1	0.5	1.5	20	180	0	0	-1	-1	5	128
220	双剑-2变普攻2	Skill_Player_BS_2_PuGong_2	Sounds/Skill/Skill_Player_BS_2_PuGong_2	0.5	1.5	20	180	0	0	-1	-1	5	128
221	双剑-2变普攻3	Skill_Player_BS_2_PuGong_3	Sounds/Skill/Skill_Player_BS_2_PuGong_3	0.5	1.5	20	180	0	0	-1	-1	5	128
222	双剑-2变普攻4	Skill_Player_BS_2_PuGong_4	Sounds/Skill/Skill_Player_BS_2_PuGong_4	0.5	1.5	20	180	0	0	-1	-1	5	128
223	双剑-2变技能1段	Skill_Player_BS_2_Skill_1	Sounds/Skill/Skill_Player_BS_2_Skill_1	0.5	1.5	20	180	0	0	-1	-1	5	128
224	双剑-2变技能2段	Skill_Player_BS_2_Skill_2	Sounds/Skill/Skill_Player_BS_2_Skill_2	0.5	1.5	20	180	0	0	-1	-1	5	128
225	双剑-1变技能	Skill_Player_BS_1_Skill_1	Sounds/Skill/Skill_Player_BS_1_Skill_1	0.5	2	20	180	0	0	-1	-1	5	128
226	Cabal_语音教学-滑动左下侧摇杆-进行移动	Jiaoxue1	Sounds/talk/Jiaoxue1	0	5	20	180	0	0	-1	-1	1	128
227	Cabal_语音教学-普攻	Jiaoxue2	Sounds/talk/Jiaoxue2	0	5	20	180	0	0	-1	-1	1	128
228	Cabal_语音教学_打开技能界面	Jiaoxue3	Sounds/talk/Jiaoxue3	0	5	20	180	0	0	-1	-1	1	128
229	Cabal_语音教学-连续技1	Jiaoxue4	Sounds/talk/Jiaoxue4	0	5	20	180	0	0	-1	-1	1	128
230	Cabal_语音教学-连续技2	Jiaoxue5	Sounds/talk/Jiaoxue5	0	5	20	180	0	0	-1	-1	1	128
231	Cabal_语音教学-骑乘技1	Jiaoxue6	Sounds/talk/Jiaoxue6	0	5	20	180	0	0	-1	-1	1	128
232	Cabal_语音教学-骑乘技2	Jiaoxue7	Sounds/talk/Jiaoxue7	0	5	20	180	0	0	-1	-1	1	128
233	Cabal_语音教学-变身	Guild_Shapeshift_Anger	Sounds/talk/Guild_Shapeshift_Anger	0	5	20	180	0	0	-1	-1	5	128
234	NPC语音-贝因1	Beiyin1	Sounds/talk/Beiyin1	0	5	20	180	0	0	-1	-1	5	128
235	NPC语音-莉莉丝1	Lilisi1	Sounds/talk/Lilisi1	0.5	5	20	180	0	0	-1	-1	5	128
236	NPC语音-杰西卡1	Jiexika1	Sounds/talk/Jiexika1	0.5	5	20	180	0	0	-1	-1	5	128
237	NPC语音-机车师-陈维楚	Sikayide1	Sounds/talk/Sikayide1	0.5	5	20	180	0	0	-1	-1	5	128
238	NPC语音-帕特太太1	Paitetaitai1	Sounds/talk/Paitetaitai1	0.5	5	20	180	0	0	-1	-1	5	128
239	NPC语音-瑟克萨斯1	Sakesaisi1	Sounds/talk/Sakesaisi1	0.5	5	20	180	0	0	-1	-1	5	128
240	Cabal_角色升级	Player_up	Sounds/Common/Player_up	0.5	0.8	20	180	0	0	-1	-1	5	128
241	Cabal_怪物攻击	Common_Hit	Sounds/Skill/Cabal_Monster_Common_Hit	0.5	0.8	20	180	0	0	-1	-1	1	128
242	Cabal_突刺2	Skill_Player_TC_2	Sounds/Skill/Skill_Player_TC_2	0.5	1.5	20	180	0	0	-1	-1	5	128
243	Cabal_突刺3	Skill_Player_TC_3	Sounds/Skill/Skill_Player_TC_3	0.5	1.5	20	180	0	0	-1	-1	5	128
244	Cabal_机车冲刺	Common_Bike_Cong	Sounds/Common/Common_Bike_Cong	0.5	1.5	20	180	0	0	-1	-1	5	128
245	Cabal_遗忘废墟场景	Cabal_YeWai	Sounds/SceneBG/Cabal_YeWai	0	0.3	10	180	1	0	0.5	0.5	1	128
246	Cabal_混沌之地场景	Cabal_CopyScene01	Sounds/SceneBG/Cabal_CopyScene01	0	0.3	10	180	1	0	0.5	0.5	1	128
247	Cabal_开场动画背景音乐	Cabal_TieGuiKaiChang	Sounds/SceneBG/Cabal_TieGuiKaiChang	0	0.3	10	180	1	0	0.5	0.5	1	128
248	Cabal_铁轨场景开场动画后音乐	Cabal_TieGuiZhiHou	Sounds/SceneBG/Cabal_TieGuiZhiHou	0	0.3	10	180	1	0	0.5	0.5	1	128
249	Cabal_副本胜利动画	TV_ShengLi	Sounds/Common/TV_ShengLi	0.5	0.8	20	180	0	0	-1	-1	5	128
251	Cabal_副本胜利星星动画	TV_ShengLiXingXing	Sounds/Common/TV_ShengLiXingXing	0.5	0.8	20	180	0	0	-1	-1	5	128
252	BOSS-机械蜘蛛技能	Skill_Boss_JiQiZhiZhu_1	Sounds/Skill/Skill_Boss_JiQiZhiZhu_1	0.5	2	20	180	0	0	-1	-1	5	128
253	Cabal_技能_狂战士普攻1段	Skill_PlayerKZ_Pugong1	Sounds/Skill/Skill_PlayerKZ_Pugong1	0.5	2.3	20	180	0	0.3	-1	-1	5	128
254	Cabal_技能_狂战士普攻2段	Skill_PlayerKZ_Pugong2	Sounds/Skill/Skill_PlayerKZ_Pugong2	0.5	2.3	20	180	0	0.3	-1	-1	5	128
255	Cabal_技能_狂战士普攻3段	Skill_PlayerKZ_Pugong3	Sounds/Skill/Skill_PlayerKZ_Pugong3	0.5	2.3	20	180	0	0.3	-1	-1	5	128
256	Cabal_技能_狂战士普攻4段	Skill_PlayerKZ_Pugong4	Sounds/Skill/Skill_PlayerKZ_Pugong4	0.5	2.3	20	180	0	0.3	-1	-1	5	128
257	Cabal_技能_狂战士血之盾1段	Skill_PlayerKZ_XZD1	Sounds/Skill/Skill_PlayerKZ_XZD1	0.5	2.5	20	180	0	0.1	-1	-1	5	128
258	Cabal_技能_狂战士血之盾2段	Skill_PlayerKZ_XZD2	Sounds/Skill/Skill_PlayerKZ_XZD2	0.5	2.5	20	180	0	0.1	-1	-1	5	128
259	Cabal_技能_狂战士夺魂之镰1段	Skill_PlayerKZ_DHZL1	Sounds/Skill/Skill_PlayerKZ_DHZL1	0.5	2.5	20	180	0	0.2	-1	-1	5	128
260	Cabal_技能_狂战士夺魂之镰2段	Skill_PlayerKZ_DHZL2	Sounds/Skill/Skill_PlayerKZ_DHZL2	0.5	2.5	20	180	0	0.2	-1	-1	5	128
261	Cabal_技能_狂战士连续斩1段	Skill_PlayerKZ_LXZ1	Sounds/Skill/Skill_PlayerKZ_LXZ1	0.5	2.5	20	180	0	0.4	-1	-1	5	128
262	Cabal_技能_狂战士连续斩2段	Skill_PlayerKZ_LXZ2	Sounds/Skill/Skill_PlayerKZ_LXZ2	0.5	2.5	20	180	0	0.3	-1	-1	5	128
263	Cabal_技能_狂战士狂暴旋风	Skill_PlayerKZ_KBXF	Sounds/Skill/Skill_PlayerKZ_KBXF	0.5	2.5	20	180	0	0.4	-1	-1	5	128
264	Cabal_技能_狂战士裂地斩	Skill_PlayerKZ_LDZ	Sounds/Skill/Skill_PlayerKZ_LDZ	0.5	2.5	20	180	0	0.3	-1	-1	5	128
265	Cabal_技能_狂战士PVP变身自身动作	Skill_PlayerKZ_BsPVP	Sounds/Skill/Skill_PlayerKZ_BsPVP	0.5	2.5	20	180	0	0	-1	-1	5	128
266	Cabal_技能_狂战士PVE变身自身动作	Skill_PlayerKZ_BsPVE	Sounds/Skill/Skill_PlayerKZ_BsPVE	0.5	2.5	20	180	0	0	-1	-1	5	128
267	Cabal_技能_狂战士舍命一击（319）2阶	Skill_PlayerKZ_KSHD	Sounds/Skill/Skill_PlayerKZ_KSHD	0.5	2.5	20	180	0	0	-1	-1	5	128
268	Cabal_技能_狂战士主角受击	Skill_PlayerKZ_Attack 	Sounds/Skill/Skill_PlayerKZ_Attack 	0.5	2.5	20	180	0	0	-1	-1	5	128
269	Cabal_UI_更换装备	UI_ChangeEquip	Sounds/UI/UI_ChangeEquip	0.5	2	20	180	0	0	-1	-1	1	128
270	Cabal_UI_点击按钮	UI_ClickButton	Sounds/UI/UI_ClickButton	0.5	1	20	180	0	0	-1	-1	4	128
271	Cabal_UI_点击按钮无效	UI_ClickButtonFail	Sounds/UI/UI_ClickButtonFail	0.5	1	20	180	0	0	-1	-1	4	128
272	Cabal_UI_对话框弹出	UI_OpenDialog	Sounds/UI/UI_OpenDialog	0.5	1	20	180	0	0	-1	-1	4	128
273	Cabal_UI_对话框关闭	UI_CloseDialog	Sounds/UI/UI_CloseDialog	0.5	1	20	180	0	0	-1	-1	4	128
274	Cabal_UI_打开界面	UI_OpenMenu	Sounds/UI/UI_OpenMenu	0.5	1	20	180	0	0	-1	-1	4	128
275	Cabal_UI_关闭界面	UI_CloseMenu	Sounds/UI/UI_CloseMenu	0.5	1	20	180	0	0	-1	-1	4	128
276	Cabal_UI_采集	UI_Collect	Sounds/UI/UI_Collect	0.5	1	20	180	0	0	-1	-1	4	128
277	Cabal_UI_副本开始	UI_CopyStart	Sounds/UI/UI_CopyStart	0.5	1	20	180	0	0	-1	-1	4	128
278	Cabal_UI_副本失败	UI_CopyFailure	Sounds/UI/UI_CopyFailure	0.5	1	20	180	0	0	-1	-1	4	128
279	Cabal_UI_功能开启	UI_FunctionOpen	Sounds/UI/UI_FunctionOpen	0.5	1	20	180	0	0	-1	-1	4	128
280	Cabal_UI_宠物获取	UI_GotPet	Sounds/UI/UI_GotPet	0.5	1	20	180	0	0	-1	-1	4	128
281	Cabal_UI_强化	UI_Intensity	Sounds/UI/UI_Intensity	0.5	2	20	180	0	0	-1	-1	4	128
282	Cabal_UI_角色升级	UI_Levelup	Sounds/UI/UI_Levelup	0.5	1	20	180	0	0	-1	-1	1	128
283	Cabal_UI_接取任务	UI_MissionAccept	Sounds/UI/UI_MissionAccept	0.5	1	20	180	0	0	-1	-1	1	128
284	Cabal_UI_任务完成	UI_MissionComplete	Sounds/UI/UI_MissionComplete	0.5	1	20	180	0	0	-1	-1	1	128
285	Cabal_UI_金币消耗	UI_MoneyExpend	Sounds/UI/UI_MoneyExpend	0.5	2	20	180	0	0	-1	-1	1	128
286	Cabal_UI_右侧菜单弹出	UI_RightMenuOut	Sounds/UI/UI_RightMenuOut	0.5	1	20	180	0	0	-1	-1	4	128
287	Cabal_UI_右侧菜单收回	UI_RightMenuBack	Sounds/UI/UI_RightMenuBack	0.5	1	20	180	0	0	-1	-1	4	128
288	Cabal_UI_技能升级	UI_SkillLevelup	Sounds/UI/UI_SkillLevelup	0.5	1	20	180	0	0	-1	-1	1	128
289	Cabal_UI_技能解锁	UI_SkillUnlock	Sounds/UI/UI_SkillUnlock	0.5	1	20	180	0	0	-1	-1	1	128
290	Cabal_技能_魔导士普攻1段	Skill_PlayerMD_Pugong1	Sounds/Skill/Skill_PlayerMD_Pugong1	0.5	2.3	20	180	0	0.4	-1	-1	5	128
291	Cabal_技能_魔导士普攻2段	Skill_PlayerMD_Pugong2	Sounds/Skill/Skill_PlayerMD_Pugong2	0.5	2.3	20	180	0	0.4	-1	-1	5	128
292	Cabal_技能_魔导士普攻3段	Skill_PlayerMD_Pugong3	Sounds/Skill/Skill_PlayerMD_Pugong3	0.5	2.3	20	180	0	0.4	-1	-1	5	128
293	Cabal_技能_魔导士普攻4段	Skill_PlayerMD_Pugong4	Sounds/Skill/Skill_PlayerMD_Pugong4	0.5	2.3	20	180	0	0.4	-1	-1	5	128
294	Cabal_技能_魔导士冰霜吐息	Skill_PlayerMD_BSTX	Sounds/Skill/Skill_PlayerMD_BSTX	0.5	2.5	20	180	0	0	-1	-1	5	128
295	Cabal_技能_魔导士凤火燎原1段	Skill_PlayerMD_FHLY1	Sounds/Skill/Skill_PlayerMD_FHLY1	0.5	2.5	20	180	0	0.2	-1	-1	5	128
296	Cabal_技能_魔导士凤火燎原2段	Skill_PlayerMD_FHLY2	Sounds/Skill/Skill_PlayerMD_FHLY2	0.5	2.5	20	180	0	0.2	-1	-1	5	128
297	Cabal_技能_魔导士冰冻世界1段	Skill_PlayerMD_BDSJ1	Sounds/Skill/Skill_PlayerMD_BDSJ1	0.5	2.5	20	180	0	0	-1	-1	5	128
298	Cabal_技能_魔导士冰冻世界2段	Skill_PlayerMD_BDSJ2	Sounds/Skill/Skill_PlayerMD_BDSJ2	0.5	2.5	20	180	0	0	-1	-1	5	128
299	Cabal_技能_魔导士变身PVE熔岩巨龙	Skill_Player_MD_BsPVE_RYJL	Sounds/Skill/Skill_PlayerMD_BsPVE_RYJL	0.5	2.5	20	180	0	0	-1	-1	5	128
300	Cabal_技能_魔导士变身PVE自身	Skill_PlayerMD_BsPVE	Sounds/Skill/Skill_PlayerMD_BsPVE	0.5	2.5	20	180	0	0	-1	-1	5	128
301	Cabal_技能_魔导士变身PVP自身	Skill_PlayerMD_BsPVP	Sounds/Skill/Skill_PlayerMD_BsPVP	0.5	2.5	20	180	0	0	-1	-1	5	128
302	Cabal_技能_魔导士变身静默立场	Skill_PlayerMD_BsJMLC	Sounds/Skill/Skill_PlayerMD_BsJMLC	0.5	2.5	20	180	0	0	-1	-1	5	128
303	Cabal_技能_魔导士变身普攻1	Skill_PlayerMD_BsPugong1	Sounds/Skill/Skill_PlayerMD_BsPugong1	0.5	2.5	20	180	0	0	-1	-1	5	128
304	Cabal_技能_魔导士变身普攻2	Skill_PlayerMD_BsPugong2	Sounds/Skill/Skill_PlayerMD_BsPugong2	0.5	2.5	20	180	0	0	-1	-1	5	128
305	Cabal_技能_魔导士变身普攻3	Skill_PlayerMD_BsPugong3	Sounds/Skill/Skill_PlayerMD_BsPugong3	0.5	2.5	20	180	0	0	-1	-1	5	128
306	Cabal_人物_阿尔得巴兰	Aerdebalan	Sounds/talk/Aerdebalan	0.5	3.5	20	180	0	0	-1	-1	5	128
307	Cabal_人物_艾琳娜	Ailina	Sounds/talk/Ailina	0.5	3.5	20	180	0	0	-1	-1	5	128
308	Cabal_人物_阿里奥奈尔	Alinaiaoer	Sounds/talk/Alinaiaoer	0.5	3.5	20	180	0	0	-1	-1	5	128
309	Cabal_人物_贝拉德里克斯	Bellatrix	Sounds/talk/Bellatrix	0.5	3.5	20	180	0	0	-1	-1	5	128
310	Cabal_人物_菲尔沦	Feierlun	Sounds/talk/Feierlun	0.5	3.5	20	180	0	0	-1	-1	5	128
311	Cabal_人物_弗里德	Fred	Sounds/talk/Fred	0.5	3.5	20	180	0	0	-1	-1	5	128
312	Cabal_语音教学-寻路	Guild_FindWay	Sounds/talk/Guild_FindWay	0.5	5	20	180	0	0	-1	-1	5	128
313	Cabal_语音教学-获得新骑乘	Guild_GetNewRide	Sounds/talk/Guild_GetNewRide	0.5	5	20	180	0	0	-1	-1	5	128
314	Cabal_语音教学-强化	Guild_Intensify	Sounds/talk/Guild_Intensify	0.5	5	20	180	0	0	-1	-1	5	128
315	Cabal_语音教学-主菜单	Guild_MainMenu	Sounds/talk/Guild_MainMenu	0.5	5	20	180	0	0	-1	-1	5	128
316	Cabal_语音教学-宠物出战	Guild_Pet_Attack	Sounds/talk/Guild_Pet_Attack	0.5	5	20	180	0	0	-1	-1	5	128
317	Cabal_语音教学-宠物克隆	Guild_Pet_Clone	Sounds/talk/Guild_Pet_Clone	0.5	5	20	180	0	0	-1	-1	5	128
318	Cabal_语音教学-宠物幸运值	Guild_Pet_Lucky	Sounds/talk/Guild_Pet_Lucky	0.5	5	20	180	0	0	-1	-1	5	128
319	Cabal_语音教学-宠物技能	Guild_Pet_Skill	Sounds/talk/Guild_Pet_Skill	0.5	5	20	180	0	0	-1	-1	5	128
320	Cabal_语音教学-元素技能	Guild_Pet_Skill_Element	Sounds/talk/Guild_Pet_Skill_Element	0.5	5	20	180	0	0	-1	-1	5	128
321	Cabal_语音教学-宠物天赋技能	Guild_Pet_Skill_Talent	Sounds/talk/Guild_Pet_Skill_Talent	0.5	5	20	180	0	0	-1	-1	5	128
322	Cabal_语音教学-符文	Guild_Rune	Sounds/talk/Guild_Rune	0.5	5	20	180	0	0	-1	-1	5	128
323	Cabal_语音教学-变身怒气值	Jiaoxue8	Sounds/talk/Jiaoxue8	0.5	5	20	180	0	0	-1	-1	1	128
324	Cabal_语音教学-变身规则	Guild_Shapeshift_PvPPvE	Sounds/talk/Guild_Shapeshift_PvPPvE	0.5	5	20	180	0	0	-1	-1	5	128
325	Cabal_语音教学-魂器	Guild_Soul	Sounds/talk/Guild_Soul	0.5	5	20	180	0	0	-1	-1	5	128
326	Cabal_语音教学-剧情副本三星目标	Guild_StoryCopy1	Sounds/talk/Guild_StoryCopy1	0.5	5	20	180	0	0	-1	-1	5	128
327	Cabal_语音教学-剧情副本星级奖励	Guild_StoryCopy2	Sounds/talk/Guild_StoryCopy2	0.5	5	20	180	0	0	-1	-1	5	128
328	Cabal_语音教学-使用道具	Guild_Tools	Sounds/talk/Guild_Tools	0.5	5	20	180	0	0	-1	-1	5	128
329	Cabal_人物_海因达	Haiyinda	Sounds/talk/Haiyinda	0.5	3.5	20	180	0	0	-1	-1	5	128
330	Cabal_人物_黑伊尔	Heiyier	Sounds/talk/Heiyier	0.5	3.5	20	180	0	0	-1	-1	5	128
331	Cabal_人物_霍姆斯	Huomusi	Sounds/talk/Huomusi	0.5	3.5	20	180	0	0	-1	-1	5	128
332	Cabal_人物_琳	Lin	Sounds/talk/Lin	0.5	3.5	20	180	0	0	-1	-1	5	128
333	Cabal_人物_里奇莱	Liqilai	Sounds/talk/Liqilai	0.5	3.5	20	180	0	0	-1	-1	5	128
334	Cabal_人物_马修斯	Maxiusi	Sounds/talk/Maxiusi	0.5	3.5	20	180	0	0	-1	-1	5	128
335	Cabal_人物_梅里娅	Meiliya	Sounds/talk/Meiliya	0.5	3.5	20	180	0	0	-1	-1	5	128
336	Cabal_人物_佩特伦	Peitelun	Sounds/talk/Peitelun	0.5	3.5	20	180	0	0	-1	-1	5	128
337	Cabal_人物_皮亚索拉	Piyasuola	Sounds/talk/Piyasuola	0.5	3.5	20	180	0	0	-1	-1	5	128
338	Cabal_人物_乔安娜	Qiaoanna	Sounds/talk/Qiaoanna	0.5	3.5	20	180	0	0	-1	-1	5	128
339	Cabal_人物_特斯基	Tesiji	Sounds/talk/Tesiji	0.5	3.5	20	180	0	0	-1	-1	5	128
340	Cabal_人物_斯卡伊德	Sikayide	Sounds/talk/Sikayide	0.5	3.5	20	180	0	0	-1	-1	5	128
341	Cabal_技能_狂战士PVE变身狂怒	Skill_PlayerKZ_BsPVE_KN	Sounds/Skill/Skill_PlayerKZ_BsPVE_KN	0.5	1.5	20	180	0	0.3	-1	-1	5	128
342	Cabal_技能_狂战士PVE变身旋风斩	Skill_PlayerKZ_BSPVE_XFZ	Sounds/Skill/Skill_PlayerKZ_BSPVE_XFZ	0.5	1.5	20	180	0	0.3	-1	-1	5	128
343	Cabal_技能_狂战士PVP变身开山憾地（animation367）	Skill_PlayerKZ_BsPVP_KSHD	Sounds/Skill/Skill_PlayerKZ_BsPVP_KSHD	0.5	1.5	20	180	0	0.3	-1	-1	5	128
344	Cabal_技能_狂战士PVP变身天崩地裂	Skill_PlayerKZ_BsPVP_TBDL	Sounds/Skill/Skill_PlayerKZ_BsPVP_TBDL	0.5	1.5	20	180	0	0.3	-1	-1	5	128
345	Cabal_技能_魔导师PVE变身流星风暴	Skill_PlayerMD_BsPVE_LXFB	Sounds/Skill/Skill_PlayerMD_BsPVE_LXFB	0.5	1.5	20	180	0	0.3	-1	-1	5	128
346	Cabal_技能_魔导师PVE变身龙卷风	Skill_PlayerMD_BsPVE_LJF	Sounds/Skill/Skill_PlayerMD_BsPVE_LJF	0.5	1.5	20	180	0	0.3	-1	-1	5	128
347	Cabal_技能_魔导师PVP变身冰霜轰爆	Skill_PlayerMD_BsPVP_BSHB	Sounds/Skill/Skill_PlayerMD_BsPVP_BSHB	0.5	1.5	20	180	0	0.3	-1	-1	5	128
348	Cabal_技能_魔导师PVP变身制裁之雷	Skill_PlayerMD_BsPVP_ZCZL	Sounds/Skill/Skill_PlayerMD_BsPVP_ZCZL	0.5	1.5	20	180	0	0.3	-1	-1	5	128
349	Cabal_技能_双剑士PVE变身剑刃龙卷	Skill_PlayerSJ_BsPVE_JRLJ	Sounds/Skill/Skill_PlayerSJ_BsPVE_JRLJ	0.5	1.5	20	180	0	0.3	-1	-1	5	128
350	Cabal_技能_双剑士PVE变身双剑乱舞	Skill_PlayerSJ_BsPVE_SJLW	Sounds/Skill/Skill_PlayerSJ_BsPVE_SJLW	0.5	1.5	20	180	0	0.3	-1	-1	5	128
351	Cabal_UI_更换角色	UI_ChangeCharacter	Sounds/UI/UI_ChangeCharacter	0.5	2	20	180	0	0	-1	-1	4	128
352	Cabal_UI_选择角色界面返回	UI_ChooseBack	Sounds/UI/UI_ChooseBack	0.5	2	20	180	0	0	-1	-1	4	128
353	Cabal_UI_选角界面狂战士	UI_ChooseKZ	Sounds/UI/UI_ChooseKZ	0.5	2	20	180	0	0	-1	-1	4	128
354	Cabal_UI_选角界面魔导师	UI_ChooseMD	Sounds/UI/UI_ChooseMD	0.5	2	20	180	0	0	-1	-1	4	128
355	Cabal_UI_选角界面双剑士	UI_ChooseSJ	Sounds/UI/UI_ChooseSJ	0.5	2	20	180	0	0	-1	-1	4	128
356	Cabal_UI_进入游戏	UI_EnterGame	Sounds/UI/UI_EnterGame	0.5	1	20	180	0	0	-1	-1	4	128
357	Cabal_UI_打开角色界面	UI_Occupation	Sounds/UI/UI_Occupation	0.5	2	20	180	0	0	-1	-1	4	128
358	Cabal_通用副本音乐01	Cabal_CopyScene01	Sounds/SceneBG/Cabal_CopyScene01	0	0.3	10	180	1	0	0.5	0.5	1	128
359	Cabal_通用副本音乐02	Cabal_CopyScene02	Sounds/SceneBG/Cabal_CopyScene02	0	0.3	10	180	1	0	0.5	0.5	1	128
360	Cabal_通用副本音乐03	Cabal_CopyScene03	Sounds/SceneBG/Cabal_CopyScene03	0	0.3	10	180	1	0	0.5	0.5	1	128
361	Cabal_通用副本音乐04	Cabal_CopyScene04	Sounds/SceneBG/Cabal_CopyScene04	0	0.3	10	180	1	0	0.5	0.5	1	128
362	Cabal_竞技场音乐	Cabal_JingJiChang	Sounds/SceneBG/Cabal_JingJiChang	0	0.3	10	180	1	0	0.5	0.5	1	128
363	Cabal_场景音乐_勒克斯港	Cabal_LeKeSiGang	Sounds/SceneBG/Cabal_LeKeSiGang	0	0.3	10	180	1	0	0.5	0.5	1	128
364	Cabal_场景音乐_呼啸沙漠	Cabal_HuXiaoShaMo	Sounds/SceneBG/Cabal_HuXiaoShaMo	0	0.3	10	180	1	0	0.5	0.5	1	128
365	Cabal_场景音乐_血色冰封	Cabal_XueSeBingFeng	Sounds/SceneBG/Cabal_XueSeBingFeng	0	0.3	10	180	1	0	0.5	0.5	1	128
366	Cabal_场景音乐_通用野外	Cabal_YeWai	Sounds/SceneBG/Cabal_YeWai	0	0.3	10	180	1	0	0.5	0.5	1	128
367	Cabal_UI_进入角色选择界面	UI_EnterChooseChar	Sounds/UI/UI_EnterChooseChar	0.5	1	20	180	0	0	-1	-1	4	128
368	Cabal_技能_狂战士变身普攻1	Skill_PlayerKZ_BsPugong1	Sounds/Skill/Skill_PlayerKZ_BsPugong1	0.5	2.5	20	180	0	0	-1	-1	5	128
369	Cabal_技能_狂战士变身普攻2	Skill_PlayerKZ_BsPugong2	Sounds/Skill/Skill_PlayerKZ_BsPugong2	0.5	2.5	20	180	0	0	-1	-1	5	128
370	Cabal_技能_双剑士PVE变身自身动作	Skill_PlayerSJ_BsPVE	Sounds/Skill/Skill_PlayerSJ_BsPVE	0.5	2.5	20	180	0	0	-1	-1	5	128
371	Cabal_技能_通用PVP变身自身动作	Skill_PlayerKZ_BsPVE	Sounds/Skill/Skill_PlayerAll_BsPVP	0.5	2.5	20	180	0	0	-1	-1	5	128
372	Cabal_人物_艾克	Npc_AiKe	Sounds/talk/Npc_AiKe	0.5	3.5	20	180	0	0	-1	-1	5	128
373	Cabal_人物_贝蕾格莉	Npc_BeiLeiGeLi	Sounds/talk/Npc_BeiLeiGeLi	0.5	3.5	20	180	0	0	-1	-1	5	128
374	Cabal_人物_卡娜	Npc_KaNa	Sounds/talk/Npc_KaNa	0.5	3.5	20	180	0	0	-1	-1	5	128
375	Cabal_人物_尤安	Npc_YouAn	Sounds/talk/Npc_YouAn	0.5	3.5	20	180	0	0	-1	-1	5	128
376	Cabal_人物_魔王01	Npc_MoWang01	Sounds/talk/Npc_MoWang01	0.5	3.5	20	180	0	0	-1	-1	5	128
377	Cabal_人物_魔王02	Npc_MoWang02	Sounds/talk/Npc_MoWang02	0.5	3.5	20	180	0	0	-1	-1	5	128
378	Cabal_人物_魔王03	Npc_MoWang03	Sounds/talk/Npc_MoWang03	0.5	3.5	20	180	0	0	-1	-1	5	128
379	Cabal_人物_魔王04	Npc_MoWang04	Sounds/talk/Npc_MoWang04	0.5	3.5	20	180	0	0	-1	-1	5	128
380	Cabal_技能_魔导师雷暴闪烁	Skill_PlayerMD_LBSS	Sounds/Skill/Skill_PlayerMD_LBSS	0.5	1.5	20	180	0	0.3	-1	-1	5	128
