Id	Desc	Name	Info	Icon	Type	OpenLevel	ProductGroup	StaticProductItemId	Money	Stamina	StuffID1	StuffCount1	StuffID2	StuffCount2	StuffID3	StuffCount3	StuffID4	StuffCount4	SortID
177		职业橙套少林鞋子(100)9阶	少林佛语靴·9阶	xiezi08	4	100	-1	12500	10000	40	12490	1	70038	12	70053	1	-1	-1	1
178		职业橙套少林鞋子(100)10阶	少林佛语靴·10阶	xiezi08	4	100	-1	12510	10000	40	12500	1	70038	15	70053	1	-1	-1	1
179		职业橙套少林手腕(80)1阶	少林精舍腕·1阶	shoutao08	4	80	-1	12518	8000	40	42508	1	70036	3	70051	1	-1	-1	1
180		职业橙套少林手腕(90)1阶	少林大乘腕·1阶	shoutao08	4	90	-1	12519	9000	40	42509	1	70037	3	70052	1	-1	-1	1
181		职业橙套少林手腕(100)1阶	少林佛语腕·1阶	shoutao08	4	100	-1	12520	10000	40	42510	1	70038	3	70053	1	-1	-1	1
182		职业橙套少林手腕(80)2阶	少林精舍腕·2阶	shoutao08	4	80	-1	12528	8000	40	12518	1	70036	4	70051	1	-1	-1	1
183		职业橙套少林手腕(90)2阶	少林大乘腕·2阶	shoutao08	4	90	-1	12529	9000	40	12519	1	70037	4	70052	1	-1	-1	1
184		职业橙套少林手腕(100)2阶	少林佛语腕·2阶	shoutao08	4	100	-1	12530	10000	40	12520	1	70038	4	70053	1	-1	-1	1
185		职业橙套少林手腕(80)3阶	少林精舍腕·3阶	shoutao08	4	80	-1	12538	8000	40	12528	1	70036	5	70051	1	-1	-1	1
186		职业橙套少林手腕(90)3阶	少林大乘腕·3阶	shoutao08	4	90	-1	12539	9000	40	12529	1	70037	5	70052	1	-1	-1	1
187		职业橙套少林手腕(100)3阶	少林佛语腕·3阶	shoutao08	4	100	-1	12540	10000	40	12530	1	70038	5	70053	1	-1	-1	1
188		职业橙套少林手腕(80)4阶	少林精舍腕·4阶	shoutao08	4	80	-1	12548	8000	40	12538	1	70036	6	70051	1	-1	-1	1
189		职业橙套少林手腕(90)4阶	少林大乘腕·4阶	shoutao08	4	90	-1	12549	9000	40	12539	1	70037	6	70052	1	-1	-1	1
190		职业橙套少林手腕(100)4阶	少林佛语腕·4阶	shoutao08	4	100	-1	12550	10000	40	12540	1	70038	6	70053	1	-1	-1	1
191		职业橙套少林手腕(80)5阶	少林精舍腕·5阶	shoutao08	4	80	-1	12558	8000	40	12548	1	70036	7	70051	1	-1	-1	1
192		职业橙套少林手腕(90)5阶	少林大乘腕·5阶	shoutao08	4	90	-1	12559	9000	40	12549	1	70037	7	70052	1	-1	-1	1
193		职业橙套少林手腕(100)5阶	少林佛语腕·5阶	shoutao08	4	100	-1	12560	10000	40	12550	1	70038	7	70053	1	-1	-1	1
194		职业橙套少林手腕(100)6阶	少林佛语腕·6阶	shoutao08	4	100	-1	12570	10000	40	12560	1	70038	8	70053	1	-1	-1	1
195		职业橙套少林手腕(100)7阶	少林佛语腕·7阶	shoutao08	4	100	-1	12580	10000	40	12570	1	70038	9	70053	1	-1	-1	1
196		职业橙套少林手腕(100)8阶	少林佛语腕·8阶	shoutao08	4	100	-1	12590	10000	40	12580	1	70038	10	70053	1	-1	-1	1
197		职业橙套少林手腕(100)9阶	少林佛语腕·9阶	shoutao08	4	100	-1	12600	10000	40	12590	1	70038	12	70053	1	-1	-1	1
198		职业橙套少林手腕(100)10阶	少林佛语腕·10阶	shoutao08	4	100	-1	12610	10000	40	12600	1	70038	15	70053	1	-1	-1	1
199		职业橙套少林饰品1(80)1阶	少林精舍坠·1阶	shipin08	4	80	-1	12718	8000	40	42708	1	70036	3	70051	1	-1	-1	1
200		职业橙套少林饰品1(90)1阶	少林大乘坠·1阶	shipin08	4	90	-1	12719	9000	40	42709	1	70037	3	70052	1	-1	-1	1
201		职业橙套少林饰品1(100)1阶	少林佛语坠·1阶	shipin08	4	100	-1	12720	10000	40	42710	1	70038	3	70053	1	-1	-1	1
202		VIP少林饰品1(90)1阶	少林降龙坠·1阶	shipin08	4	90	-1	12721	9000	40	59035	1	70037	3	70052	1	-1	-1	1
203		职业橙套少林饰品1(80)2阶	少林精舍坠·2阶	shipin08	4	80	-1	12728	8000	40	12718	1	70036	4	70051	1	-1	-1	1
204		职业橙套少林饰品1(90)2阶	少林大乘坠·2阶	shipin08	4	90	-1	12729	9000	40	12719	1	70037	4	70052	1	-1	-1	1
205		职业橙套少林饰品1(100)2阶	少林佛语坠·2阶	shipin08	4	100	-1	12730	10000	40	12720	1	70038	4	70053	1	-1	-1	1
206		VIP少林饰品1(90)2阶	少林降龙坠·2阶	shipin08	4	90	-1	12731	9000	40	12721	1	70037	4	70052	1	-1	-1	1
207		职业橙套少林饰品1(80)3阶	少林精舍坠·3阶	shipin08	4	80	-1	12738	8000	40	12728	1	70036	5	70051	1	-1	-1	1
208		职业橙套少林饰品1(90)3阶	少林大乘坠·3阶	shipin08	4	90	-1	12739	9000	40	12729	1	70037	5	70052	1	-1	-1	1
209		职业橙套少林饰品1(100)3阶	少林佛语坠·3阶	shipin08	4	100	-1	12740	10000	40	12730	1	70038	5	70053	1	-1	-1	1
210		VIP少林饰品1(90)3阶	少林降龙坠·3阶	shipin08	4	90	-1	12741	9000	40	12731	1	70037	5	70052	1	-1	-1	1
211		职业橙套少林饰品1(80)4阶	少林精舍坠·4阶	shipin08	4	80	-1	12748	8000	40	12738	1	70036	6	70051	1	-1	-1	1
212		职业橙套少林饰品1(90)4阶	少林大乘坠·4阶	shipin08	4	90	-1	12749	9000	40	12739	1	70037	6	70052	1	-1	-1	1
213		职业橙套少林饰品1(100)4阶	少林佛语坠·4阶	shipin08	4	100	-1	12750	10000	40	12740	1	70038	6	70053	1	-1	-1	1
214		VIP少林饰品1(90)4阶	少林降龙坠·4阶	shipin08	4	90	-1	12751	9000	40	12741	1	70037	6	70052	1	-1	-1	1
215		职业橙套少林饰品1(80)5阶	少林精舍坠·5阶	shipin08	4	80	-1	12758	8000	40	12748	1	70036	7	70051	1	-1	-1	1
216		职业橙套少林饰品1(90)5阶	少林大乘坠·5阶	shipin08	4	90	-1	12759	9000	40	12749	1	70037	7	70052	1	-1	-1	1
217		职业橙套少林饰品1(100)5阶	少林佛语坠·5阶	shipin08	4	100	-1	12760	10000	40	12750	1	70038	7	70053	1	-1	-1	1
218		VIP少林饰品1(90)5阶	少林降龙坠·5阶	shipin08	4	90	-1	12761	9000	40	12751	1	70037	7	70052	1	-1	-1	1
219		职业橙套少林饰品1(100)6阶	少林佛语坠·6阶	shipin08	4	100	-1	12770	10000	40	12760	1	70038	8	70053	1	-1	-1	1
220		职业橙套少林饰品1(100)7阶	少林佛语坠·7阶	shipin08	4	100	-1	12780	10000	40	12770	1	70038	9	70053	1	-1	-1	1
221		职业橙套少林饰品1(100)8阶	少林佛语坠·8阶	shipin08	4	100	-1	12790	10000	40	12780	1	70038	10	70053	1	-1	-1	1
222		职业橙套少林饰品1(100)9阶	少林佛语坠·9阶	shipin08	4	100	-1	12800	10000	40	12790	1	70038	12	70053	1	-1	-1	1
223		职业橙套少林饰品1(100)10阶	少林佛语坠·10阶	shipin08	4	100	-1	12810	10000	40	12800	1	70038	15	70053	1	-1	-1	1
224		职业橙套天山头部(80)1阶	天山无相帽·1阶	maozi08	4	80	-1	13118	8000	40	43108	1	70036	3	70051	1	-1	-1	1
225		职业橙套天山头部(90)1阶	天山同生帽·1阶	maozi08	4	90	-1	13119	9000	40	43109	1	70037	3	70052	1	-1	-1	1
226		职业橙套天山头部(100)1阶	天山融雪帽·1阶	maozi08	4	100	-1	13120	10000	40	43110	1	70038	3	70053	1	-1	-1	1
227		职业橙套天山头部(80)2阶	天山无相帽·2阶	maozi08	4	80	-1	13128	8000	40	13118	1	70036	4	70051	1	-1	-1	1
228		职业橙套天山头部(90)2阶	天山同生帽·2阶	maozi08	4	90	-1	13129	9000	40	13119	1	70037	4	70052	1	-1	-1	1
229		职业橙套天山头部(100)2阶	天山融雪帽·2阶	maozi08	4	100	-1	13130	10000	40	13120	1	70038	4	70053	1	-1	-1	1
230		职业橙套天山头部(80)3阶	天山无相帽·3阶	maozi08	4	80	-1	13138	8000	40	13128	1	70036	5	70051	1	-1	-1	1
231		职业橙套天山头部(90)3阶	天山同生帽·3阶	maozi08	4	90	-1	13139	9000	40	13129	1	70037	5	70052	1	-1	-1	1
232		职业橙套天山头部(100)3阶	天山融雪帽·3阶	maozi08	4	100	-1	13140	10000	40	13130	1	70038	5	70053	1	-1	-1	1
233		职业橙套天山头部(80)4阶	天山无相帽·4阶	maozi08	4	80	-1	13148	8000	40	13138	1	70036	6	70051	1	-1	-1	1
234		职业橙套天山头部(90)4阶	天山同生帽·4阶	maozi08	4	90	-1	13149	9000	40	13139	1	70037	6	70052	1	-1	-1	1
235		职业橙套天山头部(100)4阶	天山融雪帽·4阶	maozi08	4	100	-1	13150	10000	40	13140	1	70038	6	70053	1	-1	-1	1
236		职业橙套天山头部(80)5阶	天山无相帽·5阶	maozi08	4	80	-1	13158	8000	40	13148	1	70036	7	70051	1	-1	-1	1
237		职业橙套天山头部(90)5阶	天山同生帽·5阶	maozi08	4	90	-1	13159	9000	40	13149	1	70037	7	70052	1	-1	-1	1
238		职业橙套天山头部(100)5阶	天山融雪帽·5阶	maozi08	4	100	-1	13160	10000	40	13150	1	70038	7	70053	1	-1	-1	1
239		职业橙套天山头部(100)6阶	天山融雪帽·6阶	maozi08	4	100	-1	13170	10000	40	13160	1	70038	8	70053	1	-1	-1	1
240		职业橙套天山头部(100)7阶	天山融雪帽·7阶	maozi08	4	100	-1	13180	10000	40	13170	1	70038	9	70053	1	-1	-1	1
241		职业橙套天山头部(100)8阶	天山融雪帽·8阶	maozi08	4	100	-1	13190	10000	40	13180	1	70038	10	70053	1	-1	-1	1
242		职业橙套天山头部(100)9阶	天山融雪帽·9阶	maozi08	4	100	-1	13200	10000	40	13190	1	70038	12	70053	1	-1	-1	1
243		职业橙套天山头部(100)10阶	天山融雪帽·10阶	maozi08	4	100	-1	13210	10000	40	13200	1	70038	15	70053	1	-1	-1	1
244		职业橙套天山上衣(80)1阶	天山无相衣·1阶	jinyutao	4	80	-1	13218	8000	40	43208	1	70036	3	70051	1	-1	-1	1
245		职业橙套天山上衣(90)1阶	天山同生衣·1阶	tianshan90	4	90	-1	13219	9000	40	43209	1	70037	3	70052	1	-1	-1	1
246		职业橙套天山上衣(100)1阶	天山融雪衣·1阶	tianshan100	4	100	-1	13220	10000	40	43210	1	70038	3	70053	1	-1	-1	1
247		VIP天山上衣(90)1阶	天山降龙衣·1阶	shangyi_tianshan_10	4	90	-1	13221	9000	40	59014	1	70037	3	70052	1	-1	-1	1
248		职业橙套天山上衣(80)2阶	天山无相衣·2阶	jinyutao	4	80	-1	13228	8000	40	13218	1	70036	4	70051	1	-1	-1	1
249		职业橙套天山上衣(90)2阶	天山同生衣·2阶	tianshan90	4	90	-1	13229	9000	40	13219	1	70037	4	70052	1	-1	-1	1
250		职业橙套天山上衣(100)2阶	天山融雪衣·2阶	tianshan100	4	100	-1	13230	10000	40	13220	1	70038	4	70053	1	-1	-1	1
251		VIP天山上衣(90)2阶	天山降龙衣·2阶	shangyi_tianshan_10	4	90	-1	13231	9000	40	13221	1	70037	4	70052	1	-1	-1	1
252		职业橙套天山上衣(80)3阶	天山无相衣·3阶	jinyutao	4	80	-1	13238	8000	40	13228	1	70036	5	70051	1	-1	-1	1
253		职业橙套天山上衣(90)3阶	天山同生衣·3阶	tianshan90	4	90	-1	13239	9000	40	13229	1	70037	5	70052	1	-1	-1	1
254		职业橙套天山上衣(100)3阶	天山融雪衣·3阶	tianshan100	4	100	-1	13240	10000	40	13230	1	70038	5	70053	1	-1	-1	1
255		VIP天山上衣(90)3阶	天山降龙衣·3阶	shangyi_tianshan_10	4	90	-1	13241	9000	40	13231	1	70037	5	70052	1	-1	-1	1
256		职业橙套天山上衣(80)4阶	天山无相衣·4阶	jinyutao	4	80	-1	13248	8000	40	13238	1	70036	6	70051	1	-1	-1	1
257		职业橙套天山上衣(90)4阶	天山同生衣·4阶	tianshan90	4	90	-1	13249	9000	40	13239	1	70037	6	70052	1	-1	-1	1
258		职业橙套天山上衣(100)4阶	天山融雪衣·4阶	tianshan100	4	100	-1	13250	10000	40	13240	1	70038	6	70053	1	-1	-1	1
259		VIP天山上衣(90)4阶	天山降龙衣·4阶	shangyi_tianshan_10	4	90	-1	13251	9000	40	13241	1	70037	6	70052	1	-1	-1	1
260		职业橙套天山上衣(80)5阶	天山无相衣·5阶	jinyutao	4	80	-1	13258	8000	40	13248	1	70036	7	70051	1	-1	-1	1
261		职业橙套天山上衣(90)5阶	天山同生衣·5阶	tianshan90	4	90	-1	13259	9000	40	13249	1	70037	7	70052	1	-1	-1	1
262		职业橙套天山上衣(100)5阶	天山融雪衣·5阶	tianshan100	4	100	-1	13260	10000	40	13250	1	70038	7	70053	1	-1	-1	1
263		VIP天山上衣(90)5阶	天山降龙衣·5阶	shangyi_tianshan_10	4	90	-1	13261	9000	40	13251	1	70037	7	70052	1	-1	-1	1
264		职业橙套天山上衣(100)6阶	天山融雪衣·6阶	tianshan100	4	100	-1	13270	10000	40	13260	1	70038	8	70053	1	-1	-1	1
265		职业橙套天山上衣(100)7阶	天山融雪衣·7阶	tianshan100	4	100	-1	13280	10000	40	13270	1	70038	9	70053	1	-1	-1	1
266		职业橙套天山上衣(100)8阶	天山融雪衣·8阶	tianshan100	4	100	-1	13290	10000	40	13280	1	70038	10	70053	1	-1	-1	1
267		职业橙套天山上衣(100)9阶	天山融雪衣·9阶	tianshan100	4	100	-1	13300	10000	40	13290	1	70038	12	70053	1	-1	-1	1
268		职业橙套天山上衣(100)10阶	天山融雪衣·10阶	tianshan100	4	100	-1	13310	10000	40	13300	1	70038	15	70053	1	-1	-1	1
269		职业橙套天山下衣(80)1阶	天山无相裤·1阶	kuzi08	4	80	-1	13318	8000	40	43308	1	70036	3	70051	1	-1	-1	1
270		职业橙套天山下衣(90)1阶	天山同生裤·1阶	kuzi08	4	90	-1	13319	9000	40	43309	1	70037	3	70052	1	-1	-1	1
271		职业橙套天山下衣(100)1阶	天山融雪裤·1阶	kuzi08	4	100	-1	13320	10000	40	43310	1	70038	3	70053	1	-1	-1	1
272		VIP天山下衣(90)1阶	天山降龙裤·1阶	kuzi08	4	90	-1	13321	9000	40	59032	1	70037	3	70052	1	-1	-1	1
273		职业橙套天山下衣(80)2阶	天山无相裤·2阶	kuzi08	4	80	-1	13328	8000	40	13318	1	70036	4	70051	1	-1	-1	1
274		职业橙套天山下衣(90)2阶	天山同生裤·2阶	kuzi08	4	90	-1	13329	9000	40	13319	1	70037	4	70052	1	-1	-1	1
275		职业橙套天山下衣(100)2阶	天山融雪裤·2阶	kuzi08	4	100	-1	13330	10000	40	13320	1	70038	4	70053	1	-1	-1	1
276		VIP天山下衣(90)2阶	天山降龙裤·2阶	kuzi08	4	90	-1	13331	9000	40	13321	1	70037	4	70052	1	-1	-1	1
277		职业橙套天山下衣(80)3阶	天山无相裤·3阶	kuzi08	4	80	-1	13338	8000	40	13328	1	70036	5	70051	1	-1	-1	1
278		职业橙套天山下衣(90)3阶	天山同生裤·3阶	kuzi08	4	90	-1	13339	9000	40	13329	1	70037	5	70052	1	-1	-1	1
279		职业橙套天山下衣(100)3阶	天山融雪裤·3阶	kuzi08	4	100	-1	13340	10000	40	13330	1	70038	5	70053	1	-1	-1	1
280		VIP天山下衣(90)3阶	天山降龙裤·3阶	kuzi08	4	90	-1	13341	9000	40	13331	1	70037	5	70052	1	-1	-1	1
281		职业橙套天山下衣(80)4阶	天山无相裤·4阶	kuzi08	4	80	-1	13348	8000	40	13338	1	70036	6	70051	1	-1	-1	1
282		职业橙套天山下衣(90)4阶	天山同生裤·4阶	kuzi08	4	90	-1	13349	9000	40	13339	1	70037	6	70052	1	-1	-1	1
283		职业橙套天山下衣(100)4阶	天山融雪裤·4阶	kuzi08	4	100	-1	13350	10000	40	13340	1	70038	6	70053	1	-1	-1	1
284		VIP天山下衣(90)4阶	天山降龙裤·4阶	kuzi08	4	90	-1	13351	9000	40	13341	1	70037	6	70052	1	-1	-1	1
285		职业橙套天山下衣(80)5阶	天山无相裤·5阶	kuzi08	4	80	-1	13358	8000	40	13348	1	70036	7	70051	1	-1	-1	1
286		职业橙套天山下衣(90)5阶	天山同生裤·5阶	kuzi08	4	90	-1	13359	9000	40	13349	1	70037	7	70052	1	-1	-1	1
287		职业橙套天山下衣(100)5阶	天山融雪裤·5阶	kuzi08	4	100	-1	13360	10000	40	13350	1	70038	7	70053	1	-1	-1	1
288		VIP天山下衣(90)5阶	天山降龙裤·5阶	kuzi08	4	90	-1	13361	9000	40	13351	1	70037	7	70052	1	-1	-1	1
289		职业橙套天山下衣(100)6阶	天山融雪裤·6阶	kuzi08	4	100	-1	13370	10000	40	13360	1	70038	8	70053	1	-1	-1	1
290		职业橙套天山下衣(100)7阶	天山融雪裤·7阶	kuzi08	4	100	-1	13380	10000	40	13370	1	70038	9	70053	1	-1	-1	1
291		职业橙套天山下衣(100)8阶	天山融雪裤·8阶	kuzi08	4	100	-1	13390	10000	40	13380	1	70038	10	70053	1	-1	-1	1
292		职业橙套天山下衣(100)9阶	天山融雪裤·9阶	kuzi08	4	100	-1	13400	10000	40	13390	1	70038	12	70053	1	-1	-1	1
293		职业橙套天山下衣(100)10阶	天山融雪裤·10阶	kuzi08	4	100	-1	13410	10000	40	13400	1	70038	15	70053	1	-1	-1	1
294		职业橙套天山鞋子(80)1阶	天山无相靴·1阶	xiezi08	4	80	-1	13418	8000	40	43408	1	70036	3	70051	1	-1	-1	1
295		职业橙套天山鞋子(90)1阶	天山同生靴·1阶	xiezi08	4	90	-1	13419	9000	40	43409	1	70037	3	70052	1	-1	-1	1
296		职业橙套天山鞋子(100)1阶	天山融雪靴·1阶	xiezi08	4	100	-1	13420	10000	40	43410	1	70038	3	70053	1	-1	-1	1
297		职业橙套天山鞋子(80)2阶	天山无相靴·2阶	xiezi08	4	80	-1	13428	8000	40	13418	1	70036	4	70051	1	-1	-1	1
298		职业橙套天山鞋子(90)2阶	天山同生靴·2阶	xiezi08	4	90	-1	13429	9000	40	13419	1	70037	4	70052	1	-1	-1	1
299		职业橙套天山鞋子(100)2阶	天山融雪靴·2阶	xiezi08	4	100	-1	13430	10000	40	13420	1	70038	4	70053	1	-1	-1	1
300		职业橙套天山鞋子(80)3阶	天山无相靴·3阶	xiezi08	4	80	-1	13438	8000	40	13428	1	70036	5	70051	1	-1	-1	1
301		职业橙套天山鞋子(90)3阶	天山同生靴·3阶	xiezi08	4	90	-1	13439	9000	40	13429	1	70037	5	70052	1	-1	-1	1
302		职业橙套天山鞋子(100)3阶	天山融雪靴·3阶	xiezi08	4	100	-1	13440	10000	40	13430	1	70038	5	70053	1	-1	-1	1
303		职业橙套天山鞋子(80)4阶	天山无相靴·4阶	xiezi08	4	80	-1	13448	8000	40	13438	1	70036	6	70051	1	-1	-1	1
304		职业橙套天山鞋子(90)4阶	天山同生靴·4阶	xiezi08	4	90	-1	13449	9000	40	13439	1	70037	6	70052	1	-1	-1	1
305		职业橙套天山鞋子(100)4阶	天山融雪靴·4阶	xiezi08	4	100	-1	13450	10000	40	13440	1	70038	6	70053	1	-1	-1	1
306		职业橙套天山鞋子(80)5阶	天山无相靴·5阶	xiezi08	4	80	-1	13458	8000	40	13448	1	70036	7	70051	1	-1	-1	1
307		职业橙套天山鞋子(90)5阶	天山同生靴·5阶	xiezi08	4	90	-1	13459	9000	40	13449	1	70037	7	70052	1	-1	-1	1
308		职业橙套天山鞋子(100)5阶	天山融雪靴·5阶	xiezi08	4	100	-1	13460	10000	40	13450	1	70038	7	70053	1	-1	-1	1
309		职业橙套天山鞋子(100)6阶	天山融雪靴·6阶	xiezi08	4	100	-1	13470	10000	40	13460	1	70038	8	70053	1	-1	-1	1
310		职业橙套天山鞋子(100)7阶	天山融雪靴·7阶	xiezi08	4	100	-1	13480	10000	40	13470	1	70038	9	70053	1	-1	-1	1
311		职业橙套天山鞋子(100)8阶	天山融雪靴·8阶	xiezi08	4	100	-1	13490	10000	40	13480	1	70038	10	70053	1	-1	-1	1
312		职业橙套天山鞋子(100)9阶	天山融雪靴·9阶	xiezi08	4	100	-1	13500	10000	40	13490	1	70038	12	70053	1	-1	-1	1
313		职业橙套天山鞋子(100)10阶	天山融雪靴·10阶	xiezi08	4	100	-1	13510	10000	40	13500	1	70038	15	70053	1	-1	-1	1
314		职业橙套天山手腕(80)1阶	天山无相腕·1阶	shoutao08	4	80	-1	13518	8000	40	43508	1	70036	3	70051	1	-1	-1	1
315		职业橙套天山手腕(90)1阶	天山同生腕·1阶	shoutao08	4	90	-1	13519	9000	40	43509	1	70037	3	70052	1	-1	-1	1
316		职业橙套天山手腕(100)1阶	天山融雪腕·1阶	shoutao08	4	100	-1	13520	10000	40	43510	1	70038	3	70053	1	-1	-1	1
317		职业橙套天山手腕(80)2阶	天山无相腕·2阶	shoutao08	4	80	-1	13528	8000	40	13518	1	70036	4	70051	1	-1	-1	1
318		职业橙套天山手腕(90)2阶	天山同生腕·2阶	shoutao08	4	90	-1	13529	9000	40	13519	1	70037	4	70052	1	-1	-1	1
319		职业橙套天山手腕(100)2阶	天山融雪腕·2阶	shoutao08	4	100	-1	13530	10000	40	13520	1	70038	4	70053	1	-1	-1	1
320		职业橙套天山手腕(80)3阶	天山无相腕·3阶	shoutao08	4	80	-1	13538	8000	40	13528	1	70036	5	70051	1	-1	-1	1
321		职业橙套天山手腕(90)3阶	天山同生腕·3阶	shoutao08	4	90	-1	13539	9000	40	13529	1	70037	5	70052	1	-1	-1	1
322		职业橙套天山手腕(100)3阶	天山融雪腕·3阶	shoutao08	4	100	-1	13540	10000	40	13530	1	70038	5	70053	1	-1	-1	1
323		职业橙套天山手腕(80)4阶	天山无相腕·4阶	shoutao08	4	80	-1	13548	8000	40	13538	1	70036	6	70051	1	-1	-1	1
324		职业橙套天山手腕(90)4阶	天山同生腕·4阶	shoutao08	4	90	-1	13549	9000	40	13539	1	70037	6	70052	1	-1	-1	1
325		职业橙套天山手腕(100)4阶	天山融雪腕·4阶	shoutao08	4	100	-1	13550	10000	40	13540	1	70038	6	70053	1	-1	-1	1
326		职业橙套天山手腕(80)5阶	天山无相腕·5阶	shoutao08	4	80	-1	13558	8000	40	13548	1	70036	7	70051	1	-1	-1	1
327		职业橙套天山手腕(90)5阶	天山同生腕·5阶	shoutao08	4	90	-1	13559	9000	40	13549	1	70037	7	70052	1	-1	-1	1
328		职业橙套天山手腕(100)5阶	天山融雪腕·5阶	shoutao08	4	100	-1	13560	10000	40	13550	1	70038	7	70053	1	-1	-1	1
329		职业橙套天山手腕(100)6阶	天山融雪腕·6阶	shoutao08	4	100	-1	13570	10000	40	13560	1	70038	8	70053	1	-1	-1	1
330		职业橙套天山手腕(100)7阶	天山融雪腕·7阶	shoutao08	4	100	-1	13580	10000	40	13570	1	70038	9	70053	1	-1	-1	1
331		职业橙套天山手腕(100)8阶	天山融雪腕·8阶	shoutao08	4	100	-1	13590	10000	40	13580	1	70038	10	70053	1	-1	-1	1
332		职业橙套天山手腕(100)9阶	天山融雪腕·9阶	shoutao08	4	100	-1	13600	10000	40	13590	1	70038	12	70053	1	-1	-1	1
333		职业橙套天山手腕(100)10阶	天山融雪腕·10阶	shoutao08	4	100	-1	13610	10000	40	13600	1	70038	15	70053	1	-1	-1	1
334		职业橙套天山饰品1(80)1阶	天山无相坠·1阶	shipin08	4	80	-1	13718	8000	40	43708	1	70036	3	70051	1	-1	-1	1
335		职业橙套天山饰品1(90)1阶	天山同生坠·1阶	shipin08	4	90	-1	13719	9000	40	43709	1	70037	3	70052	1	-1	-1	1
336		职业橙套天山饰品1(100)1阶	天山融雪坠·1阶	shipin08	4	100	-1	13720	10000	40	43710	1	70038	3	70053	1	-1	-1	1
337		VIP天山饰品1(90)1阶	天山降龙坠·1阶	shipin08	4	90	-1	13721	9000	40	59036	1	70037	3	70052	1	-1	-1	1
338		职业橙套天山饰品1(80)2阶	天山无相坠·2阶	shipin08	4	80	-1	13728	8000	40	13718	1	70036	4	70051	1	-1	-1	1
339		职业橙套天山饰品1(90)2阶	天山同生坠·2阶	shipin08	4	90	-1	13729	9000	40	13719	1	70037	4	70052	1	-1	-1	1
340		职业橙套天山饰品1(100)2阶	天山融雪坠·2阶	shipin08	4	100	-1	13730	10000	40	13720	1	70038	4	70053	1	-1	-1	1
341		VIP天山饰品1(90)2阶	天山降龙坠·2阶	shipin08	4	90	-1	13731	9000	40	13721	1	70037	4	70052	1	-1	-1	1
342		职业橙套天山饰品1(80)3阶	天山无相坠·3阶	shipin08	4	80	-1	13738	8000	40	13728	1	70036	5	70051	1	-1	-1	1
343		职业橙套天山饰品1(90)3阶	天山同生坠·3阶	shipin08	4	90	-1	13739	9000	40	13729	1	70037	5	70052	1	-1	-1	1
344		职业橙套天山饰品1(100)3阶	天山融雪坠·3阶	shipin08	4	100	-1	13740	10000	40	13730	1	70038	5	70053	1	-1	-1	1
345		VIP天山饰品1(90)3阶	天山降龙坠·3阶	shipin08	4	90	-1	13741	9000	40	13731	1	70037	5	70052	1	-1	-1	1
346		职业橙套天山饰品1(80)4阶	天山无相坠·4阶	shipin08	4	80	-1	13748	8000	40	13738	1	70036	6	70051	1	-1	-1	1
347		职业橙套天山饰品1(90)4阶	天山同生坠·4阶	shipin08	4	90	-1	13749	9000	40	13739	1	70037	6	70052	1	-1	-1	1
348		职业橙套天山饰品1(100)4阶	天山融雪坠·4阶	shipin08	4	100	-1	13750	10000	40	13740	1	70038	6	70053	1	-1	-1	1
349		VIP天山饰品1(90)4阶	天山降龙坠·4阶	shipin08	4	90	-1	13751	9000	40	13741	1	70037	6	70052	1	-1	-1	1
350		职业橙套天山饰品1(80)5阶	天山无相坠·5阶	shipin08	4	80	-1	13758	8000	40	13748	1	70036	7	70051	1	-1	-1	1
351		职业橙套天山饰品1(90)5阶	天山同生坠·5阶	shipin08	4	90	-1	13759	9000	40	13749	1	70037	7	70052	1	-1	-1	1
352		职业橙套天山饰品1(100)5阶	天山融雪坠·5阶	shipin08	4	100	-1	13760	10000	40	13750	1	70038	7	70053	1	-1	-1	1
353		VIP天山饰品1(90)5阶	天山降龙坠·5阶	shipin08	4	90	-1	13761	9000	40	13751	1	70037	7	70052	1	-1	-1	1
354		职业橙套天山饰品1(100)6阶	天山融雪坠·6阶	shipin08	4	100	-1	13770	10000	40	13760	1	70038	8	70053	1	-1	-1	1
355		职业橙套天山饰品1(100)7阶	天山融雪坠·7阶	shipin08	4	100	-1	13780	10000	40	13770	1	70038	9	70053	1	-1	-1	1
356		职业橙套天山饰品1(100)8阶	天山融雪坠·8阶	shipin08	4	100	-1	13790	10000	40	13780	1	70038	10	70053	1	-1	-1	1
357		职业橙套天山饰品1(100)9阶	天山融雪坠·9阶	shipin08	4	100	-1	13800	10000	40	13790	1	70038	12	70053	1	-1	-1	1
358		职业橙套天山饰品1(100)10阶	天山融雪坠·10阶	shipin08	4	100	-1	13810	10000	40	13800	1	70038	15	70053	1	-1	-1	1
359		职业橙套逍遥头部(80)1阶	逍遥八荒帽·1阶	maozi08	4	80	-1	14118	8000	40	44108	1	70036	3	70051	1	-1	-1	1
360		职业橙套逍遥头部(90)1阶	逍遥六合帽·1阶	maozi08	4	90	-1	14119	9000	40	44109	1	70037	3	70052	1	-1	-1	1
361		职业橙套逍遥头部(100)1阶	逍遥纯阳帽·1阶	maozi08	4	100	-1	14120	10000	40	44110	1	70038	3	70053	1	-1	-1	1
362		职业橙套逍遥头部(80)2阶	逍遥八荒帽·2阶	maozi08	4	80	-1	14128	8000	40	14118	1	70036	4	70051	1	-1	-1	1
