Id	Desc	Name	ScriptId	ConsumeFlag	CoolDownId	UseParamA	UseParamB	UseParamC	UseParamD	UseParamE
56626	段誉侠客	段誉侠客	114	1	-1	53	0	-1	0	0
56627	虚竹侠客	虚竹侠客	114	1	-1	54	0	-1	0	0
56628	【废弃】萧峰侠客	萧峰侠客	114	1	-1	55	0	-1	0	0
56629	萧远山侠客	萧远山侠客	114	1	-1	56	0	-1	0	0
56630	慕容博侠客	慕容博侠客	114	1	-1	57	0	-1	0	0
56631	逍遥子侠客	逍遥子侠客	114	1	-1	58	0	-1	0	0
56632	无崖子侠客	无崖子侠客	114	1	-1	59	0	-1	0	0
56633	扫地神僧侠客	扫地神僧侠客	114	1	-1	60	0	-1	0	0
56634	2W经验丹	四品经验丹	106	1	-1	0	20000	-1	0	0
56635	5W经验丹	五品经验丹	106	1	-1	0	50000	-1	0	0
56636	10W经验丹	六品经验丹	106	1	-1	0	100000	-1	0	0
56637	20W经验丹	七品经验丹	106	1	-1	0	200000	-1	0	0
56638	50W经验丹	八品经验丹	106	1	-1	0	500000	-1	0	0
56639	100W经验丹	九品经验丹	106	1	-1	0	1000000	-1	0	0
58057	伙伴技能书宝箱	伙伴技能书宝箱	104	1	-1	1	35	-1	0	0
59001	Vip1礼包	10级橙色武器	107	1	-1	0	0	-1	0	0
59002	Vip2礼包	紫色钟灵	109	1	-1	10	3	-1	0	0
59003	【废弃】Vip3礼包	打星石礼包	107	1	-1	0	0	-1	0	0
59004	【废弃】Vip5礼包	冰魄神丹礼包	107	1	-1	0	0	-1	0	0
59005	Vip7宠物	【暂定】掌柜萌萌哒	109	1	-1	4	4	-1	0	0
59006	【废弃】Vip12礼包	70级橙色武器	107	1	-1	0	0	-1	0	0
59021	结婚马车	结婚马车	111	1	-1	2	0	-1	0	0
59022	结婚礼服	结婚礼服	117	1	-1	2	0	-1	0	0
59023	VIP4王语嫣	王语嫣	110	1	-1	2	0	-1	0	0
59024	VIP8阿朱	阿朱	110	1	-1	3	0	-1	0	0
59025	SNS分享者	分享礼包	120	1	-1	-1	-1	-1	1	1
59026	SNS参与者	成长礼包	120	1	-1	-1	-1	-1	1	1
59027	SNS分享者	分享礼包（30级）	120	1	-1	-1	-1	-1	1	1
59028	SNS参与者	成长礼包（30级）	120	1	-1	-1	-1	-1	1	1
59029	金币5000	金币5000	108	1	-1	0	5000	-1	0	0
59030	绑定元宝50	绑定元宝50	108	1	-1	2	50	-1	0	0
59039	狮子7	狮子	111	1	-1	2	0	-1	0	0
59040	狮子30	狮子	111	1	-1	2	0	-1	0	0
59041	狮子永久	狮子	111	1	-1	2	0	-1	0	0
59042	麒麟7	麒麟	111	1	-1	2	0	-1	0	0
59043	麒麟30	麒麟	111	1	-1	2	0	-1	0	0
59044	麒麟永久	麒麟	111	1	-1	2	0	-1	0	0
59045	白马7日	白马	111	1	-1	2	0	-1	0	0
59046	白马永久	白马（永久）	111	1	-1	2	0	-1	0	0
59047	封测礼包	封测礼包	123	1	-1	-1	-1	-1	0	0
59048	人物改名书	人物改名书	122	0	-1	1	0	-1	0	0
59049	帮会改名书	帮会改名书	122	0	-1	2	0	-1	0	0
59050	师门改名书	师门改名书	122	0	-1	3	0	-1	0	0
59051	陆行雕7	陆行雕7	111	1	-1	2	0	-1	0	0
59052	陆行雕30	陆行雕30	111	1	-1	2	0	-1	0	0
59053	陆行雕永久	陆行雕永久	111	1	-1	2	0	-1	0	0
59066	世界BOSS宝石包（临时）	宝石奖励包	104	1	-1	1	2156	-1	0	0
59067	世界BOSS技能书包（临时）	伙伴技能书奖励包	104	1	-1	1	2157	-1	0	0
59068	世界BOSS天山童姥伙伴包（临时）	天山童姥伙伴奖励包	104	1	-1	1	2158	-1	0	0
59070	中转礼包-个人	中转礼包-个人	104	1	-1	1	2164	-1	0	0
59071	中转礼包-公会	中转礼包-公会	104	1	-1	1	2165	-1	0	0
59072	战神礼包	战神礼包	104	1	-1	1	2159	-1	0	0
59073	争霸礼包	争霸礼包	104	1	-1	1	2160	-1	0	0
59074	公会礼包	公会礼包	104	1	-1	1	2161	-1	0	0
59075	会长礼包	会长礼包	104	1	-1	1	2162	-1	0	0
59076	元老礼包	元老礼包	104	1	-1	1	2163	-1	0	0
59077	粉花小烟花	落英如画烟花	124	1	124	2	-1	-1	0	0
59078	蓝星小烟花	繁星点点烟花	124	1	124	3	-1	-1	0	0
59079	橙桃小烟花	红心飘零烟花	124	1	124	4	-1	-1	0	0
59080	橙射中烟花	华美绽放焰火	124	1	124	5	-1	-1	0	0
59081	粉荆中烟花	漫天花雨焰火	124	1	124	6	-1	-1	0	0
59082	缤纷大烟花	缤纷璀璨礼花	124	1	124	7	-1	-1	0	0
59084	副本钥匙（聚贤庄）	副本钥匙（聚贤庄）	121	1	-1	11	1	-1	0	0
59085	副本钥匙（燕子坞）	副本钥匙（燕子坞）	121	1	-1	19	1	-1	0	0
59086	副本钥匙（燕王古墓）	副本钥匙（燕王古墓）	121	1	-1	27	1	-1	0	0
59087	副本钥匙（珍珑棋局）	副本钥匙（珍珑棋局）	121	1	-1	28	1	-1	0	0
59088	副本钥匙（少室山）	副本钥匙（少室山）	121	1	-1	31	1	-1	0	0
59089	仙侣情缘（7天）	仙侣情缘（7天）	117	1	-1	0	0	-1	0	0
59090	仙侣情缘（30天）	仙侣情缘（30天）	117	1	-1	0	1	-1	0	0
59091	仙侣情缘（永久）	仙侣情缘（永久）	117	1	-1	0	2	-1	0	0
59092	暗淡雕灵（7天）	暗淡雕灵（7天）	117	1	-1	1	0	-1	0	0
59093	暗淡雕灵（30天）	暗淡雕灵（30天）	117	1	-1	1	1	-1	0	0
59094	暗淡雕灵（永久）	暗淡雕灵（永久）	117	1	-1	1	2	-1	0	0
59095	新婚礼服（7天）	新婚礼服（7天）	117	1	-1	2	0	-1	0	0
59096	新婚礼服（30天）	新婚礼服（30天）	117	1	-1	2	1	-1	0	0
59097	新婚礼服（永久）	新婚礼服（永久）	117	1	-1	2	2	-1	0	0
59098	龙门飞甲（7天）	龙门飞甲（7天）	117	1	-1	3	0	-1	0	0
59099	龙门飞甲（30天）	龙门飞甲（30天）	117	1	-1	3	1	-1	0	0
59100	龙门飞甲（永久）	龙门飞甲（永久）	117	1	-1	3	2	-1	0	0
59101	大方无隅（7天）	大方无隅（7天）	117	1	-1	4	0	-1	0	0
59102	大方无隅（30天）	大方无隅（30天）	117	1	-1	4	1	-1	0	0
59103	大方无隅（永久）	大方无隅（永久）	117	1	-1	4	2	-1	0	0
59104	弦月菩心（7天）	弦月菩心（7天）	117	1	-1	5	0	-1	0	0
59105	弦月菩心（30天）	弦月菩心（30天）	117	1	-1	5	1	-1	0	0
59106	弦月菩心（永久）	弦月菩心（永久）	117	1	-1	5	2	-1	0	0
59107	寒山采晴（7天）	寒山采晴（7天）	117	1	-1	6	0	-1	0	0
59108	寒山采晴（30天）	寒山采晴（30天）	117	1	-1	6	1	-1	0	0
59109	寒山采晴（永久）	寒山采晴（永久）	117	1	-1	6	2	-1	0	0
59110	日月同辉（7天）	日月同辉（7天）	117	1	-1	7	0	-1	0	0
59111	日月同辉（30天）	日月同辉（30天）	117	1	-1	7	1	-1	0	0
59112	日月同辉（永久）	日月同辉（永久）	117	1	-1	7	2	-1	0	0
59113	封测元老	封测元老	116	1	-1	0	86	-1	0	0
59114	战神	战神	116	1	-1	0	87	-1	0	0
59115	公会争霸	帮会争霸	116	1	-1	0	88	-1	0	0
59116	万圣节_南瓜	南瓜	126	0	-1	1	0	-1	0	0
59117	万圣节_普通礼包	糖果礼包	104	1	-1	1	2166	-1	0	0
59118	万圣节_豪华礼包	奢华糖果礼包	104	1	-1	1	2167	-1	0	0
59119	10万金币	小堆金币	108	1	-1	0	100000	-1	0	0
59120	100万金币	大堆金币	108	1	-1	0	1000000	-1	0	0
59121	800元宝	元宝如山	108	1	-1	2	800	-1	0	0
59122	万圣节_熊猫时装3	清新翠竹	117	1	-1	8	0	-1	0	0
59123	万圣节_熊猫时装7	清新翠竹	117	1	-1	8	0	-1	0	0
59124	万圣节_熊猫时装永久	清新翠竹	117	1	-1	8	0	-1	0	0
59125	万圣节_熊猫坐骑3	翠竹熊猫	111	1	-1	2	0	-1	0	0
59126	万圣节_熊猫坐骑7	翠竹熊猫	111	1	-1	2	0	-1	0	0
59127	万圣节_熊猫坐骑永久	翠竹熊猫（永久）	111	1	-1	2	0	-1	0	0
59128	光棍节_玫瑰	娇艳玫瑰	125	1	-1	0	0	-1	0	0
59129	情人节_巧克力	沁香巧克力	125	1	-1	0	0	-1	0	0
59130	光棍节_1天时装包	相亲装束	104	1	-1	1	2168	-1	0	0
59131	龙门飞甲（1天）	龙门飞甲	117	1	-1	3	0	-1	0	0
59132	大方无隅（1天）	大方无隅	117	1	-1	4	0	-1	0	0
59133	弦月菩心（1天）	弦月菩心	117	1	-1	5	0	-1	0	0
59134	寒山采晴（1天）	寒山采晴	117	1	-1	6	0	-1	0	0
59135	日月同辉（1天）	日月同辉	117	1	-1	2	0	-1	0	0
59136	感恩节_火鸡	烤火鸡	104	1	-1	1	2169	-1	0	0
59137	感恩节_称号	火鸡终结者	116	1	-1	0	90	-1	0	0
59138	10000金币	10000金币	108	1	-1	0	10000	-1	0	0
59139	50000金币	50000金币	108	1	-1	0	50000	-1	0	0
59140	500000金币	500000金币	108	1	-1	0	500000	-1	0	0
59141	感恩节_礼包	恩赐礼包	104	1	-1	1	2191	-1	0	0
59143	红马7天	汗血马	111	1	-1	2	0	-1	0	0
59144	红马永久	汗血马（永久）	111	1	-1	2	0	-1	0	0
59146	赤炎麒麟7	赤炎麒麟7	111	1	-1	2	0	-1	0	0
59147	赤炎麒麟30	赤炎麒麟30	111	1	-1	2	0	-1	0	0
59148	赤炎麒麟永久	赤炎麒麟永久	111	1	-1	2	0	-1	0	0
59149	绑定元宝100	绑定元宝100	108	1	-1	2	100	-1	0	0
59150	陆行金雕7	陆行金雕7	111	1	-1	2	0	-1	0	0
59151	陆行金雕30	陆行金雕30	111	1	-1	2	0	-1	0	0
59152	陆行金雕永久	陆行金雕永久	111	1	-1	2	0	-1	0	0
59153	天龙兄弟情	天龙兄弟情称号	116	1	-1	0	96	-1	0	0
59154	名冠天下	名冠天下称号	116	1	-1	0	97	-1	0	0
59155	恋恋相依	恋恋相依称号	116	1	-1	0	98	-1	0	0
59156	情深似海	情深似海称号	116	1	-1	0	99	-1	0	0
59157	惊鸿侠影	惊鸿侠影称号	116	1	-1	0	100	-1	0	0
59158	会员称号	独家会员称号	116	1	-1	0	85	-1	0	0
59159	会长称号	独家会长称号	116	1	-1	0	84	-1	0	0
59160	除魔卫道	除魔卫道称号	116	1	-1	0	101	-1	0	0
59161	栖霞彩凤（7日）	栖霞彩凤（7日）	111	1	-1	2	0	-1	0	0
59162	栖霞彩凤（30日）	栖霞彩凤（30日）	111	1	-1	2	0	-1	0	0
59163	栖霞彩凤（永久）	栖霞彩凤（永久）	111	1	-1	2	0	-1	0	0
59164	结婚礼包	高级结婚礼包	104	1	-1	1	2195	-1	0	0
59165	结婚马车	结婚马车	111	1	-1	2	0	-1	0	0
59169	精致的圣诞袜（圣诞礼包）	精致的圣诞袜	104	1	-1	1	2207	-1	0	0
59174	圣诞节_圣诞时装3	踏雪寻梅	117	1	-1	9	0	-1	0	0
59175	圣诞节_圣诞时装7	踏雪寻梅	117	1	-1	9	0	-1	0	0
59176	圣诞节_圣诞时装永久	踏雪寻梅	117	1	-1	9	0	-1	0	0
59177	圣诞节称号	圣诞大使称号	116	1	-1	0	102	-1	0	0
59178	圣诞宠物_雪人（白）	白滚滚	109	1	-1	29	0	-1	0	0
59179	圣诞宠物_雪人（绿）	白滚滚	109	1	-1	29	1	-1	0	0
59180	圣诞宠物_雪人（蓝）	白滚滚	109	1	-1	29	2	-1	0	0
59181	圣诞宠物_雪人（紫）	白滚滚	109	1	-1	29	3	-1	0	0
59182	圣诞宠物_雪人（橙）	白滚滚	109	1	-1	29	4	-1	0	0
59185	红马永久（30日）	汗血马	111	1	-1	2	0	-1	0	0
59186	圣诞节_个人第1名	圣诞状元礼包	104	1	-1	1	2196	-1	0	0
59187	圣诞节_个人第2名	圣诞榜眼礼包	104	1	-1	1	2197	-1	0	0
59188	圣诞节_个人第3名	圣诞探花礼包	104	1	-1	1	2198	-1	0	0
59189	圣诞节_个人第4~5名	圣诞进士礼包	104	1	-1	1	2199	-1	0	0
59190	圣诞节_个人第6~10名	圣诞会元礼包	104	1	-1	1	2200	-1	0	0
59191	圣诞节_个人第11~20名	圣诞解元礼包	104	1	-1	1	2201	-1	0	0
59192	圣诞节_个人第21~50名	圣诞举人礼包	104	1	-1	1	2202	-1	0	0
59193	圣诞节_个人第51~100名	圣诞秀才礼包	104	1	-1	1	2203	-1	0	0
59194	圣诞节_帮会第1名	圣诞首席帮会礼包	104	1	-1	1	2204	-1	0	0
59195	圣诞节_帮会第2~3名	圣诞次席帮会礼包	104	1	-1	1	2205	-1	0	0
59196	圣诞节_帮会第4~10名	圣诞列席帮会礼包	104	1	-1	1	2206	-1	0	0
59197	3级宝石礼包	3级宝石礼包	104	1	-1	1	104	-1	0	0
59198	初级轻功要诀	初级轻功要诀	129	1	-1	0	0	-1	0	0
59199	高级轻功要诀	高级轻功要诀	129	1	-1	0	0	-1	0	0
59200	火狐礼包_普通	火狐锦囊	104	1	-1	1	2210	-1	0	0
59201	火狐礼包_豪华	火狐福袋	104	1	-1	1	2211	-1	0	0
59202	凤凰礼包_豪华	凤凰福袋	104	1	-1	1	2214	-1	0	0
59203	绑定元宝500	绑定元宝500	108	1	-1	2	500	-1	0	0
59204	回流礼包	回流礼包	104	1	-1	1	2216	-1	0	0
59205	天龙（7日）	天龙（7日）	111	1	-1	2	0	-1	0	0
59206	天龙（30日）	天龙（30日）	111	1	-1	2	0	-1	0	0
59207	天龙（永久）	天龙（永久）	111	1	-1	2	0	-1	0	0
59208	美人卡片	梅剑	110	1	-1	15	0	-1	0	0
59209	美人卡片	兰剑	110	1	-1	16	0	-1	0	0
59210	美人卡片	竹剑	110	1	-1	17	0	-1	0	0
59211	美人卡片	菊剑	110	1	-1	18	0	-1	0	0
59212	美人卡片	神仙姐姐	110	1	-1	19	0	-1	0	0
59213	美人卡片	香香公主	110	1	-1	20	0	-1	0	0
59214	美人卡片	何铁手	110	1	-1	21	0	-1	0	0
59215	美人卡片	温青青	110	1	-1	22	0	-1	0	0
59224	春节_羊年年兽碎片（7天）	羊年年兽碎片	111	1	-1	2	0	-1	0	0
59225	春节_羊年年兽碎片（永久）	羊年年兽碎片	111	1	-1	2	0	-1	0	0
59226	春节_羊年礼包	羊年礼包	104	1	-1	1	2224	-1	0	0
59227	春节_三羊开泰大礼包	三羊开泰大礼包	104	1	-1	1	2225	-1	0	0
59231	情人节_巧克力蛋糕礼包	巧克力蛋糕	104	1	-1	1	2264	-1	0	0
59232	春节_羊年年兽碎片（30天）	羊年年兽碎片	111	1	-1	2	0	-1	0	0
59233	春节_春节服装（7天）	喜气洋洋	117	1	-1	10	0	-1	0	0
59234	春节_春节服装（30天）	喜气洋洋	117	1	-1	10	0	-1	0	0
59235	春节_春节服装（永久）	喜气洋洋	117	1	-1	10	0	-1	0	0
59239	情人节_巧克力礼包	沁香巧克力	104	1	-1	1	2263	-1	0	0
59246	情人节_情人节服装（7天）	心心相印	117	1	-1	11	0	-1	0	0
59247	情人节_情人节服装（30天）	心心相印	117	1	-1	11	0	-1	0	0
59248	情人节_情人节服装（永久）	心心相印	117	1	-1	11	0	-1	0	0
59278	红包称号_1	壕无人道	116	1	-1	0	103	-1	0	0
59279	红包称号_2	壕气冲天	116	1	-1	0	104	-1	0	0
59280	红包称号_3	壕情万丈	116	1	-1	0	105	-1	0	0
59281	红包称号_4	富贵散人	116	1	-1	0	106	-1	0	0
59282	红包称号_5	慷慨解囊	116	1	-1	0	107	-1	0	0
59283	红包称号_6	广结善缘	116	1	-1	0	108	-1	0	0
59284	情人节送花称号_1	玫瑰香气	116	1	-1	0	109	-1	0	0
59285	情人节送花称号_2	绝世情圣	116	1	-1	0	110	-1	0	0
59286	情人节送花称号_3	旷世情痴	116	1	-1	0	111	-1	0	0
59287	情人节送花称号_4	乱世花神	116	1	-1	0	112	-1	0	0
59288	情人节送花称号_5	散花童子	116	1	-1	0	113	-1	0	0
59289	情人节送花称号_6	护花使者	116	1	-1	0	114	-1	0	0
59290	情人节收花称号_1	倾国倾城	116	1	-1	0	115	-1	0	0
59291	情人节收花称号_2	美艳绝伦	116	1	-1	0	116	-1	0	0
59292	情人节收花称号_3	魅力无边	116	1	-1	0	117	-1	0	0
59293	情人节收花称号_4	万众瞩目	116	1	-1	0	118	-1	0	0
59294	情人节收花称号_5	人见人爱	116	1	-1	0	119	-1	0	0
59295	情人节收花称号_6	大众情人	116	1	-1	0	120	-1	0	0
59301	金币宝箱	恭喜发财	104	1	-1	1	2221	-1	0	0
59302	金币宝箱2	财源广进	104	1	-1	1	2222	-1	0	0
59303	蔚蓝彩凤（7日）	蔚蓝彩凤	111	1	-1	2	0	-1	0	0
59304	蔚蓝彩凤（30日）	蔚蓝彩凤	111	1	-1	2	0	-1	0	0
59305	蔚蓝彩凤（永久）	蔚蓝彩凤（永久）	111	1	-1	2	0	-1	0	0
59306	金色游龙（7日）	金色游龙	111	1	-1	2	0	-1	0	0
59307	金色游龙（30日）	金色游龙	111	1	-1	2	0	-1	0	0
59308	金色游龙（永久）	金色游龙（永久）	111	1	-1	2	0	-1	0	0
59309	五星好评礼包	五星好评礼包	104	1	-1	1	2223	-1	0	0
59237	情人节_红玫瑰(邮件）	收获的红玫瑰	130	2	-1	0	0	0	0	0
59313	合服补偿礼包		104	1	-1	1	2331	-1	0	0
59314	合服帮会补偿礼包		104	1	-1	1	2332	-1	0	0
59315	合服师门补偿礼包		104	1	-1	1	2333	-1	0	0
59316	【废弃】VIP宠物_天龙	天龙	109	1	-1	33	5	-1	0	0
59317	【废弃】VIP宠物_萧峰	萧峰	109	1	-1	34	5	-1	0	0
59320	紫色伙伴技能书宝箱	紫色技能书宝箱	104	1	-1	1	2217	-1	0	0
59321	春节_个人第1名	春节状元礼包	104	1	-1	1	2255	-1	0	0
59322	春节_个人第2名	春节榜眼礼包	104	1	-1	1	2256	-1	0	0
59323	春节_个人第3名	春节探花礼包	104	1	-1	1	2257	-1	0	0
59324	春节_个人第4~5名	春节进士礼包	104	1	-1	1	2258	-1	0	0
59325	春节_个人第6~10名	春节会元礼包	104	1	-1	1	2259	-1	0	0
59326	春节_个人第11~20名	春节解元礼包	104	1	-1	1	2260	-1	0	0
59327	春节_个人第21~50名	春节举人礼包	104	1	-1	1	2261	-1	0	0
59328	春节_个人第51~100名	春节秀才礼包	104	1	-1	1	2262	-1	0	0
59329	队长礼包	队长礼包	104	1	-1	1	2270	-1	0	0
59330	情人节_送花第1名	情人节送花状元礼包	104	1	-1	1	2309	-1	0	0
59331	情人节_送花第2名	情人节送花榜眼礼包	104	1	-1	1	2310	-1	0	0
59332	情人节_送花第3名	情人节送花探花礼包	104	1	-1	1	2311	-1	0	0
59333	情人节_送花第4~5名	情人节送花进士礼包	104	1	-1	1	2312	-1	0	0
59334	情人节_送花第6~10名	情人节送花会元礼包	104	1	-1	1	2313	-1	0	0
59335	情人节_送花第11~20名	情人节送花解元礼包	104	1	-1	1	2314	-1	0	0
59336	情人节_送花第21~50名	情人节送花举人礼包	104	1	-1	1	2315	-1	0	0
59337	情人节_收花第1名	情人节收花状元礼包	104	1	-1	1	2316	-1	0	0
59338	情人节_收花第2名	情人节收花榜眼礼包	104	1	-1	1	2317	-1	0	0
59339	情人节_收花第3名	情人节收花探花礼包	104	1	-1	1	2318	-1	0	0
59340	情人节_收花第4~5名	情人节收花进士礼包	104	1	-1	1	2319	-1	0	0
59341	情人节_收花第6~10名	情人节收花会元礼包	104	1	-1	1	2320	-1	0	0
59342	情人节_收花第11~20名	情人节收花解元礼包	104	1	-1	1	2321	-1	0	0
59343	情人节_收花第21~50名	情人节收花举人礼包	104	1	-1	1	2322	-1	0	0
59344	春节_拜年礼包	拜年大礼包	104	1	-1	1	2323	-1	0	0
59345	春节_元宵礼包	元宵大礼包	104	1	-1	1	2324	-1	0	0
59346	绑定元宝666	666元宝	108	1	-1	2	666	-1	0	0
59347	绑定元宝88	88元宝	108	1	-1	2	88	-1	0	0
59348	2000000金币	2000000金币	108	1	-1	0	2000000	-1	0	0
59349	1500000金币	1500000金币	108	1	-1	0	1500000	-1	0	0
59350	200000金币	200000金币	108	1	-1	0	200000	-1	0	0
59353	资料片二回流礼包	回流礼包	104	1	-1	1	2341	-1	0	0
59354	V9羊年礼包	V9羊年礼包	132	1	-1	-1	-1	-1	0	0
59355	V10羊年礼包	V10羊年礼包	132	1	-1	-1	-1	-1	0	0
59356	V11羊年礼包	V11羊年礼包	132	1	-1	-1	-1	-1	0	0
59357	V12羊年礼包	V12羊年礼包	132	1	-1	-1	-1	-1	0	0
59358	V13羊年礼包	V13羊年礼包	132	1	-1	-1	-1	-1	0	0
59359	V14羊年礼包	V14羊年礼包	132	1	-1	-1	-1	-1	0	0
59360	V15羊年礼包	V15羊年礼包	132	1	-1	-1	-1	-1	0	0
59361	10级大礼包	10级大礼包	131	1	-1	-1	-1	-1	0	0
59362	20级大礼包	20级大礼包	131	1	-1	-1	-1	-1	0	0
59363	30级大礼包	30级大礼包	131	1	-1	-1	-1	-1	0	0
59364	40级大礼包	40级大礼包	131	1	-1	-1	-1	-1	0	0
59365	50级大礼包	50级大礼包	131	1	-1	-1	-1	-1	0	0
59366	60级大礼包	60级大礼包	131	1	-1	-1	-1	-1	0	0
59367	70级大礼包	70级大礼包	131	1	-1	-1	-1	-1	0	0
59368	80级大礼包	80级大礼包	131	1	-1	-1	-1	-1	0	0
59369	90级大礼包	90级大礼包	131	1	-1	-1	-1	-1	0	0
59370	100级大礼包	100级大礼包	131	1	-1	-1	-1	-1	0	0
59371	台湾版需求礼包	春节大红包	104	1	-1	1	2342	-1	0	0
59372	台湾版需求礼包	姻缘锦礼	104	1	-1	1	2343	-1	0	0
59373	台湾版需求礼包	元宵佳礼	104	1	-1	1	2344	-1	0	0
59375	坐骑狼（7日）	红焰菱狼	111	1	-1	2	0	-1	0	0
59376	坐骑狼（30日）	红焰菱狼	111	1	-1	2	0	-1	0	0
59377	坐骑狼（永久）	红焰菱狼	111	1	-1	2	0	-1	0	0
59382	竹剑美人礼包	竹韵清雅福袋	104	1	-1	2	-1	-1	0	0
59389	滑板永久	滑板(永久)	111	1	-1	2	0	-1	0	0
59390	摩托车永久	摩托车(永久)	111	1	-1	1	0	-1	0	0
70001	魅力榜-一束鲜花	一束鲜花	134	1	-1	0	0	0	0	0
70002	魅力榜-小捧鲜花	小捧鲜花	134	1	-1	0	0	0	0	0
70003	魅力榜-大捧鲜花	大捧鲜花	134	1	-1	0	0	0	0	0
70004	魅力榜-一颗鸡蛋	一颗鸡蛋	134	1	-1	0	0	0	0	0
70005	魅力榜-小筐鸡蛋	小筐鸡蛋	134	1	-1	0	0	0	0	0
70006	魅力榜-大筐鸡蛋	大筐鸡蛋	134	1	-1	0	0	0	0	0
70007	魅力榜-魅力值	魅力值	133	1	-1	0	0	0	0	0
70008	魅力榜-橙色称号	风流倜傥	116	1	-1	0	126	-1	0	0
70009	魅力榜-紫色称号1	民倾六辅	116	1	-1	0	127	-1	0	0
70010	魅力榜-紫色称号2	一表非凡	116	1	-1	0	128	-1	0	0
70011	魅力榜-蓝色称号	气宇轩昂	116	1	-1	0	129	-1	0	0
70012	魅力榜-绿色称号	风度翩翩	116	1	-1	0	130	-1	0	0
70013	喇叭榜-橙色称号	语惊四座	116	1	-1	0	131	-1	0	0
70014	喇叭榜-紫色称号1	妙语连珠	116	1	-1	0	132	-1	0	0
70015	喇叭榜-紫色称号2	侃侃而谈	116	1	-1	0	133	-1	0	0
70016	喇叭榜-蓝色称号	口若悬河	116	1	-1	0	134	-1	0	0
70017	喇叭榜-绿色称号	能说会道	116	1	-1	0	135	-1	0	0
59379	守卫雁门关掉落称号	昭武校尉名牌（14天）	116	1	-1	0	136	-1	0	0
59380	守卫雁门关掉落称号	明威将军名牌（14天）	116	1	-1	0	137	-1	0	0
59381	守卫雁门关掉落称号	镇国大将军名牌（14天）	116	1	-1	0	138	-1	0	0
59383	充值榜称号	财运亨通	116	1	-1	0	67	-1	0	0
59384	充值榜称号	堆金迭玉	116	1	-1	0	68	-1	0	0
59385	充值榜称号	玉宇琼楼	116	1	-1	0	69	-1	0	0
59386	充值榜称号	富而好施	116	1	-1	0	70	-1	0	0
59387	充值榜称号	积善成德	116	1	-1	0	71	-1	0	0
59388	副本钥匙（雁门关）	副本钥匙（雁门关）	121	1	-1	41	1	-1	0	0
70018	推荐礼包	英雄辈出礼包	104	1	-1	1	2545	-1	0	0
70019	50级回馈礼包	50级推荐礼包	104	1	-1	1	2546	-1	0	0
70020	60级回馈礼包	60级推荐礼包	104	1	-1	1	2547	-1	0	0
70021	70级回馈礼包	70级推荐礼包	104	1	-1	1	2548	-1	0	0
70022	80级回馈礼包	80级推荐礼包	104	1	-1	1	2549	-1	0	0
70023	聚义礼包	聚义一堂礼包	104	1	-1	1	2550	-1	0	0
70024	聚义1次礼包	聚义1次礼包	104	1	-1	1	2551	-1	0	0
70025	聚义3次礼包	聚义3次礼包	104	1	-1	1	2552	-1	0	0
70026	聚义6次礼包	聚义6次礼包	104	1	-1	1	2553	-1	0	0
70027	聚义10次礼包	聚义10次礼包	104	1	-1	1	2554	-1	0	0
70028	聚义15次礼包	聚义15次礼包	104	1	-1	1	2555	-1	0	0
70029	聚义令	聚义令	135	0	-1	0	0	0	0	0
70031	回流活动专属坐骑	玉狮子（7天）	111	1	-1	2	0	-1	0	0
70032	回流活动专属坐骑	玉狮子（30天）	111	1	-1	2	0	-1	0	0
70033	回流活动专属坐骑	玉狮子（永久）	111	1	-1	2	0	-1	0	0
70034	共战每日任务完成奖励礼包	每日共战任务礼包	104	1	-1	1	2617	-1	0	0
70035	聚义一堂称号	群龙聚首	116	1	-1	0	139	-1	0	0
70054	绑定元宝200	绑定元宝200	108	1	-1	2	200	-1	0	0
70055	绑定元宝300	绑定元宝300	108	1	-1	2	300	-1	0	0
70067	少林100级VIP橙色武器礼包	少林·降龙宝箱	104	1	-1	1	2698	-1	0	0
70068	天山100级VIP橙色武器礼包	天山·降龙宝箱	104	1	-1	1	2699	-1	0	0
70069	逍遥100级VIP橙色武器礼包	逍遥·降龙宝箱	104	1	-1	1	2700	-1	0	0
70070	大理100级VIP橙色武器礼包	大理·降龙宝箱	104	1	-1	1	2701	-1	0	0
70071	丐帮100级VIP橙色武器礼包	丐帮·降龙宝箱	104	1	-1	1	2702	-1	0	0
70072	少林100级VIP橙色上衣礼包	少林·降龙衣宝箱	104	1	-1	1	2703	-1	0	0
70073	天山100级VIP橙色上衣礼包	天山·降龙衣宝箱	104	1	-1	1	2704	-1	0	0
70074	逍遥100级VIP橙色上衣礼包	逍遥·降龙衣宝箱	104	1	-1	1	2705	-1	0	0
70075	大理100级VIP橙色上衣礼包	大理·降龙衣宝箱	104	1	-1	1	2706	-1	0	0
70076	丐帮100级VIP橙色上衣礼包	丐帮·降龙衣宝箱	104	1	-1	1	2707	-1	0	0
70077	少林100级VIP橙色裤子礼包	少林·降龙裤宝箱	104	1	-1	1	2708	-1	0	0
70078	天山100级VIP橙色裤子礼包	天山·降龙裤宝箱	104	1	-1	1	2709	-1	0	0
70079	逍遥100级VIP橙色裤子礼包	逍遥·降龙裤宝箱	104	1	-1	1	2710	-1	0	0
70080	大理100级VIP橙色裤子礼包	大理·降龙裤宝箱	104	1	-1	1	2711	-1	0	0
