Id	Desc	TransferId
15448	职业橙套大理鞋子(80)4阶	45408
15548	职业橙套大理手腕(80)4阶	45508
15648	职业橙套大理武器(80)4阶	45608
15748	职业橙套大理饰品1(80)4阶	45708
15848	职业橙套大理饰品2(80)4阶	45808
15158	职业橙套大理头部(80)5阶	45108
15258	职业橙套大理上衣(80)5阶	45208
15358	职业橙套大理下衣(80)5阶	45308
15458	职业橙套大理鞋子(80)5阶	45408
15558	职业橙套大理手腕(80)5阶	45508
15658	职业橙套大理武器(80)5阶	45608
15758	职业橙套大理饰品1(80)5阶	45708
15858	职业橙套大理饰品2(80)5阶	45808
15119	职业橙套大理头部(90)1阶	45109
15219	职业橙套大理上衣(90)1阶	45209
15319	职业橙套大理下衣(90)1阶	45309
15419	职业橙套大理鞋子(90)1阶	45409
15519	职业橙套大理手腕(90)1阶	45509
15619	职业橙套大理武器(90)1阶	45609
15719	职业橙套大理饰品1(90)1阶	45709
15819	职业橙套大理饰品2(90)1阶	45809
15129	职业橙套大理头部(90)2阶	45109
15229	职业橙套大理上衣(90)2阶	45209
15329	职业橙套大理下衣(90)2阶	45309
15429	职业橙套大理鞋子(90)2阶	45409
15529	职业橙套大理手腕(90)2阶	45509
15629	职业橙套大理武器(90)2阶	45609
15729	职业橙套大理饰品1(90)2阶	45709
15829	职业橙套大理饰品2(90)2阶	45809
15139	职业橙套大理头部(90)3阶	45109
15239	职业橙套大理上衣(90)3阶	45209
15339	职业橙套大理下衣(90)3阶	45309
15439	职业橙套大理鞋子(90)3阶	45409
15539	职业橙套大理手腕(90)3阶	45509
15639	职业橙套大理武器(90)3阶	45609
15739	职业橙套大理饰品1(90)3阶	45709
15839	职业橙套大理饰品2(90)3阶	45809
15149	职业橙套大理头部(90)4阶	45109
15249	职业橙套大理上衣(90)4阶	45209
15349	职业橙套大理下衣(90)4阶	45309
15449	职业橙套大理鞋子(90)4阶	45409
15549	职业橙套大理手腕(90)4阶	45509
15649	职业橙套大理武器(90)4阶	45609
15749	职业橙套大理饰品1(90)4阶	45709
15849	职业橙套大理饰品2(90)4阶	45809
15159	职业橙套大理头部(90)5阶	45109
15259	职业橙套大理上衣(90)5阶	45209
15359	职业橙套大理下衣(90)5阶	45309
15459	职业橙套大理鞋子(90)5阶	45409
15559	职业橙套大理手腕(90)5阶	45509
15659	职业橙套大理武器(90)5阶	45609
15759	职业橙套大理饰品1(90)5阶	45709
15859	职业橙套大理饰品2(90)5阶	45809
15120	职业橙套大理头部(100)1阶	45110
15220	职业橙套大理上衣(100)1阶	45210
15320	职业橙套大理下衣(100)1阶	45310
15420	职业橙套大理鞋子(100)1阶	45410
15520	职业橙套大理手腕(100)1阶	45510
15620	职业橙套大理武器(100)1阶	45610
15720	职业橙套大理饰品1(100)1阶	45710
15820	职业橙套大理饰品2(100)1阶	45810
15130	职业橙套大理头部(100)2阶	45110
15230	职业橙套大理上衣(100)2阶	45210
15330	职业橙套大理下衣(100)2阶	45310
15430	职业橙套大理鞋子(100)2阶	45410
15530	职业橙套大理手腕(100)2阶	45510
15630	职业橙套大理武器(100)2阶	45610
15730	职业橙套大理饰品1(100)2阶	45710
15830	职业橙套大理饰品2(100)2阶	45810
15140	职业橙套大理头部(100)3阶	45110
15240	职业橙套大理上衣(100)3阶	45210
15340	职业橙套大理下衣(100)3阶	45310
15440	职业橙套大理鞋子(100)3阶	45410
15540	职业橙套大理手腕(100)3阶	45510
15640	职业橙套大理武器(100)3阶	45610
15740	职业橙套大理饰品1(100)3阶	45710
15840	职业橙套大理饰品2(100)3阶	45810
15150	职业橙套大理头部(100)4阶	45110
15250	职业橙套大理上衣(100)4阶	45210
15350	职业橙套大理下衣(100)4阶	45310
15450	职业橙套大理鞋子(100)4阶	45410
15550	职业橙套大理手腕(100)4阶	45510
15650	职业橙套大理武器(100)4阶	45610
15750	职业橙套大理饰品1(100)4阶	45710
15850	职业橙套大理饰品2(100)4阶	45810
15160	职业橙套大理头部(100)5阶	45110
15260	职业橙套大理上衣(100)5阶	45210
15360	职业橙套大理下衣(100)5阶	45310
15460	职业橙套大理鞋子(100)5阶	45410
15560	职业橙套大理手腕(100)5阶	45510
15660	职业橙套大理武器(100)5阶	45610
15760	职业橙套大理饰品1(100)5阶	45710
15860	职业橙套大理饰品2(100)5阶	45810
15170	职业橙套大理头部(100)6阶	45110
15270	职业橙套大理上衣(100)6阶	45210
15370	职业橙套大理下衣(100)6阶	45310
15470	职业橙套大理鞋子(100)6阶	45410
15570	职业橙套大理手腕(100)6阶	45510
15670	职业橙套大理武器(100)6阶	45610
15770	职业橙套大理饰品1(100)6阶	45710
15870	职业橙套大理饰品2(100)6阶	45810
15180	职业橙套大理头部(100)7阶	45110
15280	职业橙套大理上衣(100)7阶	45210
15380	职业橙套大理下衣(100)7阶	45310
15480	职业橙套大理鞋子(100)7阶	45410
15580	职业橙套大理手腕(100)7阶	45510
15680	职业橙套大理武器(100)7阶	45610
15780	职业橙套大理饰品1(100)7阶	45710
15880	职业橙套大理饰品2(100)7阶	45810
15190	职业橙套大理头部(100)8阶	45110
15290	职业橙套大理上衣(100)8阶	45210
15390	职业橙套大理下衣(100)8阶	45310
15490	职业橙套大理鞋子(100)8阶	45410
15590	职业橙套大理手腕(100)8阶	45510
15690	职业橙套大理武器(100)8阶	45610
15790	职业橙套大理饰品1(100)8阶	45710
15890	职业橙套大理饰品2(100)8阶	45810
15200	职业橙套大理头部(100)9阶	45110
15300	职业橙套大理上衣(100)9阶	45210
15400	职业橙套大理下衣(100)9阶	45310
15500	职业橙套大理鞋子(100)9阶	45410
15600	职业橙套大理手腕(100)9阶	45510
15700	职业橙套大理武器(100)9阶	45610
15800	职业橙套大理饰品1(100)9阶	45710
15900	职业橙套大理饰品2(100)9阶	45810
15210	职业橙套大理头部(100)10阶	45110
15310	职业橙套大理上衣(100)10阶	45210
15410	职业橙套大理下衣(100)10阶	45310
15510	职业橙套大理鞋子(100)10阶	45410
15610	职业橙套大理手腕(100)10阶	45510
15710	职业橙套大理武器(100)10阶	45610
15810	职业橙套大理饰品1(100)10阶	45710
15910	职业橙套大理饰品2(100)10阶	45810
15221	VIP大理上衣(90)1阶	59016
15321	VIP大理下衣(90)1阶	59034
15621	VIP大理武器(90)1阶	59020
15721	VIP大理饰品1(90)1阶	59038
15231	VIP大理上衣(90)2阶	59016
15331	VIP大理下衣(90)2阶	59034
15631	VIP大理武器(90)2阶	59020
15731	VIP大理饰品1(90)2阶	59038
15241	VIP大理上衣(90)3阶	59016
15341	VIP大理下衣(90)3阶	59034
15641	VIP大理武器(90)3阶	59020
15741	VIP大理饰品1(90)3阶	59038
15251	VIP大理上衣(90)4阶	59016
15351	VIP大理下衣(90)4阶	59034
15651	VIP大理武器(90)4阶	59020
15751	VIP大理饰品1(90)4阶	59038
15261	VIP大理上衣(90)5阶	59016
15361	VIP大理下衣(90)5阶	59034
15661	VIP大理武器(90)5阶	59020
15761	VIP大理饰品1(90)5阶	59038
16118	职业橙套丐帮头部(80)1阶	66108
16218	职业橙套丐帮上衣(80)1阶	66208
16318	职业橙套丐帮下衣(80)1阶	66308
16418	职业橙套丐帮鞋子(80)1阶	66408
16518	职业橙套丐帮手腕(80)1阶	66508
16618	职业橙套丐帮武器(80)1阶	66608
16718	职业橙套丐帮饰品1(80)1阶	66708
16818	职业橙套丐帮饰品2(80)1阶	66808
16128	职业橙套丐帮头部(80)2阶	66108
16228	职业橙套丐帮上衣(80)2阶	66208
16328	职业橙套丐帮下衣(80)2阶	66308
16428	职业橙套丐帮鞋子(80)2阶	66408
16528	职业橙套丐帮手腕(80)2阶	66508
16628	职业橙套丐帮武器(80)2阶	66608
16728	职业橙套丐帮饰品1(80)2阶	66708
16828	职业橙套丐帮饰品2(80)2阶	66808
16138	职业橙套丐帮头部(80)3阶	66108
16238	职业橙套丐帮上衣(80)3阶	66208
16338	职业橙套丐帮下衣(80)3阶	66308
16438	职业橙套丐帮鞋子(80)3阶	66408
16538	职业橙套丐帮手腕(80)3阶	66508
16638	职业橙套丐帮武器(80)3阶	66608
16738	职业橙套丐帮饰品1(80)3阶	66708
16838	职业橙套丐帮饰品2(80)3阶	66808
16148	职业橙套丐帮头部(80)4阶	66108
16248	职业橙套丐帮上衣(80)4阶	66208
16348	职业橙套丐帮下衣(80)4阶	66308
16448	职业橙套丐帮鞋子(80)4阶	66408
16548	职业橙套丐帮手腕(80)4阶	66508
16648	职业橙套丐帮武器(80)4阶	66608
16748	职业橙套丐帮饰品1(80)4阶	66708
16848	职业橙套丐帮饰品2(80)4阶	66808
16158	职业橙套丐帮头部(80)5阶	66108
16258	职业橙套丐帮上衣(80)5阶	66208
16358	职业橙套丐帮下衣(80)5阶	66308
16458	职业橙套丐帮鞋子(80)5阶	66408
16558	职业橙套丐帮手腕(80)5阶	66508
16658	职业橙套丐帮武器(80)5阶	66608
16758	职业橙套丐帮饰品1(80)5阶	66708
16858	职业橙套丐帮饰品2(80)5阶	66808
16119	职业橙套丐帮头部(90)1阶	66109
16219	职业橙套丐帮上衣(90)1阶	66209
16319	职业橙套丐帮下衣(90)1阶	66309
16419	职业橙套丐帮鞋子(90)1阶	66409
16519	职业橙套丐帮手腕(90)1阶	66509
16619	职业橙套丐帮武器(90)1阶	66609
16719	职业橙套丐帮饰品1(90)1阶	66709
16819	职业橙套丐帮饰品2(90)1阶	66809
16129	职业橙套丐帮头部(90)2阶	66109
16229	职业橙套丐帮上衣(90)2阶	66209
16329	职业橙套丐帮下衣(90)2阶	66309
16429	职业橙套丐帮鞋子(90)2阶	66409
16529	职业橙套丐帮手腕(90)2阶	66509
16629	职业橙套丐帮武器(90)2阶	66609
16729	职业橙套丐帮饰品1(90)2阶	66709
16829	职业橙套丐帮饰品2(90)2阶	66809
16139	职业橙套丐帮头部(90)3阶	66109
16239	职业橙套丐帮上衣(90)3阶	66209
16339	职业橙套丐帮下衣(90)3阶	66309
16439	职业橙套丐帮鞋子(90)3阶	66409
16539	职业橙套丐帮手腕(90)3阶	66509
16639	职业橙套丐帮武器(90)3阶	66609
16739	职业橙套丐帮饰品1(90)3阶	66709
16839	职业橙套丐帮饰品2(90)3阶	66809
16149	职业橙套丐帮头部(90)4阶	66109
16249	职业橙套丐帮上衣(90)4阶	66209
16349	职业橙套丐帮下衣(90)4阶	66309
16449	职业橙套丐帮鞋子(90)4阶	66409
16549	职业橙套丐帮手腕(90)4阶	66509
16649	职业橙套丐帮武器(90)4阶	66609
16749	职业橙套丐帮饰品1(90)4阶	66709
16849	职业橙套丐帮饰品2(90)4阶	66809
16159	职业橙套丐帮头部(90)5阶	66109
16259	职业橙套丐帮上衣(90)5阶	66209
16359	职业橙套丐帮下衣(90)5阶	66309
16459	职业橙套丐帮鞋子(90)5阶	66409
16559	职业橙套丐帮手腕(90)5阶	66509
16659	职业橙套丐帮武器(90)5阶	66609
16759	职业橙套丐帮饰品1(90)5阶	66709
16859	职业橙套丐帮饰品2(90)5阶	66809
16120	职业橙套丐帮头部(100)1阶	66110
16220	职业橙套丐帮上衣(100)1阶	66210
16320	职业橙套丐帮下衣(100)1阶	66310
16420	职业橙套丐帮鞋子(100)1阶	66410
16520	职业橙套丐帮手腕(100)1阶	66510
16620	职业橙套丐帮武器(100)1阶	66610
16720	职业橙套丐帮饰品1(100)1阶	66710
16820	职业橙套丐帮饰品2(100)1阶	66810
16130	职业橙套丐帮头部(100)2阶	66110
16230	职业橙套丐帮上衣(100)2阶	66210
16330	职业橙套丐帮下衣(100)2阶	66310
16430	职业橙套丐帮鞋子(100)2阶	66410
16530	职业橙套丐帮手腕(100)2阶	66510
16630	职业橙套丐帮武器(100)2阶	66610
16730	职业橙套丐帮饰品1(100)2阶	66710
16830	职业橙套丐帮饰品2(100)2阶	66810
16140	职业橙套丐帮头部(100)3阶	66110
16240	职业橙套丐帮上衣(100)3阶	66210
16340	职业橙套丐帮下衣(100)3阶	66310
16440	职业橙套丐帮鞋子(100)3阶	66410
16540	职业橙套丐帮手腕(100)3阶	66510
16640	职业橙套丐帮武器(100)3阶	66610
16740	职业橙套丐帮饰品1(100)3阶	66710
16840	职业橙套丐帮饰品2(100)3阶	66810
16150	职业橙套丐帮头部(100)4阶	66110
16250	职业橙套丐帮上衣(100)4阶	66210
16350	职业橙套丐帮下衣(100)4阶	66310
16450	职业橙套丐帮鞋子(100)4阶	66410
16550	职业橙套丐帮手腕(100)4阶	66510
16650	职业橙套丐帮武器(100)4阶	66610
16750	职业橙套丐帮饰品1(100)4阶	66710
16850	职业橙套丐帮饰品2(100)4阶	66810
16160	职业橙套丐帮头部(100)5阶	66110
16260	职业橙套丐帮上衣(100)5阶	66210
16360	职业橙套丐帮下衣(100)5阶	66310
16460	职业橙套丐帮鞋子(100)5阶	66410
16560	职业橙套丐帮手腕(100)5阶	66510
16660	职业橙套丐帮武器(100)5阶	66610
16760	职业橙套丐帮饰品1(100)5阶	66710
16860	职业橙套丐帮饰品2(100)5阶	66810
16170	职业橙套丐帮头部(100)6阶	66110
16270	职业橙套丐帮上衣(100)6阶	66210
16370	职业橙套丐帮下衣(100)6阶	66310
16470	职业橙套丐帮鞋子(100)6阶	66410
16570	职业橙套丐帮手腕(100)6阶	66510
16670	职业橙套丐帮武器(100)6阶	66610
16770	职业橙套丐帮饰品1(100)6阶	66710
16870	职业橙套丐帮饰品2(100)6阶	66810
16180	职业橙套丐帮头部(100)7阶	66110
16280	职业橙套丐帮上衣(100)7阶	66210
16380	职业橙套丐帮下衣(100)7阶	66310
16480	职业橙套丐帮鞋子(100)7阶	66410
16580	职业橙套丐帮手腕(100)7阶	66510
16680	职业橙套丐帮武器(100)7阶	66610
16780	职业橙套丐帮饰品1(100)7阶	66710
16880	职业橙套丐帮饰品2(100)7阶	66810
16190	职业橙套丐帮头部(100)8阶	66110
16290	职业橙套丐帮上衣(100)8阶	66210
16390	职业橙套丐帮下衣(100)8阶	66310
16490	职业橙套丐帮鞋子(100)8阶	66410
16590	职业橙套丐帮手腕(100)8阶	66510
16690	职业橙套丐帮武器(100)8阶	66610
16790	职业橙套丐帮饰品1(100)8阶	66710
16890	职业橙套丐帮饰品2(100)8阶	66810
16200	职业橙套丐帮头部(100)9阶	66110
16300	职业橙套丐帮上衣(100)9阶	66210
16400	职业橙套丐帮下衣(100)9阶	66310
16500	职业橙套丐帮鞋子(100)9阶	66410
16600	职业橙套丐帮手腕(100)9阶	66510
16700	职业橙套丐帮武器(100)9阶	66610
16800	职业橙套丐帮饰品1(100)9阶	66710
16900	职业橙套丐帮饰品2(100)9阶	66810
16210	职业橙套丐帮头部(100)10阶	66110
16310	职业橙套丐帮上衣(100)10阶	66210
16410	职业橙套丐帮下衣(100)10阶	66310
16510	职业橙套丐帮鞋子(100)10阶	66410
16610	职业橙套丐帮手腕(100)10阶	66510
16710	职业橙套丐帮武器(100)10阶	66610
16810	职业橙套丐帮饰品1(100)10阶	66710
16910	职业橙套丐帮饰品2(100)10阶	66810
16221	VIP丐帮上衣(90)1阶	68002
16321	VIP丐帮下衣(90)1阶	68003
16621	VIP丐帮武器(90)1阶	68001
16721	VIP丐帮饰品1(90)1阶	68004
16231	VIP丐帮上衣(90)2阶	68002
16331	VIP丐帮下衣(90)2阶	68003
16631	VIP丐帮武器(90)2阶	68001
16731	VIP丐帮饰品1(90)2阶	68004
16241	VIP丐帮上衣(90)3阶	68002
16341	VIP丐帮下衣(90)3阶	68003
16641	VIP丐帮武器(90)3阶	68001
16741	VIP丐帮饰品1(90)3阶	68004
16251	VIP丐帮上衣(90)4阶	68002
16351	VIP丐帮下衣(90)4阶	68003
16651	VIP丐帮武器(90)4阶	68001
16751	VIP丐帮饰品1(90)4阶	68004
16261	VIP丐帮上衣(90)5阶	68002
16361	VIP丐帮下衣(90)5阶	68003
16661	VIP丐帮武器(90)5阶	68001
16761	VIP丐帮饰品1(90)5阶	68004
