AnimCurveId	Desc	KeyframesIndex	Time	Value	inTangent	outTangent	tangentMode	preWrapMode	postWrapMode
		3	0.1545094	0.000153104	3.355876	3.355876	10	8	8
72	狂战士技能4Off2段	0	0	0	3.02963	3.02963	10	8	8
		1	0.04853726	0.1470499	0.07884932	0.07884932	10	8	8
		2	0.151813	-0.1495509	0.1365619	0.1365619	10	8	8
		3	0.2002284	0.00271827	3.145055	3.145055	10	8	8
73	狂战士变身普攻dis	0	0	0	24.40676	24.40676	10	8	8
		1	0.04070913	0.9935778	-2.13947	-2.13947	10	8	8
		2	0.1094665	-0.9787748	-2.597837	-2.597837	10	8	8
		3	0.1502257	-0.02134043	23.49002	23.49002	10	8	8
74	狂战士变身普攻off	0	0	0	3.02963	3.02963	10	8	8
		1	0.04853726	0.1470499	0.07884932	0.07884932	10	8	8
		2	0.151813	-0.1495509	0.1365619	0.1365619	10	8	8
		3	0.2002284	0.00271827	3.145055	3.145055	10	8	8
75	狂战士变身普攻2dis	0	0	0	3.029629	3.029629	10	8	8
		1	0.04853726	0.1470499	-2.135132	-2.135132	10	8	8
		2	0.08093569	-0.08945522	-0.3084466	-0.3084466	10	8	8
		3	0.1165011	0.1482283	0.7292051	0.7292051	10	8	8
		4	0.1637524	-0.09864034	-1.222909	-1.222909	10	8	8
		5	0.2002284	0.00271827	2.778773	2.778773	10	8	8
76	狂战士变身普攻2off	0	0	0	3.029629	3.029629	10	8	8
		1	0.04853726	0.1470499	-2.135132	-2.135132	10	8	8
		2	0.08093569	-0.08945522	-0.3084466	-0.3084466	10	8	8
		3	0.1165011	0.1482283	0.7292051	0.7292051	10	8	8
		4	0.1637524	-0.09864034	-1.222909	-1.222909	10	8	8
		5	0.2002284	0.00271827	2.778773	2.778773	10	8	8
77	狂战士狂怒dis	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
78	狂战士狂怒off	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
79	狂战士旋风斩dis	0	0	0	26.17008	26.17008	10	8	8
		1	0.01473015	0.3854892	-0.060709	-0.060709	10	8	8
		2	0.04596665	-0.4357652	-2.045029	-2.045029	10	8	8
		3	0.08483266	0.4271162	-0.4765253	-0.4765253	10	8	8
		4	0.1202626	-0.393246	-4.920642	-4.920642	10	8	8
		5	0.149716	-0.001126726	13.31321	13.31321	10	8	8
80	狂战士旋风斩off	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
81	狂战士血盾dis	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
82	狂战士血盾off	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
83	狂战士舍命一击dis	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
84	狂战士舍命一击off	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
85	狂战士2变3技能dis	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
86	狂战士2变3技能off	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
87	狂战士2变4技能dis	0	0	0	26.17008	26.17008	10	8	8
		1	0.01473015	0.3854892	-0.060709	-0.060709	10	8	8
		2	0.04596665	-0.4357652	-2.045029	-2.045029	10	8	8
		3	0.08483266	0.4271162	-0.4765253	-0.4765253	10	8	8
		4	0.1202626	-0.393246	-4.920642	-4.920642	10	8	8
		5	0.149716	-0.001126726	13.31321	13.31321	10	8	8
88	狂战士2变4技能off	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
89	魔导师普攻1段Dis	0	0	0	10.06314	10.06314	10	8	8
		1	0.03951687	0.3976639	-0.6583424	-0.6583424	10	8	8
		2	0.1098885	-0.4031535	-0.9571438	-0.9571438	10	8	8
		3	0.1502257	-0.02134043	9.465541	9.465541	10	8	8
90	魔导师普攻2段Off	0	0	0	3.02963	3.02963	10	8	8
		1	0.04853726	0.1470499	0.07884932	0.07884932	10	8	8
		2	0.151813	-0.1495509	0.1365619	0.1365619	10	8	8
		3	0.2002284	0.00271827	3.145055	3.145055	10	8	8
91	魔导师普攻2段Dis	0	0	0	10.06314	10.06314	10	8	8
		1	0.03951687	0.3976639	-0.6583424	-0.6583424	10	8	8
		2	0.1098885	-0.4031535	-0.9571438	-0.9571438	10	8	8
		3	0.1502257	-0.02134043	9.465541	9.465541	10	8	8
92	魔导师普攻2段Off	0	0	0	3.02963	3.02963	10	8	8
		1	0.04853726	0.1470499	0.07884932	0.07884932	10	8	8
		2	0.151813	-0.1495509	0.1365619	0.1365619	10	8	8
		3	0.2002284	0.00271827	3.145055	3.145055	10	8	8
93	魔导师普攻3段Dis	0	0	0	10.06314	10.06314	10	8	8
		1	0.03951687	0.3976639	-0.6583424	-0.6583424	10	8	8
		2	0.1098885	-0.4031535	-0.9571438	-0.9571438	10	8	8
		3	0.1502257	-0.02134043	9.465541	9.465541	10	8	8
94	魔导师普攻3段Off	0	0	0	3.02963	3.02963	10	8	8
		1	0.04853726	0.1470499	0.07884932	0.07884932	10	8	8
		2	0.151813	-0.1495509	0.1365619	0.1365619	10	8	8
		3	0.2002284	0.00271827	3.145055	3.145055	10	8	8
95	魔导师普攻4段Dis	0	0	0	10.06314	10.06314	10	8	8
		1	0.03951687	0.3976639	-0.6583424	-0.6583424	10	8	8
		2	0.1098885	-0.4031535	-0.9571438	-0.9571438	10	8	8
		3	0.1502257	-0.02134043	9.465541	9.465541	10	8	8
96	魔导师普攻4段Off	0	0	0	3.02963	3.02963	10	8	8
		1	0.04853726	0.1470499	0.07884932	0.07884932	10	8	8
		2	0.151813	-0.1495509	0.1365619	0.1365619	10	8	8
		3	0.2002284	0.00271827	3.145055	3.145055	10	8	8
97	魔导师常规1技能Dis	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
98	魔导师常规1技能Off	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
99	魔导师常规2技能Dis	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
100	魔导师常规2技能Off	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
101	魔导师常规3技能Dis	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
102	魔导师常规3技能OFF	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
103	魔导师常规4技能Dis	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
104	魔导师常规4技能Off	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
105	魔导师1变1技能Pitch	0	0	0	18.82243	18.82243	10	8	8
		1	0.02669983	0.5025555	-0.9569006	-0.9569006	10	8	8
		2	0.07477401	-0.4943216	-0.4738464	-0.4738464	10	8	8
		3	0.09986429	0.0021782	19.78853	19.78853	10	8	8
106	魔导师1变1技能Yaw	0	0	0	18.82243	18.82243	10	8	8
		1	0.02669983	0.5025555	-0.9569006	-0.9569006	10	8	8
		2	0.07477401	-0.4943216	-0.4738464	-0.4738464	10	8	8
		3	0.09986429	0.0021782	19.78853	19.78853	10	8	8
107	魔导师1变1技能Distance	0	0	0	18.82243	18.82243	10	8	8
		1	0.02669983	0.5025555	-0.9569006	-0.9569006	10	8	8
		2	0.07477401	-0.4943216	-0.4738464	-0.4738464	10	8	8
		3	0.09986429	0.0021782	19.78853	19.78853	10	8	8
108	魔导师1变1技能Offset	0	0	0	18.82243	18.82243	10	8	8
		1	0.02669983	0.5025555	-0.9569006	-0.9569006	10	8	8
		2	0.07477401	-0.4943216	-0.4738464	-0.4738464	10	8	8
		3	0.09986429	0.0021782	19.78853	19.78853	10	8	8
109	魔导师1变3技能Pitch	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
110	魔导师1变3技能Yaw	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
111	魔导师1变3技能Distance	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
112	魔导师1变3技能Offset	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
113	魔导师1变4技能Pitch	0	0	0	18.82243	18.82243	10	8	8
		1	0.02669983	0.5025555	-0.9569006	-0.9569006	10	8	8
		2	0.07477401	-0.4943216	-0.4738464	-0.4738464	10	8	8
		3	0.09986429	0.0021782	19.78853	19.78853	10	8	8
114	魔导师1变4技能Yaw	0	0	0	18.82243	18.82243	10	8	8
		1	0.02669983	0.5025555	-0.9569006	-0.9569006	10	8	8
		2	0.07477401	-0.4943216	-0.4738464	-0.4738464	10	8	8
		3	0.09986429	0.0021782	19.78853	19.78853	10	8	8
115	魔导师1变4技能Distance	0	0	0	18.82243	18.82243	10	8	8
		1	0.02669983	0.5025555	-0.9569006	-0.9569006	10	8	8
		2	0.07477401	-0.4943216	-0.4738464	-0.4738464	10	8	8
		3	0.09986429	0.0021782	19.78853	19.78853	10	8	8
116	魔导师1变4技能Offset	0	0	0	18.82243	18.82243	10	8	8
		1	0.02669983	0.5025555	-0.9569006	-0.9569006	10	8	8
		2	0.07477401	-0.4943216	-0.4738464	-0.4738464	10	8	8
		3	0.09986429	0.0021782	19.78853	19.78853	10	8	8
117	魔导师2变冰霜轰爆Pitch	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
118	魔导师2变冰霜轰爆Yaw	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
119	魔导师2变冰霜轰爆Distance	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
120	魔导师2变冰霜轰爆Offset	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
121	魔导师2变制裁之雷Pitch	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
122	魔导师2变制裁之雷Yaw	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
123	魔导师2变制裁之雷Distance	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
124	魔导师2变制裁之雷Offset	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
125	魔导师2变普攻1段Pitch	0	0	0	3.02963	3.02963	10	8	8
		1	0.04853726	0.1470499	0.07884932	0.07884932	10	8	8
		2	0.151813	-0.1495509	0.1365619	0.1365619	10	8	8
		3	0.2002284	0.00271827	3.145055	3.145055	10	8	8
126	魔导师2变普攻1段Yaw	0	0	0	3.02963	3.02963	10	8	8
		1	0.04853726	0.1470499	0.07884932	0.07884932	10	8	8
		2	0.151813	-0.1495509	0.1365619	0.1365619	10	8	8
		3	0.2002284	0.00271827	3.145055	3.145055	10	8	8
127	魔导师2变普攻1段Distance	0	0	0	3.02963	3.02963	10	8	8
		1	0.04853726	0.1470499	0.07884932	0.07884932	10	8	8
		2	0.151813	-0.1495509	0.1365619	0.1365619	10	8	8
		3	0.2002284	0.00271827	3.145055	3.145055	10	8	8
128	魔导师2变普攻1段Offset	0	0	0	3.02963	3.02963	10	8	8
		1	0.04853726	0.1470499	0.07884932	0.07884932	10	8	8
		2	0.151813	-0.1495509	0.1365619	0.1365619	10	8	8
		3	0.2002284	0.00271827	3.145055	3.145055	10	8	8
129	魔导师2变普攻2段Pitch	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
130	魔导师2变普攻2段Yaw	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
131	魔导师2变普攻2段Distance	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
132	魔导师2变普攻2段Offset	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
133	魔导师2变普攻3段Pitch	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
134	魔导师2变普攻3段Yaw	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
135	魔导师2变普攻3段Distance	0	0	0	26.17009	26.17009	10	8	8
		1	0.01473015	0.3854892	-13.38999	-13.38999	10	8	8
		2	0.02950931	-0.3970684	-7.61241	-7.61241	10	8	8
		3	0.05054653	0.3965661	-1.613186	-1.613186	10	8	8
		4	0.06984823	-0.3938699	-0.9565945	-0.9565945	10	8	8
		5	0.09012594	0.39774	6.395905	6.395905	10	8	8
		6	0.1202626	-0.393246	-6.466712	-6.466712	10	8	8
		7	0.149716	-0.001126726	13.3132	13.3132	10	8	8
