ImpactID	Desc	Name	IsForever	MaxOverlayCount	MaxBuffCount	IsNeedNoticeClient	BuffIcon	BuffType	LogicID	DelayTime	EffectId	PlayTime	IsRemoveEffectFadeOut	FadeOutRule	MutexcollectionId	Mutexpriority	ParamValue_01	ParamValue_02	ParamValue_03	ParamValue_04	ParamValue_05	ParamValue_06	ParamValue_07	ParamValue_08	ParamValue_09	ParamValue_10	ParamValue_11	ParamValue_12	ParamValue_13	ParamValue_14	ParamValue_15	IsEffectToObj	StartMotionID	IsFellowTallent
546117	加持buff	大地之母1级血上限	1	-1	-1	0	-1	1	19	0	-1	-1	0	-1	-1	-1	0	5836	0	-1	0	0	-1	0	0	0	-1	0	0	-1	-1	127	-1	1
546118	加持buff	大地之母1级血上限	1	-1	-1	0	-1	1	19	0	-1	-1	0	-1	-1	-1	0	6179	0	-1	0	0	-1	0	0	0	-1	0	0	-1	-1	127	-1	1
546119	加持buff	大地之母1级血上限	1	-1	-1	0	-1	1	19	0	-1	-1	0	-1	-1	-1	0	6522	0	-1	0	0	-1	0	0	0	-1	0	0	-1	-1	127	-1	1
546120	加持buff	大地之母1级血上限	1	-1	-1	0	-1	1	19	0	-1	-1	0	-1	-1	-1	0	6866	0	-1	0	0	-1	0	0	0	-1	0	0	-1	-1	127	-1	1
1011001	双剑普攻子buff-1段	双剑普攻子buff-1段	0	-1	-1	0	-1	0	2	230	-1	-1	0	2	-1	-1	1012001	4	2	4	90	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	127	-1	0
1012001	类型伤害	双剑普攻1段	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	1154	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
1021001	双剑普攻子buff-2段	双剑普攻子buff-2段	0	-1	-1	0	-1	0	2	200	-1	-1	0	2	-1	-1	1022001	4	2	4	90	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	127	-1	0
1022001	类型伤害	双剑普攻2段	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	678	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
1031001	双剑普攻子buff-3段	双剑普攻子buff-3段	0	-1	-1	0	-1	0	2	160	-1	-1	0	2	-1	-1	1032001	4	2	4	90	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	127	-1	0
1032001	类型伤害	双剑普攻3段	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	2371	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
1041001	双剑普攻子buff-4段	双剑普攻子buff-4段	0	-1	-1	0	-1	0	3	50	-1	-1	0	2	-1	-1	300	100	1042001	4	1	4	-1	-1	5	-1	-1	-1	-1	-1	-1	127	-1	0
1042001	类型伤害	双剑普攻4段	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	1154	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
1043001	双剑普攻击退子buff-4段	双剑普攻击退子buff-4段	0	-1	-1	0	-1	0	3	350	-1	-1	0	2	-1	-1	0	0	1044001	4	1	3	-1	-1	5	-1	-1	-1	-1	-1	-1	127	-1	0
1044001	双剑普攻击退效果	双剑普攻击退效果	0	-1	-1	1	-1	1	18	0	-1	-1	0	-1	-1	-1	100	1	100	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	127	-1	0
1051001	定时派发伤害	十字斩1段1级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052001	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051002	定时派发伤害	十字斩1段2级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052002	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051003	定时派发伤害	十字斩1段3级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052003	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051004	定时派发伤害	十字斩1段4级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052004	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051005	定时派发伤害	十字斩1段5级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052005	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051006	定时派发伤害	十字斩1段6级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052006	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051007	定时派发伤害	十字斩1段7级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052007	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051008	定时派发伤害	十字斩1段8级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052008	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051009	定时派发伤害	十字斩1段9级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052009	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051010	定时派发伤害	十字斩1段10级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052010	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051011	定时派发伤害	十字斩1段11级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052011	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051012	定时派发伤害	十字斩1段12级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052012	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051013	定时派发伤害	十字斩1段13级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052013	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051014	定时派发伤害	十字斩1段14级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052014	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051015	定时派发伤害	十字斩1段15级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052015	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051016	定时派发伤害	十字斩1段16级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052016	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051017	定时派发伤害	十字斩1段17级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052017	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051018	定时派发伤害	十字斩1段18级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052018	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051019	定时派发伤害	十字斩1段19级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052019	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051020	定时派发伤害	十字斩1段20级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052020	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051021	定时派发伤害	十字斩1段21级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052021	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051022	定时派发伤害	十字斩1段22级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052022	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051023	定时派发伤害	十字斩1段23级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052023	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051024	定时派发伤害	十字斩1段24级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052024	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051025	定时派发伤害	十字斩1段25级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052025	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051026	定时派发伤害	十字斩1段26级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052026	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051027	定时派发伤害	十字斩1段27级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052027	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051028	定时派发伤害	十字斩1段28级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052028	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051029	定时派发伤害	十字斩1段29级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052029	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051030	定时派发伤害	十字斩1段30级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052030	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051031	定时派发伤害	十字斩1段31级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052031	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051032	定时派发伤害	十字斩1段32级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052032	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051033	定时派发伤害	十字斩1段33级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052033	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051034	定时派发伤害	十字斩1段34级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052034	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051035	定时派发伤害	十字斩1段35级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052035	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051036	定时派发伤害	十字斩1段36级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052036	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051037	定时派发伤害	十字斩1段37级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052037	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051038	定时派发伤害	十字斩1段38级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052038	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051039	定时派发伤害	十字斩1段39级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052039	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051040	定时派发伤害	十字斩1段40级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052040	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051041	定时派发伤害	十字斩1段41级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052041	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051042	定时派发伤害	十字斩1段42级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052042	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051043	定时派发伤害	十字斩1段43级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052043	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051044	定时派发伤害	十字斩1段44级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052044	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051045	定时派发伤害	十字斩1段45级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052045	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051046	定时派发伤害	十字斩1段46级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052046	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051047	定时派发伤害	十字斩1段47级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052047	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051048	定时派发伤害	十字斩1段48级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052048	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051049	定时派发伤害	十字斩1段49级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052049	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051050	定时派发伤害	十字斩1段50级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052050	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051051	定时派发伤害	十字斩1段51级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052051	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051052	定时派发伤害	十字斩1段52级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052052	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051053	定时派发伤害	十字斩1段53级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052053	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051054	定时派发伤害	十字斩1段54级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052054	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051055	定时派发伤害	十字斩1段55级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052055	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051056	定时派发伤害	十字斩1段56级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052056	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051057	定时派发伤害	十字斩1段57级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052057	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051058	定时派发伤害	十字斩1段58级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052058	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051059	定时派发伤害	十字斩1段59级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052059	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051060	定时派发伤害	十字斩1段60级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052060	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051061	定时派发伤害	十字斩1段61级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052061	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051062	定时派发伤害	十字斩1段62级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052062	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051063	定时派发伤害	十字斩1段63级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052063	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051064	定时派发伤害	十字斩1段64级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052064	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051065	定时派发伤害	十字斩1段65级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052065	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051066	定时派发伤害	十字斩1段66级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052066	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051067	定时派发伤害	十字斩1段67级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052067	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051068	定时派发伤害	十字斩1段68级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052068	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051069	定时派发伤害	十字斩1段69级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052069	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051070	定时派发伤害	十字斩1段70级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052070	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051071	定时派发伤害	十字斩1段71级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052071	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051072	定时派发伤害	十字斩1段72级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052072	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051073	定时派发伤害	十字斩1段73级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052073	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051074	定时派发伤害	十字斩1段74级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052074	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051075	定时派发伤害	十字斩1段75级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052075	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051076	定时派发伤害	十字斩1段76级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052076	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051077	定时派发伤害	十字斩1段77级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052077	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051078	定时派发伤害	十字斩1段78级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052078	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051079	定时派发伤害	十字斩1段79级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052079	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051080	定时派发伤害	十字斩1段80级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052080	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051081	定时派发伤害	十字斩1段81级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052081	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051082	定时派发伤害	十字斩1段82级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052082	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051083	定时派发伤害	十字斩1段83级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052083	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051084	定时派发伤害	十字斩1段84级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052084	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051085	定时派发伤害	十字斩1段85级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052085	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051086	定时派发伤害	十字斩1段86级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052086	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051087	定时派发伤害	十字斩1段87级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052087	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051088	定时派发伤害	十字斩1段88级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052088	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051089	定时派发伤害	十字斩1段89级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052089	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051090	定时派发伤害	十字斩1段90级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052090	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051091	定时派发伤害	十字斩1段91级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052091	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051092	定时派发伤害	十字斩1段92级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052092	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051093	定时派发伤害	十字斩1段93级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052093	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051094	定时派发伤害	十字斩1段94级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052094	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051095	定时派发伤害	十字斩1段95级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052095	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051096	定时派发伤害	十字斩1段96级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052096	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051097	定时派发伤害	十字斩1段97级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052097	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051098	定时派发伤害	十字斩1段98级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052098	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051099	定时派发伤害	十字斩1段99级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052099	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1051100	定时派发伤害	十字斩1段100级	0	-1	-1	0	-1	1	3	0	-1	-1	0	3	-1	-1	800	100	1052100	4	3	7	2	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
1052001	类型伤害单次	十字斩1段1级伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	467	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
1052002	类型伤害单次	十字斩1段2级伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	472	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
1052003	类型伤害单次	十字斩1段3级伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	477	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
1052004	类型伤害单次	十字斩1段4级伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	482	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
1052005	类型伤害单次	十字斩1段5级伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	487	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
1052006	类型伤害单次	十字斩1段6级伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	492	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
1052007	类型伤害单次	十字斩1段7级伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	497	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
1052008	类型伤害单次	十字斩1段8级伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	502	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
1052009	类型伤害单次	十字斩1段9级伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	508	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
1052010	类型伤害单次	十字斩1段10级伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	513	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
1052011	类型伤害单次	十字斩1段11级伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	518	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
1052012	类型伤害单次	十字斩1段12级伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	523	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
1052013	类型伤害单次	十字斩1段13级伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	528	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
1052014	类型伤害单次	十字斩1段14级伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	533	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
1052015	类型伤害单次	十字斩1段15级伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	538	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
1052016	类型伤害单次	十字斩1段16级伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	543	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
1052017	类型伤害单次	十字斩1段17级伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	548	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
1052018	类型伤害单次	十字斩1段18级伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	553	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
1052019	类型伤害单次	十字斩1段19级伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	559	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
1052020	类型伤害单次	十字斩1段20级伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	564	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
1052021	类型伤害单次	十字斩1段21级伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	569	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
