Id	Desc	Name	IsShowSkillName	IsAutoSelectTar	IsMoveToTarInAutoCombat	Icon 	ProfessionId	IsNeedWeapon	PriorityAutoFight	SkillClass	UseType	IsMove	IsMoveBreak	IsSkillBreak	IsBreakBeAttacked	TargetType	SelLogic	PlayAttackSound	IsNeedStopEffectId1	IsNeedStopEffectId2	NextIndex	ChangeMode0	ChangeMode1	ChangeMode2	ChangeMode3	FirstIndex	HasPublicCd	LevelUpIndex	SkillIntro	XpSkillIndex
600	人型普攻	人型普攻	0	0	0	ChangGuiJiNeng1	-1	0	-1	1	0	0	1	1	0	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
601	借力	借力	1	0	0	ChangGuiJiNeng1	-1	0	-1	1	0	0	0	1	0	16	0	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
602	御敌	御敌	1	0	0	ChangGuiJiNeng1	-1	0	-1	1	0	0	0	1	0	16	0	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
603	疗伤	疗伤	1	0	0	ChangGuiJiNeng1	-1	0	-1	1	0	0	0	1	0	16	0	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
604	霜瀑	霜瀑	1	0	0	ChangGuiJiNeng1	-1	0	-1	1	0	0	0	1	0	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
605	看破	看破	1	0	0	ChangGuiJiNeng1	-1	0	-1	1	0	0	0	1	0	16	0	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
606	护主	护主	1	0	0	ChangGuiJiNeng1	-1	0	-1	1	0	0	0	1	0	16	0	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
607	绊足	绊足	1	0	0	ChangGuiJiNeng1	-1	0	-1	1	0	0	0	1	0	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
608	碧波护体	碧波护体	1	0	0	ChangGuiJiNeng1	-1	0	-1	1	0	0	0	1	0	16	0	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
609	郁兰芬芳	郁兰芬芳	1	0	0	ChangGuiJiNeng1	-1	0	-1	129	0	0	0	1	0	16	0	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
610	般若心经	般若心经	1	0	0	ChangGuiJiNeng1	-1	0	-1	129	0	0	0	1	0	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
774	无	怪物远程普攻2	0	0	0	ChangGuiJiNeng1	-1	0	-1	1	0	0	0	0	0	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
775	demo阶段BOSS普攻	普攻攻击	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
776	demo阶段BOSS技能1	恐怖之刺	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
777	demo阶段BOSS技能2	利刃冲击	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
778	demo阶段BOSS技能3	恶魔审判	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
779	女王蜂普攻	女王蜂普攻	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
780	瑟克萨斯普攻	瑟克萨斯普攻	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
781	瑟克萨斯技能1	瑟克萨斯技能1	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
782	巨猿普攻	巨猿普攻	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
783	赤炎樱魔普攻	赤炎樱魔普攻	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
784	赤炎樱魔技能1	赤炎樱魔技能1	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
785	改装型X5普攻	改装型X5普攻	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
786	赤炎影魔技能2	赤炎影魔技能2	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	2	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
787	赤炎影魔技能3	赤炎影魔技能3	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
788	改装型X5技能1	改装型X5技能1	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
789	改装型X5技能2	改装型X5技能2	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
790	废墟卫士	普攻攻击	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
791	废墟卫士	技能	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
792	转换型X01	普攻攻击	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
793	转换型X01	技能	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
794	转换型X02	普攻攻击	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
795	转换型X02	技能1	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
796	转换型X02	技能2	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
797	仲裁者	普攻攻击	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
798	仲裁者	技能1	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
799	仲裁者	技能2	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
800	火焰樱仙子	普攻攻击	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
801	火焰樱仙子	技能1	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
802	火焰樱仙子	技能2	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
803	废墟之主	普攻攻击	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
804	废墟之主	技能1	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
805	废墟之主	技能2	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
806	机械之灵	普攻攻击	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
807	机械之灵	技能1	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
808	心魔制造者	普攻攻击	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
809	心魔制造者	技能1	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
810	心魔制造者	技能2	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
811	木乃伊	普攻攻击	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
812	木乃伊	技能1	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
813	冰冻鬼王	普攻攻击	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
814	冰冻鬼王	技能1	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
815	幽灵学者	普攻攻击	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
816	幽灵学者	技能1	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
817	幽灵学者	技能2buff	0	0	0	空	-1	0	-1	1	0	0	0	0	0	1	2	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
818	幽灵爵士	普攻攻击	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
819	幽灵爵士	技能1	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
820	世界BOSS	普攻攻击	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
821	世界BOSS	技能1	0	0	0	空	-1	0	-1	1	0	0	0	0	0	4	1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
822	世界BOSS	技能2	0	0	0	空	-1	0	-1	1	0	0	0	0	0	1	2	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
901	世界地图传送技能	世界地图传送技能	0	0	0	-1	-1	0	-1	1	1	0	1	1	1	1	2	0	-1	-1	-1	0	0	0	0	-1	1	-1	他曾经是一个保家卫国的高贵骑士，然而不幸被投入地狱，经历了数世纪的折磨。Now，Lucifer将这具腐烂的躯体连同他麻木的灵魂一起抛回尘世，作为Leoric王。他以毫不迟疑的目光带领着手下向前挺进，他只知道一件事情----服从黑暗之王本人的命令。	-1
