Id	MissionType	MissionName	MissionDesc	MissionDoneDesc	FollowText	TargetNpcPosX	TargetNpcPosZ	TargetNpcSceneID	TargetNpcDataID	AccepteNpcPosX	AccepteNpcPosZ	AccepteNpcSceneID	AcceptNpcDataID	CompleteNpcPosX	CompleteNpcPosZ	CompleteNpcSceneID	CompleteNpcDataID	IsAcceptAutoFindPath	AcceptTalkID	MissionIcon	IsDifficult
86	1	{0}【主】{1}冰冻墓地	话说关于魔灵，古籍上记载了一个地方有很多那种类似的力量哦！要不要去看一下？	那个地方果真很神秘呢！	冰冻地下墓地：{0}{1}/1	61.46	88.3	23	1155	61.46	88.3	23	1155	61.46	88.3	23	1155	1	0	Equip-hand	0
87	1	{0}【主】{1}清除障碍	我想找莉莉丝大人帮忙，可是道路被[ff0006]石锤兽[b4ffd1]拦住了，能请你帮忙清除障碍吗？	太好了！这样一来就可以去前面找莉莉丝大人帮忙了！	石锤兽：{0}{1}/20	88.4	33.91	27	43	80.95	48.72	27	41	80.95	48.72	27	41	1	0	Equip-hand	0
88	1	{0}【主】{1}求助贤者	我看到了莉莉丝大人在前面，现在已经没有拦路的了，你帮我去问[f8fb04]莉莉丝[b4ffd1]大人帮助吧！	哎？居然出了这种的事。	和莉莉丝对话：{0}{1}/1	66.34	19.91	27	39	80.95	48.72	27	41	66.34	19.91	27	39	1	0	Equip-hand	0
89	1	{0}【主】{1}湖畔慨况	其实[f8fb04]黄昏湖畔和黄昏之湖[b4ffd1]是兽人居住的地方。之前一直没什么问题但是最近……	有这个可能性呢。这边上有一个兽人营地，你可以去探查一下啊~	和莉莉丝对话：{0}{1}/1	66.34	19.91	27	39	66.34	19.91	27	39	66.34	19.91	27	39	1	0	Equip-hand	0
90	1	{0}【主】{1}变装	哎等等！你不会就这样就想冲进去吧？你这样是死路一条！我可以帮你变装进去。	嗯完美！这样一来就算是我都不一定能认出来你~	教学变装：{0}{1}/1	66.34	19.91	27	39	66.34	19.91	27	39	66.34	19.91	27	39	1	0	Equip-hand	0
91	1	{0}【支】{1}突破桎梏	不知道突破的方法？来试试通关剧情副本吧！	嗯哼~看起来你还是很能干的嘛~	通关罪魁祸首：{0}{1}/1	-1	-1	-1	-1	66.34	19.91	27	39	66.34	19.91	27	39	1	0	Equip-hand	1
92	1	{0}【主】{1}小队现状	其实我是[f8fb04]佩特伦[b4ffd1]一行四人中的一员，有人似乎掉队了，我是回来找他的。	贤者之塔的人嘛……不没什么。	和琳对话：{0}{1}/1	53.31	33.86	27	42	53.31	33.86	27	42	53.31	33.86	27	42	1	0	Equip-hand	0
93	1	{0}【主】{1}报告情况	你去吧，我随后会尽量绕开你们的。	哎……原来发生了这样的事啊~	和莉莉丝对话：{0}{1}/1	66.34	19.91	27	39	53.31	33.86	27	42	66.34	19.91	27	39	1	0	Equip-hand	0
94	1	{0}【主】{1}怀疑	不过我强烈的怀疑他们四个和这次的事件有关系。	只是怀疑而已啦~谁让那个琳是大陆第一女飞贼呢~	和莉莉丝对话：{0}{1}/1	66.34	19.91	27	39	66.34	19.91	27	39	66.34	19.91	27	39	1	0	Equip-hand	0
95	1	{0}【主】{1}魔力受限	刚刚你在雷纳堡的时候我发现在这里我的魔力似乎收到了某种限制。	对这种现象我没有一点概念，可能是这边的古代遗迹造成的也说不一定。	和莉莉丝对话：{0}{1}/1	66.34	19.91	27	39	66.34	19.91	27	39	66.34	19.91	27	39	1	0	Equip-hand	0
96	1	{0}【主】{1}求助女贼	关于遗迹，虽然不想承认但是那个[f8fb04]女飞贼[b4ffd1]可能比我了解的更多，你还是去问她吧~	遗迹嘛，的确我也很感兴趣。	和琳对话：{0}{1}/1	53.31	33.86	27	42	66.34	19.91	27	39	53.31	33.86	27	42	1	0	Equip-hand	0
97	1	{0}【主】{1}清除守卫	不过遗迹现在被[ff0006]狗头人[b4ffd1]占据着，要调查的话先打败那里的守卫吧。	这样一来就可以安心的调查了。	狗头人：{0}{1}/25	38.51	22.47	27	44	53.31	33.86	27	42	53.31	33.86	27	42	1	0	Equip-hand	0
98	1	{0}【支】{1}克隆准备	不过仅仅是宝宝宠物还不够，先把你的宝宝宠物升级到15级吧！	很好，接下来就是最后的一步了！	宝宝宠升到15级：{0}{1}/1	-1	-1	-1	-1	38.96	23.57	34	212	38.96	23.57	34	212	1	0	Equip-hand	0
99	3	{0}【主】{1}坏消息	虽然不想打消你的积极性，但是有件事情得告诉你……	你要报告的话就赶紧去，别在这里浪费时间。	和琳对话：{0}{1}/1	53.31	33.86	27	42	53.31	33.86	27	42	53.31	33.86	27	42	1	0	Equip-hand	0
100	0	{0}【主】{1}快去快回	我不会在这里等你很久，伙伴那边也需要我，所以快去快回。	来来来，告诉我遗迹那边怎么样！	和莉莉丝对话：{0}{1}/1	66.34	19.91	27	39	53.31	33.86	27	42	66.34	19.91	27	39	1	0	Equip-hand	0
101	0	{0}【主】{1}不信任	哎？你没去探险么？	只是问问的话没问题啦~但是还是那句话，我并不信任那些人。	和莉莉丝对话：{0}{1}/1	66.34	19.91	27	39	66.34	19.91	27	39	66.34	19.91	27	39	1	0	Equip-hand	0
102	3	{0}【主】{1}避免起疑	为了避免他们起疑心，你还是快点回去的好~	比想象中的要快啊。	和琳对话：{0}{1}/1	53.31	33.86	27	42	66.34	19.91	27	39	53.31	33.86	27	42	1	0	Equip-hand	0
103	0	{0}【主】{1}前往湖泊	既然到了，那就出发去黄昏之湖找佩特伦吧，不知道那边会发生什么所以动作快点。	没见过的人啊，是琳叫你来的吗？	和佩特伦对话：{0}{1}/1	70.35	25.1	36	52	53.31	33.86	27	42	70.35	25.1	36	52	1	0	Equip-hand	0
104	0	{0}【主】{1}缺少工具	琳会让你来找我，那肯定是有什么很重要的事情吧？	嗯……我可以修理，但是这里没有我需要的工具，只能等之后再说了。	和佩特伦对话：{0}{1}/1	70.35	25.1	36	52	70.35	25.1	36	52	70.35	25.1	36	52	1	0	Equip-hand	0
105	0	{0}【主】{1}兽人交流	在你来之前，我在这里一直和一个[ffffff]土著祭祀[b4ffd1]交谈。	但是我能听懂他们的话，从出生开始就是这样了，我不知道为什么。	和佩特伦对话：{0}{1}/1	70.35	25.1	36	52	70.35	25.1	36	52	70.35	25.1	36	52	1	0	Equip-hand	0
106	0	{0}【主】{1}兽人求助	那个[ffffff]土著祭祀[b4ffd1]正在寻求帮助，你可以去问问他，我把魔力借给你，让你能听懂他的语言。	吼——看你能听懂我的话，一定是那个金发人类让你来的吧。	和土著祭祀对话：{0}{1}/1	54.76	17.93	36	53	70.35	25.1	36	52	54.76	17.93	36	53	1	0	Equip-hand	0
107	0	{0}【主】{1}兽人异变	吼——最近这一带发生了很大的异变，我是唯一的一个还留着理智的族人。	吼！那些都不重要！	和土著祭祀对话：{0}{1}/1	54.76	17.93	36	53	54.76	17.93	36	53	54.76	17.93	36	53	1	0	Equip-hand	0
108	0	{0}【主】{1}事件重点	重要的是我们的首领被一个[ffffff]人类女性[b4ffd1]怂恿要去攻打你们的城镇！	吼，冷静，我也不希望首领做出这种事，在这点上，我们是一样的！	和土著祭祀对话：{0}{1}/1	54.76	17.93	36	53	54.76	17.93	36	53	54.76	17.93	36	53	1	0	Equip-hand	0
109	2	{0}【主】{1}兽人斥候	吼——我闻到了[ff0006]鸟兽[b4ffd1]的味道，他们是族人中出色的斥候，可不能让他们发现我！	吼……虽然很悲伤，但是只能这么做了。	鸟兽：{0}{1}/25	46.73	23.81	36	57	54.76	17.93	36	53	54.76	17.93	36	53	1	0	Equip-hand	0
110	0	{0}【主】{1}人类女性	吼，我闻到了前方有[ffffff]人类女性[b4ffd1]的味道。前面没有军队，你可以安全的去看下。	哎，你怎么才到这里啊~	和莉莉丝对话：{0}{1}/1	18.47	14.82	36	54	54.76	17.93	36	53	18.47	14.82	36	54	1	0	Equip-hand	0
111	0	{0}【主】{1}限制增强	你不是应该早就到这里了吗，怎么才到这里啊~	哦天啊！这可真糟糕！但是这里对我魔力的限制更强了，我基本上帮不上什么忙了。	和莉莉丝对话：{0}{1}/1	18.47	14.82	36	54	18.47	14.82	36	54	18.47	14.82	36	54	1	0	Equip-hand	0
112	3	{0}【主】{1}采集魔药	这里不知道为什么[0afb04]草药[b4ffd1]都充满了魔力，也许对我恢复魔力有帮助，你能帮我采集一些吗？	嗯没错，就是这个~	充满魔力的草药：{0}{1}/1	22.58	24.76	36	-1	18.47	14.82	36	54	18.47	14.82	36	54	1	0	Equip-hand	0
113	0	{0}【支】{1}再次提升	来自莉莉丝大人的友情提示：如果还是不知道做什么的话可以去挑战一下剧情副本哦~	哎~这个地方居然会有机器人啊，真是让人意外。	通关调查遗迹：{0}{1}/1	-1	-1	-1	-1	18.47	14.82	36	54	18.47	14.82	36	54	1	0	Equip-hand	1
114	0	{0}【主】{1}魔力恢复	我的魔力有一点恢复了呢~	也不尽然，我的实力还是受到了限制的，并帮不上什么忙，看来只能麻烦你了呢~	和莉莉丝对话：{0}{1}/1	18.47	14.82	36	54	18.47	14.82	36	54	18.47	14.82	36	54	1	0	Equip-hand	0
115	2	{0}【主】{1}清除前锋	虽然没法作战，但是我能感受到一队兽人的先锋正在靠近，就交给你啦~	嗯嗯，看起来你比之前可靠多了呢~	酒翁土人：{0}{1}/30	14.35	32.07	36	58	18.47	14.82	36	54	18.47	14.82	36	54	1	0	Equip-hand	0
116	0	{0}【主】{1}潜伏女贼	那个[f8fb04]女贼[b4ffd1]好像在前面，虽然不信任他们但是似乎目前目标是一致的，你可以去看一下~	嘘，小点声，不要被发现了。	和琳对话：{0}{1}/1	24.81	57.35	36	55	18.47	14.82	36	54	24.81	57.35	36	55	1	0	Equip-hand	0
117	0	{0}【主】{1}兽人军队	这边的情况真是不容乐观，兽人们已经集结成了军队，而且看起来井然有序。	同意，所以这背后一定有人暗中作怪。	和琳对话：{0}{1}/1	24.81	57.35	36	55	24.81	57.35	36	55	24.81	57.35	36	55	1	0	Equip-hand	0
118	0	{0}【主】{1}变装潜入	我们现在情报不够，你去那些半兽人身上找找，或许还有什么情报。	这纸条……居然是人类的文字！	脏兮兮的纸条：{0}{1}/5	24.88	74.78	36	59	24.81	57.35	36	55	24.81	57.35	36	55	1	0	Equip-hand	0
119	0	{0}【主】{1}纸条	这纸条是用人类的文字写的，你看看，能辨认出来么？	修尔克……居然……是他。	辨认文字：{0}{1}/1	24.81	57.35	36	55	24.81	57.35	36	55	24.81	57.35	36	55	1	0	Equip-hand	0
120	0	{0}【主】{1}故人	为什么……会是他……	不过你要小心了，这个人可以变装成任何人的样子，作为敌人是个很危险的存在。	和琳对话：{0}{1}/1	24.81	57.35	36	55	24.81	57.35	36	55	24.81	57.35	36	55	1	0	Equip-hand	0
121	1	{0}【主】{1}寻找银木	不行……我心思有点乱，[f8fb04]银木[b4ffd1]就在不远的地方，接下来的事情，你找他吧。	琳她居然……算了，这也是没办法的事。	和银木对话：{0}{1}/1	13.33	83.75	36	56	24.81	57.35	36	55	13.33	83.75	36	56	1	0	Equip-hand	0
122	2	{0}【主】{1}搜索小队	兽人军团里派出了一个[ff0006]搜索小队[b4ffd1]来找之前被消灭的斥候，送这个小队去见斥候吧！	干得漂亮，这下子兽人军队就有一段时间不能行动了！	半兽人：{0}{1}/30	24.88	74.78	36	59	13.33	83.75	36	56	13.33	83.75	36	56	1	0	Equip-hand	0
123	0	{0}【主】{1}职责所在	很抱歉之前测试你，不过这就是我的职责！	嗯，如果你知道了什么请你告诉我！	和瑟克萨斯对话：{0}{1}/1	6.84	13.35	23	14	6.84	13.35	23	14	6.84	13.35	23	14	1	0	Equip-hand	0
124	0	{0}【主】{1}安慰	别灰心，我们之前也没想到[f8fb04]银木[b4ffd1]先生会被假扮，这不是你的错。	真的银木先生很有可能还在遗忘废墟，我们之后会去哪里寻找的！	和佩特伦对话：{0}{1}/1	8.03	9.91	12	60	8.03	9.91	12	60	8.03	9.91	12	60	1	0	Equip-hand	0
125	0	{0}【主】{1}阴谋	虽然水样里面确实有不正常的东西，但是我觉得这个和[f8fb04]修尔克[b4ffd1]并没有什么关系。	嗯……所以这个事情很可能不止我们看起来的那么简单，如果能从兽人内部知道些情报就好了。	和佩特伦对话：{0}{1}/1	8.03	9.91	12	60	8.03	9.91	12	60	8.03	9.91	12	60	1	0	Equip-hand	0
126	2	{0}【主】{1}又见贵妇	我刚才看到了[f8fb04]艾莉娜[b4ffd1]在不远处，她居然孤身到这么危险的地方，你去确认一下吧。	唔啊！？（吃了一惊）哎是你啊……庶民这种生物还真难摆脱啊……	和艾莉娜对话：{0}{1}/1	16.29	23.05	38	172	5.23	46.87	38	33	16.29	23.05	38	172	1	0	Equip-hand	0
127	0	{0}【主】{1}部落内情	关于兽人部落内部的情况，相信还是[ffffff]土著祭祀[b4ffd1]先生更加了解，你应该去咨询他。	吼……你最好……离我远点……	和土著祭祀对话：{0}{1}/1	29.83	29.33	12	61	8.03	9.91	12	60	29.83	29.33	12	61	1	0	Equip-hand	0
128	0	{0}【主】{1}理智失控	吼……我的理智……也要消失了……你快走！	吼……怎么……可能……只是……到了这里……脑子就……一团乱……	和土著祭祀对话：{0}{1}/1	29.83	29.33	12	61	11.8	12.7	12	61	29.83	29.33	12	61	1	0	Equip-hand	0
129	0	{0}【主】{1}速速离去	吼……你快去……前面……那个叫[f8fb04]弗里德[b4ffd1]的家伙在那！	居然会这样，看来跟湖里的水关系不大了。	和弗里德对话：{0}{1}/1	13.18	45.7	12	62	11.8	12.7	12	61	13.18	45.7	12	62	1	0	Equip-hand	0
130	0	{0}【主】{1}水中遗迹	这些先不管，我发现这里的水里有个遗迹，我好想去探查一下啊！	啥？僵尸？	和弗里德对话：{0}{1}/1	13.18	45.7	12	62	13.18	45.7	12	62	13.18	45.7	12	62	1	0	Equip-hand	0
131	0	{0}【主】{1}遗迹僵尸	快快快！别让那些[ff0006]僵尸[b4ffd1]靠近这里！	真可怕……这遗迹里居然会有僵尸。	通关兽人大营：{0}{1}/1	-1	-1	-1	-1	13.18	45.7	12	62	13.18	45.7	12	62	1	0	Equip-hand	1
132	0	{0}【主】{1}回归重点	咳咳！算了算了，那就不去遗迹了，我可不想跟僵尸打交道！	这个地方还真是可疑，连兽人都不会靠近。	和弗里德对话：{0}{1}/1	13.18	45.7	12	62	13.18	45.7	12	62	13.18	45.7	12	62	1	0	Equip-hand	0
133	2	{0}【主】{1}僵尸外游	我发现外边也有[ff0006]僵尸[b4ffd1]，像是从遗迹里出来的，能把这些家伙送回他们该去的地方吗？	嗯，这下子应该没问题了！	僵尸囚犯：{0}{1}/25	17.35	63.62	12	68	13.18	45.7	12	62	13.18	45.7	12	62	1	0	Equip-hand	0
134	0	{0}【主】{1}接应	我很担心潜伏在前边的[f8fb04]琳[b4ffd1]，毕竟之前出了那样的事，你去接应下琳吧。	弗里德真的是多管闲事。	和琳对话：{0}{1}/1	44.12	71.63	12	63	13.18	45.7	12	62	44.12	71.63	12	63	1	0	Equip-hand	0
135	0	{0}【主】{1}异变加剧	我已经没事了，倒是这里，我发现有点不妙。	没错，越接近要塞，兽人就越狂暴，甚至还有变成魔物的。	和琳对话：{0}{1}/1	44.12	71.63	12	63	44.12	71.63	12	63	44.12	71.63	12	63	1	0	Equip-hand	0
136	2	{0}【主】{1}残暴兽人	比如前面的[ff0006]残暴食人魔[b4ffd1]，绝对不能让他们靠近城镇！	干得漂亮，但是还没有结束。	残暴食人魔：{0}{1}/30	46.35	82.62	12	69	44.12	71.63	12	63	44.12	71.63	12	63	1	0	Equip-hand	0
137	0	{0}【主】{1}卑微赏金	至于你之前说的事件，拜托我是个赏金猎人，这种事情没有钱我才不会干，你还是去找这里的负责人问问吧。	啊，你知道什么了吗！	和瑟克萨斯对话：{0}{1}/1	6.84	13.35	23	14	7.88	71.87	23	1154	6.84	13.35	23	14	1	0	Equip-hand	0
138	0	{0}【主】{1}可疑人物	不过前面我好像看到了一个肥硕的身影，不知道和事件有没有关系。你去看一下吧。	居然被发现了！真是倒霉！	和皮亚索拉对话：{0}{1}/1	85.16	78.63	12	64	44.12	71.63	12	63	85.16	78.63	12	64	1	0	Equip-hand	0
139	0	{0}【主】{1}自辩	我就是来这里查看数据的！有什么问题吗？	……你管不着！总之你没有证据说跟我有关系！就算是贤者也不能随便下罪名！	和皮亚索拉对话：{0}{1}/1	85.16	78.63	12	64	85.16	78.63	12	64	85.16	78.63	12	64	1	0	Equip-hand	0
140	0	{0}【主】{1}无可奈何	反正跟我没关系！不信的话你去问贤者啊！正好[f8fb04]莉莉丝[b4ffd1]贤者好像在那边！	嗯？你居然跟上来了~果然还是被我的魅力迷住了啊~	和莉莉丝对话：{0}{1}/1	67.5	68.13	12	66	85.16	78.63	12	64	67.5	68.13	12	66	1	0	Equip-hand	0
141	0	{0}【主】{1}旁若无物	……（似乎没有注意到你）	嗯，谢谢你帮我驱赶了这些巨魔。	通关兽人首领：{0}{1}/1	-1	-1	-1	-1	54.78873	35.49168	12	65	54.78873	35.49168	12	65	1	0	Equip-hand	1
142	0	{0}【主】{1}了然于心	其实我早就知道你在了，对你的实力我放心，所以才没有出手帮你。	不要灰心，毕竟我也是一位贤者。	和贤者巴兰对话：{0}{1}/1	54.78873	35.49168	12	65	54.78873	35.49168	12	65	54.78873	35.49168	12	65	1	0	Equip-hand	0
143	2	{0}【主】{1}争取时间	但是附近还有一些[ff0006]巨魔[b4ffd1]，我的研究也快完成了，不想受到干扰，麻烦你让他们安静一点。	正好，我的研究已经结束了。感谢你为我争取的时间。	双斧巨魔：{0}{1}/35	63.18	23.68	12	70	54.78873	35.49168	12	65	54.78873	35.49168	12	65	1	0	Equip-hand	0
144	0	{0}【主】{1}可疑机械	我之前在水里找到了一个[0afb04]微型机器人[b4ffd1]，里面携带了奇怪的魔法。	没关系，不知者不罪，错的还是他们。	和贤者巴兰对话：{0}{1}/1	54.78873	35.49168	12	65	54.78873	35.49168	12	65	54.78873	35.49168	12	65	1	0	Equip-hand	0
145	0	{0}【主】{1}少女被挟	这种破地方真要命！我一分钟都不想多呆！	马修斯……居然会有这种事	和艾莉娜对话：{0}{1}/1	16.29	23.05	38	172	16.29	23.05	38	172	16.29	23.05	38	172	1	0	Equip-hand	0
146	0	{0}【主】{1}宽宏大量	不过综合来看，还有一件事情很可疑。	原来是这样，看在你们这么努力平息这件事情的份上，我就不追究了。	和贤者巴兰对话：{0}{1}/1	54.78873	35.49168	12	65	54.78873	35.49168	12	65	54.78873	35.49168	12	65	1	0	Equip-hand	0
147	0	{0}【主】{1}第六贤者	因为某些原因我不是很喜欢他啦~那，就麻烦你去问问他啦~	……（望着手里的东西出神）	和贤者巴兰对话：{0}{1}/1	54.78873	35.49168	12	65	67.5	68.13	12	66	54.78873	35.49168	12	65	1	0	Equip-hand	0
148	0	{0}【主】{1}报告事情	你说你发现了事情的真相？	是啊~那边的黄昏要塞现在还在散发着吓人的魔力呢~我现在魔力受限很可能就是因为那个啊~	和莉莉丝对话：{0}{1}/30	67.5	68.13	12	66	67.5	68.13	12	66	67.5	68.13	12	66	1	0	Equip-hand	0
149	2	{0}【主】{1}机械守卫	不过想靠近要塞也是个难事，这里的[ff0006]机械守卫[b4ffd1]也都激活了，不打倒它可没法靠近呢~	居然有这么强大的机械守卫，这下面一定不简单。	改装型X05：{0}{1}/1	67.08	55.97	12	71	67.5	68.13	12	66	67.5	68.13	12	66	1	0	Equip-hand	0
150	5	{0}【主】{1}机械蜘蛛	我发现居然还有另外一种[ff0006]机械守卫[b4ffd1]呢~似乎比之前的要弱一点，但是数量很多，注意安全啊~	嗯~干得好！这样一来就可以进入要塞了呢！	机械蜘蛛：{0}{1}/30	83.84	33.8	12	72	67.5	68.13	12	66	67.5	68.13	12	66	1	0	Equip-hand	0
151	0	{0}【主】{1}探查要塞	不过解决了守卫，终于可以进入要塞探查一二了~	没找到原因啊……不过已经平息了就好~我的魔力也恢复了~	黄昏要塞：{0}{1}/1	-1	-1	-1	-1	67.5	68.13	12	66	67.5	68.13	12	66	1	0	Equip-hand	0
152	0	{0}【主】{1}另一贤者	啊对了！关于你刚才跟我说的[f8fb04]皮亚索拉[b4ffd1]的事情~	是管辖基因研究所的第六贤者阿尔得巴兰哦~	和莉莉丝对话：{0}{1}/1	67.5	68.13	12	66	67.5	68.13	12	66	67.5	68.13	12	66	1	0	Equip-hand	0
153	0	{0}【主】{1}战场求生	在真正的杀戮场上，你现在的本事能坚持多久，你想不想试一试？	任务结束感谢您本次体验，接下来你可以选择挑战魔王或和其他玩家PK	找菲尔沦对话：{0}{1}/1	10.13	78.78	7	176	54.78873	35.49168	12	65	10.13	78.78	7	176	1	0	Equip-hand	0
154	2	{0}【主】{1}雪地生物	前面看起来好像有很多[ff0006]猫又[b4ffd1]，奇怪，这里不该有猫又才对啊……	这里到底发生了什么啊……	雪地猫又：{0}{1}/20	77.03	68.88	38	156	89	76	38	157	89	76	38	157	1	0	Equip-hand	0
155	0	{0}【主】{1}状况不明	按照常理来说这边的生物是不会穿过研究所到这里来的啊……	嗯！就这样吧！	和奥奈尔谈话：{0}{1}/1	89	76	38	157	89	76	38	157	89	76	38	157	1	0	Equip-hand	0
156	0	{0}【主】{1}巨魔宝物	虽然遗迹是不能去了，但是这里的兽人们收藏的宝贝本大爷怎么能放过？我告诉你他们放在了哪里，你自己也去看看吧！	不过我不明白，这些巨魔囤积这么多宠物干什么？吃了又不能变大！	黄昏要塞：{0}{1}/1	-1	-1	-1	-1	13.18	45.7	12	62	13.18	45.7	12	62	1	0	Equip-hand	0
157	1	{0}【主】{1}魔灵进阶	古籍上还记载了怎么能让这些魔灵变得更强大的方法，正好你也获得了一些魔力，来试试吧~	真的奏效了啊！感谢守护神保佑！	女王蜂进阶：{0}{1}/1	61.46	88.3	23	1155	61.46	88.3	23	1155	61.46	88.3	23	1155	1	0	Equip-hand	0
158	0	{0}【主】{1}贵妇	我建议你还是赶快跑吧，晚了可就来不及了。	就连本来那么可爱的猫又也狂暴起来了，这种庶民呆的地方真是要命！	和艾琳娜对话：{0}{1}/1	34	85	38	158	34	85	38	158	34	85	38	158	1	0	Equip-hand	0
159	2	{0}【主】{1}清理僵尸	算了，看你的样子好像有点本事，那你就去清理掉研究所里的[ff0006]僵尸[b4ffd1]吧。	居然这么久才回来，说到底庶民终究是庶民啊！	僵尸囚犯：{0}{1}/20	18.66	75	38	159	34	85	38	158	34	85	38	158	1	0	Equip-hand	0
160	3	{0}【主】{1}珍贵资料	说起来我还有些珍贵的[0afb04]资料[b4ffd1]落在了研究所里，你去帮我拿回来吧。	嗯，看样子没损坏，看来你不是普通的庶民啊。	研究资料：{0}{1}/1	10.27	64.38	38	-1	34	85	38	158	34	85	38	158	1	0	Equip-hand	0
161	0	{0}【主】{1}学者下落	嗯……这些资料没损坏那我就还有机会（微笑）。	呵呵，想不到你会喜欢那样一个老头子，你去吧，我可不会陪你送死。	与艾琳娜对话：{0}{1}/1	34	85	38	158	34	85	38	158	34	85	38	158	1	0	Equip-hand	0
162	1	{0}【主】{1}僵尸围城	研究所内部全都是[ff0006]僵尸[b4ffd1]，希望我还能有机会看到你活着出来。	居然真能活着出来，你不是庶民吗？	副本“死地”：{0}{1}/1	-1	-1	-1	-1	34	85	38	158	34	85	38	158	1	0	Equip-hand	0
163	0	{0}【主】{1}大门紧闭	怎么只有你自己呢？那个老头子死在里面了？	啊哈哈哈~~一开始这样不就好了嘛！来，我带你去！	与艾琳娜对话：{0}{1}/1	34	85	38	158	34	85	38	158	34	85	38	158	1	0	Equip-hand	0
164	0	{0}【主】{1}机械古堡	还记得之前说的那个古堡么~看起来他们四个人是不小心进入了雷纳堡了呢~你想去看看嘛~	雷纳堡可是上次大战的关键之地呢~一定要小心啊~	雷纳堡：{0}{1}/1	-1	-1	-1	-1	66.34	19.91	27	39	66.34	19.91	27	39	1	0	Equip-hand	0
165	4	{0}【主】{1}奇妙空间	这里是机械研究所研制的异次元门，既然你不知道的话我就来跟你介绍一下吧！	哎你就是莉莉丝大人说的那个冒险者吗？	和梅里娅对话：{0}{1}/1	24.28	27.09	28	-1	24.28	27.09	28	165	61.46	88.3	23	1155	1	0	Equip-hand	0
166	0	{0}【主】{1}报告	血色冰封的研究所发生什么了吗？	艾莉娜？！她不好好待在黄昏湖畔去那里干什么！	和霍姆斯对话：{0}{1}/1	112.75	95.95	33	36	112.75	95.95	33	36	112.75	95.95	33	36	1	0	Equip-hand	0
167	0	{0}【主】{1}科技苑	基因研究所研发的科技苑你现在有利用上了吗？	嗯，科技这种东西就该被人好好利用。	制造芯片：{0}{1}/1	-1	-1	-1	-1	54.78873	35.49168	12	65	54.78873	35.49168	12	65	1	0	Equip-hand	0
168	0	{0}【主】{1}宠物升星	你获得的宠物，可以通过吸收其他的宠物变得更加强大呢！	嘿嘿！别看我自己不带宠物，这些知识我却是很了解呢！	宠物升星：{0}{1}/1	-1	-1	-1	-1	13.18	45.7	12	62	13.18	45.7	12	62	1	0	Equip-hand	0
169	1	{0}【主】{1}回报成效	希望你能学到一些事情，现在你可以回去继续做该做的事情了。	哎你这么快就回来了啊~真是厉害啊~	和杰西卡对话：{0}{1}/1	106.1	84.6	33	37	85.23	13.02	33	40	106.1	84.6	33	37	1	0	Equip-hand	0
170	0	{0}【主】{1}提前出发	我本来以为你还要一阵子才能回来呢，霍姆斯已经让[f8fb04]马修斯[b4ffd1]去血色冰封了。	啊，黑伊尔先生还在那边，你可以找他一起回去~	和杰西卡对话：{0}{1}/1	106.1	84.6	33	37	106.1	84.6	33	37	106.1	84.6	33	37	1	0	Equip-hand	0
171	1	{0}【主】{1}回程	那你就去找[f8fb04]黑伊尔[b4ffd1]吧~注意安全哦~	短短一会没见，你气色变了好多啊！	和黑伊尔对话：{0}{1}/1	80.43	65.89	33	35	106.1	84.6	33	37	80.43	65.89	33	35	1	0	Equip-hand	0
172	0	{0}【主】{1}再回冰封	准备好了吗，我们这就出发！	哎，想不到还会回来这个地方。	和黑伊尔对话：{0}{1}/1	5.23	46.87	38	33	80.43	65.89	33	35	5.23	46.87	38	33	1	0	Equip-hand	0
173	2	{0}【主】{1}中伏	糟糕！看来[ff0006]僵尸[b4ffd1]们知道了这个地方，在埋伏我们！快点击退他们的埋伏！	僵尸不是没有意识的吗……居然会埋伏我们！	通关僵尸埋伏：{0}{1}/1	-1	-1	-1	-1	5.23	46.87	38	33	5.23	46.87	38	33	1	0	Equip-hand	1
174	1	{0}【主】{1}幕后有人	没有意识的僵尸会这么有组织的行动，这背后一定有问题！	别的我不敢说，但是要是真的能控制这些僵尸，那个人一定和魔王有关系！	和黑伊尔对话：{0}{1}/1	5.23	46.87	38	33	5.23	46.87	38	33	5.23	46.87	38	33	1	0	Equip-hand	0
175	0	{0}【主】{1}秘密研究	不过说好了，解除封印后我可不陪你进去啊！	那老头子居然还活着，真是可……可喜啊！	机械研究所：{0}{1}/1	34	85	38	158	34	85	38	158	34	85	38	158	1	0	Equip-hand	0
176	2	{0}【主】{1}接应	行了庶民，废话不多说，你之前不是说[f8fb04]马修斯[b4ffd1]来了么？你还不赶快去接应他？	可恶，还是来晚了一步！	和马修斯对话：{0}{1}/1	30	8.4	38	166	16.29	23.05	38	172	30	8.4	38	166	1	0	Equip-hand	0
177	1	{0}【主】{1}壮硕博士	啊啊啊！可恶！居然会发生这种事！	这件事情果然和魔王有关！你看前面遍地的魔王兵！	和马修斯对话：{0}{1}/1	30	8.4	38	166	30	8.4	38	166	30	8.4	38	166	1	0	Equip-hand	0
178	5	{0}【主】{1}重重守护	算了，百闻不如一见，你还是自己去看看前面的情况吧！	怎么样？魔王的势力还是很庞大吧！	探查：{0}{1}/1	47.7	4.8	38	-1	30	8.4	38	166	30	8.4	38	166	1	0	Equip-hand	0
