Id	Desc	BelleId	Level	MainLevel	SubLevel	Duration	ConsumeType_1	ConsumeSubType_1	ConsumeNum_1	ConsumeType_2	ConsumeSubType_2	ConsumeNum_2	AttrType_1	AttrValue_1	AttrType_2	AttrValue_2	AttrType_3	AttrValue_3	AttrType_4	AttrValue_4	AttrType_5	AttrValue_5	AttrType_6	AttrValue_6
248		5	23	3	5	25200	5	59059	10	2	1	23000	0	2628	10	171	7	95	1001	0	1000	0	0	0
249		5	24	3	6	28800	5	59059	10	2	1	24000	0	2628	10	171	7	114	1001	0	1000	0	0	0
250		5	25	3	7	36000	5	59059	10	2	1	25000	0	2628	10	171	7	133	1001	0	1000	0	0	0
251		5	26	3	8	43200	5	59059	10	2	1	26000	0	2628	10	171	7	152	1001	0	1000	0	0	0
252		5	27	3	9	50400	5	59059	10	2	1	27000	0	2628	10	171	7	171	1001	0	1000	0	0	0
253		5	28	4	1	57600	5	59059	15	2	1	42000	0	2628	10	171	7	171	1001	21	1000	0	0	0
254		5	29	4	2	64800	5	59059	15	2	1	43500	0	2628	10	171	7	171	1001	42	1000	0	0	0
255		5	30	4	3	72000	5	59059	15	2	1	45000	0	2628	10	171	7	171	1001	63	1000	0	0	0
256		5	31	4	4	86400	5	59059	15	2	1	46500	0	2628	10	171	7	171	1001	84	1000	0	0	0
257		5	32	4	5	100800	5	59059	15	2	1	48000	0	2628	10	171	7	171	1001	105	1000	0	0	0
258		5	33	4	6	115200	5	59059	15	2	1	49500	0	2628	10	171	7	171	1001	126	1000	0	0	0
259		5	34	4	7	129600	5	59059	15	2	1	51000	0	2628	10	171	7	171	1001	147	1000	0	0	0
260		5	35	4	8	151200	5	59059	15	2	1	52500	0	2628	10	171	7	171	1001	168	1000	0	0	0
261		5	36	4	9	172800	5	59059	15	2	1	54000	0	2628	10	171	7	171	1001	189	1000	0	0	0
262		5	37	5	1	194400	5	59059	20	2	1	74000	0	2628	10	171	7	171	1001	189	1000	30	0	0
263		5	38	5	2	216000	5	59059	20	2	1	76000	0	2628	10	171	7	171	1001	189	1000	60	0	0
264		5	39	5	3	237600	5	59059	20	2	1	78000	0	2628	10	171	7	171	1001	189	1000	90	0	0
265		5	40	5	4	259200	5	59059	20	2	1	80000	0	2628	10	171	7	171	1001	189	1000	120	0	0
266		5	41	5	5	280800	5	59059	20	2	1	82000	0	2628	10	171	7	171	1001	189	1000	150	0	0
267		5	42	5	6	302400	5	59059	20	2	1	84000	0	2628	10	171	7	171	1001	189	1000	180	0	0
268		5	43	5	7	324000	5	59059	20	2	1	86000	0	2628	10	171	7	171	1001	189	1000	210	0	0
269		5	44	5	8	345600	5	59059	20	2	1	88000	0	2628	10	171	7	171	1001	189	1000	240	0	0
270		5	45	5	9	367200	5	59059	20	2	1	90000	0	2628	10	171	7	171	1001	189	1000	270	0	0
271		6	1	1	1	60	5	59060	1	2	1	100	0	234	10	0	8	0	1001	0	1000	0	0	0
272		6	2	1	2	120	5	59060	1	2	1	200	0	468	10	0	8	0	1001	0	1000	0	0	0
273		6	3	1	3	300	5	59060	1	2	1	300	0	702	10	0	8	0	1001	0	1000	0	0	0
274		6	4	1	4	480	5	59060	2	2	1	800	0	936	10	0	8	0	1001	0	1000	0	0	0
275		6	5	1	5	600	5	59060	2	2	1	1000	0	1170	10	0	8	0	1001	0	1000	0	0	0
276		6	6	1	6	900	5	59060	2	2	1	1200	0	1404	10	0	8	0	1001	0	1000	0	0	0
277		6	7	1	7	1200	5	59060	2	2	1	1400	0	1638	10	0	8	0	1001	0	1000	0	0	0
278		6	8	1	8	1500	5	59060	2	2	1	1600	0	1872	10	0	8	0	1001	0	1000	0	0	0
279		6	9	1	9	1800	5	59060	2	2	1	1800	0	2106	10	0	8	0	1001	0	1000	0	0	0
280		6	10	2	1	2100	5	59060	5	2	1	5000	0	2106	10	16	8	0	1001	0	1000	0	0	0
281		6	11	2	2	2400	5	59060	5	2	1	5500	0	2106	10	32	8	0	1001	0	1000	0	0	0
282		6	12	2	3	2700	5	59060	5	2	1	6000	0	2106	10	48	8	0	1001	0	1000	0	0	0
283		6	13	2	4	3600	5	59060	5	2	1	6500	0	2106	10	64	8	0	1001	0	1000	0	0	0
284		6	14	2	5	5400	5	59060	5	2	1	7000	0	2106	10	80	8	0	1001	0	1000	0	0	0
285		6	15	2	6	7200	5	59060	5	2	1	7500	0	2106	10	96	8	0	1001	0	1000	0	0	0
286		6	16	2	7	9000	5	59060	5	2	1	8000	0	2106	10	112	8	0	1001	0	1000	0	0	0
287		6	17	2	8	10800	5	59060	5	2	1	8500	0	2106	10	128	8	0	1001	0	1000	0	0	0
288		6	18	2	9	12600	5	59060	5	2	1	9000	0	2106	10	144	8	0	1001	0	1000	0	0	0
289		6	19	3	1	14400	5	59060	10	2	1	19000	0	2106	10	144	8	16	1001	0	1000	0	0	0
290		6	20	3	2	16200	5	59060	10	2	1	20000	0	2106	10	144	8	32	1001	0	1000	0	0	0
291		6	21	3	3	18000	5	59060	10	2	1	21000	0	2106	10	144	8	48	1001	0	1000	0	0	0
292		6	22	3	4	21600	5	59060	10	2	1	22000	0	2106	10	144	8	64	1001	0	1000	0	0	0
293		6	23	3	5	25200	5	59060	10	2	1	23000	0	2106	10	144	8	80	1001	0	1000	0	0	0
294		6	24	3	6	28800	5	59060	10	2	1	24000	0	2106	10	144	8	96	1001	0	1000	0	0	0
295		6	25	3	7	36000	5	59060	10	2	1	25000	0	2106	10	144	8	112	1001	0	1000	0	0	0
296		6	26	3	8	43200	5	59060	10	2	1	26000	0	2106	10	144	8	128	1001	0	1000	0	0	0
297		6	27	3	9	50400	5	59060	10	2	1	27000	0	2106	10	144	8	144	1001	0	1000	0	0	0
298		6	28	4	1	57600	5	59060	15	2	1	42000	0	2106	10	144	8	144	1001	17	1000	0	0	0
299		6	29	4	2	64800	5	59060	15	2	1	43500	0	2106	10	144	8	144	1001	34	1000	0	0	0
300		6	30	4	3	72000	5	59060	15	2	1	45000	0	2106	10	144	8	144	1001	51	1000	0	0	0
301		6	31	4	4	86400	5	59060	15	2	1	46500	0	2106	10	144	8	144	1001	68	1000	0	0	0
302		6	32	4	5	100800	5	59060	15	2	1	48000	0	2106	10	144	8	144	1001	85	1000	0	0	0
303		6	33	4	6	115200	5	59060	15	2	1	49500	0	2106	10	144	8	144	1001	102	1000	0	0	0
304		6	34	4	7	129600	5	59060	15	2	1	51000	0	2106	10	144	8	144	1001	119	1000	0	0	0
305		6	35	4	8	151200	5	59060	15	2	1	52500	0	2106	10	144	8	144	1001	136	1000	0	0	0
306		6	36	4	9	172800	5	59060	15	2	1	54000	0	2106	10	144	8	144	1001	153	1000	0	0	0
307		6	37	5	1	194400	5	59060	20	2	1	74000	0	2106	10	144	8	144	1001	153	1000	24	0	0
308		6	38	5	2	216000	5	59060	20	2	1	76000	0	2106	10	144	8	144	1001	153	1000	48	0	0
309		6	39	5	3	237600	5	59060	20	2	1	78000	0	2106	10	144	8	144	1001	153	1000	72	0	0
310		6	40	5	4	259200	5	59060	20	2	1	80000	0	2106	10	144	8	144	1001	153	1000	96	0	0
311		6	41	5	5	280800	5	59060	20	2	1	82000	0	2106	10	144	8	144	1001	153	1000	120	0	0
312		6	42	5	6	302400	5	59060	20	2	1	84000	0	2106	10	144	8	144	1001	153	1000	144	0	0
313		6	43	5	7	324000	5	59060	20	2	1	86000	0	2106	10	144	8	144	1001	153	1000	168	0	0
314		6	44	5	8	345600	5	59060	20	2	1	88000	0	2106	10	144	8	144	1001	153	1000	192	0	0
315		6	45	5	9	367200	5	59060	20	2	1	90000	0	2106	10	144	8	144	1001	153	1000	216	0	0
316		7	1	1	1	60	5	59061	1	2	1	100	1000	49	9	0	7	0	1001	0	1000	0	0	0
317		7	2	1	2	120	5	59061	1	2	1	200	1000	98	9	0	7	0	1001	0	1000	0	0	0
318		7	3	1	3	300	5	59061	1	2	1	300	1000	147	9	0	7	0	1001	0	1000	0	0	0
319		7	4	1	4	480	5	59061	2	2	1	800	1000	196	9	0	7	0	1001	0	1000	0	0	0
320		7	5	1	5	600	5	59061	2	2	1	1000	1000	245	9	0	7	0	1001	0	1000	0	0	0
321		7	6	1	6	900	5	59061	2	2	1	1200	1000	294	9	0	7	0	1001	0	1000	0	0	0
322		7	7	1	7	1200	5	59061	2	2	1	1400	1000	343	9	0	7	0	1001	0	1000	0	0	0
323		7	8	1	8	1500	5	59061	2	2	1	1600	1000	392	9	0	7	0	1001	0	1000	0	0	0
324		7	9	1	9	1800	5	59061	2	2	1	1800	1000	441	9	0	7	0	1001	0	1000	0	0	0
325		7	10	2	1	2100	5	59061	5	2	1	5000	1000	441	9	19	7	0	1001	0	1000	0	0	0
326		7	11	2	2	2400	5	59061	5	2	1	5500	1000	441	9	38	7	0	1001	0	1000	0	0	0
327		7	12	2	3	2700	5	59061	5	2	1	6000	1000	441	9	57	7	0	1001	0	1000	0	0	0
328		7	13	2	4	3600	5	59061	5	2	1	6500	1000	441	9	76	7	0	1001	0	1000	0	0	0
329		7	14	2	5	5400	5	59061	5	2	1	7000	1000	441	9	95	7	0	1001	0	1000	0	0	0
330		7	15	2	6	7200	5	59061	5	2	1	7500	1000	441	9	114	7	0	1001	0	1000	0	0	0
331		7	16	2	7	9000	5	59061	5	2	1	8000	1000	441	9	133	7	0	1001	0	1000	0	0	0
332		7	17	2	8	10800	5	59061	5	2	1	8500	1000	441	9	152	7	0	1001	0	1000	0	0	0
333		7	18	2	9	12600	5	59061	5	2	1	9000	1000	441	9	171	7	0	1001	0	1000	0	0	0
334		7	19	3	1	14400	5	59061	10	2	1	19000	1000	441	9	171	7	19	1001	0	1000	0	0	0
335		7	20	3	2	16200	5	59061	10	2	1	20000	1000	441	9	171	7	38	1001	0	1000	0	0	0
336		7	21	3	3	18000	5	59061	10	2	1	21000	1000	441	9	171	7	57	1001	0	1000	0	0	0
337		7	22	3	4	21600	5	59061	10	2	1	22000	1000	441	9	171	7	76	1001	0	1000	0	0	0
338		7	23	3	5	25200	5	59061	10	2	1	23000	1000	441	9	171	7	95	1001	0	1000	0	0	0
339		7	24	3	6	28800	5	59061	10	2	1	24000	1000	441	9	171	7	114	1001	0	1000	0	0	0
340		7	25	3	7	36000	5	59061	10	2	1	25000	1000	441	9	171	7	133	1001	0	1000	0	0	0
341		7	26	3	8	43200	5	59061	10	2	1	26000	1000	441	9	171	7	152	1001	0	1000	0	0	0
342		7	27	3	9	50400	5	59061	10	2	1	27000	1000	441	9	171	7	171	1001	0	1000	0	0	0
343		7	28	4	1	57600	5	59061	15	2	1	42000	1000	441	9	171	7	171	1001	21	1000	0	0	0
344		7	29	4	2	64800	5	59061	15	2	1	43500	1000	441	9	171	7	171	1001	42	1000	0	0	0
345		7	30	4	3	72000	5	59061	15	2	1	45000	1000	441	9	171	7	171	1001	63	1000	0	0	0
346		7	31	4	4	86400	5	59061	15	2	1	46500	1000	441	9	171	7	171	1001	84	1000	0	0	0
347		7	32	4	5	100800	5	59061	15	2	1	48000	1000	441	9	171	7	171	1001	105	1000	0	0	0
348		7	33	4	6	115200	5	59061	15	2	1	49500	1000	441	9	171	7	171	1001	126	1000	0	0	0
349		7	34	4	7	129600	5	59061	15	2	1	51000	1000	441	9	171	7	171	1001	147	1000	0	0	0
350		7	35	4	8	151200	5	59061	15	2	1	52500	1000	441	9	171	7	171	1001	168	1000	0	0	0
351		7	36	4	9	172800	5	59061	15	2	1	54000	1000	441	9	171	7	171	1001	189	1000	0	0	0
352		7	37	5	1	194400	5	59061	20	2	1	74000	1000	441	9	171	7	171	1001	189	1000	30	0	0
353		7	38	5	2	216000	5	59061	20	2	1	76000	1000	441	9	171	7	171	1001	189	1000	60	0	0
354		7	39	5	3	237600	5	59061	20	2	1	78000	1000	441	9	171	7	171	1001	189	1000	90	0	0
355		7	40	5	4	259200	5	59061	20	2	1	80000	1000	441	9	171	7	171	1001	189	1000	120	0	0
356		7	41	5	5	280800	5	59061	20	2	1	82000	1000	441	9	171	7	171	1001	189	1000	150	0	0
357		7	42	5	6	302400	5	59061	20	2	1	84000	1000	441	9	171	7	171	1001	189	1000	180	0	0
358		7	43	5	7	324000	5	59061	20	2	1	86000	1000	441	9	171	7	171	1001	189	1000	210	0	0
359		7	44	5	8	345600	5	59061	20	2	1	88000	1000	441	9	171	7	171	1001	189	1000	240	0	0
360		7	45	5	9	367200	5	59061	20	2	1	90000	1000	441	9	171	7	171	1001	189	1000	270	0	0
361		8	1	1	1	60	5	59062	1	2	1	100	0	292	9	0	8	0	1001	0	1000	0	0	0
362		8	2	1	2	120	5	59062	1	2	1	200	0	584	9	0	8	0	1001	0	1000	0	0	0
363		8	3	1	3	300	5	59062	1	2	1	300	0	876	9	0	8	0	1001	0	1000	0	0	0
364		8	4	1	4	480	5	59062	2	2	1	800	0	1168	9	0	8	0	1001	0	1000	0	0	0
365		8	5	1	5	600	5	59062	2	2	1	1000	0	1460	9	0	8	0	1001	0	1000	0	0	0
366		8	6	1	6	900	5	59062	2	2	1	1200	0	1752	9	0	8	0	1001	0	1000	0	0	0
367		8	7	1	7	1200	5	59062	2	2	1	1400	0	2044	9	0	8	0	1001	0	1000	0	0	0
368		8	8	1	8	1500	5	59062	2	2	1	1600	0	2336	9	0	8	0	1001	0	1000	0	0	0
369		8	9	1	9	1800	5	59062	2	2	1	1800	0	2628	9	0	8	0	1001	0	1000	0	0	0
370		8	10	2	1	2100	5	59062	5	2	1	5000	0	2628	9	19	8	0	1001	0	1000	0	0	0
371		8	11	2	2	2400	5	59062	5	2	1	5500	0	2628	9	38	8	0	1001	0	1000	0	0	0
372		8	12	2	3	2700	5	59062	5	2	1	6000	0	2628	9	57	8	0	1001	0	1000	0	0	0
373		8	13	2	4	3600	5	59062	5	2	1	6500	0	2628	9	76	8	0	1001	0	1000	0	0	0
374		8	14	2	5	5400	5	59062	5	2	1	7000	0	2628	9	95	8	0	1001	0	1000	0	0	0
375		8	15	2	6	7200	5	59062	5	2	1	7500	0	2628	9	114	8	0	1001	0	1000	0	0	0
376		8	16	2	7	9000	5	59062	5	2	1	8000	0	2628	9	133	8	0	1001	0	1000	0	0	0
377		8	17	2	8	10800	5	59062	5	2	1	8500	0	2628	9	152	8	0	1001	0	1000	0	0	0
378		8	18	2	9	12600	5	59062	5	2	1	9000	0	2628	9	171	8	0	1001	0	1000	0	0	0
379		8	19	3	1	14400	5	59062	10	2	1	19000	0	2628	9	171	8	19	1001	0	1000	0	0	0
380		8	20	3	2	16200	5	59062	10	2	1	20000	0	2628	9	171	8	38	1001	0	1000	0	0	0
381		8	21	3	3	18000	5	59062	10	2	1	21000	0	2628	9	171	8	57	1001	0	1000	0	0	0
382		8	22	3	4	21600	5	59062	10	2	1	22000	0	2628	9	171	8	76	1001	0	1000	0	0	0
383		8	23	3	5	25200	5	59062	10	2	1	23000	0	2628	9	171	8	95	1001	0	1000	0	0	0
384		8	24	3	6	28800	5	59062	10	2	1	24000	0	2628	9	171	8	114	1001	0	1000	0	0	0
385		8	25	3	7	36000	5	59062	10	2	1	25000	0	2628	9	171	8	133	1001	0	1000	0	0	0
386		8	26	3	8	43200	5	59062	10	2	1	26000	0	2628	9	171	8	152	1001	0	1000	0	0	0
387		8	27	3	9	50400	5	59062	10	2	1	27000	0	2628	9	171	8	171	1001	0	1000	0	0	0
388		8	28	4	1	57600	5	59062	15	2	1	42000	0	2628	9	171	8	171	1001	21	1000	0	0	0
389		8	29	4	2	64800	5	59062	15	2	1	43500	0	2628	9	171	8	171	1001	42	1000	0	0	0
390		8	30	4	3	72000	5	59062	15	2	1	45000	0	2628	9	171	8	171	1001	63	1000	0	0	0
391		8	31	4	4	86400	5	59062	15	2	1	46500	0	2628	9	171	8	171	1001	84	1000	0	0	0
392		8	32	4	5	100800	5	59062	15	2	1	48000	0	2628	9	171	8	171	1001	105	1000	0	0	0
393		8	33	4	6	115200	5	59062	15	2	1	49500	0	2628	9	171	8	171	1001	126	1000	0	0	0
394		8	34	4	7	129600	5	59062	15	2	1	51000	0	2628	9	171	8	171	1001	147	1000	0	0	0
395		8	35	4	8	151200	5	59062	15	2	1	52500	0	2628	9	171	8	171	1001	168	1000	0	0	0
396		8	36	4	9	172800	5	59062	15	2	1	54000	0	2628	9	171	8	171	1001	189	1000	0	0	0
397		8	37	5	1	194400	5	59062	20	2	1	74000	0	2628	9	171	8	171	1001	189	1000	30	0	0
398		8	38	5	2	216000	5	59062	20	2	1	76000	0	2628	9	171	8	171	1001	189	1000	60	0	0
399		8	39	5	3	237600	5	59062	20	2	1	78000	0	2628	9	171	8	171	1001	189	1000	90	0	0
400		8	40	5	4	259200	5	59062	20	2	1	80000	0	2628	9	171	8	171	1001	189	1000	120	0	0
401		8	41	5	5	280800	5	59062	20	2	1	82000	0	2628	9	171	8	171	1001	189	1000	150	0	0
402		8	42	5	6	302400	5	59062	20	2	1	84000	0	2628	9	171	8	171	1001	189	1000	180	0	0
403		8	43	5	7	324000	5	59062	20	2	1	86000	0	2628	9	171	8	171	1001	189	1000	210	0	0
404		8	44	5	8	345600	5	59062	20	2	1	88000	0	2628	9	171	8	171	1001	189	1000	240	0	0
405		8	45	5	9	367200	5	59062	20	2	1	90000	0	2628	9	171	8	171	1001	189	1000	270	0	0
406		9	1	1	1	60	5	56535	1	2	1	100	1001	20	9	0	8	0	1001	0	1000	0	0	0
407		9	2	1	2	120	5	56535	1	2	1	200	1001	40	9	0	8	0	1001	0	1000	0	0	0
408		9	3	1	3	300	5	56535	1	2	1	300	1001	60	9	0	8	0	1001	0	1000	0	0	0
409		9	4	1	4	480	5	56535	2	2	1	800	1001	80	9	0	8	0	1001	0	1000	0	0	0
410		9	5	1	5	600	5	56535	2	2	1	1000	1001	100	9	0	8	0	1001	0	1000	0	0	0
411		9	6	1	6	900	5	56535	2	2	1	1200	1001	120	9	0	8	0	1001	0	1000	0	0	0
412		9	7	1	7	1200	5	56535	2	2	1	1400	1001	140	9	0	8	0	1001	0	1000	0	0	0
413		9	8	1	8	1500	5	56535	2	2	1	1600	1001	160	9	0	8	0	1001	0	1000	0	0	0
414		9	9	1	9	1800	5	56535	2	2	1	1800	1001	180	9	0	8	0	1001	0	1000	0	0	0
415		9	10	2	1	2100	5	56535	5	2	1	5000	1001	180	9	12	8	0	1001	0	1000	0	0	0
416		9	11	2	2	2400	5	56535	5	2	1	5500	1001	180	9	24	8	0	1001	0	1000	0	0	0
417		9	12	2	3	2700	5	56535	5	2	1	6000	1001	180	9	36	8	0	1001	0	1000	0	0	0
418		9	13	2	4	3600	5	56535	5	2	1	6500	1001	180	9	48	8	0	1001	0	1000	0	0	0
419		9	14	2	5	5400	5	56535	5	2	1	7000	1001	180	9	60	8	0	1001	0	1000	0	0	0
420		9	15	2	6	7200	5	56535	5	2	1	7500	1001	180	9	72	8	0	1001	0	1000	0	0	0
421		9	16	2	7	9000	5	56535	5	2	1	8000	1001	180	9	84	8	0	1001	0	1000	0	0	0
422		9	17	2	8	10800	5	56535	5	2	1	8500	1001	180	9	96	8	0	1001	0	1000	0	0	0
423		9	18	2	9	12600	5	56535	5	2	1	9000	1001	180	9	108	8	0	1001	0	1000	0	0	0
424		9	19	3	1	14400	5	56535	10	2	1	19000	1001	180	9	108	8	12	1001	0	1000	0	0	0
425		9	20	3	2	16200	5	56535	10	2	1	20000	1001	180	9	108	8	24	1001	0	1000	0	0	0
426		9	21	3	3	18000	5	56535	10	2	1	21000	1001	180	9	108	8	36	1001	0	1000	0	0	0
427		9	22	3	4	21600	5	56535	10	2	1	22000	1001	180	9	108	8	48	1001	0	1000	0	0	0
428		9	23	3	5	25200	5	56535	10	2	1	23000	1001	180	9	108	8	60	1001	0	1000	0	0	0
429		9	24	3	6	28800	5	56535	10	2	1	24000	1001	180	9	108	8	72	1001	0	1000	0	0	0
430		9	25	3	7	36000	5	56535	10	2	1	25000	1001	180	9	108	8	84	1001	0	1000	0	0	0
431		9	26	3	8	43200	5	56535	10	2	1	26000	1001	180	9	108	8	96	1001	0	1000	0	0	0
432		9	27	3	9	50400	5	56535	10	2	1	27000	1001	180	9	108	8	108	1001	0	1000	0	0	0
433		9	28	4	1	57600	5	56535	15	2	1	42000	1001	180	9	108	8	108	1001	13	1000	0	0	0
434		9	29	4	2	64800	5	56535	15	2	1	43500	1001	180	9	108	8	108	1001	26	1000	0	0	0
435		9	30	4	3	72000	5	56535	15	2	1	45000	1001	180	9	108	8	108	1001	39	1000	0	0	0
436		9	31	4	4	86400	5	56535	15	2	1	46500	1001	180	9	108	8	108	1001	52	1000	0	0	0
437		9	32	4	5	100800	5	56535	15	2	1	48000	1001	180	9	108	8	108	1001	65	1000	0	0	0
438		9	33	4	6	115200	5	56535	15	2	1	49500	1001	180	9	108	8	108	1001	78	1000	0	0	0
439		9	34	4	7	129600	5	56535	15	2	1	51000	1001	180	9	108	8	108	1001	91	1000	0	0	0
440		9	35	4	8	151200	5	56535	15	2	1	52500	1001	180	9	108	8	108	1001	104	1000	0	0	0
441		9	36	4	9	172800	5	56535	15	2	1	54000	1001	180	9	108	8	108	1001	117	1000	0	0	0
442		9	37	5	1	194400	5	56535	20	2	1	74000	1001	180	9	108	8	108	1001	117	1000	18	0	0
443		9	38	5	2	216000	5	56535	20	2	1	76000	1001	180	9	108	8	108	1001	117	1000	36	0	0
444		9	39	5	3	237600	5	56535	20	2	1	78000	1001	180	9	108	8	108	1001	117	1000	54	0	0
445		9	40	5	4	259200	5	56535	20	2	1	80000	1001	180	9	108	8	108	1001	117	1000	72	0	0
446		9	41	5	5	280800	5	56535	20	2	1	82000	1001	180	9	108	8	108	1001	117	1000	90	0	0
447		9	42	5	6	302400	5	56535	20	2	1	84000	1001	180	9	108	8	108	1001	117	1000	108	0	0
448		9	43	5	7	324000	5	56535	20	2	1	86000	1001	180	9	108	8	108	1001	117	1000	126	0	0
449		9	44	5	8	345600	5	56535	20	2	1	88000	1001	180	9	108	8	108	1001	117	1000	144	0	0
450		9	45	5	9	367200	5	56535	20	2	1	90000	1001	180	9	108	8	108	1001	117	1000	162	0	0
451		10	1	1	1	60	5	56537	1	2	1	100	1001	17	9	0	7	0	1001	0	1000	0	0	0
452		10	2	1	2	120	5	56537	1	2	1	200	1001	34	9	0	7	0	1001	0	1000	0	0	0
453		10	3	1	3	300	5	56537	1	2	1	300	1001	51	9	0	7	0	1001	0	1000	0	0	0
454		10	4	1	4	480	5	56537	2	2	1	800	1001	68	9	0	7	0	1001	0	1000	0	0	0
455		10	5	1	5	600	5	56537	2	2	1	1000	1001	85	9	0	7	0	1001	0	1000	0	0	0
456		10	6	1	6	900	5	56537	2	2	1	1200	1001	102	9	0	7	0	1001	0	1000	0	0	0
457		10	7	1	7	1200	5	56537	2	2	1	1400	1001	119	9	0	7	0	1001	0	1000	0	0	0
458		10	8	1	8	1500	5	56537	2	2	1	1600	1001	136	9	0	7	0	1001	0	1000	0	0	0
459		10	9	1	9	1800	5	56537	2	2	1	1800	1001	153	9	0	7	0	1001	0	1000	0	0	0
460		10	10	2	1	2100	5	56537	5	2	1	5000	1001	153	9	10	7	0	1001	0	1000	0	0	0
461		10	11	2	2	2400	5	56537	5	2	1	5500	1001	153	9	20	7	0	1001	0	1000	0	0	0
462		10	12	2	3	2700	5	56537	5	2	1	6000	1001	153	9	30	7	0	1001	0	1000	0	0	0
463		10	13	2	4	3600	5	56537	5	2	1	6500	1001	153	9	40	7	0	1001	0	1000	0	0	0
464		10	14	2	5	5400	5	56537	5	2	1	7000	1001	153	9	50	7	0	1001	0	1000	0	0	0
465		10	15	2	6	7200	5	56537	5	2	1	7500	1001	153	9	60	7	0	1001	0	1000	0	0	0
466		10	16	2	7	9000	5	56537	5	2	1	8000	1001	153	9	70	7	0	1001	0	1000	0	0	0
467		10	17	2	8	10800	5	56537	5	2	1	8500	1001	153	9	80	7	0	1001	0	1000	0	0	0
468		10	18	2	9	12600	5	56537	5	2	1	9000	1001	153	9	90	7	0	1001	0	1000	0	0	0
469		10	19	3	1	14400	5	56537	10	2	1	19000	1001	153	9	90	7	10	1001	0	1000	0	0	0
470		10	20	3	2	16200	5	56537	10	2	1	20000	1001	153	9	90	7	20	1001	0	1000	0	0	0
471		10	21	3	3	18000	5	56537	10	2	1	21000	1001	153	9	90	7	30	1001	0	1000	0	0	0
472		10	22	3	4	21600	5	56537	10	2	1	22000	1001	153	9	90	7	40	1001	0	1000	0	0	0
473		10	23	3	5	25200	5	56537	10	2	1	23000	1001	153	9	90	7	50	1001	0	1000	0	0	0
474		10	24	3	6	28800	5	56537	10	2	1	24000	1001	153	9	90	7	60	1001	0	1000	0	0	0
475		10	25	3	7	36000	5	56537	10	2	1	25000	1001	153	9	90	7	70	1001	0	1000	0	0	0
476		10	26	3	8	43200	5	56537	10	2	1	26000	1001	153	9	90	7	80	1001	0	1000	0	0	0
477		10	27	3	9	50400	5	56537	10	2	1	27000	1001	153	9	90	7	90	1001	0	1000	0	0	0
478		10	28	4	1	57600	5	56537	15	2	1	42000	1001	153	9	90	7	90	1001	11	1000	0	0	0
479		10	29	4	2	64800	5	56537	15	2	1	43500	1001	153	9	90	7	90	1001	22	1000	0	0	0
480		10	30	4	3	72000	5	56537	15	2	1	45000	1001	153	9	90	7	90	1001	33	1000	0	0	0
481		10	31	4	4	86400	5	56537	15	2	1	46500	1001	153	9	90	7	90	1001	44	1000	0	0	0
482		10	32	4	5	100800	5	56537	15	2	1	48000	1001	153	9	90	7	90	1001	55	1000	0	0	0
483		10	33	4	6	115200	5	56537	15	2	1	49500	1001	153	9	90	7	90	1001	66	1000	0	0	0
484		10	34	4	7	129600	5	56537	15	2	1	51000	1001	153	9	90	7	90	1001	77	1000	0	0	0
485		10	35	4	8	151200	5	56537	15	2	1	52500	1001	153	9	90	7	90	1001	88	1000	0	0	0
486		10	36	4	9	172800	5	56537	15	2	1	54000	1001	153	9	90	7	90	1001	99	1000	0	0	0
487		10	37	5	1	194400	5	56537	20	2	1	74000	1001	153	9	90	7	90	1001	99	1000	15	0	0
488		10	38	5	2	216000	5	56537	20	2	1	76000	1001	153	9	90	7	90	1001	99	1000	30	0	0
489		10	39	5	3	237600	5	56537	20	2	1	78000	1001	153	9	90	7	90	1001	99	1000	45	0	0
490		10	40	5	4	259200	5	56537	20	2	1	80000	1001	153	9	90	7	90	1001	99	1000	60	0	0
491		10	41	5	5	280800	5	56537	20	2	1	82000	1001	153	9	90	7	90	1001	99	1000	75	0	0
492		10	42	5	6	302400	5	56537	20	2	1	84000	1001	153	9	90	7	90	1001	99	1000	90	0	0
493		10	43	5	7	324000	5	56537	20	2	1	86000	1001	153	9	90	7	90	1001	99	1000	105	0	0
494		10	44	5	8	345600	5	56537	20	2	1	88000	1001	153	9	90	7	90	1001	99	1000	120	0	0
495		10	45	5	9	367200	5	56537	20	2	1	90000	1001	153	9	90	7	90	1001	99	1000	135	0	0
496		11	1	1	1	60	5	56536	1	2	1	100	1000	29	10	0	7	0	1001	0	1000	0	0	0
497		11	2	1	2	120	5	56536	1	2	1	200	1000	58	10	0	7	0	1001	0	1000	0	0	0
498		11	3	1	3	300	5	56536	1	2	1	300	1000	87	10	0	7	0	1001	0	1000	0	0	0
499		11	4	1	4	480	5	56536	2	2	1	800	1000	116	10	0	7	0	1001	0	1000	0	0	0
500		11	5	1	5	600	5	56536	2	2	1	1000	1000	145	10	0	7	0	1001	0	1000	0	0	0
501		11	6	1	6	900	5	56536	2	2	1	1200	1000	174	10	0	7	0	1001	0	1000	0	0	0
502		11	7	1	7	1200	5	56536	2	2	1	1400	1000	203	10	0	7	0	1001	0	1000	0	0	0
503		11	8	1	8	1500	5	56536	2	2	1	1600	1000	232	10	0	7	0	1001	0	1000	0	0	0
504		11	9	1	9	1800	5	56536	2	2	1	1800	1000	261	10	0	7	0	1001	0	1000	0	0	0
