Id	Desc	Money	BindYuanBao	Exp	FellowExp	ToolID1	ToolNum1	ToolID2	ToolNum2	ProfessionItemID1	ProfessionNum1	ProfessionItemID2	ProfessionNum2	ProfessionItemID3	ProfessionNum3	ProfessionItemID4	ProfessionNum4	ProfessionItemID5	ProfessionNum5	ChoosedItemNum	ItemID1	ItemNum1	ItemID2	ItemNum2	ItemID3	ItemNum3
165	{0}【主】{1}奇妙空间	1440	0	193	64	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
166	{0}【主】{1}报告	7266	0	3969	1323	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
167	{0}【主】{1}科技苑	31406	0	187251	62417	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
168	{0}【主】{1}良师益友		0			-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
169	{0}【主】{1}回报成效		0			-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
170	{0}【主】{1}提前出发	8000	0	5065	1688	4014	10	4024	10	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
171	{0}【主】{1}回程	3200	0	2026	675	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
172	{0}【主】{1}再回冰封	14400	0	9117	3039	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
173	{0}【主】{1}中伏	21049	0	9871	3290	-1	-1	-1	-1	30702	1	31702	1	33702	1	32702	1	-1	0	0	-1	0	-1	0	-1	0
174	{0}【主】{1}幕后有人	8000	0	5065	1688	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
175	{0}【主】{1}秘密研究	36540	0	17100	5700	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
176	{0}【主】{1}接应	3300	0	2400	800	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
177	{0}【主】{1}壮硕博士	8250	0	6000	2000	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
178	{0}【主】{1}重重守护	4950	0	3600	1200	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
179	{0}【主】{1}魔界傀儡	23375	0	19334	6445	-1	-1	-1	-1	34303	1	35303	1	37303	1	36303	1	-1	0	0	-1	0	-1	0	-1	0
180	{0}【主】{1}幕后黑手	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
181	{0}【主】{1}事情处理	11688	0	9667	3222	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
182	{0}【主】{1}请求支援	13223	0	12312	4104	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
183	{0}【主】{1}碍事生物	16500	0	12000	4000	-1	-1	-1	-1	34203	1	35203	1	37203	1	36203	1	-1	0	0	-1	0	-1	0	-1	0
184	{0}【主】{1}少女潜力	8250	0	6000	2000	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
185	{0}【主】{1}营地前哨	39417	0	181029	60343	56537	10	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
186	{0}【主】{1}攻击计划	17679	0	84624	28208	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
187	{0}【主】{1}废弃都市	29110	0	142237	47412	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
188	{0}【主】{1}通知计划	7072	0	33850	11283	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
189	{0}【主】{1}质疑	17679	0	84624	28208	-1	-1	-1	-1	34504	1	35504	1	37504	1	36504	1	-1	0	0	-1	0	-1	0	-1	0
190	{0}【主】{1}修尔克	17679	0	84624	28208	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
191	{0}【主】{1}前往要塞	7072	0	33850	11283	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
192	{0}【主】{1}消除隐患	11207	0	5207	1736	-1	-1	-1	-1	30502	1	31502	1	33502	1	32502	1	-1	0	0	-1	0	-1	0	-1	0
193	{0}【主】{1}采集水样	10608	0	50775	16925	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
194	{0}【主】{1}追缉	6979	0	41612	13871	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
195	{0}【主】{1}绳之以法	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
196	{0}【主】{1}沉默不语	17448	0	104029	34676	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
197	{0}【主】{1}报告	6979	0	41612	13871	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	65204	1	0	-1	0	-1	0	-1	0
198	{0}【主】{1}批准帮忙	39372	0	242468	80823	-1	-1	-1	-1	38105	1	39105	1	41105	1	40105	1	65304	1	0	-1	0	-1	0	-1	0
199	{0}【主】{1}事情进展	19686	0	121234	40411	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	65604	1	0	-1	0	-1	0	-1	0
200	{0}【主】{1}出发之前	39372	0	242468	80823	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
201	{0}【主】{1}目击证人	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
202	{0}【主】{1}已经离去	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
203	{0}【主】{1}遗忘废墟	39372	0	242468	80823	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
204	{0}【主】{1}沙狼泛滥	51108	0	324775	108258	135	10	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
205	{0}【主】{1}咨询详情	25554	0	162388	54129	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
206	{0}【主】{1}再会佣兵	10222	0	64955	21652	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
207	{0}【主】{1}不慎中毒	5111	0	32478	10826	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
208	{0}【主】{1}解毒药草	51108	0	324775	108258	-1	-1	-1	-1	38205	1	39205	1	41205	1	40205	1	-1	0	0	-1	0	-1	0	-1	0
209	{0}【主】{1}清除毒蝎	59400	0	444743	148248	23	3	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
210	{0}【主】{1}巨大魔力	5940	0	44475	14825	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
211	{0}【主】{1}少女长老	11880	0	88949	29650	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
212	{0}【主】{1}村落现状	5940	0	44475	14825	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
213	{0}【主】{1}询问旅人	11880	0	88949	29650	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
214	{0}【主】{1}意外之灾	5940	0	44475	14825	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
215	{0}【主】{1}求助长老	11880	0	88949	29650	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
216	{0}【主】{1}兽人祭司	17820	0	133423	44474	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
217	{0}【主】{1}召唤神器	17820	0	133423	44474	-1	-1	-1	-1	38305	1	39305	1	41305	1	40305	1	-1	0	0	-1	0	-1	0	-1	0
218	{0}【主】{1}破除诅咒	40345	0	87932	29311	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
219	{0}【主】{1}询问诅咒	9059	0	60262	20087	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
220	{0}【主】{1}担心伙伴	9059	0	60262	20087	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
221	{0}【主】{1}触景生情	4530	0	30131	10044	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
222	{0}【主】{1}入侵者	45295	0	301307	100436	-1	-1	-1	-1	38405	1	39405	1	41405	1	40405	1	-1	0	0	-1	0	-1	0	-1	0
223	{0}【主】{1}鬼祟之人	11400	0	97973	32658	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
224	{0}【主】{1}魔物追杀	5700	0	48987	16329	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
225	{0}【主】{1}阴魂不散	57000	0	489865	163288	24	5	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
226	{0}【主】{1}一绝后患	85500	0	734798	244933	-1	-1	-1	-1	38505	1	39505	1	41505	1	40505	1	-1	0	0	-1	0	-1	0	-1	0
227	{0}【主】{1}疑惑	30612	0	268200	89400	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	65607	1	0	-1	0	-1	0	-1	0
228	{0}【主】{1}结伴而行	12245	0	107280	35760	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
229	{0}【主】{1}边缘现状	6123	0	53640	17880	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
230	{0}【主】{1}融合种	61223	0	536400	178800	60	1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
231	{0}【主】{1}探查异常	23332	0	208355	69452	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
232	{0}【主】{1}暗中观察	7778	0	69452	23151	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
233	{0}【主】{1}缄口不言	15555	0	138903	46301	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	66304	0	0	-1	0	-1	0	-1	0
234	{0}【主】{1}发现甚少	7778	0	69452	23151	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	66305	0	0	-1	0	-1	0	-1	0
235	{0}【主】{1}护送	116660	0	1041772	347257	-1	-1	-1	-1	38705	1	39705	1	41705	1	40705	1	66306	0	0	-1	0	-1	0	-1	0
236	{0}【主】{1}不加责备	17700	0	161067	53689	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
237	{0}【主】{1}巨猿军队	53100	0	483200	161067	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
238	{0}【主】{1}不懂机械	35400	0	322133	107378	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
239	{0}【主】{1}收集证据	53100	0	483200	161067	24	5	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
240	{0}【主】{1}有人操纵	17700	0	161067	53689	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
241	{0}【主】{1}请教盗贼	24400	0	193889	64630	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
242	{0}【主】{1}机关林立	12200	0	96945	32315	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
243	{0}【主】{1}求助长老	24400	0	193889	64630	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
244	{0}【主】{1}神圣禁地	12200	0	96945	32315	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
245	{0}【主】{1}符文	29110	0	142237	47412	-1	-1	-1	-1	34404	1	35404	1	37404	1	36404	1	-1	0	0	-1	0	-1	0	-1	0
246	{0}【主】{1}记忆丧失	61000	0	484722	161574	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
247	{0}【主】{1}雷纳堡	24400	0	193889	64630	-1	-1	-1	-1	38606	1	39606	1	41606	1	40606	1	-1	0	0	-1	0	-1	0	-1	0
248	{0}【主】{1}融合生物	145462	0	1560397	520132	4017	10	4027	10	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
249	{0}【主】{1}邪恶实验	14547	0	156040	52013	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
250	{0}【主】{1}会合佣兵	29093	0	312080	104027	-1	-1	-1	-1	38106	1	39106	1	41106	1	40106	1	-1	0	0	-1	0	-1	0	-1	0
251	{0}【主】{1}高级融合	78120	0	926506	308835	112	5	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
252	{0}【主】{1}抓捕	117180	0	1389759	463253	-1	-1	-1	-1	38206	1	39206	1	41206	1	40206	1	-1	0	0	-1	0	-1	0	-1	0
253	{0}【主】{1}滑稽身影	33600	0	187133	62378	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
254	{0}【主】{1}误打误撞	16800	0	93567	31189	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
255	{0}【主】{1}第七贤者	33600	0	187133	62378	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
256	{0}【主】{1}追捕受阻	16800	0	93567	31189	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
257	{0}【主】{1}机械反叛	50400	0	280699	93566	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
258	{0}【主】{1}于心不忍	99048	0	199978	66659	-1	-1	-1	-1	38406	1	39406	1	41406	1	40406	1	-1	0	0	-1	0	-1	0	-1	0
259	{0}【主】{1}机械控制	49524	0	99989	33330	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
260	{0}【主】{1}自首	19810	0	39996	13332	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
261	{0}【主】{1}疑惑	9905	0	19998	6666	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
262	{0}【主】{1}熟悉之人	19810	0	39996	13332	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
263	{0}【主】{1}进入理由	9905	0	19998	6666	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
264	{0}【主】{1}防御启动	85800	0	748816	249605	112	5	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
265	{0}【主】{1}守卫者	128700	0	1123224	374408	-1	-1	-1	-1	38506	1	39506	1	41506	1	40506	1	-1	0	0	-1	0	-1	0	-1	0
266	{0}【主】{1}逃离	63172	0	478652	159551	112	5	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
267	{0}【主】{1}关闭入口	31586	0	239326	79775	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
268	{0}【主】{1}善后处理	63172	0	478652	159551	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
269	{0}【主】{1}有言相告	63172	0	478652	159551	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
270	{0}【主】{1}良心发现	48767	0	966316	322105	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
271	{0}【主】{1}通知长老	97534	0	1932631	644210	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
272	{0}【主】{1}感谢贤者	97534	0	1932631	644210	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
273	{0}【主】{1}交付任务	48767	0	966316	322105	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
274	{0}【主】{1}不安贤者	15094	0	155347	51782	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
275	{0}【主】{1}记忆	7309	0	81859	27286	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
276	{0}【主】{1}止痛草	21927	0	245576	81859	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
277	{0}【主】{1}神话种	109633	0	1227878	409293	-1	-1	-1	-1	42607	1	43607	1	45607	1	44607	1	-1	0	0	-1	0	-1	0	-1	0
278	{0}【主】{1}亡灵冰塔	10838	0	214737	71579	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
279	{0}【主】{1}告别	21675	0	429474	143158	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
280	{0}【主】{1}继续追寻	10838	0	214737	71579	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
281	{0}【主】{1}出发冰塔	21675	0	429474	143158	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
282	{0}【主】{1}时过境迁	10838	0	214737	71579	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
283	{0}【主】{1}询问守卫	24024	0	518072	172691	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
284	{0}【主】{1}冰塔现状	12012	0	259036	86345	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
285	{0}【主】{1}顶角怪狮	120120	0	2590360	863453	60	3	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
286	{0}【主】{1}赏金猎人	24024	0	518072	172691	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
287	{0}【主】{1}试探	120120	0	2590360	863453	24	10	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
288	{0}【主】{1}近期突变	14005	0	326538	108846	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
289	{0}【主】{1}再会博士	28010	0	653075	217692	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
290	{0}【主】{1}魔力矿石	14005	0	326538	108846	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
291	{0}【主】{1}收集矿石	42014	0	979612	326537	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
292	{0}【主】{1}新注魔力	210069	0	4898056	1632685	-1	-1	-1	-1	38807	1	39807	1	41807	1	40807	1	-1	0	0	-1	0	-1	0	-1	0
293	{0}【主】{1}少女状况	35112	0	880245	293415	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
294	{0}【主】{1}少女回忆	17556	0	440123	146708	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
295	{0}【主】{1}复仇	263334	0	6601838	2200613	-1	-1	-1	-1	38907	1	39907	1	41907	1	40907	1	-1	0	0	-1	0	-1	0	-1	0
296	{0}【主】{1}寻求盟友	38118	0	1038470	346157	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
297	{0}【主】{1}来龙去脉	19059	0	519235	173078	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
298	{0}【主】{1}拦路恶犬	190589	0	5192349	1730783	60	3	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
299	{0}【主】{1}告诫	19059	0	519235	173078	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
300	{0}【主】{1}转达	38118	0	1038470	346157	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
301	{0}【主】{1}秘密任务	19059	0	519235	173078	-1	-1	-1	-1	42608	1	43608	1	45608	1	44608	1	-1	0	0	-1	0	-1	0	-1	0
302	{0}【主】{1}神秘少女	24400	0	193889	64630	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
303	{0}【主】{1}一诅之仇	45295	0	301307	100436	23	3	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
304	{0}【主】{1}摔伤草药	50400	0	280699	93566	-1	-1	-1	-1	38306	1	39306	1	41306	1	40306	1	-1	0	0	-1	0	-1	0	-1	0
305	{0}【主】{1}魔石巨人	108371	0	2147368	715789	4018	10	4028	10	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
306	{0}【主】{1}转换失控	108371	0	2147368	715789	-1	-1	-1	-1	38707	1	39707	1	41707	1	40707	1	-1	0	0	-1	0	-1	0	-1	0
307	{0}【主】{1}冒险起航	491	0	103	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
308	{0}【主】{1}精益求精	592	0	80	27	4012	10	4022	10	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
309	{0}【主】{1}七日狂欢	6577	0	749	250	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
310	{0}【主】{1}魔灵凝聚	14272	0	14735	4912	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
311	{0}【主】{1}魂力觉醒	2661	0	359	120	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
312	{0}【主】{1}竞技商城	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
313	{0}【主】{1}变身进阶	4320	0	578	193	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
314	{0}【主】{1}装备升星	55100	0	482760	160920	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
315	{0}【主】{1}僵尸追兵	16000	0	10130	3377	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
316	{0}【主】{1}掌门问候	200	0	40	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
317	{0}【主】{1}掌门问候	400	0	80	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
318	{0}【主】{1}掌门问候	23165	0	117695	39232	-1	-1	-1	-1	34104	1	35104	1	37104	1	36104	1	-1	0	0	-1	0	-1	0	-1	0
319	{0}【主】{1}燕子坞	23165	0	117695	39232	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
320	{0}【主】{1}燕王古墓	23165	0	117695	39232	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
321	{0}【主】{1}珍珑棋局	227800	0	1931877	643959	112	5	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
322	{0}【主】{1}聚贤庄	113204	0	1165098	388366	134	3	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
323	{0}【主】{1}少室山	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
324	{0}【主】{1}机车师	55	0	12	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
325	{0}【主】{1}试水	875	0	180	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
326	{0}【主】{1}再试	875	0	180	0	-1	-1	-1	-1	18300	1	19300	1	21300	1	20300	1	-1	0	0	-1	0	-1	0	-1	0
327	{0}【主】{1}混沌之地	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
328	{0}【主】{1}勇闯混沌	13079	0	7144	2381	-1	-1	-1	-1	34603	1	35603	1	37603	1	36603	1	-1	0	0	-1	0	-1	0	-1	0
329	{0}【环】{1}杀一儆百	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
330	{0}【环】{1}杀一儆百	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
331	{0}【环】{1}杀一儆百	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
332	{0}【环】{1}杀一儆百	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
333	{0}【环】{1}杀一儆百	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
