Id	Description	CharModelID	Name	Sex	NpcType	Level	AttackType	AttackDisType	SkillstrategyIndex	MaxHP	MaxMP	MaxXP	PDefense	PAttack	MDefense	MAttack	Hit	Dodge	Critical	DeCritical	Strike	Ductical	CritiAdd	CritiMis	AttackTime	MoveSpeed	Camp	PathRadius	AlertRadius	IsRanbdMove	RandMoveDis	CorpseTime	ReviveTime	DialogID	DialogRadius	DropItemId	Exp	IsAttackFly	BornEffctID	DieEffectID	RampType	EnhanceID	BelongType	IsImmuneJT	CombatNPC	MissionNpcFlag	HpCount	ShowBornEffect
246	黄昏要塞副本-单人-困难-眼魔	104	眼魔	1	2	45	0	0	8	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	28	11	1	-1	-1	2	17	2	1	1	0	2	0
247	黄昏要塞副本-单人-挑战-眼魔	104	眼魔	1	2	65	0	0	8	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	29	66	1	-1	-1	2	18	2	1	1	0	2	0
248	黄昏要塞副本-组队-简单-双锤巨魔	98	双锤巨魔	1	0	25	0	0	0	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	24	6	1	-1	-1	-1	13	2	0	1	0	1	0
249	黄昏要塞副本-组队-困难-双锤巨魔	98	双锤巨魔	1	0	45	0	0	0	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	25	11	1	-1	-1	-1	14	2	0	1	0	1	0
250	黄昏要塞副本-组队-挑战-双锤巨魔	98	双锤巨魔	1	0	65	0	0	0	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	26	66	1	-1	-1	-1	15	2	0	1	0	1	0
251	黄昏要塞副本-组队-简单-巨魔	99	巨魔	1	0	25	0	0	0	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	24	6	1	-1	-1	-1	13	2	0	1	0	1	0
252	黄昏要塞副本-组队-困难-巨魔	99	巨魔	1	0	45	0	0	0	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	25	11	1	-1	-1	-1	14	2	0	1	0	1	0
253	黄昏要塞副本-组队-挑战-巨魔	99	巨魔	1	0	65	0	0	0	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	26	66	1	-1	-1	-1	15	2	0	1	0	1	0
254	黄昏要塞副本-组队-简单-背水巨魔	100	背水巨魔	1	0	25	0	0	0	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	24	6	1	-1	-1	-1	13	2	0	1	0	1	0
255	黄昏要塞副本-组队-困难-背水巨魔	100	背水巨魔	1	0	45	0	0	0	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	25	11	1	-1	-1	-1	14	2	0	1	0	1	0
256	黄昏要塞副本-组队-挑战-背水巨魔	100	背水巨魔	1	0	65	0	0	0	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	26	66	1	-1	-1	-1	15	2	0	1	0	1	0
257	黄昏要塞副本-组队-简单-恶灵之王	82	恶灵之王	1	2	25	0	0	4	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	30	6	1	-1	-1	2	19	2	1	1	0	2	0
258	黄昏要塞副本-组队-困难-恶灵之王	82	恶灵之王	1	2	45	0	0	4	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	31	11	1	-1	-1	2	20	2	1	1	0	2	0
259	黄昏要塞副本-组队-挑战-恶灵之王	82	恶灵之王	1	2	65	0	0	4	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	32	66	1	-1	-1	2	21	2	1	1	0	2	0
260	黄昏要塞副本-组队-简单-要塞守卫	101	要塞守卫	1	2	25	0	0	5	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	30	6	1	-1	-1	2	19	2	1	1	0	2	0
261	黄昏要塞副本-组队-困难-要塞守卫	101	要塞守卫	1	2	45	0	0	5	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	31	11	1	-1	-1	2	20	2	1	1	0	2	0
262	黄昏要塞副本-组队-挑战-要塞守卫	101	要塞守卫	1	2	65	0	0	5	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	32	66	1	-1	-1	2	21	2	1	1	0	2	0
263	黄昏要塞副本-组队-简单-要塞军师	102	要塞军师	1	2	25	0	0	6	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	30	6	1	-1	-1	-1	19	2	1	1	0	2	0
264	黄昏要塞副本-组队-困难-要塞军师	102	要塞军师	1	2	45	0	0	6	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	31	11	1	-1	-1	-1	20	2	1	1	0	2	0
265	黄昏要塞副本-组队-挑战-要塞军师	102	要塞军师	1	2	65	0	0	6	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	32	66	1	-1	-1	-1	21	2	1	1	0	2	0
266	黄昏要塞副本-组队-简单-要塞领主	103	要塞领主	1	2	25	0	0	7	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	30	6	1	-1	-1	2	19	2	1	1	0	2	0
267	黄昏要塞副本-组队-困难-要塞领主	103	要塞领主	1	2	45	0	0	7	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	31	11	1	-1	-1	2	20	2	1	1	0	2	0
268	黄昏要塞副本-组队-挑战-要塞领主	103	要塞领主	1	2	65	0	0	7	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	32	66	1	-1	-1	2	21	2	1	1	0	2	0
269	黄昏要塞副本-组队-简单-眼魔	104	眼魔	1	2	25	0	0	8	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	30	6	1	-1	-1	2	19	2	1	1	0	2	0
270	黄昏要塞副本-组队-困难-眼魔	104	眼魔	1	2	45	0	0	8	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	31	11	1	-1	-1	2	20	2	1	1	0	2	0
271	黄昏要塞副本-组队-挑战-眼魔	104	眼魔	1	2	65	0	0	8	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	32	66	1	-1	-1	2	21	2	1	1	0	2	0
272	黄昏要塞副本-单人-简单-猫又	25	攻击力	1	2	25	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	21	6	1	-1	-1	-1	10	2	0	1	0	2	0
273	黄昏要塞副本-单人-困难-猫又	25	攻击力	1	2	45	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	22	11	1	-1	-1	-1	11	2	0	1	0	2	0
274	黄昏要塞副本-单人-挑战-猫又	25	攻击力	1	2	65	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	23	66	1	-1	-1	-1	12	2	0	1	0	2	0
275	黄昏要塞副本-单人-简单-猫又	25	防御力	1	2	25	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	21	6	1	-1	-1	-1	10	2	0	1	0	2	0
276	黄昏要塞副本-单人-困难-猫又	25	防御力	1	2	45	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	22	11	1	-1	-1	-1	11	2	0	1	0	2	0
277	黄昏要塞副本-单人-挑战-猫又	25	防御力	1	2	65	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	23	66	1	-1	-1	-1	12	2	0	1	0	2	0
278	黄昏要塞副本-单人-简单-猫又	25	回血	1	2	25	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	21	6	1	-1	-1	-1	10	2	0	0	0	2	0
279	黄昏要塞副本-单人-困难-猫又	25	回血	1	2	45	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	22	11	1	-1	-1	-1	11	2	0	0	0	2	0
280	黄昏要塞副本-单人-挑战-猫又	25	回血	1	2	65	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	23	66	1	-1	-1	-1	12	2	0	0	0	2	0
281	黄昏要塞副本-单人-简单-猫又	25	暴击	1	2	25	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	21	6	1	-1	-1	-1	10	2	0	0	0	2	0
282	黄昏要塞副本-单人-困难-猫又	25	暴击	1	2	45	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	22	11	1	-1	-1	-1	11	2	0	0	0	2	0
283	黄昏要塞副本-单人-挑战-猫又	25	暴击	1	2	65	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	23	66	1	-1	-1	-1	12	2	0	0	0	2	0
284	黄昏要塞副本-单人-简单-顶角豹	176	顶角豹	1	2	25	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	21	6	1	-1	-1	-1	10	2	0	0	0	2	0
285	黄昏要塞副本-单人-困难-顶角豹	176	顶角豹	1	2	45	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	22	11	1	-1	-1	-1	11	2	0	0	0	2	0
286	黄昏要塞副本-单人-挑战-顶角豹	176	顶角豹	1	2	65	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	23	66	1	-1	-1	-1	12	2	0	0	0	2	0
287	黄昏要塞副本-单人-简单-顶角豹	176	顶角豹	1	2	25	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	21	6	1	-1	-1	-1	10	2	0	0	0	2	0
288	黄昏要塞副本-单人-困难-顶角豹	176	顶角豹	1	2	45	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	22	11	1	-1	-1	-1	11	2	0	0	0	2	0
289	黄昏要塞副本-单人-挑战-顶角豹	176	顶角豹	1	2	65	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	23	66	1	-1	-1	-1	12	2	0	0	0	2	0
290	黄昏要塞副本-单人-简单-顶角豹	176	顶角豹	1	2	25	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	21	6	1	-1	-1	-1	10	2	0	0	0	2	0
291	黄昏要塞副本-单人-困难-顶角豹	176	顶角豹	1	2	45	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	22	11	1	-1	-1	-1	11	2	0	0	0	2	0
292	黄昏要塞副本-单人-挑战-顶角豹	176	顶角豹	1	2	65	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	23	66	1	-1	-1	-1	12	2	0	0	0	2	0
293	黄昏要塞副本-组队-简单-猫又	25	攻击力	1	2	25	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	24	6	1	-1	-1	-1	13	2	0	0	0	2	0
294	黄昏要塞副本-组队-困难-猫又	25	攻击力	1	2	45	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	25	11	1	-1	-1	-1	14	2	0	0	0	2	0
295	黄昏要塞副本-组队-挑战-猫又	25	攻击力	1	2	65	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	26	66	1	-1	-1	-1	15	2	0	0	0	2	0
296	黄昏要塞副本-组队-简单-猫又	25	防御力	1	2	25	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	24	6	1	-1	-1	-1	13	2	0	0	0	2	0
297	黄昏要塞副本-组队-困难-猫又	25	防御力	1	2	45	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	25	11	1	-1	-1	-1	14	2	0	0	0	2	0
298	黄昏要塞副本-组队-挑战-猫又	25	防御力	1	2	65	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	26	66	1	-1	-1	-1	15	2	0	0	0	2	0
299	黄昏要塞副本-组队-简单-猫又	25	回血	1	2	25	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	24	6	1	-1	-1	-1	13	2	0	0	0	2	0
300	黄昏要塞副本-组队-困难-猫又	25	回血	1	2	45	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	25	11	1	-1	-1	-1	14	2	0	0	0	2	0
301	黄昏要塞副本-组队-挑战-猫又	25	回血	1	2	65	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	26	66	1	-1	-1	-1	15	2	0	0	0	2	0
302	黄昏要塞副本-组队-简单-猫又	25	暴击	1	2	25	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	24	6	1	-1	-1	-1	13	2	0	0	0	2	0
303	黄昏要塞副本-组队-困难-猫又	25	暴击	1	2	45	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	25	11	1	-1	-1	-1	14	2	0	0	0	2	0
304	黄昏要塞副本-组队-挑战-猫又	25	暴击	1	2	65	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	26	66	1	-1	-1	-1	15	2	0	0	0	2	0
305	黄昏要塞副本-组队-简单-顶角豹	176	顶角豹	1	2	25	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	24	6	1	-1	-1	-1	13	2	0	0	0	2	0
306	黄昏要塞副本-组队-困难-顶角豹	176	顶角豹	1	2	45	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	25	11	1	-1	-1	-1	14	2	0	0	0	2	0
307	黄昏要塞副本-组队-挑战-顶角豹	176	顶角豹	1	2	65	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	26	66	1	-1	-1	-1	15	2	0	0	0	2	0
308	黄昏要塞副本-组队-简单-顶角豹	176	顶角豹	1	2	25	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	24	6	1	-1	-1	-1	13	2	0	0	0	2	0
309	黄昏要塞副本-组队-困难-顶角豹	176	顶角豹	1	2	45	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	25	11	1	-1	-1	-1	14	2	0	0	0	2	0
310	黄昏要塞副本-组队-挑战-顶角豹	176	顶角豹	1	2	65	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	26	66	1	-1	-1	-1	15	2	0	0	0	2	0
311	黄昏要塞副本-组队-简单-顶角豹	176	顶角豹	1	2	25	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	24	6	1	-1	-1	-1	13	2	0	0	0	2	0
312	黄昏要塞副本-组队-困难-顶角豹	176	顶角豹	1	2	45	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	25	11	1	-1	-1	-1	14	2	0	0	0	2	0
313	黄昏要塞副本-组队-挑战-顶角豹	176	顶角豹	1	2	65	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	26	66	1	-1	-1	-1	15	2	0	0	0	2	0
314	雷纳堡边境小怪	140	机械巨猿	0	0	57	0	0	0	15923	0	0	1264	1750	1264	1750	12296	0	553	0	0	0	0	0	1200	375	3	12	5	1	5	3000	2000	-1	2	6	29	1	-1	-1	-1	-1	2	0	0	0	1	0
315	雷纳堡边缘npc	141	贝拉德里克斯	0	0	20	0	0	0	8296	1943	0	983	1239	983	1239	8280	780	1030	280	0	0	0	0	1200	375	1	12	40	0	0	3000	2000	63	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
316	雷纳堡边缘npc	135	被捕的里奇莱	0	0	20	0	0	0	8296	1943	0	983	1239	983	1239	8280	780	1030	280	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	64	2	-1	0	1	-1	-1	2	-1	2	0	0	0	2	0
317	雷纳堡npc	133	海因达	0	0	25	1	0	0	11515	2263	0	1135	1535	1135	1535	8325	825	1075	325	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	65	2	-1	0	1	-1	-1	-1	-1	2	0	1	0	2	0
318	雷纳堡小怪	142	转换型A02	0	0	60	0	0	0	19265	0	0	1539	2109	1539	2109	12737	0	600	0	0	0	0	0	1200	500	3	12	5	1	5	3000	2000	-1	2	7	34	1	-1	-1	-1	-1	2	0	0	0	1	0
319	雷纳堡npc	123	菲尔沦	0	0	99	0	0	0	542497	133730	0	64997	89168	64997	89168	17682	10182	10432	9682	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	66	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
320	雷纳堡小怪	143	转换型A03	0	0	61	0	0	0	21691	0	0	1636	2248	1636	2248	12988	0	642	0	0	0	0	0	1200	375	3	12	5	1	5	3000	2000	-1	2	7	41	1	-1	-1	-1	-1	2	0	0	0	1	0
321	雷纳堡npc	44	弗里德	0	0	99	0	0	0	542497	133730	0	64997	89168	64997	89168	17682	10182	10432	9682	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	67	2	-1	0	0	-1	-1	-1	-1	2	0	0	0	1	0
322	雷纳堡npc	141	贝拉德里克斯	0	0	99	0	0	0	542497	133730	0	64997	89168	64997	89168	17682	10182	10432	9682	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	68	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
323	雷纳堡npc	135	里奇莱	0	0	99	0	0	0	542497	133730	0	64997	89168	64997	89168	17682	10182	10432	9682	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	69	2	-1	0	0	-1	-1	-1	-1	2	0	0	0	1	0
324	雷纳堡小怪	178	沙漠型机器人	0	0	62	0	0	0	22461	0	0	1696	2333	1696	2333	13239	0	684	0	0	0	0	0	1200	375	3	12	5	0	0	3000	2000	-1	2	7	46	1	-1	-1	-1	-1	2	0	0	0	1	0
325	雷纳堡npc	139	神秘少女	0	0	99	0	0	0	542497	133730	0	64997	89168	64997	89168	17682	10182	10432	9682	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	70	2	-1	0	0	-1	-1	-1	-1	2	0	0	0	1	0
326	雷纳堡小怪	145	罗塔战车	0	0	63	0	0	0	22789	0	0	1723	2501	1723	2501	13489	0	725	0	0	0	0	0	1200	375	3	12	5	0	0	3000	2000	-1	2	7	52	1	-1	-1	-1	-1	2	0	0	0	1	0
327	雷纳堡边缘npc	139	乔安娜	1	0	99	0	0	0	542497	133730	0	64997	89168	64997	89168	17682	10182	10432	9682	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	71	2	-1	0	0	-1	-1	-1	-1	2	0	0	0	1	0
328	雷纳堡边缘npc	44	弗里德	0	0	99	0	0	0	542497	133730	0	64997	89168	64997	89168	17682	10182	10432	9682	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	72	2	-1	0	0	-1	-1	-1	-1	2	0	0	0	1	0
400	混沌之地1层小怪1	138	混沌守卫	1	0	20	0	0	0	6961	0	0	62	130	62	130	9936	78	206	28	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	5	1	-1	-1	-1	-1	2	0	1	0	1	0
401	混沌之地1层小怪2	138	混沌守卫	1	0	20	0	0	0	6961	0	0	62	130	62	130	9936	78	206	28	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	5	1	-1	-1	-1	-1	2	0	1	0	1	0
402	混沌之地1层小怪3	138	混沌守卫	1	0	20	0	0	0	6961	0	0	62	130	62	130	9936	78	206	28	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	5	1	-1	-1	-1	-1	2	0	1	0	1	0
403	混沌之地2层小怪1	138	混沌守卫	1	0	20	0	0	0	6961	0	0	62	130	62	130	9936	78	206	28	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	5	1	-1	-1	-1	-1	2	0	1	0	1	0
404	混沌之地2层小怪2	138	混沌守卫	1	0	20	0	0	0	6961	0	0	62	130	62	130	9936	78	206	28	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	5	1	-1	-1	-1	-1	2	0	1	0	1	0
405	混沌之地2层小怪3	138	混沌守卫	1	0	20	0	0	0	6961	0	0	62	130	62	130	9936	78	206	28	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	5	1	-1	-1	-1	-1	2	0	1	0	1	0
406	混沌之地3层小怪1	138	混沌守卫	1	0	20	0	0	0	6961	0	0	62	130	62	130	9936	78	206	28	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	5	1	-1	-1	-1	-1	2	0	1	0	1	0
407	混沌之地3层小怪2	138	混沌守卫	1	0	20	0	0	0	6961	0	0	62	130	62	130	9936	78	206	28	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	5	1	-1	-1	-1	-1	2	0	1	0	1	0
408	混沌之地3层小怪3	138	混沌守卫	1	0	20	0	0	0	6961	0	0	62	130	62	130	9936	78	206	28	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	5	1	-1	-1	-1	-1	2	0	1	0	1	0
409	混沌之地4层小怪1	138	混沌守卫	1	0	20	0	0	0	6961	0	0	62	130	62	130	9936	78	206	28	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	5	1	-1	-1	-1	-1	2	0	1	0	1	0
410	混沌之地4层小怪2	138	混沌守卫	1	0	20	0	0	0	6961	0	0	62	130	62	130	9936	78	206	28	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	5	1	-1	-1	-1	-1	2	0	1	0	1	0
411	混沌之地4层小怪3	138	混沌守卫	1	0	20	0	0	0	6961	0	0	62	130	62	130	9936	78	206	28	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	5	1	-1	-1	-1	-1	2	0	1	0	1	0
412	混沌之地5层小怪1	138	混沌守卫	1	0	21	0	0	0	7636	0	0	64	135	64	135	9947	79	208	29	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	5	1	-1	-1	-1	-1	2	0	1	0	1	0
413	混沌之地5层小怪2	138	混沌守卫	1	0	21	0	0	0	7636	0	0	64	135	64	135	9947	79	208	29	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	5	1	-1	-1	-1	-1	2	0	1	0	1	0
414	混沌之地5层小怪3	138	混沌守卫	1	0	21	0	0	0	7636	0	0	64	135	64	135	9947	79	208	29	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	5	1	-1	-1	-1	-1	2	0	1	0	1	0
415	混沌之地6层小怪1	138	混沌守卫	1	0	21	0	0	0	7636	0	0	64	135	64	135	9947	79	208	29	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	5	1	-1	-1	-1	-1	2	0	1	0	1	0
416	混沌之地6层小怪2	138	混沌守卫	1	0	21	0	0	0	7636	0	0	64	135	64	135	9947	79	208	29	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	5	1	-1	-1	-1	-1	2	0	1	0	1	0
417	混沌之地6层小怪3	138	混沌守卫	1	0	21	1	0	0	7636	0	0	64	135	64	135	9947	79	208	29	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	5	1	-1	-1	-1	-1	2	0	1	0	1	0
418	混沌之地7层小怪1	138	混沌守卫	1	0	21	0	0	0	7636	0	0	64	135	64	135	9947	79	208	29	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	5	1	-1	-1	-1	-1	2	0	1	0	1	0
419	混沌之地7层小怪2	138	混沌守卫	1	0	21	0	0	0	7636	0	0	64	135	64	135	9947	79	208	29	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	5	1	-1	-1	-1	-1	2	0	1	0	1	0
420	混沌之地7层小怪3	138	混沌守卫	1	0	21	1	0	0	7636	0	0	64	135	64	135	9947	79	208	29	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	5	1	-1	-1	-1	-1	2	0	1	0	1	0
421	混沌之地8层小怪1	138	混沌守卫	1	0	21	0	0	0	7636	0	0	64	135	64	135	9947	79	208	29	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	5	1	-1	-1	-1	-1	2	0	1	0	1	0
422	混沌之地8层小怪2	138	混沌守卫	1	0	21	0	0	0	7636	0	0	64	135	64	135	9947	79	208	29	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	5	1	-1	-1	-1	-1	2	0	1	0	1	0
423	混沌之地8层小怪3	138	混沌守卫	1	0	21	1	0	0	7636	0	0	64	135	64	135	9947	79	208	29	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	5	1	-1	-1	-1	-1	2	0	1	0	1	0
